
					Các Thủ Lãnh 1				|
Kế đó, người đến cùng dân Su-cốt, mà nói rằng: Nầy Xê-bách và Xanh-mu-na mà các ngươi đã mắng ta rằng: Chớ thì ông đã cầm cườm tay Xê-bách và Xanh-mu-na nơi tay mình chưa, nên chúng tôi phải cấp bánh cho dân mệt nhọc của ông?|基 甸 到 了 疏 割 、 對 那 裡 的 人 說 、 你 們 從 前 譏 誚 我 說 、 西 巴 和 撒 慕 拿 已 經 在 你 手 裡 、 你 使 我 們 將 餅 給 跟 隨 你 的 疲 乏 人 麼 ． 現 在 西 巴 和 撒 慕 拿 在 這 裡 。
Vậy, người bắt các trưởng lão của thành, lấy chông gai nơi đồng vắng mà đánh phạt những người Su-cốt;|於 是 捉 住 那 城 內 的 長 老 、 用 野 地 的 荊 條 和 枳 棘 責 打 〔 原 文 作 指 教 〕 疏 割 人 。
cũng phá hủy tháp Phê-nu-ên và giết những người của thành ấy.|又 拆 了 毘 努 伊 勒 的 樓 、 殺 了 那 城 裡 的 人 。
Đoạn, người nói cùng Xê-bách và Xanh-mu-na rằng: Các người kia mà hai ngươi đã giết tại Tha-bô là làm sao? Hai vua đáp: Chúng nó cũng như ngươi; mỗi người đều có hình vóc như một hoàng tử.|基 甸 問 西 巴 和 撒 慕 拿 說 、 你 們 在 他 泊 山 所 殺 的 人 是 甚 麼 樣 式 ． 回 答 說 、 他 們 好 像 你 、 各 人 都 有 王 子 的 樣 式 。
Người tiếp: Ay là anh em ta, con của mẹ ta. Quả thật, ta chỉ Đức Giê-hô-va hằng sống mà thề, nếu hai ngươi đã để anh em ta sống, thì nay ta không giết hai ngươi!|基 甸 說 、 他 們 是 我 同 母 的 弟 兄 ． 我 指 著 永 生 的 耶 和 華 起 誓 、 你 們 從 前 若 存 留 他 們 的 性 命 、 我 如 今 就 不 殺 你 們 了 。
Đoạn, Ghê-đê-ôn nói cùng Giê-the, con đầu lòng mình, mà rằng: Hãy chổi dậy, giết họ đi. Nhưng người trẻ chẳng rút gươm ra vì sợ: người vẫn còn thiếu niên.|於 是 對 他 的 長 子 益 帖 說 、 你 起 來 殺 他 們 。 但 益 帖 因 為 是 童 子 、 害 怕 、 不 敢 拔 刀 。
Xê-bách và Xanh-mu-na nói: Chánh ngươi hãy chổi dậy và đánh chúng ta đi; vì hễ người thể nào thì sức thể ấy. Ghê-đê-ôn bèn chổi dậy, giết Xê-bách và Xanh-mu-na; đoạn lấy đồ trang sức hình như trăng lưỡi liềm ở nơi cổ lạc đà của hai vua.|西 巴 和 撒 慕 拿 說 、 你 自 己 起 來 殺 我 們 罷 ． 因 為 人 如 何 、 力 量 也 是 如 何 。 基 甸 就 起 來 、 殺 了 西 巴 和 撒 慕 拿 、 奪 獲 他 們 駱 駝 項 上 戴 的 月 牙 圈 。
Bấy giờ, những người Y-sơ-ra-ên nói cùng Ghê-đê-ôn rằng: Xin ông, con trai, và cháu ông hãy quản trị chúng tôi, vì ông đã giải cứu chúng tôi khỏi tay dân Ma-đi-an.|以 色 列 人 對 基 甸 說 、 你 既 救 我 們 脫 離 米 甸 人 的 手 、 願 你 和 你 的 兒 孫 管 理 我 們 。
Nhưng Ghê-đê-ôn đáp cùng chúng rằng: Ta chẳng quản trị các ngươi, con trai ta cũng không quản trị các ngươi đâu; Đức Giê-hô-va sẽ quản trị các ngươi.|基 甸 說 、 我 不 管 理 你 們 、 我 的 兒 子 也 不 管 理 你 們 ． 惟 有 耶 和 華 管 理 你 們 。
Đoạn, Ghê-đê-ôn nói cùng chúng rằng: Ta chỉ xin các ngươi một điều nầy, là mỗi người trong các ngươi phải giao ta ta những vòng mình đã đoạt lấy. .|基 甸 又 對 他 們 說 、 我 有 一 件 事 求 你 們 ． 請 你 們 各 人 將 所 奪 的 耳 環 給 我 ． 原 來 仇 敵 是 以 實 瑪 利 人 、 都 是 戴 金 耳 環 的 。
Chúng đáp: Chúng tôi sẵn lòng giao cho ông. Họ trải một áo tơi ra, rồi hết thảy đều ném vào đó những vòng của mình đã đoạt lấy.|他 們 說 、 我 們 情 願 給 你 ． 就 鋪 開 一 件 外 衣 、 各 人 將 所 奪 的 耳 環 丟 在 其 上 。
Những vòng vàng mà Ghê-đê-ôn đã xin, cân được một ngàn bảy trăm siếc-lơ vàng, không kể những đồ trang sức hình như trăng lưỡi liềm, hoa tai, và áo sắc điều của vua Ma-đi-an thường mặc, cùng những kiềng nơi cổ lạc đà.|基 甸 所 要 出 來 的 金 耳 環 、 重 一 千 七 百 舍 客 勒 金 子 ． 此 外 還 有 米 甸 王 所 戴 的 月 環 、 耳 墜 、 和 所 穿 的 紫 色 衣 服 、 並 駱 駝 項 上 的 金 鍊 子 。
Ghê-đê-ôn lấy một vật đó làm một cái ê-phót, để trong thành mình tại Op-ra. Cả Y-sơ-ra-ên đều cúng thờ cái ê-phót đó; nó trở thành một cái bẫy cho Ghê-đê-ôn cả nhà người.|基 甸 以 此 製 造 了 一 個 以 弗 得 、 設 立 在 本 城 俄 弗 拉 ． 後 來 以 色 列 人 拜 那 以 弗 得 行 了 邪 淫 ． 這 就 作 了 基 甸 和 他 全 家 的 網 羅 。
Dân Ma-đi-an bị phục trước mặt dân Y-sơ-ra-ên, chẳng cất đầu lên được nữa; nên trong đời Ghê-đê-ôn, xứ được hòa bình trọn bốn mươi năm.|這 樣 、 米 甸 人 被 以 色 列 人 制 伏 了 、 不 敢 再 抬 頭 ． 基 甸 還 在 的 日 子 國 中 太 平 四 十 年 。
Giê-ru-ba-anh, con trai Giô-ách, trở về và ở trong nhà mình.|約 阿 施 的 兒 子 耶 路 巴 力 回 去 、 住 在 自 己 家 裡 。
Vả, Ghê-đê-ôn sanh được bảy mươi con trai, vì người có nhiều vợ.|基 甸 有 七 十 個 親 生 的 兒 子 ． 因 為 他 有 許 多 的 妻 。
Vợ lẽ người ở tại Si-chem, cũng sanh cho ngươi một con trai đặt tên là A-bi-mê-léc.|他 的 妾 住 在 示 劍 、 也 給 他 生 了 一 個 兒 子 ． 基 甸 與 他 起 名 叫 亞 比 米 勒 。
Đoạn, Ghê-đê-ôn, con trai Giô-ách, qua đời, tuổi tác đã cao, được chôn trong mả của Giô-ách, cha người, tại Op-ra, là thành của dân A-bi-ê-xê-rít.|約 阿 施 的 兒 子 基 甸 、 年 紀 老 邁 而 死 、 葬 在 亞 比 以 謝 族 的 俄 弗 拉 、 在 他 父 親 約 阿 施 的 墳 墓 裡 。
Sau khi Ghê-đê-ôn qua đời, dân Y-sơ-ra-ên trở lại hành dâm cùng các Ba-anh, và chọn Ba-anh-Bê-rít làm thần.|基 甸 死 後 、 以 色 列 人 又 去 隨 從 諸 巴 力 行 邪 淫 、 以 巴 力 比 利 土 為 他 們 的 神 。
Như vậy, dân Y-sơ-ra-ên không nhớ đến Giê-hô-va Đức Chúa Trời mình, là Đấng đã giải cứu họ khỏi tay của các kẻ thù nghịch ở chung quanh;|以 色 列 人 不 記 念 耶 和 華 他 們 的 　 神 、 就 是 拯 救 他 們 脫 離 四 圍 仇 敵 之 手 的 ．
và cũng không có lòng thảo chút nào với nhà Giê-ru-ba-anh, là Ghê-đê-ôn, về các ơn mà người đã làm cho Y-sơ-ra-ên.|也 不 照 著 耶 路 巴 力 、 就 是 基 甸 向 他 們 所 施 的 恩 惠 、 厚 待 他 的 家 。

					Các Thủ Lãnh 9				|
						士師記 9					
A-bi-mê-léc, con trai Giê-ru-ba-anh, sang qua Si-chem, đến cùng các cậu và cả nhà ông ngoại mình, mà nói rằng:|耶 路 巴 力 的 兒 子 亞 比 米 勒 、 到 了 示 劍 見 他 的 眾 母 舅 、 對 他 們 、 和 他 外 祖 全 家 的 人 、 說 、
Xin các ông hãy hỏi hết thảy người Si-chem, mà nói rằng: Hoặc tất cả bảy mươi người con trai Giê-ru-ba-anh cai trị trên các ngươi, hoặc chỉ một người làm vua của các ngươi, điều nào là tốt hơn? Cũng hãy nhớ rằng ta đồng cốt nhục với các ngươi.|請 你 們 問 示 劍 的 眾 人 說 、 是 耶 路 巴 力 的 眾 子 七 十 人 都 管 理 你 們 好 呢 、 還 是 一 人 管 理 你 們 好 呢 ． 你 們 又 要 記 念 我 是 你 們 的 骨 肉 。
Các cậu người nói giùm người, đem các lời nầy thuật lại cho hết thảy dân Si-chem nghe, và lòng chúng nghiêng về A-bi-mê-léc, vì chúng nói rằng: Người là anh em ta.|他 的 眾 母 舅 、 便 將 這 一 切 話 、 為 他 說 給 示 劍 人 聽 ． 示 劍 人 的 心 、 就 歸 向 亞 比 米 勒 ． 他 們 說 、 他 原 是 我 們 的 弟 兄 。
Chúng bèn ban cho người bảy mươi miếng bạc của miếu Ba-anh-Bê-rít; A-bi-mê-léc lấy bạc đó mướn những kẻ bại hoại hoang đàng đi theo mình.|就 從 巴 力 比 利 土 的 廟 中 、 取 了 七 十 舍 客 勒 銀 子 給 亞 比 米 勒 ． 亞 比 米 勒 用 以 雇 了 些 匪 徒 跟 隨 他 。
Đoạn, người đi đến nhà cha mình tại Op-ra, và trên một hòn đá, giết các anh em mình, tức những con trai của Giê-ru-ba-anh, số là bảy mươi người. Chỉ một mình Giô-tham, con út của Giê-ru-ba-anh, còn sống, bởi vì chàng ẩn mình.|他 往 俄 弗 拉 到 他 父 親 的 家 、 將 他 弟 兄 耶 路 巴 力 的 眾 子 七 十 人 、 都 殺 在 一 塊 磐 石 上 ． 只 剩 下 耶 路 巴 力 的 小 兒 子 約 坦 、 因 為 他 躲 藏 了 。
Bấy giờ, hết thảy những người Si-chem nhóm hiệp với cả họ Mi-lô, đi đến cây dẻ bộp bia-đá ở tại Si-chem, mà tôn A-bi-mê-léc làm vua.|示 劍 人 和 米 羅 人 、 都 一 同 聚 集 、 往 示 劍 橡 樹 旁 的 柱 子 那 裡 、 立 亞 比 米 勒 為 王 。
Giô-tham hay đặng điều đó, bèn đi lên đứng trên chót núi Ga-ri-xim, cất tiếng la rằng: Hỡi người Si-chem, hãy nghe ta, và nguyện Đức Chúa Trời nghe các ngươi!|有 人 將 這 事 告 訴 約 坦 、 他 就 去 站 在 基 利 心 山 頂 上 、 向 眾 人 大 聲 喊 叫 、 說 、 示 劍 人 哪 、 你 們 要 聽 我 的 話 、 　 神 也 就 聽 你 們 的 話 。
Các cây cối đều đi đặng xức dầu cho một vua cai trị chúng nó. Chúng nó nói cùng cây ô-li-ve rằng: Hãy cai trị chúng tôi.|有 一 時 樹 木 要 膏 一 樹 為 王 、 管 理 他 們 、 就 去 對 橄 欖 樹 說 、 請 你 作 我 們 的 王 。
Cây ô-li-ve đáp: Ta há sẽ bỏ dầu ta mà Đức Chúa Trời và loài người đều tôn vinh, đặng đi xao động trên các cây cối ư?|橄 欖 樹 回 答 說 、 我 豈 肯 止 住 供 奉 。 　 神 和 尊 重 人 的 油 、 飄 颻 在 眾 樹 之 上 呢 。
Các cây cối lại nói cùng cây vả rằng: Hãy đến cai trị chúng tôi.|樹 木 對 無 花 果 樹 說 、 請 你 來 作 我 們 的 王 。
Nhưng cây vả đáp rằng: Ta há sẽ bỏ sự ngọt ngon và trái tươi tốt ta đặng đi xao động trên các cây cối ư?|無 花 果 樹 回 答 說 、 我 豈 肯 止 住 所 結 甜 美 的 果 子 、 飄 颻 在 眾 樹 之 上 呢 。
Đoạn, các cây cối nói cùng cây nho rằng: Hãy đến cai trị chúng tôi.|樹 木 對 葡 萄 樹 說 、 請 你 來 作 我 們 的 王 。
Nhưng cây nho đáp: Ta há sẽ bỏ rượu ngon ta, là thứ làm cho vui Đức Chúa Trời và người ta, đặng đi xao động trên các cây cối ư?|葡 萄 樹 回 答 說 、 我 豈 肯 止 住 使 。 神 和 人 喜 樂 的 新 酒 、 飄 颻 在 眾 樹 之 上 呢 。
Bấy giờ, hết thảy cây cối nói cùng gai góc rằng: Hãy đến cai trị chúng tôi.|眾 樹 對 荊 棘 說 、 請 你 來 作 我 們 的 王 。
Gai góc đáp cùng các cây cối rằng: Nếu bởi lòng chơn thật mà các ngươi muốn xức dầu ta làm vua các ngươi, thì hãy đến núp dưới bóng ta; bằng không, nguyện lửa ra từ gai và thiêu nuốt cây bá hương Li-ban đi!|荊 棘 回 答 說 、 你 們 若 誠 誠 實 實 地 膏 我 為 王 、 就 要 投 在 我 的 蔭 下 ． 不 然 、 願 火 從 荊 棘 裡 出 來 、 燒 滅 利 巴 嫩 的 香 柏 樹 。
Bây giờ, có phải các ngươi cư xử chơn thật và công bình mà tôn A-bi-mê-léc làm vua chăng? Các ngươi có hậu đãi Giê-ru-ba-anh và nhà người chăng? Có báo đáp điều người đã làm cho các ngươi chăng?|現 在 你 們 立 亞 比 米 勒 為 王 ． 若 按 誠 實 正 直 善 待 耶 路 巴 力 和 他 的 全 家 、 這 就 是 酬 他 的 勞 。
Vì cha ta có tranh chiến cho các ngươi, liều mình mà giải cứu các ngươi khỏi tay dân Ma-đi-an.|從 前 我 父 冒 死 、 為 你 們 爭 戰 、 救 了 你 們 脫 離 米 甸 人 的 手 。
Nhưng ngày nay các ngươi lại dấy lên cùng nhà cha ta, đã giết trên một hòn đá các con trai người, số là bảy mươi người, và lấy A-bi-mê-léc, con trai của con đòi người, mà tôn lên làm vua của dân Si-chem, vì hắn là anh em các ngươi.|你 們 如 今 起 來 攻 擊 我 的 父 家 、 將 他 眾 子 七 十 人 殺 在 一 塊 磐 石 上 、 又 立 他 婢 女 所 生 的 兒 子 亞 比 米 勒 為 示 劍 人 的 王 ． 他 原 是 你 們 的 弟 兄 。
Vậy, ví bằng ngày nay các ngươi có lấy sự chơn thật và chánh trực mà đãi Giê-ru-ba-anh và nhà người, thì A-bi-mê-léc khá vui mừng nơi các ngươi, và các ngươi hãy vui mừng nơi hắn!|你 們 如 今 若 按 誠 實 正 直 待 耶 路 巴 力 和 他 的 家 、 就 可 因 亞 比 米 勒 得 歡 樂 、 他 也 可 因 你 們 得 歡 樂 。
Bằng chẳng, nguyện lửa ra từ A-bi-mê-léc thiêu nuốt những người Si-chem cùng họ Mi-lô; và nguyện lửa ra từ những người Si-chem cùng họ Mi-lô mà thiêu nuốt A-bi-mê-léc!|不 然 、 願 火 從 亞 比 米 勒 發 出 、 燒 滅 示 劍 人 、 和 米 羅 眾 人 ． 又 願 火 從 示 劍 人 和 米 羅 人 中 出 來 、 燒 滅 亞 比 米 勒 。
Đoạn, Giô-tham trốn, đi ẩn náu tại Bê-rê, và ở đó, vì sợ A-bi-mê-léc, anh mình.|約 坦 、 因 怕 他 弟 兄 亞 比 米 勒 、 就 逃 跑 、 來 到 比 珥 住 在 那 裡 。
A-bi-mê-léc cai trị Y-sơ-ra-ên trong ba năm.|亞 比 米 勒 管 理 以 色 列 人 三 年 。
Đoạn, Đức Chúa Trời sai đến một ác thần sanh sự bất bình giữa A-bi-mê-léc và người Si-chem; người Si-chem bèn phản nghịch cùng A-bi-mê-léc,|　 神 使 惡 魔 降 在 亞 比 米 勒 和 示 劍 人 中 間 、 示 劍 人 就 以 詭 詐 待 亞 比 米 勒 。
để báo thù tội sát nhơn đã phạm cùng bảy mươi con trai Giê-ru-ba-anh, và khiến huyết họ đổ lại trên A-bi-mê-léc, là anh đã giết họ, cùng đổ trên người Si-chem đã giúp hắn giết anh em mình.|這 是 要 叫 耶 路 巴 力 七 十 個 兒 子 所 受 的 殘 害 、 歸 與 他 們 的 哥 哥 亞 比 米 勒 ． 又 叫 那 流 他 們 血 的 罪 、 歸 與 幫 助 他 殺 弟 兄 的 示 劍 人 。
Người Si-chem sai mấy kẻ đi rình rập người trên chót núi; chúng nó cướp giựt những kẻ đi qua đường gần bên chúng nó. A-bi-mê-léc hay được điều đó.|示 劍 人 在 山 頂 上 設 埋 伏 、 等 候 亞 比 米 勒 ． 凡 從 他 們 那 裡 經 過 的 人 、 他 們 就 搶 奪 ． 有 人 將 這 事 告 訴 亞 比 米 勒 。
Bấy giờ, Ga-anh, con trai Ê-bết, cùng anh em mình đến vào trong Si-chem; người Si-chem đều để lòng tin cậy nơi người.|以 別 的 兒 子 迦 勒 、 和 他 的 弟 兄 來 到 示 劍 ． 示 劍 人 都 信 靠 他 。
Rồi chúng ra ngoài đồng, hái những vườn nho của mình, đạp trái nho, và dự tiệc yến. Đoạn, họ vào trong đền thờ của thần chúng, ăn và uống, rồi rủa sả A-bi-mê-léc.|示 劍 人 出 城 到 田 間 去 、 摘 下 葡 萄 、 踹 酒 、 設 擺 筵 宴 、 進 他 們 神 的 廟 中 喫 喝 、 咒 詛 亞 比 米 勒 。
Ga-anh, con trai Ê-bết, bèn nói rằng: A-bi-mê-léc là ai, Si-chem là chi mà chúng ta phục sự A-bi-mê-léc? Hắn há chẳng phải là con trai Giê-ru-ba-anh sao? Còn Xê-bun, há chẳng phải là kẻ phụ tá hắn ư? Các ngươi khá phục sự những người Hê-mô, là cha của Si-chem; còn chúng ta sao lại phục sự hắn?|以 別 的 兒 子 迦 勒 說 、 亞 比 米 勒 是 誰 、 示 劍 是 誰 、 使 我 們 服 事 他 呢 、 他 不 是 耶 路 巴 力 的 兒 子 麼 ． 他 的 幫 手 不 是 西 布 勒 麼 ． 你 們 可 以 服 事 示 劍 的 父 親 哈 抹 的 後 裔 ． 我 們 為 何 服 事 亞 比 米 勒 呢 。
Ồ! nếu ta có dân sự nầy dưới tay ta, ta sẽ đuổi A-bi-mê-léc đi! Đoạn, người nói cùng A-bi-mê-léc rằng: Hãy gia tăng quân lính ngươi mà ra trận!|惟 願 這 民 歸 我 的 手 下 、 我 就 除 掉 亞 比 米 勒 ． 迦 勒 又 對 亞 比 米 勒 說 、 增 添 你 的 軍 兵 出 來 罷 。
Xê-bun, quan cai thành, nghe được các lời của Ga-anh, con trai Ê-bết nói, thì cơn giận người phừng lên,|邑 宰 西 布 勒 聽 見 以 別 的 兒 子 迦 勒 的 話 、 就 發 怒 、
mật sai sứ đến A-bi-mê-léc, mà nói rằng: Nầy Ga-anh, con trai Ê-bết, và anh em nó đã đến Si-chem, xui giục thành dấy nghịch cùng ông.|悄 悄 的 打 發 人 去 見 亞 比 米 勒 、 說 、 以 別 的 兒 子 迦 勒 和 他 的 弟 兄 到 了 示 劍 、 煽 惑 城 中 的 民 攻 擊 你 。
Vậy, đêm nay ông và các người theo ông phải chổi dậy, đi phục binh ngoài đồng.|現 在 你 和 跟 隨 你 的 人 今 夜 起 來 、 在 田 間 埋 伏 。
Đến sáng mai khi mặt trời mọc, ông phải dậy sớm, xông hãm thành. Khi Ga-anh và quân theo nó ra đánh ông, thì ông hãy tùy cơ mà làm.|到 早 晨 太 陽 一 出 、 你 就 起 來 、 闖 城 ． 迦 勒 和 跟 隨 他 的 人 出 來 攻 擊 你 的 時 候 、 你 便 向 他 們 見 機 而 作 。
Vậy, A-bi-mê-léc và cả đạo binh theo người đều chổi dậy ban đêm, chia ra làm bốn đội, và mai phục gần Si-chem.|於 是 亞 比 米 勒 和 跟 隨 他 的 眾 人 夜 間 起 來 、 分 作 四 隊 、 埋 伏 等 候 示 劍 人 。
