
					Xuất Hành 1				|
đoạn để dành cho đến ngày mười bốn tháng nầy; rồi cả hội chúng Y-sơ-ra-ên sẽ giết nó, vào lối chiều tối.|要 留 到 本 月 十 四 日 、 在 黃 昏 的 時 候 、 以 色 列 全 會 眾 把 羊 羔 宰 了 。
Họ sẽ lấy huyết đem bôi trên hai cây cột và mày cửa của nhà nào ăn thịt chiên con đó.|各 家 要 取 點 血 、 塗 在 喫 羊 羔 的 房 屋 左 右 的 門 框 上 、 和 門 楣 上 。
Đêm ấy họ sẽ ăn thịt chiên quay với bánh không men và rau đắng.|當 夜 要 喫 羊 羔 的 肉 、 用 火 烤 了 、 與 無 酵 餅 和 苦 菜 同 喫 。
Chớ ăn thịt nửa chín nửa sống hay là luộc trong nước, nhưng phải quay trên lửa cả và đầu, giò, với bộ lòng.|不 可 喫 生 的 、 斷 不 可 喫 水 煮 的 、 要 帶 著 頭 、 腿 、 五 臟 、 用 火 烤 了 喫 。
Các ngươi chớ để chi còn lại đến sáng mai; nếu còn lại, hãy thiêu đi.|不 可 剩 下 一 點 留 到 早 晨 、 若 留 到 早 晨 、 要 用 火 燒 了 。
Vậy, ăn thịt đó, phải như vầy: Dây lưng cột, chân mang giày, tay cầm gậy, ăn hối hả; ấy là lễ Vượt-qua của Đức Giê-hô-va.|你 們 喫 羊 羔 當 腰 間 束 帶 、 腳 上 穿 鞋 、 手 中 拿 杖 、 趕 緊 地 喫 、 這 是 耶 和 華 的 逾 越 節 。
Đêm đó ta sẽ đi qua xứ Ê-díp-tô, hành hại mọi con đầu lòng xứ Ê-díp-tô, từ người ta cho đến súc vật; ta sẽ xét đoán các thần của xứ Ê-díp-tô; ta là Đức Giê-hô-va.|因 為 那 夜 我 要 巡 行 埃 及 地 、 把 埃 及 地 一 切 頭 生 的 、 無 論 是 人 是 牲 畜 、 都 擊 殺 了 ． 又 要 敗 壞 埃 及 一 切 的 神 、 我 是 耶 和 華 。
Huyết bôi trên nhà các ngươi ở, sẽ dùng làm dấu hiệu; khi ta hành hại xứ Ê-díp-tô, thấy huyết đó, thì sẽ vượt qua, chẳng có tai nạn hủy diệt các ngươi.|這 血 要 在 你 們 所 住 的 房 屋 上 作 記 號 、 我 一 見 這 血 、 就 越 過 你 們 去 、 我 擊 殺 埃 及 地 頭 生 的 時 候 、 災 殃 必 不 臨 到 你 們 身 上 滅 你 們 。
Các ngươi hãy ghi ngày đó làm kỷ niệm; trải các đời hãy giữ làm một lễ cho Đức Giê-hô-va, tức là một lễ lập ra đời đời.|你 們 要 記 念 這 日 、 守 為 耶 和 華 的 節 、 作 為 你 們 世 世 代 代 永 遠 的 定 例 。
Trong bảy ngày phải ăn bánh không men: vừa đến ngày thứ nhất, hãy dẹp men khỏi nhà đi; vì hễ ai ăn bánh có men từ ngày thứ nhất cho đến ngày thứ bảy, thì sẽ bị truất ra khỏi Y-sơ-ra-ên.|你 們 要 喫 無 酵 餅 七 日 ． 頭 一 日 要 把 酵 從 你 們 各 家 中 除 去 、 因 為 從 頭 一 日 起 、 到 第 七 日 為 止 、 凡 喫 有 酵 之 餅 的 、 必 從 以 色 列 中 剪 除 。
Ngày thứ nhất, sẽ có một sự nhóm hiệp thánh; qua ngày thứ bảy các ngươi cũng sẽ có một sự nhóm hiệp thánh nữa. Trong mấy ngày đó chẳng nên làm công việc chi, chỉ lo sắm đồ ăn cho mỗi người cần ăn mà thôi.|頭 一 日 你 們 當 有 聖 會 、 第 七 日 也 當 有 聖 會 、 這 兩 日 之 內 、 除 了 豫 備 各 人 所 要 喫 的 以 外 、 無 論 何 工 、 都 不 可 作 。
Vậy, các ngươi hãy giữ lễ bánh không men, vì chánh ngày đó ta rút quân đội các ngươi ra khỏi xứ Ê-díp-tô; nên chi, trải các đời phải giữ ngày đó như một lễ lập ra đời đời.|你 們 要 守 無 酵 節 、 因 為 我 正 當 這 日 把 你 們 的 軍 隊 從 埃 及 地 領 出 來 、 所 以 你 們 要 守 這 日 、 作 為 世 世 代 代 永 遠 的 定 例 。
Ngày mười bốn tháng giêng, chiều lại, các ngươi sẽ ăn bánh không men cho đến chiều ngày hai mươi mốt tháng đó.|從 正 月 十 四 日 晚 上 、 直 到 二 十 一 日 晚 上 、 你 們 要 喫 無 酵 餅 。
Trong bảy ngày không nên còn thấy men tại nhà các ngươi; vì bất luận người ngoại bang hay là người bổn xứ, hễ ai ăn bánh có men sẽ bị truất khỏi hội chúng Y-sơ-ra-ên.|在 你 們 各 家 中 、 七 日 之 內 不 可 有 酵 、 因 為 凡 喫 有 酵 之 物 的 、 無 論 是 寄 居 的 、 是 本 地 的 、 必 從 以 色 列 的 會 中 剪 除 。
Chớ nên ăn bánh có men; khắp nơi các ngươi ở đều phải ăn bánh không men.|有 酵 的 物 、 你 們 都 不 可 喫 、 在 你 們 一 切 住 處 要 喫 無 酵 餅 。
Vậy, Môi-se nhóm lại các trưởng lão Y-sơ-ra-ên mà nói rằng: Hãy đi bắt một con trong bầy cho mọi nhà các ngươi, và giết nó làm lễ Vượt-qua.|於 是 摩 西 召 了 以 色 列 的 眾 長 老 來 、 對 他 們 說 、 你 們 要 按 著 家 口 取 出 羊 羔 、 把 這 逾 越 節 的 羊 羔 宰 了 。
Rồi hãy lấy một chùm kinh giới nhúng vào huyết trong chậu, bôi lên mây và hai cây cột cửa, đoạn, trong các ngươi chớ ai ra khỏi cửa nhà mình cho đến sáng mai.|拿 一 把 牛 膝 草 、 蘸 盆 裡 的 血 、 打 在 門 楣 上 、 和 左 右 的 門 框 上 ． 你 們 誰 也 不 可 出 自 己 的 房 門 直 到 早 晨 。
Đức Giê-hô-va sẽ đi qua đặng hành hại xứ Ê-díp-tô; khi thấy huyết nơi mày và hai cây cột cửa, Ngài sẽ vượt qua, không cho kẻ tiêu diệt vào nhà các ngươi đặng hành hại.|因 為 耶 和 華 要 巡 行 擊 殺 埃 及 人 、 他 看 見 血 在 門 楣 上 、 和 左 右 的 門 框 上 、 就 必 越 過 那 門 、 不 容 滅 命 的 進 你 們 的 房 屋 、 擊 殺 你 們 。
Hãy giữ lễ nầy như một lệ lập ra đời đời cho các ngươi và con cháu các ngươi.|這 例 你 們 要 守 著 、 作 為 你 們 和 你 們 子 孫 永 遠 的 定 例 。
Khi nào các ngươi vào xứ mà Đức Giê-hô-va sẽ ban cho, như lời Ngài đã phán, thì hãy giữ lễ nầy.|日 後 你 們 到 了 耶 和 華 按 著 所 應 許 賜 給 你 們 的 那 地 、 就 要 守 這 禮 。
Khi con cháu các ngươi hỏi rằng: Lễ nầy là nghĩa chi?|你 們 的 兒 女 問 你 們 說 、 行 這 禮 是 甚 麼 意 思 。
Hãy đáp rằng: Ay là của tế lễ Vượt-qua của Đức Giê-hô-va, vì khi Ngài hành hại xứ Ê-díp-tô thì Ngài đi vượt qua các nhà dân Y-sơ-ra-ên, và cứu nhà chúng ta đó.|你 們 就 說 、 這 是 獻 給 耶 和 華 逾 越 節 的 祭 ． 當 以 色 列 人 在 埃 及 的 時 候 、 他 擊 殺 埃 及 人 、 越 過 以 色 列 人 的 房 屋 、 救 了 我 們 各 家 。 於 是 百 姓 低 頭 下 拜 。
Dân Y-sơ-ra-ên bèn cúi đầu lạy, rồi đi, làm theo như lời Đức Giê-hô-va đã phán dặn Môi-se và A-rôn.|耶 和 華 怎 樣 吩 咐 摩 西 亞 倫 、 以 色 列 人 就 怎 樣 行 。
Vả, khi giữa đêm, Đức Giê-hô-va hành hại mọi con đầu lòng tại xứ Ê-díp-tô, từ thái tử của Pha-ra-ôn ngồi trên ngai mình, cho đến con cả người bị tù, và hết thảy con đầu lòng của súc vật.|到 了 半 夜 、 耶 和 華 把 埃 及 地 所 有 的 長 子 、 就 是 從 坐 寶 座 的 法 老 、 直 到 被 擄 囚 在 監 裡 之 人 的 長 子 、 以 及 一 切 頭 生 的 牲 畜 、 盡 都 殺 了 。
Đang lúc ban đêm, Pha-ra-ôn, quần thần cùng hết thảy người Ê-díp-tô đều chờ dậy; có tiếng kêu la inh ỏi trong xứ Ê-díp-tô, vì chẳng một nhà nào là không có người chết.|法 老 和 一 切 臣 僕 、 並 埃 及 眾 人 、 夜 間 都 起 來 了 ． 在 埃 及 有 大 哀 號 、 無 一 家 不 死 一 個 人 的 。
Trong đêm đó, Pha-ra-ôn bèn đòi Môi-se và A-rôn mà phán rằng: Hai ngươi và dân Y-sơ-ra-ên hãy chờ dậy, ra khỏi giữa vòng dân ta mà đi hầu việc Đức Giê-hô-va, như các ngươi đã nói.|夜 間 法 老 召 了 摩 西 亞 倫 來 、 說 、 起 來 。 連 你 們 帶 以 色 列 人 、 從 我 民 中 出 去 、 依 你 們 所 說 的 、 去 事 奉 耶 和 華 罷 ．
Cũng hãy dẫn bò và chiên đi, như lời các ngươi đã nói, và cầu phước cho ta nữa.|也 依 你 們 所 說 的 、 連 羊 群 牛 群 帶 著 走 罷 、 並 要 為 我 祝 福 。
Người Ê-díp-tô thúc giục dân Y-sơ-ra-ên ra khỏi xứ mau mau, vì nói rằng: Chúng ta đều chết hết!|埃 及 人 催 促 百 姓 、 打 發 他 們 快 快 出 離 那 地 、 因 為 埃 及 人 說 、 我 們 都 要 死 了 。
Vậy, dân sự đều đem bột nhồi rồi chưa men đi, và bọc những thùng nhồi bột trong áo tơi vác lên vai mình.|百 姓 就 拿 著 沒 有 酵 的 生 麵 、 把 摶 麵 盆 包 在 衣 服 中 、 扛 在 肩 頭 上 。
Vả, dân Y-sơ-ra-ên có làm y theo lời Môi-se đã dặn, xin người Ê-díp-tô những đồ bằng bạc và bằng vàng cùng áo xống.|以 色 列 人 照 著 摩 西 的 話 行 、 向 埃 及 人 要 金 器 銀 器 、 和 衣 裳 。
Đức Giê-hô-va làm cho dân sự được ơn trước mắt người Ê-díp-tô, nên họ bằng lòng cho; và dân Y-sơ-ra-ên lột trần người Ê-díp-tô vậy.|耶 和 華 叫 百 姓 在 埃 及 人 眼 前 蒙 恩 、 以 致 埃 及 人 給 他 們 所 要 的 、 他 們 就 把 埃 及 人 的 財 物 奪 去 了 。
Dân Y-sơ-ra-ên đi từ Ram-se đến Su-cốt, số không kể con nít, được chừng sáu mươi vạn người đàn ông đi bộ.|以 色 列 人 從 蘭 塞 起 行 、 往 疏 割 去 ． 除 了 婦 人 孩 子 、 步 行 的 男 人 約 有 六 十 萬 。
Lại có vô số người ngoại bang đi lên chung luôn với chiên, bò, súc vật rất nhiều.|又 有 許 多 閒 雜 人 、 並 有 羊 群 牛 群 和 他 們 一 同 上 去 。
Chúng bèn hấp bánh không men bằng bột của mình đã đem theo từ xứ Ê-díp-tô; bột không men, vì cớ bị đuổi khỏi xứ Ê-díp-tô không thế chậm trễ, và cũng chẳng sắm kịp lương thực chi được.|他 們 用 埃 及 帶 出 來 的 生 麵 、 烤 成 無 酵 餅 、 這 生 麵 原 沒 有 發 起 、 因 為 他 們 被 催 逼 離 開 埃 及 、 不 能 耽 延 、 也 沒 有 為 自 己 豫 備 甚 麼 食 物 。
Vả, thì kiều ngụ của dân Y-sơ-ra-ên tại xứ Ê-díp-tô được bốn trăm ba mươi năm.|以 色 列 人 住 在 埃 及 共 有 四 百 三 十 年 。
Khi mãn bốn trăm ba mươi năm rồi, thì, cũng trong ngày đó, các quân đội của Đức Giê-hô-va ra khỏi xứ Ê-díp-tô.|正 滿 了 四 百 三 十 年 的 那 一 天 、 耶 和 華 的 軍 隊 都 從 埃 及 地 出 來 了 。
Ay là một đêm người ta phải giữ cho Đức Giê-hô-va, vì Ngài rút dân Y-sơ-ra-ên khỏi xứ Ê-díp-tô. Trải các đời, cả dân Y-sơ-ra-ên phải giữ đêm đó, để tôn trọng Đức Giê-hô-va.|這 夜 是 耶 和 華 的 夜 、 因 耶 和 華 領 他 們 出 了 埃 及 地 、 所 以 當 向 耶 和 華 謹 守 、 是 以 色 列 眾 人 世 世 代 代 該 謹 守 的 。
Đức Giê-hô-va phán cùng Môi-se và A-rôn rằng: Đây là luật lệ về lễ Vượt-qua: Phàm người ngoại bang chẳng được ăn lễ đó.|耶 和 華 對 摩 西 亞 倫 說 、 逾 越 節 的 例 是 這 樣 、 外 邦 人 都 不 可 喫 這 羊 羔 。
Còn về phần kẻ tôi mọi, là người bỏ tiền ra mua, ngươi hãy làm phép cắt bì cho, thì họ mới được ăn.|但 各 人 用 銀 子 買 的 奴 僕 、 既 受 了 割 禮 、 就 可 以 喫 。
Khách ngoại bang và kẻ làm thuê cũng chẳng được phép ăn lễ đâu.|寄 居 的 、 和 雇 工 人 、 都 不 可 喫 。
Lễ đó chỉ ăn nội trong nhà; ngươi đừng đem thịt ra ngoài, và cũng đừng làm gãy một cái xương nào.|應 當 在 一 個 房 子 裡 喫 、 不 可 把 一 點 肉 從 房 子 裡 帶 到 外 頭 去 ． 羊 羔 的 骨 頭 、 一 根 也 不 可 折 斷 。
Hết thảy hội chúng Y-sơ-ra-ên phải giữ lễ Vượt-qua.|以 色 列 全 會 眾 都 要 守 這 禮 。
Khi một khách ngoại bang nào kiều ngụ nhà ngươi, muốn giữ lễ Vượt-qua của Đức Giê-hô-va, thì mọi người nam của họ phải chịu phép cắt bì; đoạn, họ mới được đến gần giữ lễ nầy, và được coi như người sanh trong xứ. Nhưng ai không chịu phép cắt bì, thì chẳng được ăn đâu.|若 有 外 人 寄 居 在 你 們 中 間 、 願 向 耶 和 華 守 逾 越 節 、 他 所 有 的 男 子 務 要 受 割 禮 、 然 後 纔 容 他 前 來 遵 守 、 他 也 就 像 本 地 人 一 樣 ． 但 未 受 割 禮 的 、 都 不 可 喫 這 羊 羔 。
Cũng đồng một luật cho người sanh trong xứ cùng khách ngoại bang nào đến kiều ngụ giữa các ngươi.|本 地 人 和 寄 居 在 你 們 中 間 的 外 人 、 同 歸 一 例 。
Toàn dân Y-sơ-ra-ên đều làm như lời Đức Giê-hô-va đã phán dặn Môi-se và A-rôn.|耶 和 華 怎 樣 吩 咐 摩 西 亞 倫 、 以 色 列 眾 人 就 怎 樣 行 了 。
Cũng trong ngày đó, Đức Giê-hô-va rút dân Y-sơ-ra-ên, tùy theo quân đội, ra khỏi xứ Ê-díp-tô.|正 當 那 日 、 耶 和 華 將 以 色 列 人 按 著 他 們 的 軍 隊 、 從 埃 及 地 領 出 來 。

					Xuất Hành 13				|
						出埃及記 13					
Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Trong vòng dân Y-sơ-ra-ên bất luận người hay vật, hãy vì ta biệt riêng ra thánh mọi con đầu lòng; bởi con đầu lòng thuộc về ta.|以 色 列 中 凡 頭 生 的 、 無 論 是 人 是 牲 畜 、 都 是 我 的 、 要 分 別 為 聖 歸 我 。
Môi-se nói cùng dân sự rằng: Hãy kỷ niệm ngày nầy, vì là ngày Đức Giê-hô-va dùng tay quyền năng rút các ngươi ra khỏi xứ Ê-díp-tô, tức là khỏi nhà nô lệ; nên chớ ai ăn bánh có men.|摩 西 對 百 姓 說 、 你 們 要 記 念 從 埃 及 為 奴 之 家 出 來 的 這 日 、 因 為 耶 和 華 用 大 能 的 手 將 你 們 從 這 地 方 領 出 來 ． 有 酵 的 餅 都 不 可 喫 。
Ngày nay, nhằm tháng lúa trỗ, các ngươi ra đi.|亞 筆 月 間 的 這 日 、 是 你 們 出 來 的 日 子 。
Vậy khi nào Đức Giê-hô-va đưa ngươi vào bờ cõi xứ dân Ca-na-an, dân Hê-tít, dân A-mô-rít, dân Hê-vít, và dân Giê-bu-sít rồi, là một xứ đượm sữa và mật, và là xứ Ngài đã thề cùng tổ phụ sẽ ban cho ngươi, thì đến trong tháng nầy hãy giữ lễ thánh đó.|將 來 耶 和 華 領 你 進 迦 南 人 、 赫 人 、 亞 摩 利 人 、 希 未 人 、 耶 布 斯 人 之 地 、 就 是 他 向 你 的 祖 宗 起 誓 應 許 給 你 那 流 奶 與 蜜 之 地 、 那 時 你 要 在 這 月 間 守 這 禮 。
Trong bảy ngày hãy ăn bánh không men; đến ngày thứ bảy sẽ có lễ kính Đức Giê-hô-va.|你 要 喫 無 酵 餅 七 日 、 到 第 七 日 要 向 耶 和 華 守 節 。
Phải ăn bánh không men trong bảy ngày; khắp cả địa hạt ngươi sẽ không thấy bánh có men, hoặc men tại nơi ngươi nữa.|這 七 日 之 久 、 要 喫 無 酵 餅 、 在 你 四 境 之 內 不 可 見 有 酵 的 餅 、 也 不 可 見 發 酵 的 物 。
Trong ngày đó hãy giải nghĩa cho con trai ngươi rằng: Ay vì việc Đức Giê-hô-va làm cho ta, khi ta ra khỏi xứ Ê-díp-tô.|當 那 日 、 你 要 告 訴 你 的 兒 子 說 、 這 是 因 耶 和 華 在 我 出 埃 及 的 時 候 為 我 所 行 的 事 。
Điều đó sẽ làm một dấu hiệu nơi tay ngươi, làm một kỷ niệm ghi nơi trán ở giữa cặp mắt ngươi, hầu cho luật pháp của Đức Giê-hô-va ở nơi miệng ngươi, vì Đức Giê-hô-va đã dùng tay quyền năng rút ngươi ra khỏi xứ Ê-díp-tô.|這 要 在 你 手 上 作 記 號 、 在 你 額 上 作 紀 念 、 使 耶 和 華 的 律 法 常 在 你 口 中 、 因 為 耶 和 華 曾 用 大 能 的 手 將 你 從 埃 及 領 出 來 。
Hằng năm, đến kỳ, ngươi phải giữ lễ nầy.|所 以 你 每 年 要 按 著 日 期 守 這 例 。
Khi Đức Giê-hô-va đã đưa ngươi vào bờ cõi xứ Ca-na-an, như Ngài đã thề cùng ngươi, và tổ phụ ngươi, khi Ngài đã ban xứ đó cho rồi,|將 來 耶 和 華 照 他 向 你 和 你 祖 宗 所 起 的 誓 、 將 你 領 進 迦 南 人 之 地 、 把 這 地 賜 給 你 、
thì hãy đem dâng cho Đức Giê-hô-va những con trưởng nam cùng cả con đầu lòng đực của súc vật ngươi, vì chúng nó đều sẽ thuộc về Đức Giê-hô-va.|那 時 你 要 將 一 切 頭 生 的 、 並 牲 畜 中 頭 生 的 、 歸 給 耶 和 華 ． 公 的 都 要 屬 耶 和 華 。
Nhưng mỗi con lừa đầu lòng, ngươi phải bắt chiên con hay là dê con mà chuộc; bằng không, ngươi hãy vặn cổ nó. Ngươi cũng chuộc mọi trưởng nam trong vòng con trai ngươi.|凡 頭 生 的 驢 、 你 要 用 羊 羔 代 贖 、 若 不 代 贖 、 就 要 打 折 他 的 頸 項 ． 凡 你 兒 子 中 頭 生 的 都 要 贖 出 來 。
Vả, một mai con trai ngươi hỏi rằng: Điều đó có ý nghĩa chi? thì hãy đáp rằng: Ay vì cớ Đức Giê-hô-va đã dùng tay quyền năng rút chúng ta ra khỏi xứ Ê-díp-tô, tức là nhà nô lệ;|日 後 、 你 的 兒 子 問 你 說 、 這 是 甚 麼 意 思 、 你 就 說 、 耶 和 華 用 大 能 的 手 將 我 們 從 埃 及 為 奴 之 家 領 出 來 。
và khi Pha-ra-ôn cứng lòng không tha chúng ta đi, Ngài bèn giết hết các con đầu lòng trong xứ đó, từ con trưởng nam người ta cho đến con đầu lòng súc vật. Vì cớ đó, ta dâng tế lễ cho Đức Giê-hô-va mọi con đực sanh đầu lòng, và ta chuộc con trưởng nam trong vòng con trai ta.|那 時 法 老 幾 乎 不 容 我 們 去 、 耶 和 華 就 把 埃 及 地 所 有 頭 生 的 、 無 論 是 人 是 牲 畜 、 都 殺 了 、 因 此 我 把 一 切 頭 生 的 公 牲 畜 獻 給 耶 和 華 為 祭 、 但 將 頭 生 的 兒 子 都 贖 出 來 。
