
					II Các Vua 1				|
Đấng tiên tri Ê-li-sê gọi một người trong bọn môn đồ của những tiên tri, mà nói rằng: Hãy thắt lưng, đem ve dầu này theo ngươi, và hãy đi đến Ra-mốt tại Ga-la-át.|先 知 以 利 沙 叫 了 一 個 先 知 門 徒 來 、 吩 咐 他 說 、 你 束 上 腰 、 手 拿 這 瓶 膏 油 、 往 基 列 的 拉 末 去 。
Khi ngươi đã đến đó, hãy kiếm Giê-hu là con trai của Giô-sa-phát, cháu Nim-si, ở đâu; đoạn ngươi sẽ vào, khiến người chổi dậy khỏi anh em mình, và dẫn người vào trong một phòng kín.|到 了 那 裡 、 要 尋 找 寧 示 的 孫 子 、 約 沙 法 的 兒 子 耶 戶 。 使 他 從 同 僚 中 起 來 、 帶 他 進 嚴 密 的 屋 子 、
Bấy giờ, ngươi sẽ lấy ve dầu, đổ trên đầu người, và nói rằng: Đức Giê-hô-va phán như vầy: Ta xức dầu cho ngươi làm vua trên Y-sơ-ra-ên. Đoạn, hãy mở cửa ra và trốn đi, chớ hưởn đãi.|將 瓶 裡 的 膏 油 倒 在 他 頭 上 、 說 、 耶 和 華 如 此 說 、 我 膏 你 作 以 色 列 王 。 說 完 了 、 就 開 門 逃 跑 、 不 要 遲 延 。
Như vậy, người tôi tớ trai trẻ của đấng tiên tri đi đến Ra-mốt tại Ga-la-át.|於 是 那 少 年 先 知 往 基 列 的 拉 末 去 了 。
Khi người đến, các quan tướng đạo quân đương ngồi. Người nói với Giê-hu rằng: Hỡi quan tướng, tôi có chuyện nói với ông. Giê-hu đáp rằng: Có chuyện nói với ai trong chúng ta? Người trai trẻ đáp: Hỡi quan tướng, với ông.|到 了 那 裡 、 看 見 眾 軍 長 都 坐 著 、 就 說 、 將 軍 哪 、 我 有 話 對 你 說 。 耶 戶 說 、 我 們 眾 人 裡 、 你 要 對 那 一 個 說 呢 ． 回 答 說 、 將 軍 哪 、 我 要 對 你 說 。
vậy, Giê-hu đứng dậy, và đi vào trong nhà. người trai trẻ bèn đổ dầu trên đầu người, và nói rằng: Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên phán như vầy: Ta xức dầu cho ngươi làm vua trên Y-sơ-ra-ên, là dân sự của Đức Giê-hô-va.|耶 戶 就 起 來 、 進 了 屋 子 、 少 年 人 將 膏 油 倒 在 他 頭 上 、 對 他 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 我 膏 你 作 耶 和 華 民 以 色 列 的 王 。
Ngươi sẽ đánh giết nhà A-háp, chủ ngươi; và ta sẽ báo Giê-sa-bên về huyết của các tiên tri, tôi tớ ta, cùng huyết của hết thảy tôi tớ của Đức Giê-hô-va.|你 要 擊 殺 你 主 人 亞 哈 的 全 家 、 我 好 在 耶 洗 別 身 上 伸 我 僕 人 眾 先 知 、 和 耶 和 華 一 切 僕 人 流 血 的 冤 。
Cả nhà A-háp sẽ bị diệt hết; các người nam của nhà A-háp, vô luận kẻ nô lệ hay là người được tự do ta sẽ giết khỏi trong Y-sơ-ra-ên;|亞 哈 全 家 必 都 滅 亡 ． 凡 屬 亞 哈 的 男 丁 、 無 論 是 困 住 的 、 自 由 的 、 我 必 從 以 色 列 中 剪 除 ．
và ta sẽ làm cho nhà A-háp giống như nhà Giê-rô-bô-am, con trai của Nê-bát, và giống như nhà Ba-ê-sa, con trai của A-hi-gia.|使 亞 哈 的 家 像 尼 八 兒 子 耶 羅 波 安 的 家 、 又 像 亞 希 雅 兒 子 巴 沙 的 家 。
Chó sẽ ăn thịt Giê-sa-bên trong đồng Gít-rê-ên, chẳng có ai chôn người. Đoạn, người trai trẻ mở cửa ra và chạy trốn.|耶 洗 別 必 在 耶 斯 列 田 裡 被 狗 所 喫 、 無 人 葬 埋 。 說 完 了 、 少 年 人 就 開 門 逃 跑 了 。
Giê-hu bèn đi ra, đến cùng các tôi tớ của chủ mình. Chúng nó hỏi rằng: Mọi sự bình an chớ? Kẻ điên này đến kiếm anh mà chi? Người đáp với chúng nó rằng: Các ngươi biết người và lời của người nói.|耶 戶 出 來 、 回 到 他 主 人 的 臣 僕 那 裡 ． 有 一 人 問 他 說 、 平 安 麼 ． 這 狂 妄 的 人 來 見 你 有 甚 麼 事 呢 ． 回 答 說 、 你 們 認 得 那 人 、 也 知 道 他 說 甚 麼 。
Nhưng chúng nó đáp rằng: Nói dối! Hãy nói cho chúng ta. Vậy, người nói với chúng rằng: Người có nói với ta cách này cách kia, rằng: Đức Giê-hô-va phán như vầy: Ta xức dầu cho ngươi làm vua trên Y-sơ-ra-ên.|他 們 說 、 這 是 假 話 ． 你 據 實 的 告 訴 我 們 ． 回 答 說 、 他 如 此 如 此 對 我 說 ． 他 說 、 耶 和 華 如 此 說 、 我 膏 你 作 以 色 列 王 。
Ai nấy liền lật đật lấy quần áo mình, trải xuống dưới chơn người trên các nấc thang. Đoạn, chúng nó thổi kèn, và tung hô rằng: Giê-hu làm vua!|他 們 就 急 忙 、 各 將 自 己 的 衣 服 鋪 在 上 層 台 階 、 使 耶 戶 坐 在 其 上 ． 他 們 吹 角 、 說 、 耶 戶 作 王 了 。
Ay vậy, Giê-hu, con trai Giô-sa-phát, cháu Nim-si, làm phản Giô-ram. Vả, vì cớ Ha-xa-ên, vua Sy-ri, Giô-ram và cả quân Y-sơ-ra-ên đều binh vực Ra-mốt tại Ga-la-át,|這 樣 、 寧 示 的 孫 子 、 約 沙 法 的 兒 子 耶 戶 、 背 叛 約 蘭 。 先 是 約 蘭 、 和 以 色 列 眾 人 、 因 為 亞 蘭 王 哈 薛 的 緣 故 、 把 守 基 列 的 拉 末 ．
nhưng vua Giô-ram đã trở về Gít-rê-ên đặng chữa lành những vít thương mà người đã bị bởi quân Sy-ri, khi người đánh giặc với Ha-xa-ên vua Sy-ri. Giê-hu bèn nói rằng: Nếu các ngươi vừa ý, chớ để một ai thoát khỏi thành đi thông tin cho Gít-rê-ên.|但 約 蘭 王 回 到 耶 斯 列 、 醫 治 與 亞 蘭 王 哈 薛 打 仗 所 受 的 傷 。 耶 戶 說 、 若 合 你 們 的 意 思 、 就 不 容 人 逃 出 城 往 耶 斯 列 報 信 去 。
Vậy, Giê-hu lên xe, qua Gít-rê-ên, vì Giô-ram đau liệt nằm tại đó. A-cha-xia, vua Giu-đa, cũng đi xuống đó đặng thăm Giô-ram.|於 是 耶 戶 坐 車 、 往 耶 斯 列 去 ． 因 為 約 蘭 病 臥 在 那 裡 。 猶 大 王 亞 哈 謝 已 經 下 去 望 看 他 。
Lính canh đứng trên tháp Gít-rê-ên, thấy đạo quân của Giê-hu đến, bèn la lên rằng: Tôi thấy những đạo quân đến. Giô-ram liền bảo rằng: Hãy sai một người lính kỵ đi đón họ, và hỏi rằng: Bình yên chăng?|有 一 個 守 望 的 人 、 站 在 耶 斯 列 的 樓 上 、 看 見 耶 戶 帶 著 一 群 人 來 、 就 說 、 我 看 見 一 群 人 。 約 蘭 說 、 打 發 一 個 騎 馬 的 去 、 迎 接 他 們 、 問 說 、 平 安 不 平 安 。
Vậy, có người lính kỵ đi đón Giê-hu đáp: Sự bình yên có can hệ chi ngươi? Hãy lui sau ta. Tên lính canh báo tin rằng: Sứ giả đã đi đến nơi quân ấy rồi, nhưng không trở về.|騎 馬 的 就 去 、 迎 接 耶 戶 、 說 、 王 問 說 、 平 安 不 平 安 。 耶 戶 說 、 平 安 不 平 安 與 你 何 干 ． 你 轉 在 我 後 頭 罷 。 守 望 的 人 又 說 、 使 者 到 了 他 們 那 裡 、 卻 不 回 來 。
Người lại sai một người lính kỵ thứ nhì, cũng đến cùng chúng nó, và nói: Vua hỏi: Bình yên chăng? Giê-hu đáp: Sự bình yên có can hệ chi ngươi? Hãy lui sau ta.|王 又 打 發 一 個 騎 馬 的 去 ． 這 人 到 了 他 們 那 裡 、 說 、 王 問 說 、 平 安 不 平 安 。 耶 戶 說 、 平 安 不 平 安 與 你 何 干 ． 你 轉 在 我 後 頭 罷 。
Lính canh lại báo tin rằng: Sứ giả đã đến nơi chúng nó rồi, nhưng người không trở về. Vả, cách dẫn xe giống như cách của Giê-hu, con trai Nim-si, vì người dẫn cách hung hăng.|守 望 的 人 又 說 、 他 到 了 他 們 那 裡 、 也 不 回 來 ． 車 趕 得 甚 猛 、 像 寧 示 的 孫 子 耶 戶 的 趕 法 。
Giô-ram bèn nói rằng: Hãy thắng xe. Người ta thắng xe người. Đoạn Giô-ram, vua Y-sơ-ra-ên, và A-cha-xia, vua Giu-đa, mỗi người đều lên xe mình, kéo ra đón Giê-hu, gặp người trong đồng ruộng của Na-bốt, người Gít-rê-ên.|約 蘭 吩 咐 說 、 套 車 ． 人 就 給 他 套 車 。 以 色 列 王 約 蘭 、 和 猶 大 王 亞 哈 謝 、 各 坐 自 己 的 車 、 出 去 迎 接 耶 戶 、 在 耶 斯 列 人 拿 伯 的 田 那 裡 遇 見 他 。
Vừa khi Giô-ram thấy Giê-hu thì nói rằng: Hỡi Giê-hu, bình yên chăng? Nhưng Giê-hu đáp rằng: Chi! Hễ sự gian dâm sự tà thuật của Giê-sa-bên mẹ vua, còn nhiều dừng ấy, thì bình yên sao đặng?|約 蘭 見 耶 戶 就 說 、 耶 戶 阿 、 平 安 麼 。 耶 戶 說 、 你 母 親 耶 洗 別 的 淫 行 邪 術 這 樣 多 、 焉 能 平 安 呢 。
Giô-ram bèn trở tay mình, chạy trốn, nói với A-cha-xia rằng: Ớ A-cha-xia, có mưu phản!|約 蘭 就 轉 車 逃 跑 、 對 亞 哈 謝 說 、 亞 哈 謝 阿 、 反 了 。
Giê-hu nắm lấy cung mình bắn, tên trúng nhằm Giô-ram giữa hai vai, thấu ngang trái tim, và người ngã xuống trong xe mình.|耶 戶 開 滿 了 弓 、 射 中 約 蘭 的 脊 背 ． 箭 從 心 窩 穿 出 、 約 蘭 就 仆 倒 在 車 上 。
Đoạn, Giê-hu nói với Bích-ca, quan tướng mình rằng: Hãy đem liệng hắn trong đồng ruộng của Na-bốt, người Gít-rê-ên; vì khá nhớ lại một lần kia ta và ngươi đồng cỡi ngựa theo sau A-háp, cha hắn, thì Đức Giê-hô-va có phán về người lời lý đoán này:|耶 戶 對 他 的 軍 長 畢 甲 說 、 你 把 他 拋 在 耶 斯 列 人 拿 伯 的 田 間 ． 你 當 追 想 、 你 我 一 同 坐 車 跟 隨 他 父 亞 哈 的 時 候 、 耶 和 華 對 亞 哈 所 說 的 豫 言 、
Quả thật, hôm qua ta đã thấy huyết của Na-bốt và của các con trai người; ta cũng sẽ báo ngươi lại tại chánh nơi đồng ruộng này. Bởi có đó, hãy đem liệng hắn trong đồng ruộng này, y như lời của Đức Giê-hô-va đã phán.|說 、 我 昨 日 看 見 拿 伯 的 血 、 和 他 眾 子 的 血 ． 我 必 在 這 塊 田 上 報 應 你 ． 這 是 耶 和 華 說 的 ． 現 在 你 要 照 著 耶 和 華 的 話 、 把 他 拋 在 這 田 間 。
Khi A-cha-xia, vua Giu-đa, thấy việc này, bèn chạy trốn về lối lầu vườn. Nhưng Giê-hu đuổi theo người, và biểu rằng: Cũng hãy đánh chết hắn trên xe hắn nữa. Họ bèn hãm đánh người, tại nơi dốc Gu-rơ, gần Gíp-lê-am. Đoạn, A-cha-xia trốn đến Mê-ghi-đô, và chết tại đó.|猶 大 王 亞 哈 謝 見 這 光 景 、 就 從 園 亭 之 路 逃 跑 。 耶 戶 追 趕 他 說 、 把 這 人 也 殺 在 車 上 。 到 了 靠 近 以 伯 蓮 姑 珥 的 坡 上 擊 傷 了 他 。 他 逃 到 米 吉 多 、 就 死 在 那 裡 。
Các tôi tớ người để thây người trên một cái xe chở về Giê-ru-sa-lem, và chôn trong mồ người, chung cùng các tổ phụ người, tại thành Đa-vít.|他 的 臣 僕 用 車 將 他 的 屍 首 送 到 耶 路 撒 冷 、 葬 在 大 衛 城 、 他 自 己 的 墳 墓 裡 、 與 他 列 祖 同 葬 。
A-cha-xia lên ngôi làm vua Giu-đa nhằm năm thứ mười một đời Giô-ram, con trai A-háp.|亞 哈 謝 登 基 、 作 猶 大 王 的 時 候 、 是 在 亞 哈 的 兒 子 約 蘭 第 十 一 年 。
Giê-hu liền đến tại Gít-rê-ên. Giô-sa-bên hay, bèn giồi phấn mặt mình, trang điểm đầu, và đứng trông nơi cửa sổ.|耶 戶 到 了 耶 斯 列 、 耶 洗 別 聽 見 、 就 擦 粉 、 梳 頭 、 從 窗 戶 裡 往 外 觀 看 。
Giê-hu đi qua cửa thành, nàng nói rằng: Hỡi Xim-ri, kẻ giết chúa mình! Bình yên chăng?|耶 戶 進 門 的 時 候 、 耶 洗 別 說 、 殺 主 人 的 心 利 阿 、 平 安 麼 。
Giê-hu ngước mắt lên về hướng cửa sổ, nói rằng: Trên cao kia, ai thuộc về ta? Ai? Hai ba quan hoạn bèn ngó ra về hướng người.|耶 戶 抬 頭 向 窗 戶 觀 看 、 說 、 誰 順 從 我 。 有 兩 三 個 太 監 從 窗 戶 往 外 看 他 。
Người kêu chúng rằng: Vậy, hãy ném nó xuống đất! Chúng ném nàng xuống đất, và huyết vọt lại trên tường và trên ngựa, rồi ngựa giày đạp nàng dưới chơn.|耶 戶 說 、 把 他 扔 下 來 ． 他 們 就 把 他 扔 下 來 ． 他 的 血 濺 在 牆 上 、 和 馬 上 ． 於 是 把 他 踐 踏 了 。
Giê-hu vào, ăn và uống xong, đoạn nói rằng: Vậy, hãy đi xem đờn bà khốn nạn và lo chôn nó, vì nó là con gái của vua.|耶 戶 進 去 、 喫 了 喝 了 、 吩 咐 說 、 你 們 把 這 被 咒 詛 的 婦 人 葬 埋 了 ． 因 為 他 是 王 的 女 兒 。
Vậy, các tôi tớ đi đặng chôn nàng; nhưng chúng chỉ còn thấy cái sọ, hai chơn, và lòng bàn tay nàng mà thôi.|他 們 就 去 葬 埋 他 ． 只 尋 得 他 的 頭 骨 、 和 腳 、 並 手 掌 。
Chúng trở về cho chủ mình hay điều đó. Giê-hu bèn nói: Ay là lời của Đức Giê-hô-va đã cậy miệng Ê-li, người Thi-sê-be, tôi tớ Ngài, mà phán rằng: Chó sẽ ăn thịt Giê-sa-bên;|他 們 回 去 告 訴 耶 戶 。 耶 戶 說 、 這 正 應 驗 耶 和 華 、 藉 他 僕 人 提 斯 比 人 以 利 亞 所 說 的 話 、 說 、 在 耶 斯 列 田 間 、 狗 必 喫 耶 洗 別 的 肉 ．
và thấy nàng sẽ như phân trên mặt đất, trong ruộng Gít-rê-ên, đến đỗi người ta không thể nói rằng: Này là Giê-sa-bên.|耶 洗 別 的 屍 首 必 在 耶 斯 列 田 間 如 同 糞 土 、 甚 至 人 不 能 說 、 這 是 耶 洗 別 。

					II Các Vua 10				|
						列王紀下 10					
Vả, tại Sa-ma-ri, có bảy mươi con trai của A-háp, Giê-hu viết thơ gởi đến các đầu mục của Gít-rê-ên tại Sa-ma-ri, tức là các trưởng lão, và các giáo sư của những con trai A-háp, mà rằng:|亞 哈 有 七 十 個 兒 子 在 撒 瑪 利 亞 。 耶 戶 寫 信 、 送 到 撒 瑪 利 亞 、 通 知 耶 斯 列 的 首 領 、 就 是 長 老 、 和 教 養 亞 哈 眾 子 的 人 、 說 、
Tại nơi các ngươi các ngươi có những con trai của chủ các ngươi, lại có xe, ngựa binh khí, và thành kiên cố. Ay vậy, hễ các ngươi tiếp được thơ nầy,|你 們 那 裡 、 既 有 你 們 主 人 的 眾 子 、 和 車 馬 、 器 械 、 堅 固 城 、
hãy chọn trong các con trai chủ mình, ai là người tử tế nhất, có tài năng hơn hết, lập người ấy trên ngôi của cha người, rồi tranh chiến vì nhà chủ của các ngươi.|接 了 這 信 、 就 可 以 在 你 們 主 人 的 眾 子 中 、 選 擇 一 個 賢 能 合 宜 的 、 使 他 坐 他 父 親 的 位 、 你 們 也 可 以 為 你 們 主 人 的 家 爭 戰 。
Chúng bèn sợ hãi lắm, và nói rằng: Hai vua không thế đứng nổi trước mặt người, còn chúng ta, chống cự với người sao nổi?|他 們 卻 甚 懼 怕 、 彼 此 說 、 二 王 在 他 面 前 尚 且 站 立 不 住 、 我 們 怎 能 站 得 住 呢 。
Quan cai đền và quan cai thành, cùng các trưởng lão và các giáo sư của các con trai A-háp, sai nói với Giê-hu rằng: Chúng tôi là tôi tớ ông; chúng tôi sẽ làm mọi điều ông biểu chúng tôi. Chúng tôi chẳng muốn chọn ai làm vua, ông khá làm điều gì theo ý ông cho là phải.|家 宰 、 邑 宰 、 和 長 老 、 並 教 養 眾 子 的 人 、 打 發 人 去 見 耶 戶 、 說 、 我 們 是 你 的 僕 人 ． 凡 你 所 吩 咐 我 們 的 、 都 必 遵 行 ． 我 們 不 立 誰 作 王 ． 你 看 怎 樣 好 、 就 怎 樣 行 。
Người viết thơ cho chúng lần thứ nhì, mà rằng: Nếu các ngươi thuộc về ta, và khứng nghe theo mạng lịnh ta, thì khá cắt đầu những con trai chủ các ngươi; rồi ngày mai, tại giờ này, hãy đến cùng ta ở nơi Gít-rê-ên. Vả, các con trai của vua, số là bảy mươi người, đều ở tại nhà những người sang trọng của thành, lo giáo dục chúng nó.|耶 戶 又 給 他 們 寫 信 說 、 你 們 若 歸 順 我 、 聽 從 我 的 話 、 明 日 這 時 候 、 要 將 你 們 主 人 眾 子 的 首 級 、 帶 到 耶 斯 列 來 見 我 。 那 時 王 的 兒 子 七 十 人 、 都 住 在 教 養 他 們 那 城 中 的 尊 貴 人 家 裡 。
Chúng vừa tiếp được bức thơ ấy, bèn bắt đi, đoạn để thủ cấp họ trong những thùng, gởi đến cho Giê-hu, tại Gít-rê-ên.|信 一 到 、 他 們 就 把 王 的 七 十 個 兒 子 殺 了 、 將 首 級 裝 在 筐 裡 、 送 到 耶 斯 列 耶 戶 那 裡 。
Có sứ giả đến báo tin cho người, rằng: Người ta có đem đến thủ cấp các con trai của vua. Giê-hu đáp: Hãy chất làm hai đống tại nơi cửa thành cho đến sáng mai.|有 使 者 來 告 訴 耶 戶 說 、 他 們 將 王 眾 子 的 首 級 送 來 了 。 耶 戶 說 、 將 首 級 在 城 門 口 堆 作 兩 堆 、 擱 到 明 日 。
Sáng mai, người đi ra, đứng trước mặt cả dân sự, mà nói rằng: Các ngươi vẫn công bình. Kìa, ta đã phản nghịch chủ ta, và có giết người; nhưng còn các kẻ này, ai đã giết họ?|次 日 早 晨 、 耶 戶 出 來 、 站 著 對 眾 民 說 、 你 們 都 是 公 義 的 ． 我 背 叛 我 主 人 、 將 他 殺 了 ． 這 些 人 卻 是 誰 殺 的 呢 。
Vậy, bây giờ, hãy nhìn biết rằng: trong các lời Đức Giê-hô-va đã phán về nhà A-háp sẽ chẳng có lời nào sa xuống đất; vì Đức Giê-hô-va đã làm điều Ngài cậy miệng Ê-li, tôi tớ Ngài, mà phán ra.|由 此 可 知 、 耶 和 華 指 著 亞 哈 家 所 說 的 話 、 一 句 沒 有 落 空 ． 因 為 耶 和 華 藉 他 僕 人 以 利 亞 所 說 的 話 、 都 成 就 了 。
