
					II Sa-mu-ên 1				|
Mê-phi-bô-sết có một con trai nhỏ, tên là Mi-ca; và hết thảy những người ở trong nhà Xíp-ba đều là tôi tớ của Mê-phi-bô-sết.|米 非 波 設 有 一 個 小 兒 子 名 叫 米 迦 。 凡 住 在 洗 巴 家 裡 的 人 、 都 作 了 米 非 波 設 的 僕 人 。
Mê-phi-bô-sết ở tại Giê-ru-sa-lem, bởi vì ngươi ăn luôn chung bàn của vua. Người bị què hai chơn.|於 是 米 非 波 設 住 在 耶 路 撒 冷 、 常 與 王 同 席 喫 飯 ． 他 兩 腿 都 是 瘸 的 。

					II Sa-mu-ên 10				|
						撒母耳記下 10					
Sau việc ấy, vua dân Am-môn băng, và Ha-nun, con trai người, kế vị.|此 後 、 亞 捫 人 的 王 死 了 、 他 兒 子 哈 嫩 接 續 他 作 王 。
Đa-vít nói: Ta muốn làm ơn cho Ha-nun, con trai của Na-hách, như cha người đã làm ơn cho ta. Vậy, Đa-vít sai tôi tớ mình đi đến an ủy người về sự chết của cha người; các tôi tớ của Đa-vít đến trong xứ của dân Am-môn.|大 衛 說 、 我 要 照 哈 嫩 的 父 親 拿 轄 厚 待 我 的 恩 典 厚 待 哈 嫩 ． 於 是 大 衛 差 遣 臣 僕 、 為 他 喪 父 安 慰 他 。 大 衛 的 臣 僕 到 了 亞 捫 人 的 境 內 。
Nhưng các quan trưởng của dân Am-môn nói cùng Ha-nun, chúa mình, rằng: Ong tưởng rằng Đa-vít sai những kẻ an ủy đến cùng ông là vì tôn kính cha ông sao? Đa-vít sai những tôi tớ người đến cùng ông, há chẳng phải vì muốn xem xét thành, do thám nó đặng phá diệt đi chăng?|但 亞 捫 人 的 首 領 對 他 們 的 主 哈 嫩 說 、 大 衛 差 人 來 安 慰 你 、 你 想 他 是 尊 敬 你 父 親 麼 ． 他 差 臣 僕 來 不 是 詳 察 窺 探 、 要 傾 覆 這 城 麼 。
Vậy, Ha-nun bắt các tôi tớ của Đa-vít, cạo phân nửa râu họ, cắt phân nửa quần áo cho đến nửa thân mình; đoạn cho họ đi về.|哈 嫩 便 將 大 衛 臣 僕 的 鬍 鬚 剃 去 一 半 ． 又 割 斷 他 們 下 半 截 的 衣 服 、 使 他 們 露 出 下 體 、 打 發 他 們 回 去 。
Có người thuật lại việc ấy cùng Đa-vít; người bèn sai kẻ đi đón mấy người ấy, vì họ lấy làm hổ thẹn lắm. Vua sai bảo rằng: Hãy ở tại Giê-ri-cô cho đến chừng râu của các ngươi đã mọc lại; đoạn các ngươi sẽ trở về.|有 人 告 訴 大 衛 他 就 差 人 去 迎 接 他 們 、 因 為 他 們 甚 覺 羞 恥 、 告 訴 他 們 說 、 可 以 住 在 耶 利 哥 、 等 到 鬍 鬚 長 起 再 回 來 。
Khi dân Am-môn thấy mình bị Đa-vít gớm ghét, bèn sai người đi chiêu mộ dân Sy-ri ở Bết-Rê-hốt và ở Xô-ba, số chừng hai vạn lính bộ; lại chiêu mộ vua Ma -a-ca với một ngàn người, và một vạn hai ngàn người ở xứ Tóp.|亞 捫 人 知 道 大 衛 憎 惡 他 們 、 就 打 發 人 去 、 招 募 伯 利 合 的 亞 蘭 人 、 和 瑣 巴 的 亞 蘭 人 、 步 兵 二 萬 、 與 瑪 迦 王 的 人 一 千 、 陀 伯 人 一 萬 二 千 。
Đa-vít hay được điều đó, liền sai Giô-áp với các dõng sĩ của đạo binh mình đi đánh chúng nó.|大 衛 聽 見 了 、 就 差 派 約 押 統 帶 勇 猛 的 全 軍 出 去 。
Dân Am-môn kéo ra, dàn trận tại nơi cửa thành, còn dân Sy-ri ở Xô-ba và ở Rê-hóp, những người ở Tóp và ở Ma -a-ca đều đóng riêng ra trong đồng bằng.|亞 捫 人 出 來 在 城 門 前 擺 陣 ． 瑣 巴 與 利 合 的 亞 蘭 人 、 陀 伯 人 、 並 瑪 迦 人 、 另 在 郊 野 擺 陣 。
Giô-áp thấy quân giặc hãm đánh đằng trước và đằng sau, bèn chọn người lính trong đạo tinh binh Y-sơ-ra-ên, và dàn binh đó ra cùng dân Sy-ri;|約 押 看 見 敵 人 在 他 前 後 擺 陣 、 就 從 以 色 列 軍 中 挑 選 精 兵 、 使 他 們 對 著 亞 蘭 人 擺 陣 。
còn binh còn lại, người trao cho A-bi-sai, em mình, đặng bày trận đối cùng dân Am-môn.|其 餘 的 兵 交 與 他 兄 弟 亞 比 篩 、 對 著 亞 捫 人 擺 陣 。
Người nói cùng A-bi-sai rằng: Nếu dân Sy-ri mạnh hơn anh, em sẽ đến giúp anh; nhưng nếu dân Am-môn mạnh hơn em, anh sẽ đến giúp em.|約 押 對 亞 比 篩 說 、 亞 蘭 人 若 強 過 我 、 你 就 來 幫 助 我 、 亞 捫 人 若 強 過 你 、 我 就 去 幫 助 你 。
Hãy vững lòng bền chí, đánh giặc cách can đảm, vì dân sự ta và vì các thành của Đức Chúa Trời chúng ta; nguyện Đức Giê-hô-va làm theo ý Ngài lấy làm tốt!|我 們 都 當 剛 強 、 為 本 國 的 民 和 　 神 的 城 邑 作 大 丈 夫 ． 願 耶 和 華 憑 他 的 意 旨 而 行 。
Đoạn, Giô-áp với quân lính theo người đều đến gần, giao chiến cùng dân Sy-ri; chúng chạy trốn trước mặt người.|於 是 約 押 和 跟 隨 他 的 人 、 前 進 攻 打 亞 蘭 人 ． 亞 蘭 人 在 約 押 面 前 逃 跑 。
Bấy giờ, vì dân Am-môn thấy dân Sy-ri chạy trốn, thì chúng cũng chạy trốn khỏi trước mặt A-bi-sai, và vào trong thành. Giô-áp lìa khỏi dân Am-môn mà trở về Giê-ru-sa-lem.|亞 捫 人 見 亞 蘭 人 逃 跑 、 他 們 也 在 亞 比 篩 面 前 逃 跑 進 城 。 約 押 就 離 開 亞 捫 人 那 裡 、 回 耶 路 撒 冷 去 了 。
Dân Sy-ri thấy mình bị dân Y-sơ-ra-ên đánh bại, bèn nhóm hiệp lại.|亞 蘭 人 見 自 己 被 以 色 列 人 打 敗 、 就 又 聚 集 。
Ha-đa-rê-xe sai chiêu dân Sy-ri ở bên kia sông; chúng nó đến Hê-lam, có Sô-bác làm tổng binh của Ha-đa-rê-xe, quản suất.|哈 大 底 謝 差 遣 人 、 將 大 河 那 邊 的 亞 蘭 人 調 來 ． 他 們 到 了 希 蘭 、 哈 大 底 謝 的 將 軍 朔 法 率 領 他 們 。
Nghe tin nầy, Đa-vít hiệp lại hết thảy Y-sơ-ra-ên, đi ngang qua Giô-đanh, kéo đến Hê-lam. Dân Sy-ri dàn trận đối cùng Đa-vít, và giao chiến cùng người.|有 人 告 訴 大 衛 、 他 就 聚 集 以 色 列 眾 人 、 過 約 但 河 來 到 希 蘭 。 亞 蘭 人 迎 著 大 衛 擺 陣 、 與 他 打 仗 。
Nhưng chúng chạy trốn trước mặt Y-sơ-ra-ên. Đa-vít giết bảy trăm xe binh của dân Sy-ri, và bốn muôn lính kị. Người cũng giết Sô-bác, tổng binh của chúng nó, và nó chết tại đó.|亞 蘭 人 在 以 色 列 人 面 前 逃 跑 ． 大 衛 殺 了 亞 蘭 七 百 輛 戰 車 的 人 、 四 萬 馬 兵 、 又 殺 了 亞 蘭 的 將 軍 朔 法 。
Khi các vua chư hầu của Y-sơ-ra-ên thấy mình bị Y-sơ-ra-ên đánh bại, thì lập hòa cùng Y-sơ-ra-ên và phục dịch họ; dân Sy-ri không còn dám giúp dân Am-môn nữa.|屬 哈 大 底 謝 的 諸 王 、 見 自 己 被 以 色 列 人 打 敗 、 就 與 以 色 列 人 和 好 、 歸 服 他 們 。 於 是 亞 蘭 人 、 不 敢 再 幫 助 亞 捫 人 了 。

					II Sa-mu-ên 11				|
						撒母耳記下 11					
Qua năm mới, khi các vua thường ra tranh chiến, Đa-vít sai Giô-áp cùng các tôi tớ mình và cả đạo binh Y-sơ-ra-ên đánh giặc; chúng cướp phá xứ dân Am-môn và vây thành Ráp-ba. Nhưng vua Đa-vít ở lại Giê-ru-sa-lem.|過 了 一 年 、 到 列 王 出 戰 的 時 候 、 大 衛 又 差 派 約 押 、 率 領 臣 僕 和 以 色 列 眾 人 出 戰 ． 他 們 就 打 敗 亞 捫 人 、 圍 攻 拉 巴 。 大 衛 仍 住 在 耶 路 撒 冷 。
Một buổi chiều kia, Đa-vít chổi dậy khỏi giường mình, đi dạo chơi trên nóc đền vua, bèn thấy một người nữ đương tắm; người nữ ấy rất là lịch sự.|一 日 太 陽 平 西 、 大 衛 從 床 上 起 來 、 在 王 宮 的 平 頂 上 遊 行 、 看 見 一 個 婦 人 沐 浴 、 容 貌 甚 美 。
Đa-vít sai hỏi người nữ ấy là ai, thì người ta thưa rằng: Ay là Bát-Sê-ba, con gái của Ê-li-am, vợ của U-ri, người Hê-tít.|大 衛 就 差 人 打 聽 那 婦 人 是 誰 ． 有 人 說 、 他 是 以 連 的 女 兒 、 赫 人 烏 利 亞 的 妻 拔 示 巴 。
Đa-vít sai người đem nàng đến. Nàng đến nhà vua và vua ngủ với nàng. Sau khi nàng làm cho sạch sự ô uế mình, bèn trở về nhà.|大 衛 差 人 去 、 將 婦 人 接 來 ． 那 時 他 的 月 經 纔 得 潔 淨 ． 他 來 了 、 大 衛 與 他 同 房 、 他 就 回 家 去 了 。
Người nữ nầy thọ thai, sai người tâu cùng Đa-vít rằng: Tôi có thai.|於 是 他 懷 了 孕 、 打 發 人 去 告 訴 大 衛 說 、 我 懷 了 孕 。
Đa-vít bèn truyền lịnh cho Giô-áp rằng: Hãy sai U-ri, người Hê-tít, đến cùng ta. Vậy, Giô-áp sau U-ri đến cùng Đa-vít.|大 衛 差 人 到 約 押 那 裡 、 說 、 你 打 發 赫 人 烏 利 亞 到 我 這 裡 來 ． 約 押 就 打 發 烏 利 亞 去 見 大 衛 。
U-ri đến, Đa-vít hỏi thăm về Giô-áp và đạo binh có bình an chăng, cùng chiến trận ra thể nào.|烏 利 亞 來 了 、 大 衛 問 約 押 好 、 也 問 兵 好 、 又 問 爭 戰 的 事 怎 樣 。
Đoạn, vua nói cùng U-ri rằng: Hãy đi xuống nhà ngươi và rửa chơn đi. Vậy, U-ri đi ra khỏi đền vua, có người đem theo người một của ăn nhà vua.|大 衛 對 烏 利 亞 說 、 你 回 家 去 、 洗 洗 腳 罷 。 烏 利 亞 出 了 王 宮 、 隨 後 王 送 他 一 分 食 物 。
Nhưng U-ri không về nhà mình, ngủ tại cửa đền vua cùng các tôi tớ vua.|烏 利 亞 卻 和 他 主 人 的 僕 人 一 同 睡 在 宮 門 外 、 沒 有 回 家 去 。
Người ta thuật điều đó cho Đa-vít và nói rằng: U-ri không có đi xuống nhà người. Đa-vít hỏi U-ri rằng: Chớ thì ngươi chẳng đi đường trở về sao? Cớ sao không đi xuống nhà ngươi?|有 人 告 訴 大 衛 說 、 烏 利 亞 沒 有 回 家 去 、 大 衛 就 問 烏 利 亞 說 、 你 從 遠 路 上 來 、 為 甚 麼 不 回 家 去 呢 。
U-ri thưa cùng Đa-vít rằng: Hòm giao ước, Y-sơ-ra-ên, và Giu-đa, vẫn ở dưới trại, Giô-áp, là chúa tôi, luôn với các tôi tớ chúa tôi đương hạ trại nơi đồng trống, còn tôi lại vào nhà mình đặng ăn, uống, và ngủ cùng vợ mình sao? Tôi chỉ mạng sống và linh hồn của vua mà thề rằng, tôi chẳng biết làm một sự như vậy!|烏 利 亞 對 大 衛 說 、 約 櫃 和 以 色 列 、 與 猶 大 兵 、 都 住 在 棚 裡 ． 我 主 約 押 、 和 我 主 〔 或 作 王 〕 的 僕 人 、 都 在 田 野 安 營 ． 我 豈 可 回 家 喫 喝 、 與 妻 子 同 寢 呢 。 我 敢 在 王 面 前 起 誓 、 〔 原 文 作 我 指 著 王 和 王 的 性 命 起 誓 〕 我 決 不 行 這 事 。
Đa-vít nói cùng U-ri rằng: Hãy còn ở đây ngày nay, rồi mai ta sẽ sai ngươi đi. Vậy, U-ri ở lại tại Giê-ru-sa-lem ngày ấy và ngày sau.|大 衛 吩 咐 烏 利 亞 說 、 你 今 日 仍 住 在 這 裡 、 明 日 我 打 發 你 去 。 於 是 烏 利 亞 那 日 和 次 日 住 在 耶 路 撒 冷 。
Đoạn, Đa-vít vời người ăn uống tại trước mặt mình, và làm cho người say; nhưng chiều tối, U-ri đi ra ngủ trên giường mình với các tôi tớ của người, chớ không có đi xuống nhà mình.|大 衛 召 了 烏 利 亞 來 、 叫 他 在 自 己 面 前 喫 喝 、 使 他 喝 醉 ． 到 了 晚 上 、 烏 利 亞 出 去 與 他 主 的 僕 人 一 同 住 宿 、 還 沒 有 回 到 家 裡 去 。
Sáng ngày mai, Đa-vít viết một cái thơ cho Giô-áp, và gởi nơi tay U-ri.|次 日 早 晨 、 大 衛 寫 信 與 約 押 、 交 烏 利 亞 隨 手 帶 去 。
Người viết như vầy: Hãy đặt U-ri tại hàng đầu, nơi hiểm nguy hơn hết của chiến trận, rồi hãy rút ra xa người, để người bị đánh và chết đi.|信 內 寫 著 說 、 要 派 烏 利 亞 前 進 、 到 陣 勢 極 險 之 處 、 你 們 便 退 後 、 使 他 被 殺 。
Vậy, khi Giô-áp vây thành, bèn đặt U-ri tại chỗ đã biết có lính mạnh bạo của thù nghịch gìn giữ.|約 押 圍 城 的 時 候 、 知 道 敵 人 那 裡 有 勇 士 、 便 將 烏 利 亞 派 在 那 裡 。
Người trong thành kéo ra đánh Giô-áp, có mấy người trong bọn tôi tớ Đa-vít ngã chết. U-ri, người Hê-tít, cũng chết.|城 裡 的 人 出 來 和 約 押 打 仗 ． 大 衛 的 僕 人 中 有 幾 個 被 殺 的 、 赫 人 烏 利 亞 也 死 了 。
Giô-áp bèn sai sứ giả đến cùng Đa-vít đặng thuật cho người biết đầu đuôi của sự chinh chiến.|於 是 、 約 押 差 人 去 將 爭 戰 的 一 切 事 、 告 訴 大 衛 ．
Và người truyền lịnh cho sứ giả rằng: Khi ngươi đã thuật xong cho vua mọi điều đã xảy ra nơi chiến trận,|又 囑 咐 使 者 說 、 你 把 爭 戰 的 一 切 事 、 對 王 說 完 了 、
nếu vua nổi giận nói cùng ngươi rằng: Cớ sao các ngươi đi tới gần quá đặng hãm thành vậy? Các ngươi há chẳng biết rằng người ta ở trên chót vách thành bắn tên xuống sao?|王 若 發 怒 、 問 你 說 、 你 們 打 仗 為 甚 麼 挨 近 城 牆 呢 。 豈 不 知 敵 人 必 從 城 上 射 箭 麼 。
Xưa ai giết A-bi-mê-léc, con trai của Giê-rút-bê-sết? Há chẳng phải một người nữ ở trên chót vách thành ném một thớt cối xuống trên người làm cho người chết tại Tê-bết sao? Vì sao các ngươi đến gần vách thành như vậy? thì bấy giờ ngươi sẽ tiếp rằng: U-ri, kẻ tôi tớ vua, người Hê-tít, cũng chết nữa.|從 前 打 死 耶 路 比 設 〔 就 是 耶 路 巴 力 見 士 師 記 九 章 一 節 〕 兒 子 亞 比 米 勒 的 是 誰 呢 。 豈 不 是 一 個 婦 人 、 從 城 上 拋 下 一 塊 上 磨 石 來 、 打 在 他 身 上 、 他 就 死 在 提 備 斯 麼 ． 你 們 為 甚 麼 挨 近 城 牆 呢 ． 你 就 說 、 王 的 僕 人 赫 人 烏 利 亞 也 死 了 。
Như vậy, sứ giả đi; khi người đến nơi, thuật cho Đa-vít biết mọi điều Giô-áp đã dặn người.|使 者 起 身 、 來 見 大 衛 、 照 著 約 押 所 吩 咐 他 的 話 、 奏 告 大 衛 。
Sứ giả tâu cùng Đa-vít rằng: Ban đầu những quân đó mạnh hơn chúng tôi, kéo ra đến ngoài đồng; nhưng chúng tôi đánh đuổi chúng nó đến cửa thành.|使 者 對 大 衛 說 、 敵 人 強 過 我 們 、 出 到 郊 野 與 我 們 打 仗 、 我 們 追 殺 他 們 、 直 到 城 門 口 。
Các lính cầm cung ở trên vách thành có bắn những tôi tớ vua, có vài người bị chết; U-ri, người Hê-tít, là tôi tớ vua, cũng chết nữa.|射 箭 的 從 城 上 射 王 的 僕 人 、 射 死 幾 個 、 赫 人 烏 利 亞 也 死 了 。
Đa-vít đáp cùng sứ giả rằng: Ngươi hãy nói cùng Giô-áp: Chớ lấy làm cực lòng quá về điều đó; gươm, khi giết kẻ nầy, khi giết kẻ khác. Hãy rán sức hãm thành và hủy diệt nó đi. Còn ngươi hãy giục người vững lòng bền chí.|王 向 使 者 說 、 你 告 訴 約 押 說 、 不 要 因 這 事 愁 悶 、 刀 劍 或 吞 滅 這 人 、 或 吞 滅 那 人 、 沒 有 一 定 的 、 你 只 管 竭 力 攻 城 、 將 城 傾 覆 ． 可 以 用 這 話 勉 勵 約 押 。
Khi vợ U-ri hay rằng chồng mình đã thác, thì than khóc U-ri.|烏 利 亞 的 妻 聽 見 丈 夫 烏 利 亞 死 了 、 就 為 他 哀 哭 。
Khi đã mãn tang, Đa-vít sai vời nàng vào cung; nàng trở nên vợ người, sanh cho người một con trai. Nhưng điều Đa-vít đã làm đó không đẹp lòng Đức Giê-hô-va.|哀 哭 的 日 子 過 了 、 大 衛 差 人 將 他 接 到 宮 裡 、 他 就 作 了 大 衛 的 妻 、 給 大 衛 生 了 一 個 兒 子 。 但 大 衛 所 行 的 這 事 、 耶 和 華 甚 不 喜 悅 。

					II Sa-mu-ên 12				|
						撒母耳記下 12					
Đức Giê-hô-va sai Na-than đến cùng Đa-vít. Vậy, Na-than đến cùng người mà rằng: Trong một thành kia có hai người, người nầy giàu, còn người kia nghèo.|耶 和 華 差 遣 拿 單 去 見 大 衛 。 拿 單 到 了 大 衛 那 裡 、 對 他 說 、 在 一 座 城 裡 有 兩 個 人 ． 一 個 是 富 戶 、 一 個 是 窮 人 。
Người giàu có chiên bò rất nhiều;|富 戶 、 有 許 多 牛 群 羊 群 ．
nhưng người nghèo, nếu chẳng kể một con chiên cái nhỏ mà người đã mua, thì chẳng có gì hết. Người nuôi nó; nó cùng lớn lên với con cái người tại nhà người, ăn đồ người ăn, uống đồ người uống, và ngủ trên lòng người; nó như một con gái của người vậy.|窮 人 、 除 了 所 買 來 養 活 的 一 隻 小 母 羊 羔 之 外 、 別 無 所 有 ． 羊 羔 在 他 家 裡 和 他 兒 女 一 同 長 大 ． 喫 他 所 喫 的 、 喝 他 所 喝 的 、 睡 在 他 懷 中 、 在 他 看 來 如 同 女 兒 一 樣 。
Vả, có người khách đến người giàu; người giàu tiếc không muốn đụng đến chiên bò của mình đặng dọn một bữa ăn cho người khách đã đến, bèn bắt con chiên con của người nghèo và dọn cho kẻ khác đã đến thăm mình.|有 一 客 人 來 到 這 富 戶 家 裡 ． 富 戶 捨 不 得 從 自 己 的 牛 群 羊 群 中 、 取 一 隻 豫 備 給 客 人 喫 、 卻 取 了 那 窮 人 的 羊 羔 、 豫 備 給 客 人 喫 。
Đa-vít bèn nổi giận lắm cùng người ấy, và nói cùng Na-than rằng: Ta chỉ Đức Giê-hô-va hằng sống mà thề, người đã phạm điều ấy thật đáng chết!|大 衛 就 甚 惱 怒 那 人 、 對 拿 單 說 、 我 指 著 永 生 的 耶 和 華 起 誓 、 行 這 事 的 人 該 死 ．
