
					Công Vụ Các Sứ đồ 1				|
chẳng hiện ra với cả dân chúng, nhưng với những kẻ làm chứng mà Đức Chúa Trời đã chọn trước, tức là với chúng ta, là kẻ đã ăn uống cùng Ngài, sau khi Ngài từ trong kẻ chết sống lại.|不 是 顯 現 給 眾 人 看 、 乃 是 顯 現 給 　 神 豫 先 所 揀 選 為 他 作 見 證 的 人 看 、 就 是 我 們 這 些 在 他 從 死 裡 復 活 以 後 、 和 他 同 喫 同 喝 的 人 。
Lại Ngài đã biểu chúng ta khá giảng dạy cho dân chúng, và chứng quyết chính Ngài là Đấng Đức Chúa Trời đã lập lên để đoán xét kẻ sống và kẻ chết.|他 吩 咐 我 們 傳 道 給 眾 人 、 證 明 他 是 　 神 所 立 定 的 、 要 作 審 判 活 人 死 人 的 主 。
hết thảy các đấng tiên tri đều làm chứng nầy về Ngài rằng hễ ai tin Ngài thì được sự tha tội vì danh Ngài.|眾 先 知 也 為 他 作 見 證 、 說 、 凡 信 他 的 人 、 必 因 他 的 名 、 得 蒙 赦 罪 。
Khi Phi -e-rơ đương nói, thì Đức Thánh Linh giáng trên mọi người nghe đạo.|彼 得 還 說 這 話 的 時 候 、 聖 靈 降 在 一 切 聽 道 的 人 身 上 。
Các tín đồ đã chịu phép cắt bì, là người kẻ đồng đến với Phi -e-rơ, đều lấy làm lạ, vì thấy sự ban cho Đức Thánh Linh cũng đổ ra trên người ngoại nữa.|那 些 奉 割 禮 和 彼 得 同 來 的 信 徒 、 見 聖 靈 的 恩 賜 也 澆 在 外 邦 人 身 上 、 就 都 希 奇 ．
Vì các tín đồ nghe họ nói tiếng ngoại quốc và khen ngợi Đức Chúa Trời.|因 聽 見 他 們 說 方 言 、 稱 讚 　 神 為 大 。
Bấy giờ Phi -e-rơ lại cất tiếng nói rằng: Người ta có thể từ chối nước về phép báp-tem cho những kẻ đã nhận lấy Đức Thánh Linh cũng như chúng ta chăng?|於 是 彼 得 說 、 這 些 人 既 受 了 聖 靈 、 與 我 們 一 樣 、 誰 能 禁 止 用 水 給 他 們 施 洗 呢 。
Người lại truyền làm phép báp-tem cho họ nhơn danh Đức Chúa Jêsus Christ. Họ bèn nài người ở lại với mình một vài ngày.|就 吩 咐 奉 耶 穌 基 督 的 名 給 他 們 施 洗 。 他 們 又 請 彼 得 住 了 幾 天 。

					Công Vụ Các Sứ đồ 11				|
						使徒行傳 11					
Các sứ đồ và anh em ở xứ Giu-đê nghe tin người ngoại cũng đã nhận lấy đạo Đức Chúa Trời.|使 徒 和 在 猶 太 的 眾 弟 兄 、 聽 說 外 邦 人 也 領 受 了 　 神 的 道 。
Khi Phi -e-rơ đã trở lên thành Giê-ru-sa-lem, có người tín đồ vốn chịu phép cắt bì trách móc người,|及 至 彼 得 上 了 耶 路 撒 冷 、 那 些 奉 割 禮 的 門 徒 和 他 爭 辯 說 、
rằng: Ngươi đã vào nhà kẻ chưa chịu phép cắt-bì, và ăn chung với họ!|你 進 入 未 受 割 禮 之 人 的 家 、 和 他 們 一 同 喫 飯 了 。
Nhưng Phi -e-rơ đem mọi sự đã qua thuật cho họ theo thứ tự và từng điều,|彼 得 就 開 口 、 把 這 事 挨 次 給 他 們 講 解 說 、
rằng: Ta đương cầu nguyện trong thành Giốp-bê, lúc đó ta bị ngất trí đi, thấy sự hiện thấy: có vật gì giống như cái khăn lớn, níu bốn chéo lên, từ trên trời sa xuống đến tận ta.|我 在 約 帕 城 裡 禱 告 的 時 候 、 魂 遊 象 外 、 看 見 異 象 、 有 一 物 降 下 、 好 像 一 塊 大 布 、 繫 著 四 角 、 從 天 縋 下 、 直 來 到 我 跟 前 ．
Ta xem xét kỹ càng, thấy trong đó có các loài thú bốn cẳng trên đất, các thú rừng, các côn trùng và các loài chim trên trời.|我 定 睛 觀 看 、 見 內 中 有 地 上 四 足 的 牲 畜 、 和 野 獸 、 昆 蟲 、 並 天 上 的 飛 鳥 。
Ta lại nghe có tiếng phán rằng: Hỡi Phi -e-rơ, hãy chờ dậy, giết thịt và ăn.|我 且 聽 見 有 聲 音 向 我 說 、 彼 得 、 起 來 、 宰 了 喫 。
Ta thưa rằng: Lạy Chúa, chẳng vậy; vì không bao giờ có vật chi dơ dáy hay chẳng sạch vào miệng tôi đâu.|我 說 、 主 阿 、 這 是 不 可 的 ． 凡 俗 而 不 潔 淨 的 物 、 從 來 沒 有 入 過 我 的 口 。
Tiếng từ trời phán cùng ta lần thứ hai mà rằng: Chớ coi điều Chúa đã làm cho tinh sạch như là dơ dáy.|第 二 次 、 有 聲 音 從 天 上 說 、 　 神 所 潔 淨 的 、 你 不 可 當 作 俗 物 。
Lời đó lặp lại ba lần, đoạn, thay thảy đều thâu lại lên trời.|這 樣 一 連 三 次 、 就 都 收 回 天 上 去 了 。
Kìa, cũng một lúc đó, ba người ở thành Sê-sa-rê chịu sai đến cùng ta, đã tới tận cửa nhà ta ở.|正 當 那 時 、 有 三 個 人 站 在 我 們 所 住 的 房 門 前 、 是 從 該 撒 利 亞 差 來 見 我 的 。
Đức Thánh Linh truyền cho ta phải đi với ba người ấy, đừng nghi ngại gì. Nầy, sáu người anh em đây đồng đi với ta, và chúng ta đều vào trong nhà Cọt-nây.|聖 靈 吩 咐 我 和 他 們 同 去 、 不 要 疑 感 。 〔 或 作 不 要 分 別 等 類 〕 同 著 我 去 的 、 還 有 這 六 位 弟 兄 ． 我 們 都 進 了 那 人 的 家 ．
Người nầy thuật lại cho ta thể nào tại nhà mình đã thấy một thiên sứ hiện đến và phán rằng: Hãy sai tới thành Giốp-bê, mời Si-môn cũng gọi là Phi -e-rơ đến đây.|那 人 就 告 訴 我 們 、 他 如 何 看 見 一 位 天 使 、 站 在 他 屋 裡 、 說 、 你 打 發 人 往 約 帕 去 、 請 那 稱 呼 彼 得 的 西 門 來 ．
Người ấy sẽ nói cho ngươi những lời, mà nhờ đó ngươi và cả nhà mình sẽ được cứu rỗi.|他 有 話 告 訴 你 、 可 以 叫 你 和 你 的 全 家 得 救 。
Ta mới khởi sự nói, thì có Đức Thánh Linh giáng trên họ, cũng như ban đầu Ngài đã giáng trên chúng ta.|我 一 開 講 、 聖 靈 便 降 在 他 們 身 上 、 正 像 當 初 降 在 我 們 身 上 一 樣 。
Ta bèn nhớ lại lời Chúa đã truyền rằng: Giăng đã làm phép báp-tem bằng nước; nhưng các ngươi sẽ chịu phép báp-tem bằng Đức Thánh Linh.|我 就 想 起 主 的 話 說 、 約 翰 是 用 水 施 洗 、 但 你 們 要 受 聖 靈 的 洗 。
Vậy, nếu Đức Chúa Trời đã ban cho họ cũng một ơn như cho chúng ta, là kẻ đã tin đến Đức Chúa Jêsus Christ, thì ta là ai, mà ngăn trở Đức Chúa Trời được?|　 神 既 然 給 他 們 恩 賜 、 像 在 我 們 信 主 耶 穌 基 督 的 時 候 、 給 了 我 們 一 樣 、 我 是 誰 、 能 攔 阻 　 神 呢 。
Tín đồ nghe bấy nhiêu lời xong, đều thỏa thuận và ngợi khen Đức Chúa Trời, rằng: Vậy Đức Chúa Trời cũng đã ban sự ăn năn cho người ngoại để họ được sự sống!|眾 人 聽 見 這 話 、 就 不 言 語 了 ． 只 歸 榮 耀 與 　 神 、 說 、 這 樣 看 來 、 　 神 也 賜 恩 給 外 邦 人 、 叫 他 們 悔 改 得 生 命 了 。
Những kẻ bị tan lạc bởi sự bắt bớ xảy đến về dịp Ê-tiên, bèn đi đến xứ Phê-ni-xi, đảo Chíp-rơ và thành An-ti-ốt, chỉ giảng đạo cho người Giu-đa thôi.|那 些 因 司 提 反 的 事 遭 患 難 四 散 的 門 徒 、 直 走 到 腓 尼 基 、 和 居 比 路 、 並 安 提 阿 ． 他 們 不 向 別 人 講 道 、 只 向 猶 太 人 講 。
Nhưng trong đám những người ấy có một vài người quê ở Chíp-rơ và Sy-ren đến thành An-ti-ốt, cũng giảng dạy cho người Gờ-réc nữa, truyền Tin Lành của Đức Chúa Jêsus cho họ.|但 內 中 有 居 比 路 、 和 古 利 奈 人 、 他 們 到 了 安 提 阿 、 也 向 希 利 尼 人 傳 講 主 穌 穌 。 〔 有 古 卷 作 也 向 說 希 利 尼 話 的 猶 太 人 傳 講 主 耶 穌 〕
Tay Chúa ở cùng mấy người đó, nên số người tin và trở lại cùng Chúa rất nhiều.|主 與 他 們 同 在 、 信 而 歸 主 的 人 就 很 多 了 。
Tiếng đồn thấu tai Hội thánh Giê-ru-sa-lem, hội bèn sai Ba-na-ba sang đến thành An-ti-ốt.|這 風 聲 傳 到 耶 路 撒 冷 教 會 人 的 耳 中 、 他 們 就 打 發 巴 拿 巴 出 去 、 走 到 安 提 阿 為 止 ．
Khi người đến nơi và thấy ơn Đức Chúa Trời, bèn vui mừng và khuyên mọi người phải cứ vững lòng theo Chúa;|他 到 了 那 裡 、 看 見 　 神 所 賜 的 恩 就 歡 喜 、 勸 勉 眾 人 、 立 定 心 志 、 恆 久 靠 主 。
vì Ba-na-ba thật là người lành, đầy dẫy Thánh Linh và đức tin. Bấy giờ rất đông người tin theo Chúa.|這 巴 拿 巴 原 是 個 好 人 、 被 聖 靈 充 滿 、 大 有 信 心 ． 於 是 有 許 多 人 歸 服 了 主 。
Kế đó, Ba-na-ba đi đến thành Tạt-sơ, để tìm Sau-lơ,|他 又 往 大 數 去 找 掃 羅 、
tìm gặp rồi, bèn đưa đến thành An-ti-ốt. Trọn một năm, hai người cùng nhóm với Hội-thánh và dạy dỗ nhiều người. Ay là ở thành An-ti-ốt, người ta bắt đầu xưng môn đồ là Cơ-rê-tiên.|找 著 了 、 就 帶 他 到 安 提 阿 去 。 他 們 足 有 一 年 的 工 夫 、 和 教 會 一 同 聚 集 、 教 訓 了 許 多 人 ． 門 徒 稱 為 基 督 徒 、 是 從 安 提 阿 起 首 。
Trong những ngày đó, có mấy người tiên tri từ thành Giê-ru-sa-lem xuống thành An-ti-ốt.|當 那 些 日 子 、 有 幾 位 先 知 從 耶 路 撒 冷 下 到 安 提 阿 。
Trong bọn có một người tên là A-ga-bút đứng dậy, bởi Đức Thánh Linh nói tiên tri rằng sẽ có sự đói kém trên khắp đất; thật vậy, sự đói kém nầy xảy đến trong đời Cơ-lốt trị vì.|內 中 有 一 位 、 名 叫 亞 迦 布 ． 站 起 來 、 藉 著 聖 靈 、 指 明 天 下 將 有 大 饑 荒 ． 這 事 到 革 老 丟 年 間 果 然 有 了 。
Các môn đồ bèn định, mỗi người tùy sức riêng mình, gởi một món tiền bố thí cho anh em ở trong xứ Giu-đê;|於 是 門 徒 定 意 、 照 各 人 的 力 量 捐 錢 、 送 去 供 給 住 在 猶 太 的 弟 兄 。
môn đồ cũng làm thành việc đó, nhờ tay Ba-na-ba và Sau-lơ, gởi tiền ấy cho các trưởng lão.|他 們 就 這 樣 行 、 把 捐 項 託 巴 拿 巴 和 掃 羅 、 送 到 眾 長 老 那 裡 。

					Công Vụ Các Sứ đồ 12				|
						使徒行傳 12					
Đương thuở đó, vua Hê-rốt hà hiếp một vài người trong Hội thánh.|那 時 、 希 律 王 下 手 苦 害 教 會 中 幾 個 人 。
Vua dùng gươm giết Gia-cơ là anh của Giăng;|用 刀 殺 了 約 翰 的 哥 哥 雅 各 。
thấy điều đó vừa ý người Giu-đa, nên cũng sai bắt Phi -e-rơ nữa.|他 見 猶 太 人 喜 歡 這 事 、 又 去 捉 拿 彼 得 。 那 時 正 是 除 酵 的 日 子 。
Bấy giờ nhằm ngày ăn bánh không men. Vậy, vua bắt người và hạ ngục, phó cho bốn ngũ binh canh giữ, mỗi ngũ có bốn tên lính. Vua toan đợi lúc xong lễ Vượt Qua, thì bắt người ra hầu trước mặt dân chúng.|希 律 拿 了 彼 得 收 在 監 裡 、 交 付 四 班 兵 丁 看 守 、 每 班 四 個 人 、 意 思 要 在 逾 越 節 後 、 把 他 提 出 來 、 當 著 百 姓 辦 他 ．
Vậy, Phi -e-rơ bị cầm trong khám, còn Hội thánh cứ cầu nguyện Đức Chúa Trời cho người luôn.|於 是 彼 得 被 囚 在 監 裡 ． 教 會 卻 為 他 切 切 的 禱 告 　 神 。
Vả, đêm rạng ngày mà Hê-rốt định bắt Phi -e-rơ ra hầu, người đanh mang hai xiềng, ngủ giữa hai tên lính, và trước cửa có quân canh giữ ngục.|希 律 將 要 提 他 出 來 的 前 一 夜 、 彼 得 被 兩 條 鐵 鍊 鎖 著 、 睡 在 兩 個 兵 丁 當 中 ． 看 守 的 人 也 在 門 外 看 守 。
Thình lình, một thiên sứ của Chúa đến, và có ánh sáng soi trong ngục tối. Thiên sứ đập vào sường Phi -e-rơ, đánh thức người, mà rằng: Hãy mau chờ dậy. Xiềng bèn rớt ra khỏi tay người.|忽 然 有 主 的 一 個 使 者 、 站 在 旁 邊 、 屋 裡 有 光 照 耀 ． 天 使 拍 彼 得 的 肋 旁 、 拍 醒 了 他 、 說 、 快 快 起 來 ． 那 鐵 鍊 就 從 他 手 上 脫 落 下 來 。
Kế đó, thiên sứ nói rằng: Hãy nịt lưng và mang dép vào đi. Phi -e-rơ làm theo. Thiên sứ lại tiếp: Hãy mặc áo ngoài và theo ta.|天 使 對 他 說 、 束 上 帶 子 ． 穿 上 鞋 ． 他 就 那 樣 作 ． 天 使 又 說 、 披 上 外 衣 跟 著 我 來 。
Phi -e-rơ ra theo; chẳng biết điều thiên sứ làm đó là thật, song tưởng mình thấy sự hiện thấy.|彼 得 就 出 來 跟 著 他 、 不 知 道 天 使 所 作 是 真 的 、 只 當 見 了 異 象 。
Khi qua khỏi vọng canh thứ nhứt, rồi vọng thứ nhì, thì đến nơi cửa sắt, là cửa thông vào thành; cửa đó tự mở ra trước mặt hai người, rồi hai người vượt ra khỏi, đi lên đàng cái, tức thì thiên sứ lìa Phi -e-rơ.|過 了 第 一 層 第 二 層 監 牢 、 就 來 到 臨 街 的 鐵 門 ． 那 門 自 己 開 了 。 他 們 出 來 、 走 過 一 條 街 、 天 使 便 離 開 他 去 了 。
Phi -e-rơ bèn tỉnh lại và nói rằng: Bây giờ ta nhận biết thật Đức Chúa Trời đã sai thiên sứ Ngài giải cứu ta ra khỏi tay Hê-rốt cùng khỏi điều dân Giu-đa đang mong đợi.|彼 得 醒 悟 過 來 、 說 、 我 現 在 真 知 道 主 差 遣 他 的 使 者 、 救 我 脫 離 希 律 的 手 、 和 猶 太 百 姓 一 切 所 盼 望 的 。
Người suy nghĩ lại điều đó, rồi đến nhà Ma-ri, mẹ của Giăng, cũng gọi là Mác, là nơi có nhiều người đang nhóm lại cầu nguyện.|想 了 一 想 、 就 往 那 稱 呼 馬 可 的 約 翰 他 母 親 馬 利 亞 家 去 ． 在 那 裡 有 好 些 人 聚 集 禱 告 。
Người gõ cửa nhà ngoài, một con đòi tên là Rô-đơ đến nghe,|彼 得 敲 外 門 、 有 一 個 使 女 、 名 叫 羅 大 出 來 探 聽 ．
nhận biết tiếng Phi -e-rơ nên mừng rỡ lắm, đến nỗi chẳng mở cửa, nhưng trở chạy vào báo tin rằng Phi -e-rơ đương đứng trước cửa.|聽 得 是 彼 得 的 聲 音 、 就 歡 喜 的 顧 不 得 開 門 、 跑 進 去 告 訴 眾 人 說 、 彼 得 站 在 門 外 。
Người ta nói rằng: Mầy sảng. Song nàng quyết là quả thật. Họ bèn nói: Ay là thiên sứ của người.|他 們 說 、 你 是 瘋 了 。 使 女 極 力 的 說 、 真 是 他 。 他 們 說 、 必 是 他 的 天 使 。
Nhưng Phi -e-rơ cứ gõ cửa hoài. Khi mở cửa, thấy Phi -e-rơ, hết thảy đều kinh hãi.|彼 得 不 住 的 敲 門 ． 他 們 開 了 門 、 看 見 他 、 就 甚 驚 奇 。
Nhưng người lấy tay ra dấu biểu chúng làm thinh, rồi thuật lại cho biết Chúa đã dùng cách nào cứu mình khỏi ngục; đoạn, người lại dặn rằng: Hãy cho Gia-cơ và anh em biết điều nầy. Rồi đó, người bước ra sang nơi khác.|彼 得 擺 手 、 不 要 他 們 作 聲 、 就 告 訴 他 們 主 怎 樣 領 他 出 監 ． 又 說 、 你 們 把 這 事 告 訴 雅 各 、 和 眾 弟 兄 ． 於 是 出 去 往 別 處 去 了 。
Đến sáng, trong bọn lính có sự xôn xao rất lớn: vì chúng nó chẳng hay Phi -e-rơ đi đâu.|到 了 天 亮 、 兵 丁 擾 亂 得 很 、 不 知 道 彼 得 往 那 裡 去 了 。
Vua Hê-rốt sai tìm người, nhưng tìm chẳng được, bèn tra hỏi bọn lính, rồi truyền lịnh dẫn chúng nó đi giết. Đoạn, người từ xứ Giu-đê xuống thành Sê-sa-rê, ở lại tại đó.|希 律 找 他 、 找 不 著 、 就 審 問 看 守 的 人 、 吩 咐 把 他 們 拉 去 殺 了 。 後 來 希 律 離 開 猶 太 、 下 該 撒 利 亞 去 、 住 在 那 裡 。
Vả, vua Hê-rốt căm giận dân thành Ty-rơ và dân thành Si-đôn. Chúng đã được lòng quan hầu của vua là Ba-la-tút rồi, bèn đồng lòng đến cùng vua mà xin hòa, vì xứ họ ăn nhờ lương thực trong xứ vua.|希 律 惱 怒 推 羅 西 頓 的 人 ． 他 們 那 一 帶 地 方 、 是 從 王 的 地 土 得 糧 、 因 此 就 託 了 王 的 內 侍 臣 伯 拉 斯 都 的 情 、 一 心 來 求 和 。
Đến kỳ, vua Hê-rốt mặc áo chầu, ngồi trên ngai, truyền phán giữa công chúng.|希 律 在 所 定 的 日 子 、 穿 上 朝 服 、 坐 在 位 上 、 對 他 們 講 論 一 番 。
Dân chúng kêu lên rằng: Ay là tiếng của một thần, chẳng phải tiếng người ta đâu!|百 姓 喊 著 說 、 這 是 　 神 的 聲 音 、 不 是 人 的 聲 音 。
