
					Mác 1				|
Khi ấy, dầu có ai bảo các ngươi rằng: Kìa, Đấng Christ ở đây, hay là Ngài ở đó, thì chớ tin.|那 時 若 有 人 對 你 們 說 、 看 哪 、 基 督 在 這 裡 ． 或 說 、 基 督 在 那 裡 ． 你 們 不 要 信 。
Những christ giả, tiên tri giả sẽ nổi lên, làm những dấu lạ phép lạ, nếu có thể được thì họ cũng dỗ dành chính những người được chọn.|因 為 假 基 督 、 假 先 知 、 將 要 起 來 、 顯 神 蹟 奇 事 ． 倘 若 能 行 、 就 把 選 民 迷 惑 了 。
Hãy giữ lấy, ta đã nói trước cho các ngươi cả.|你 們 要 謹 慎 ． 看 哪 、 凡 事 我 都 豫 先 告 訴 你 們 了 。
Trong những ngày ấy, sau kỳ tại nạn, mặt trời sẽ tối tăm, mặt trăng chẳng chiếu sáng nữa,|在 那 些 日 子 、 那 災 難 以 後 、 日 頭 要 變 黑 了 、 月 亮 也 不 放 光 、
các ngôi sao sẽ tự trên trời rớt xuống, và thế lực các từng trời sẽ rúng động.|眾 星 要 從 天 上 墜 落 、 天 勢 都 要 震 動 。
Bấy giờ người ta sẽ thấy Con người lấy đại quyền đại vinh ngự đến trên đám mây;|那 時 他 們 〔 馬 太 二 十 四 章 三 十 節 作 地 上 的 萬 族 〕 要 看 見 人 子 有 大 能 力 、 大 榮 耀 、 駕 雲 降 臨 。
Ngài sẽ sai các thiên sứ đặng nhóm những kẻ được chọn ở bốn phương, từ đầu cùng đất cho đến đầu cùng trời.|他 要 差 遣 天 使 、 把 他 的 選 民 、 從 四 方 、 從 地 極 直 到 天 邊 、 都 招 聚 了 來 。 〔 方 原 文 作 風 〕
Hãy nghe lời thí dụ về cây vả. Vừa khi nhánh nó trở nên non và nứt lộc, thì biết mùa hạ gần tới.|你 們 可 以 從 無 花 果 樹 學 個 比 方 ． 當 樹 枝 發 嫩 長 葉 的 時 候 、 你 們 就 知 道 夏 天 近 了 。
Cũng một lẽ ấy, khi các ngươi thấy các điều đó xảy đến, hãy biết Con người đã tới gần, ở nơi cửa.|這 樣 、 你 們 幾 時 看 見 這 些 事 成 就 、 也 該 知 道 人 子 近 了 、 〔 人 子 或 作 　 神 的 國 〕 正 在 門 口 了 。
Quả thật, ta nói cùng các ngươi, dòng dõi nầy chẳng qua trước khi mọi sự kia xảy tới.|我 實 在 告 訴 你 們 、 這 世 代 還 沒 有 過 去 、 這 些 事 都 要 成 就 。
Trời đất sẽ qua đi, song lời ta không bao giờ qua đâu.|天 地 要 廢 去 ． 我 的 話 卻 不 能 廢 去 。
về ngày và giờ đó, chẳng ai biết chi hết, các thiên sứ trên trời, hay là Con cũng chẳng biết nữa; song chỉ Cha mà thôi.|但 那 日 子 、 那 時 辰 、 沒 有 人 知 道 、 連 天 上 的 使 者 也 不 知 道 、 子 也 不 知 道 、 惟 有 父 知 道 。
Hãy giữ mình, tỉnh thức; vì các ngươi chẳng biết kỳ đó đến khi nào.|你 們 要 謹 慎 、 儆 醒 祈 禱 、 因 為 你 們 不 曉 得 那 日 期 幾 時 來 到 。
Ay cũng như một người kia đi đường xa, bỏ nhà, giao cho đầy tớ mỗi đứa cai quản một việc, và cũng biểu đứa canh cửa thức canh.|這 事 正 如 一 個 人 離 開 本 家 、 寄 居 外 邦 、 把 權 柄 交 給 僕 人 、 分 派 各 人 當 作 的 工 、 又 吩 咐 看 門 的 儆 醒 。
Vậy, các ngươi hãy thức canh, vì không biết chủ nhà về lúc nào, hoặc chiều tối, nửa đêm, lúc gà gáy, hay là sớm mai,|所 以 你 們 要 儆 醒 、 因 為 你 們 不 知 道 家 主 甚 麼 時 候 來 、 或 晚 上 、 或 半 夜 、 或 雞 叫 、 或 早 晨 。
e cho người về thình lình, gặp các ngươi ngủ chăng.|恐 怕 他 忽 然 來 到 、 看 見 你 們 睡 著 了 。
Điều mà ta nói cùng các ngươi, ta cũng nói cho mọi người: Hãy tỉnh thức!|我 對 你 們 所 說 的 話 、 也 是 對 眾 人 說 、 要 儆 醒 。

					Mác 14				|
						馬可福音 14					
Hai ngày trước lễ Vượt Qua và lễ ăn bánh không men, các thầy tế lễ cả cùng các thầy thông giáo tìm mưu đặng bắt Đức Chúa Jêsus và giết đi.|過 兩 天 是 逾 越 節 、 又 是 除 酵 節 ． 祭 司 長 和 文 士 、 想 法 子 怎 麼 用 詭 計 捉 拿 耶 穌 殺 他 ．
Vì họ nói rằng: Chẳng nên làm việc nầy trong này lễ, sợ sanh sự xôn xao trong dân chúng.|只 是 說 、 當 節 的 日 子 不 可 、 恐 怕 百 姓 生 亂 。
Đức Chúa Jêsus ở tại làng Bê-tha-ni, trong nhà Si-môn là kẻ phung. Ngài đương ngồi bàn ăn, có một người đờn bà vào, đem một cái bình bằng ngọc, đựng đầy dầu cam tòng thật rất quí giá, đập bể ra mà đổ dầu thơm trên đầu Đức Chúa Jêsus.|耶 穌 在 伯 大 尼 長 大 痳 瘋 的 西 門 家 裡 坐 席 的 時 候 、 有 一 個 女 人 、 拿 著 一 玉 瓶 至 貴 的 真 哪 噠 香 膏 來 、 打 破 玉 瓶 、 把 膏 澆 在 耶 穌 的 頭 上 。
Có vài người nổi giận nói cùng nhau rằng: Sao xài phí dầu thơm ấy như vậy?|有 幾 個 人 心 中 很 不 喜 悅 、 說 、 何 用 這 樣 枉 費 香 膏 呢 。
Vì có thể bán dầu đó được hơn ba trăm đơ-ni-ê, mà bố thí cho kẻ khó khăn. Vậy, họ oán trách người.|這 香 膏 可 以 賣 三 十 多 兩 銀 子 賙 濟 窮 人 ． 他 們 就 向 那 女 人 生 氣 。
Nhưng Đức Chúa Jêsus phán rằng: Hãy để mặc người; sao các ngươi làm rầy người mà chi? Người đã làm một việc tốt cho ta.|耶 穌 說 、 由 他 罷 ． 為 甚 麼 難 為 他 呢 ． 他 在 我 身 上 作 的 是 一 件 美 事 。
Vì các ngươi hằng có kẻ khó khăn ở cùng mình, khi nào muốn làm phước cho họ cũng được; nhưng các ngươi chẳng có ta ở luôn với đâu.|因 為 常 有 窮 人 和 你 們 同 在 、 要 向 他 們 行 善 、 隨 時 都 可 以 ． 只 是 你 們 不 常 有 我 。
Người đã làm điều mình có thể làm được, đã xức xác cho ta trước để chôn.|他 所 作 的 、 是 盡 他 所 能 的 ． 他 是 為 我 安 葬 的 事 、 把 香 膏 豫 先 澆 在 我 身 上 。
Quả thật, ta nói cùng các ngươi, trong khắp cả thế gian, hễ nơi nào Tin Lành nầy được giảng ra, việc người đã làm cũng sẽ được nhắc lại để nhớ đến người.|我 實 在 告 訴 你 們 、 普 天 之 下 、 無 論 在 甚 麼 地 方 傳 這 福 音 、 也 要 述 說 這 女 人 所 作 的 以 為 記 念 。
Bấy giờ, Giu-đa Ích-ca-ri-ốt là một trong mười hai sứ đồ, đến nơi các thầy tế lễ cả, để nộp Đức Chúa Jêsus cho.|十 二 門 徒 之 中 有 一 個 加 略 人 猶 大 、 去 見 祭 司 長 、 要 把 耶 穌 交 給 他 們 。
họ vui lòng mà nghe và hứa cho nó tiền bạc; rồi Giu-đa tìm dịp tiện để nộp Ngài.|他 們 聽 見 就 歡 喜 、 又 應 許 給 他 銀 子 ． 他 就 尋 思 如 何 得 便 、 把 耶 穌 交 給 他 們 。
Ngày thứ nhứt về lễ ăn bánh không men, là ngày giết chiên con làm lễ Vượt Qua, các môn đồ thưa cùng Đức Chúa Jêsus rằng: Thầy muốn chúng tôi đi dọn cho thầy ăn lễ Vượt Qua tại đâu?|除 酵 節 的 第 一 天 、 就 是 宰 逾 越 羊 羔 的 那 一 天 、 門 徒 對 耶 穌 說 、 你 喫 逾 越 節 的 筵 席 、 要 我 們 往 那 裡 去 豫 備 呢 。
Ngài sai hai môn đồ đi, và dặn rằng: Hãy vào thành, sẽ gặp một người xách vò nước; cứ theo sau,|耶 穌 就 打 發 兩 個 門 徒 、 對 他 們 說 、 你 們 進 城 去 、 必 有 人 拿 著 一 瓶 水 、 迎 面 而 來 ． 你 們 就 跟 著 他 。
hễ người vào nhà nào, các ngươi sẽ nói cùng chủ nhà ấy rằng: Thầy phán: Cái phòng ta sẽ dùng ăn lễ Vượt Qua với môn đồ ta ở đâu?|他 進 那 家 去 、 你 們 就 對 那 家 的 主 人 說 、 夫 子 說 、 客 房 在 那 裡 、 我 與 門 徒 好 在 那 裡 喫 逾 越 節 的 筵 席 。
Chính kẻ đó sẽ chỉ cho các ngươi một cái phòng lớn trên lầu có đồ đạc sẵn sàng, hãy dọn tại đó cho chúng ta.|他 必 指 給 你 們 擺 設 整 齊 的 一 間 大 樓 、 你 們 就 在 那 裡 為 我 們 豫 備 。
Vậy, hai môn đồ đi ra mà vào thành, gặp mọi điều như lời Ngài đã phán, rồi dọn lễ Vượt Qua.|門 徒 出 去 、 進 了 城 、 所 遇 見 的 、 正 如 耶 穌 所 說 的 ． 他 們 就 豫 備 了 逾 越 節 的 筵 席 。
Buổi chiều, Ngài đến với mười hai sứ đồ.|到 了 晚 上 、 耶 穌 和 十 二 個 門 徒 都 來 了 。
Đang ngồi ăn, Đức Chúa Jêsus phán rằng: Quả thật, ta nói cùng các ngươi, trong vòng các ngươi có một kẻ ngồi ăn cùng ta, sẽ phản ta.|他 們 坐 席 正 喫 的 時 候 、 耶 穌 說 、 我 實 在 告 訴 你 們 、 你 們 中 間 有 一 個 與 我 同 喫 的 人 要 賣 我 了 。
Các môn đồ bèn buồn rầu lắm, cứ lần lượt mà thưa cùng Ngài rằng: Có phải tôi chăng?|他 們 就 憂 愁 起 來 、 一 個 一 個 的 問 他 說 、 是 我 麼 。
Ngài đáp rằng: Ay là một trong mười hai người, là người thò tay vào mâm cùng ta.|耶 穌 對 他 們 說 、 是 十 二 個 門 徒 中 同 我 蘸 手 在 盤 子 裡 的 那 個 人 。
Vì Con người đi, y như lời đã chép về Ngài; song khốn cho kẻ phản Con người! Thà nó chẳng sanh ra thì hơn.|人 子 必 要 去 世 、 正 如 經 上 指 著 他 所 寫 的 ． 但 賣 人 子 的 人 有 禍 了 。 那 人 不 生 在 世 上 倒 好 。
Khi đang ăn, Đức Chúa Jêsus lấy bánh, tạ ơn, đoạn bẻ ra trao cho các môn đồ, mà phán rằng: Hãy lấy, nầy là thân thể ta.|他 們 喫 的 時 候 、 耶 穌 拿 起 餅 來 、 祝 了 福 、 就 擘 開 遞 給 他 們 說 、 你 們 拿 著 喫 ． 這 是 我 的 身 體 。
Ngài lại cầm chén, tạ ơn, rồi trao cho các môn đồ, và ai nấy đều uống.|又 拿 起 杯 來 、 祝 謝 了 、 遞 給 他 們 ． 他 們 都 喝 了 。
Ngài phán rằng: Nầy là huyết ta, huyết của sự giao ước đổ ra cho nhiều người.|耶 穌 說 、 這 是 我 立 約 的 血 、 為 多 人 流 出 來 的 。
Quả thật, ta nói cùng các ngươi, ta không uống trái nho nầy nữa, cho đến ngày ta sẽ uống trái nho mới trong nước Đức Chúa Trời.|我 實 在 告 訴 你 們 、 我 不 再 喝 這 葡 萄 汁 、 直 到 我 在 　 神 的 國 裡 、 喝 新 的 那 日 子 。
Khi đã hát thơ thánh rồi, Chúa và môn đồ đi ra đặng lên núi ô-li-ve.|他 們 唱 了 詩 、 就 出 來 、 往 橄 欖 山 去 。
Đức Chúa Jêsus phán cùng môn đồ rằng: Hết thảy các ngươi sẽ gặp dịp vấp phạm; vì có chép rằng: Ta sẽ đánh kẻ chăn chiên, thì bầy chiên sẽ tan lạc.|耶 穌 對 他 們 說 、 你 們 都 要 跌 倒 了 ． 因 為 經 上 記 著 說 、 『 我 要 擊 打 牧 人 、 羊 就 分 散 了 。 』
Nhưng khi ta sống lại rồi, ta sẽ đi đến xứ Ga-li-lê trước các ngươi.|但 我 復 活 以 後 、 要 在 你 們 以 先 往 加 利 利 去 。
Phi -e-rơ thưa rằng: Dầu nói người vấp phạm vì cớ thầy, nhưng tôi chẳng hề làm vậy.|彼 得 說 、 眾 人 雖 然 跌 倒 、 我 總 不 能 。
Đức Chúa Jêsus đáp rằng: Quả thật, ta nói cùng ngươi, hôm nay, cũng trong đêm nay, trước khi gà gáy hai lượt, ngươi sẽ chối ta ba lần.|耶 穌 對 他 說 、 我 實 在 告 訴 你 、 就 在 今 天 夜 裡 、 雞 叫 兩 遍 以 先 、 你 要 三 次 不 認 我 。
Nhưng Phi -e-rơ lại thưa cách quả quyết hơn rằng: Dầu tôi phải chết cùng thầy, tôi cũng chẳng chối thầy đâu. Hết thảy các môn đồ khác cũng đều nói như vậy.|彼 得 卻 極 力 的 說 、 我 就 是 必 須 和 你 同 死 、 也 總 不 能 不 認 你 ． 眾 門 徒 都 是 這 樣 說 、
Kế đó, đi đến một nơi kia, gọi là Ghết-sê-ma-nê, Đức Chúa Jêsus phán cùng môn đồ rằng: Các ngươi hãy ngồi đây, đợi ta cầu nguyện.|他 們 來 到 一 個 地 方 、 名 叫 客 西 馬 尼 ． 耶 穌 對 門 徒 說 、 你 們 坐 在 這 裡 、 等 我 禱 告 。
Ngài bèn đem Phi -e-rơ, Gia-cơ và Giăng đi, thì Ngài khởi sự kinh hãi và sầu não.|於 是 帶 著 彼 得 、 雅 各 、 約 翰 同 去 、 就 驚 恐 起 來 、 極 其 難 過 。
Ngài phán cùng ba người rằng: Linh-hồn ta buồn rầu lắm cho đến chết; các ngươi hãy ở đây, và tỉnh thức.|對 他 們 說 、 我 心 裡 甚 是 憂 傷 、 幾 乎 要 死 ． 你 們 在 這 裡 、 等 候 儆 醒 。
Rồi Ngài đi một đỗi xa hơn, sấp mình xuống đất mà cầu nguyện rằng: nếu có thể được, xin giờ nầy qua khỏi mình.|他 就 稍 往 前 走 、 俯 伏 在 地 禱 告 說 、 倘 若 可 行 、 便 叫 那 時 候 過 去 。
Ngài rằng: A-ba lạy Cha, mọi việc Cha làm được cả; xin Cha cất chén nầy khỏi con; nhưng không theo điều con muốn, mà theo điều Cha muốn.|他 說 、 阿 爸 、 父 阿 、 在 你 凡 事 都 能 ． 求 你 將 這 杯 撤 去 ． 然 而 不 要 從 我 的 意 思 、 只 要 從 你 的 意 思 。
Rồi Ngài trở lại, thấy ba người ngủ; bèn phán cùng Phi -e-rơ rằng: Si-môn, ngủ ư! Ngươi không thức được một giờ sao?|耶 穌 回 來 、 見 他 們 睡 著 了 、 就 對 彼 得 說 、 西 門 、 你 睡 覺 麼 。 不 能 儆 醒 片 時 麼 。
Hãy tỉnh thức và cầu nguyện, để các ngươi khỏi sa vào chước cám dỗ; tâm thần thì muốn lắm, mà xác thịt thì yếu đuối.|總 要 儆 醒 禱 告 、 免 得 入 了 迷 惑 ． 你 們 心 靈 固 然 願 意 、 肉 體 卻 軟 弱 了 。
Ngài lại đi lần nữa, và cầu nguyện, y như lời trước.|耶 穌 又 去 禱 告 、 說 的 話 還 是 與 先 前 一 樣 。
Ngài trở lại, thấy môn đồ còn ngủ, vì con mắt đã đừ quá; và không biết trả lời cùng Ngài thể nào.|又 來 、 見 他 們 睡 著 了 、 因 為 他 們 的 眼 睛 甚 是 困 倦 ． 他 們 也 不 知 道 怎 樣 回 答 。
Ngài trở lại lần thứ ba, phán cùng môn đồ rằng: Bây giờ các ngươi ngủ và nghỉ ngơi ư! thôi, giờ đã tới rồi; nầy, Con người hầu bị nộp trong tay kẻ có tội.|第 三 次 來 、 對 他 們 說 、 現 在 你 們 仍 然 睡 覺 安 歇 罷 ． 〔 罷 或 作 麼 〕 彀 了 、 時 候 到 了 ． 看 哪 、 人 子 被 賣 在 罪 人 手 裡 了 。
Hãy chờ dậy, đi hè; kìa, đứa phản ta đã đến gần.|起 來 、 我 們 走 罷 ． 看 哪 、 那 賣 我 的 人 近 了 。
Ngài đương còn phán, tức thì Giu-đa, là một trong mười hai sứ đồ thoạt đến với một toán đông cầm gươm và gậy, bởi các thầy tế lễ cả, các thầy thông giáo, và các trưởng lão phái đến.|說 話 之 間 、 忽 然 那 十 二 個 門 徒 裡 的 猶 大 來 了 、 並 有 許 多 人 帶 著 刀 棒 、 從 祭 司 長 和 文 士 並 長 老 那 裡 與 他 同 來 。
Và, đứa phản Ngài đã cho chúng dấu hiệu nầy: Hễ tôi hôn ai, ấy là người đó; hãy bắt lấy và điệu đi cho cẩn thận.|賣 耶 穌 的 人 曾 給 他 一 個 暗 號 、 說 、 我 與 誰 親 嘴 、 誰 就 是 他 ． 你 們 把 他 拿 住 、 牢 牢 靠 靠 的 帶 去 。
Vậy, khi Giu-đa đến rồi, liền lại gần Ngài mà nói rằng: Lạy thầy! Rồi nó hôn Ngài.|猶 大 來 了 、 隨 即 到 耶 穌 跟 前 說 、 拉 比 、 便 與 他 親 嘴 。
Chúng bèn tra tay bắt Đức Chúa Jêsus.|他 們 就 下 手 拿 住 他 。
Có một người trong những kẻ ở đó rút gươm ra, đánh một đứa đầy tớ của thầy cả thượng phẩm, chém đứt tai đi.|旁 邊 站 著 的 人 、 有 一 個 拔 出 刀 來 、 將 大 祭 司 的 僕 人 砍 了 一 刀 、 削 掉 了 他 一 個 耳 朵 。
Đức Chúa Jêsus cất tiếng phán cùng chúng rằng: Các ngươi đem gươm và gậy đến bắt ta như ta là kẻ trộm cướp.|耶 穌 對 他 們 說 、 你 們 帶 著 刀 棒 、 出 來 拿 我 、 如 同 拿 強 盜 麼 。
Ta hằng ngày ở giữa các ngươi, giảng dạy trong đền thờ, mà các ngươi không bắt ta; nhưng điều ấy xảy đến, để lời Kinh Thánh được ứng nghiệm.|我 天 天 教 訓 人 、 同 你 們 在 殿 裡 、 你 們 並 沒 有 拿 我 ． 但 這 事 成 就 、 為 要 應 驗 經 上 的 話 。
Bấy giờ, mọi người đều bỏ Ngài và trốn đi cả.|門 徒 都 離 開 他 逃 走 了 。
Có một người trẻ tuổi kia theo Ngài, chỉ có cái khăn bằng gai trùm mình; chúng bắt người.|有 一 個 少 年 人 、 赤 身 披 著 一 塊 麻 布 、 跟 隨 耶 穌 、 眾 人 就 捉 拿 他 ．
Nhưng người bỏ khăn lại, ở truồng chạy trốn khỏi tay chúng.|他 卻 丟 了 麻 布 、 赤 身 逃 走 了 。
Chúng điệu Đức Chúa Jêsus đến nơi thầy cả thượng phẩm, có hết thảy thầy tế lễ cả, trưởng lão, và thầy thông giáo nhóm họp tại đó.|他 們 把 耶 穌 帶 到 大 祭 司 那 裡 ． 又 有 眾 祭 司 長 和 長 老 並 文 士 、 都 來 和 大 祭 司 一 同 聚 集 。
Phi -e-rơ theo sau Ngài xa xa, cho đến nơi sân trong của thầy cả thượng phẩm; rồi ngồi với quân lính gần đống lửa mà sưởi.|彼 得 遠 遠 的 跟 著 耶 穌 、 一 直 進 入 大 祭 司 的 院 裡 、 和 差 役 一 同 坐 在 火 光 裡 烤 火 。
Vả, các thầy tế lễ cả, cùng cả tòa công luận đều tìm chứng gì để nghịch cùng Đức Chúa Jêsus đặng giết Ngài, song không kiếm được chi hết.|祭 司 長 和 全 公 會 尋 找 見 證 控 告 耶 穌 、 要 治 死 他 ． 卻 尋 不 著 。
Vì có nhiều kẻ làm chứng dối nghịch cùng Ngài; nhưng lời họ khai chẳng hiệp nhau.|因 為 有 好 些 人 作 假 見 證 告 他 、 只 是 他 們 的 見 證 、 各 不 相 合 。
Bấy giờ có mấy người đứng lên làm chứng dối nghịch cùng Ngài rằng:|又 有 幾 個 人 站 起 來 、 作 假 見 證 告 他 說 、
Chúng tôi có nghe người nói: Ta sẽ phá đền thờ nầy bởi tay người ta cất lên, khỏi ba ngày, ta sẽ cất một đền thờ khác không phải bởi tay người ta cất.|我 們 聽 見 他 說 、 我 要 拆 毀 這 人 手 所 造 的 殿 、 三 日 內 就 另 造 一 座 不 是 人 手 所 造 的 。
Song về điều nầy, lời chứng của họ cũng chẳng hiệp nhau nữa.|他 們 就 是 這 麼 作 見 證 、 也 是 各 不 相 合 。
Khi ấy, thầy cả thượng phẩm đứng dậy giữa hội đồng, tra hỏi Đức Chúa Jêsus mà rằng: Ngươi chẳng đối đáp chi hết về những điều các kẻ nầy cáo người sao?|大 祭 司 起 來 、 站 在 中 間 、 問 耶 穌 說 、 你 甚 麼 都 不 回 答 麼 ． 這 些 人 作 見 證 告 你 的 是 甚 麼 呢 。
Nhưng Đức Chúa Jêsus làm thinh, không trả lời chi hết. Thầy cả thượng phẩm lại hỏi: Ay chính ngươi là Đấng Christ, Con Đức Chúa Trời đáng ngợi khen phải không?|耶 穌 卻 不 言 語 、 一 句 也 不 回 答 。 大 祭 司 又 問 他 說 、 你 是 那 當 稱 頌 者 的 兒 子 基 督 不 是 。
Đức Chúa Jêsus phán rằng: Ta chính phải đó; các ngươi sẽ thấy Con người ngồi bên hữu quyền phép Đức Chúa Trời, và ngự giữa đám mây trên trời mà đến.|耶 穌 說 、 我 是 ． 你 們 必 看 見 人 子 、 坐 在 那 權 能 者 的 右 邊 、 駕 著 天 上 的 雲 降 臨 。
Bấy giờ thầy cả thượng phẩm xé áo mình ra mà rằng: Chúng ta có cần kiếm chứng cớ khác nữa làm chi?|大 祭 司 就 撕 開 衣 服 、 說 、 我 們 何 必 再 用 見 證 人 呢 。
Các ngươi có nghe lời lộng ngôn chăng? Các ngươi nghĩ thế nào: Ai nấy đều đoán Ngài đáng chết.|你 們 已 經 聽 見 他 這 僭 妄 的 話 了 ． 你 們 的 意 見 如 何 ． 他 們 都 定 他 該 死 的 罪 。
Có kẻ nhổ trên Ngài, đậy mặt Ngài lại, đấm Ngài, và nói với Ngài rằng: Hãy nói tiên tri đi! Các lính canh lấy gậy đánh Ngài.|就 有 人 吐 唾 沫 在 他 臉 上 、 又 蒙 著 他 的 臉 、 用 拳 頭 打 他 、 對 他 說 、 你 說 豫 言 罷 ． 差 役 接 過 他 來 用 手 掌 打 他 。
Phi -e-rơ đương ở dưới nơi sân, có một đầy tớ gái của thầy cả thượng phẩm đến,|彼 得 在 下 邊 、 院 子 裡 、 來 了 大 祭 司 的 一 個 使 女 ．
thấy Phi -e-rơ đương sưởi, ngó người mà rằng: ngươi trước cũng ở với Jêsus Na-xa-rét!|見 彼 得 烤 火 、 就 看 著 他 說 、 你 素 來 也 是 同 拿 撒 勒 人 耶 穌 一 夥 的 。
Nhưng người chối rằng: Ta không biết, ta không hiểu ngươi nói chi. Đoạn, người bước ra tiền đàng, thì gà gáy.|彼 得 卻 不 承 認 、 說 、 我 不 知 道 、 也 不 明 白 你 說 的 是 甚 麼 ． 於 是 出 來 、 到 了 前 院 ． 雞 就 叫 了 。
Đầy tớ gái đó thầy người, lại nói cùng những người ở đó rằng: Người nầy cũng là bọn đó.|那 使 女 看 見 他 、 又 對 旁 邊 站 著 的 人 說 、 這 也 是 他 們 一 黨 的 。
Nhưng người lại chối một lần nữa. Khỏi một chặp, những kẻ đứng đó nói cùng Phi -e-rơ rằng: Chắc thật, ngươi cũng là bọn đó, vì ngươi là người Ga-li-lê.|彼 得 又 不 承 認 。 過 了 不 多 的 時 候 、 旁 邊 站 著 的 人 又 對 彼 得 說 、 你 真 是 他 們 一 黨 的 。 因 為 你 是 加 利 利 人 。
Người bèn rủa mà thề rằng: Ta chẳng hề quen biết với người mà các ngươi nói đó!|彼 得 就 發 咒 起 誓 的 說 、 我 不 認 得 你 們 說 的 這 個 人 。
Tức thì gà gáy lần thứ hai; Phi -e-rơ bèn nhớ lại lời Đức Chúa Jêsus đã phán rằng: Trước khi gà gáy hai lượt, ngươi sẽ chối ta ba lần. Người tưởng đến thì khóc.|立 時 雞 叫 了 第 二 遍 ． 彼 得 想 起 耶 穌 對 他 所 說 的 話 、 雞 叫 兩 遍 以 先 、 你 要 三 次 不 認 我 。 思 想 起 來 、 就 哭 了 。

					Mác 15				|
						馬可福音 15					
Vừa lúc ban mai, các thầy tế lễ cả bàn luận với các trưởng lão, các thầy thông giáo cùng cả tòa công luận; khi đã trói Đức Chúa Jêsus rồi, thì giải nộp cho Phi-lát.|一 到 早 晨 、 祭 司 長 和 長 老 文 士 全 公 會 的 人 大 家 商 議 、 就 把 耶 穌 捆 綁 解 去 、 交 給 彼 拉 多 。
Phi-lát hỏi Ngài rằng: Ay chính ngươi là Vua dân Giu-đa phải không? Đức Chúa Jêsus đáp rằng: Thật như lời.|彼 拉 多 問 他 說 、 你 是 猶 太 人 的 王 麼 ． 耶 穌 回 答 說 、 你 說 的 是 。
Các thầy tế lễ cả cáo Ngài nhiều điều.|祭 司 長 告 他 許 多 的 事 。
Phi-lát lại tra gạn Ngài, mà rằng: Ngươi chẳng đối đáp chi hết sao? Hãy coi họ cáo tội ngươi biết bao nhiêu!|彼 拉 多 又 問 他 說 、 你 看 、 他 們 告 你 這 麼 多 的 事 、 你 甚 麼 都 不 回 答 麼 。
Nhưng Đức Chúa Jêsus chẳng trả lời chi nữa, nên mỗi Phi-lát lấy làm lạ.|耶 穌 仍 不 回 答 、 以 致 彼 拉 多 覺 得 希 奇 。
Vả, hễ đến ngày lễ Vượt Qua, quan vốn quen thói tha cho dân một tên tù, tùy theo dân xin.|每 逢 這 節 期 、 巡 撫 照 眾 人 所 求 的 、 釋 放 一 個 囚 犯 給 他 們 。
Bấy giờ có một đứa tên là Ba-ra-ba bị tù với kẻ làm loạn, vì trong khi nổi loạn, chúng nó phạm tội giết người.|有 一 個 人 名 叫 巴 拉 巴 、 和 作 亂 的 人 一 同 捆 綁 ． 他 們 作 亂 的 時 候 、 曾 殺 過 人 。
Đoàn dân đã lên, bèn xin Phi-lát làm cho mình theo như lệ thường.|眾 人 上 去 求 巡 撫 、 照 常 例 給 他 們 辦 。
Phi-lát trả lời rằng: Các ngươi muốn ta tha Vua dân Giu-đa cho chăng?|彼 拉 多 說 、 你 們 要 我 釋 放 猶 太 人 的 王 給 你 們 麼 。
Vì người biết rõ các thầy tế lễ cả đã nộp Ngài bởi lòng ghen ghét.|他 原 曉 得 祭 司 長 是 因 為 嫉 妒 纔 把 耶 穌 解 了 來 。
Nhưng các thầy tế lễ cả xui dân xin người tha tên Ba-ra-ba cho mình thì hơn.|只 是 祭 司 長 挑 唆 眾 人 、 寧 可 釋 放 巴 拉 巴 給 他 們 。
Phi-lát lại cất tiếng hỏi rằng: Vậy thì các ngươi muốn ta dùng cách nào xử người mà các ngươi gọi là Vua dân Giu-đa?|彼 拉 多 又 說 、 那 麼 樣 你 們 所 稱 為 猶 太 人 的 王 、 我 怎 麼 辦 他 呢 。
Chúng lại kêu lên rằng: Hãy đóng đinh nó vào thập tự giá!|他 們 又 喊 著 說 、 把 他 釘 十 字 架 。
Phi-lát nói cùng chúng rằng: Song người nầy đã làm điều ác gì? Chúng lại kêu lớn tiếng hơn rằng: Hãy đóng đinh nó vào thập tự giá!|彼 拉 多 說 、 為 什 麼 呢 、 他 作 了 甚 麼 惡 事 呢 。 他 們 便 極 力 的 喊 著 說 、 把 他 釘 十 字 架 。
Phi-lát muốn cho đẹp lòng dân, bèn tha tên Ba-ra-ba; và sai đánh đòn Đức Chúa Jêsus, rồi giao Ngài cho chúng đem đóng đinh trên cây thập tự.|彼 拉 多 要 叫 眾 人 喜 悅 、 就 釋 放 巴 拉 巴 給 他 們 、 將 耶 穌 鞭 打 了 、 交 給 人 釘 十 字 架 。
Lính điệu Đức Chúa Jêsus vào sân trong, tức là trong chỗ trường án; và nhóm cả cơ binh lại đó.|兵 丁 把 耶 穌 帶 進 衙 門 院 裡 ． 叫 齊 了 全 營 的 兵 。
Họ choàng cho Ngài một cái áo điều, và đội trên đầu Ngài một cái mão bằng gai họ đã đương,|他 們 給 他 穿 上 紫 袍 、 又 用 荊 棘 編 作 冠 冕 給 他 戴 上 ．
rồi chào Ngài rằng: Kính lạy Vua dân Giu-đa!|就 慶 賀 他 說 、 恭 喜 猶 太 人 的 王 阿 。
