
					Giăng 1				|
Kế đó, Đức Chúa Jêsus đi khắp xứ Ga-li-lê. Ngài không ưng đi trong xứ Giu-đê, bởi dân Giu-đa vẫn tìm phương giết Ngài.|Và, ngày lễ của dân Giu-đa, gọi là lễ Lều Tạm gần đến.|Anh em Ngài nói rằng: Hãy đi khỏi đây, và qua xứ Giu-đê, để cho các môn đồ cũng được xem công việc thầy làm.|Khi nào người ta muốn tỏ mình ra, thì không làm kín giấu việc gì. Vì thầy làm những sự đó, hãy tỏ mình cho thiên hạ.|Bởi chưng chính các anh em Ngài không tin Ngài.|Đức Chúa Jêsus phán cùng anh em rằng: Thì giờ ta chưa đến; còn về các ngươi, thì giờ được tiện luôn luôn.|Thế gian chẳng ghét các ngươi được; nhưng ghét ta, vì ta làm chứng nầy về họ rằng công việc họ là ác.|Các ngươi hãy lên dự lễ nầy, còn ta chưa lên dự lễ đó, vì thì giờ ta chưa trọn.|Ngài nói xong, cứ ở lại xứ Ga-li-lê.|Lúc anh em Ngài đã lên dự lễ rồi, thì Ngài cũng lên, nhưng đi cách kín giấu, không thố lộ.|Vậy, các ngươi Giu-đa tìm Ngài trong ngày lễ, và nói rằng: Nào người ở đâu?|Trong đám đông có tiếng xôn xao bàn về Ngài. Người thì nói: Ay là một người lành; kẻ thì nói: Không phải; người phỉnh dỗ dân chúng!|Song chẳng ai dám nói về Ngài tỏ tường, vì sợ dân Giu-đa.|Giữa kỳ lễ, Đức Chúa Jêsus lên đền thờ dạy dỗ.|Các ngươi Giu-đa sững sờ mà nói rằng: Người nầy chưa từng học, làm sao biết được Kinh Thánh?|Đức Chúa Jêsus đáp rằng: Đạo lý của ta chẳng phải bởi ta, nhưng bởi Đấng đã sai ta đến.|Nếu ai khứng làm theo ý muốn của Đức Chúa Trời, thì sẽ biết đạo lý ta có phải là bởi Đức Chúa Trời, hay là ta nói theo ý ta.|Kẻ nói theo ý mình, thì tìm vinh hiển riêng mình; nhưng kẻ tìm vinh hiển của Đấng đã sai mình đến, mới là chân thật, và chắc trong mình không có điều gì không công bình đâu.|Môi-se há chẳng ban luật pháp cho các ngươi sao? Mà trong các ngươi không có một ai tuân theo luật pháp! Cớ sao các ngươi kiếm thế giết ta?|Dân chúng trả lời rằng: Ngươi bị quỉ ám, nào ai là người tìm thế giết ngươi?|Đức Chúa Jêsus đáp lại rằng: Ta đã làm một việc, các ngươi thảy đều lấy làm lạ.|Môi-se đã truyền phép cắt bì cho các ngươi , và các ngươi làm phép cắt bì cho người đờn ông trong ngày Sa-bát!|Nếu người đờn ông chịu phép cắt bì ngày Sa-bát, cho khỏi phạm luật pháp Môi-se, thì sao ta chữa cho cả mình người bình được lành trong ngày Sa-bát, mà các ngươi lại nổi giận?|Đừng cứ bề ngoài mà xét đoán, nhưng phải xét đoán theo lẽ công bình.|Có mấy kẻ trong dân thành Giê-ru-sa-lem nói rằng: Đó có phải là người mà người ta tìm giết chăng?|Kìa, người nói tự do, mà không ai nói chi người hết. Dễ thường các quan đã nhận thật người là Đấng Christ?|Thế mà, chúng ta biết người nầy từ đâu lại; song khi Đấng Christ sẽ đến, thì không ai biết Ngài từ đâu đến.|Bấy giờ, Đức Chúa Jêsus đang dạy trong đền thờ, thì kêu lên rằng: Các ngươi quen ta, các ngươi biết ta từ đâu lại! Ta đã đến chẳng phải tự ta, nhưng Đấng đã sai ta đến là thật, mà các ngươi không biết Ngài.|Ta thì biết Ngài; vì ta từ Ngài đến, và Ngài là Đấng đã sai ta đến.|Vậy, họ kiếm thế bắt Ngài; nhưng không ai tra tay trên Ngài, vì giờ Ngài chưa đến.|Song trong vòng dân chúng nhiều kẻ tin Ngài, nói rằng: Khi Đấng Christ đến, sẽ có làm nhiều phép lạ hơn người nầy đã làm chăng?|Người Pha-ri-si nghe lời đoàn dân nghị luận về Ngài, thì mấy thầy tế lễ cả đồng tình với họ, cắt lính đi bắt Ngài.|Đức Chúa Jêsus bèn phán rằng: Ta còn ở với các ngươi ít lâu nữa; rồi ta đi về cùng Đấng sai ta đến.|Các ngươi sẽ kiếm ta mà chẳng thấy, và nơi ta ở, các ngươi không thể đến được.|Các người Giu-đa nói với nhau rằng: Thế thì người sẽ đi đâu mà ta không tìm được? Có phải người sẽ đi đến cùng những kẻ lưu lạc trong dân Gờ-réc và dạy dân Gờ-réc chăng?|Người đã nói rằng: Các ngươi sẽ tìm ta, mà chẳng thấy, và nơi ta ở, các ngươi không thể đến được, ấy là nghĩa làm sao?|Ngày sau cùng, là ngày trọng thể trong kỳ lễ, Đức Chúa Jêsus ở đó, đứng kêu lên rằng: Nếu người nào khát, hãy đến cùng ta mà uống.|Kẻ nào tin ta thì sông nước hằng sống sẽ chảy từ trong lòng mình, y như Kinh Thánh đã chép vậy.|Ngài phán điều đó chỉ về Đức Thánh Linh mà người nào tin Ngài sẽ nhận lấy; bởi bấy giờ Đức Thánh Linh chưa ban xuống, vì Đức Chúa Jêsus chưa được vinh hiển.|Trong đoàn dân có nhiều người nghe những lời đó, thì nói: Người nầy thật là đấng tiên tri. Người khác thì nói: Ay là Đấng Christ.|Người khác nữa lại nói: Đấng Christ há từ Ga-li-lê mà đến sao?|Kinh Thánh há chẳng nói rằng Đấng Christ phải ra từ dòng dõi vua Đa-vít sao?|Vậy, dân chúng cãi lẽ nhau về Ngài.|Có mấy kẻ trong đám dân muốn bắt Ngài, những không ai đặt tay trên mình Ngài.|Vậy bọn lính trở về cùng các thầy tế lễ cả và các người Pha-ri-si. Những người nầy hỏi họ rằng: Sao các ngươi không điệu người đến?|Bọn lính thưa rằng: Chẳng hề có người nào đã nói như người nầy!|Những người Pha-ri-si nói rằng: Các ngươi cũng đã bị phỉnh dỗ sao?|Có một người nào trong các quan hay là trong những người Pha-ri-si tin đến người đó chăng?|Song lũ dân nầy không biết luật chi cả, thật là dân đáng rủa!|Ni-cô-đem  nói rằng:|Luật chúng ta há bắt tội một người nào chưa tra hỏi đến, và chưa biết điều người ấy đã làm, hay sao?|Họ trả lời rằng: Ngươi cũng là người Ga-li-lê sao? Ngươi hãy tra xét, sẽ thấy rằng chẳng có tiên tri nào từ xứ Ga-li-lê mà ra hết.|Ai nấy đều trở về nhà mình.|這 事 以 後 、 耶 穌 在 加 利 利 遊 行 、 不 願 在 猶 太 遊 行 ． 因 為 猶 太 人 想 要 殺 他 。|當 時 猶 太 人 的 住 棚 節 近 了 。|耶 穌 的 弟 兄 就 對 他 說 、 你 離 開 這 裡 上 猶 太 去 罷 、 叫 你 的 門 徒 也 看 見 你 所 行 的 事 。|人 要 顯 揚 名 聲 、 沒 有 在 暗 處 行 事 的 ． 你 如 果 行 這 些 事 、 就 當 將 自 己 顯 明 給 世 人 看 。|因 為 連 他 的 弟 兄 說 這 話 、 是 因 為 不 信 他 。|耶 穌 就 對 他 們 說 、 我 的 時 候 還 沒 有 到 ． 你 們 的 時 候 常 是 方 便 的 。|世 人 不 能 恨 你 們 、 卻 是 恨 我 ． 因 為 我 指 證 他 們 所 作 的 事 是 惡 的 。|你 們 上 去 過 節 罷 ． 我 現 在 不 上 去 過 這 節 ． 因 為 我 的 時 候 還 沒 有 滿 。|耶 穌 說 了 這 話 、 仍 舊 住 在 加 利 利 。|但 他 弟 兄 上 去 以 後 、 他 也 上 去 過 節 、 不 是 明 去 、 似 乎 是 暗 去 的 。|正 在 節 期 、 猶 太 人 尋 找 耶 穌 說 、 他 在 那 裡 。|眾 人 為 他 紛 紛 議 論 ． 有 的 說 、 他 是 好 人 ． 有 的 說 、 不 然 、 他 是 迷 惑 眾 人 的 。|只 是 沒 有 人 明 明 的 講 論 他 、 因 為 怕 猶 太 人 。|到 了 節 期 、 耶 穌 上 殿 裡 去 教 訓 人 。|猶 太 人 就 希 奇 說 、 這 個 人 沒 有 學 過 、 怎 麼 明 白 書 呢 。|耶 穌 說 、 我 的 教 訓 不 是 我 自 己 的 、 乃 是 那 差 我 來 者 的 。|人 若 立 志 遵 著 他 的 旨 意 行 、 就 必 曉 得 這 教 訓 或 是 出 於 　 神 、 或 是 我 憑 著 自 己 說 的 。|人 憑 著 自 說 、 是 求 自 己 的 榮 耀 ． 惟 有 求 那 差 他 來 者 的 榮 耀 、 這 人 是 真 的 、 在 他 心 裡 沒 有 不 義 。|摩 西 豈 不 是 傳 律 法 給 你 們 麼 ． 你 們 卻 沒 有 一 個 人 守 律 法 。 為 甚 麼 想 要 殺 我 呢 。|眾 人 回 答 說 你 是 被 鬼 附 著 了 ． 誰 想 要 殺 你 。|耶 穌 說 、 我 作 了 一 件 事 、 你 們 都 以 為 希 奇 。|摩 西 傳 割 禮 給 你 們 、 （ 其 實 不 是 從 摩 西 起 的 、 乃 是 從 祖 先 起 的 ） 因 此 你 們 也 在 安 息 日 給 人 行 割 禮 。|人 若 在 安 息 日 受 割 禮 、 免 得 違 背 摩 西 的 律 法 、 我 在 安 息 日 叫 一 個 人 全 然 好 了 、 你 們 就 向 我 生 氣 麼 。|不 可 按 外 貌 斷 定 是 非 、 總 要 按 公 平 斷 定 是 非 。|耶 路 撒 泠 人 中 有 的 說 、 這 不 是 他 們 想 要 殺 的 人 麼 。|你 看 他 還 明 明 的 講 道 、 他 們 也 不 向 他 說 甚 麼 、 難 道 官 長 真 知 道 這 是 基 督 麼 。|然 而 我 們 知 道 這 個 人 從 那 裡 來 ． 只 是 基 督 來 的 時 候 、 沒 有 人 知 道 他 從 那 裡 來 。|那 時 耶 穌 在 殿 裡 教 訓 人 、 大 聲 說 、 你 們 也 知 道 我 、 也 知 道 我 從 那 裡 來 ． 我 來 並 不 是 由 於 自 己 、 但 那 差 我 來 的 是 真 的 ． 你 們 不 認 識 他 。|我 卻 認 識 他 ． 因 為 我 是 從 他 來 的 、 他 也 是 差 了 我 來 。|他 們 就 想 要 捉 拿 耶 穌 ． 只 是 沒 有 人 下 手 、 因 為 他 的 時 候 還 沒 有 到 。|但 眾 人 中 間 有 好 些 信 他 的 、 說 、 基 督 來 的 時 候 、 他 所 行 的 神 蹟 、 豈 能 比 這 人 所 行 的 更 多 麼 。|法 利 賽 人 聽 見 眾 人 為 耶 穌 這 樣 紛 紛 議 論 、 祭 司 長 和 法 利 賽 人 、 就 打 發 差 役 去 捉 拿 他 。|於 是 耶 穌 說 、 我 還 有 不 多 的 時 候 和 你 們 同 在 、 以 後 就 回 到 差 我 來 的 那 裡 去 。|你 們 要 找 我 、 卻 找 不 著 ． 我 所 在 的 地 方 你 們 不 能 到 。|猶 太 人 就 彼 此 對 問 說 、 這 人 要 往 那 裡 去 、 叫 我 們 找 不 著 呢 ． 難 道 他 要 往 散 住 希 利 尼 中 的 猶 太 人 那 裡 去 教 訓 希 利 尼 人 麼 。|他 說 、 你 們 要 找 我 、 卻 找 不 著 、 我 所 在 的 地 方 、 你 們 不 能 到 ． 這 話 是 甚 麼 意 思 呢 。|節 期 的 末 日 、 就 是 最 大 之 日 、 耶 穌 站 著 高 聲 說 、 人 若 渴 了 、 可 以 到 我 這 裡 來 喝 。|信 我 的 人 、 就 如 經 上 所 說 、 從 他 腹 中 要 流 出 活 水 的 江 河 來 。|耶 穌 這 話 是 指 著 信 他 之 人 、 要 受 聖 靈 說 的 、 那 時 還 沒 有 賜 下 聖 靈 來 ． 因 為 耶 穌 尚 未 得 著 榮 耀 。|眾 人 聽 見 這 話 、 有 的 說 、 這 真 是 那 先 知 。|有 的 說 、 這 是 基 督 ． 但 也 有 的 說 、 基 督 豈 是 從 加 利 利 出 來 的 麼 。|經 上 豈 不 是 說 、 基 督 是 大 衛 的 後 裔 、 從 大 衛 本 鄉 伯 利 恆 出 來 的 麼 。|於 是 眾 人 因 著 耶 穌 起 了 分 爭 。|其 中 有 人 要 捉 拿 他 ． 只 是 無 人 下 手 。|差 役 回 到 祭 司 長 和 法 利 賽 人 那 裡 ． 他 們 對 差 役 說 、 你 們 為 甚 麼 沒 有 帶 他 來 呢 。|差 役 回 答 說 、 從 來 沒 有 像 他 這 樣 說 話 的 。|法 利 賽 人 說 、 你 們 也 受 了 迷 惑 麼 。|官 長 或 是 法 利 賽 人 、 豈 有 信 他 的 呢 。|但 這 些 不 明 白 律 法 的 百 姓 、 是 被 咒 詛 的 。|內 中 有 尼 哥 底 母 、 就 是 從 前 去 見 耶 穌 的 、 對 他 們 說 、|不 先 聽 本 人 的 口 供 、 不 知 道 他 所 作 的 事 、 難 道 我 們 的 律 法 還 定 他 的 罪 麼 。|他 們 回 答 說 、 你 也 是 出 於 加 利 利 麼 ． 你 且 去 查 考 、 就 可 知 道 加 利 利 沒 有 出 過 先 知 。

					Giăng 8				|
						約翰福音 8					
Đức Chúa Jêsus lên trên núi ô-li-ve.|於 是 各 人 都 回 家 去 了 ． 耶 穌 卻 往 橄 欖 山 去 。
Nhưng đến tảng sáng, Ngài trở lại đền thờ; cả dân sự đều đến cùng Ngài, Ngài bèn ngồi dạy dỗ họ.|清 早 又 回 到 殿 裡 ． 眾 百 姓 都 到 他 那 裡 去 、 他 就 坐 下 教 訓 他 們 。
Bấy giờ, các thầy thông giáo và các người Pha-ri-si dẫn lại cho Ngài một người đờn bà đã bị bắt đang khi phạm tội tà dâm; họ để người giữa đám đông,|文 士 和 法 利 賽 人 、 帶 著 一 個 行 淫 時 被 拿 的 婦 人 來 、 叫 他 站 在 當 中 。
mà nói cùng Đức Chúa Jêsus rằng: Thưa thầy, người đờn bà nầy bị bắt quả tang về tội tà dâm.|就 對 耶 穌 說 、 夫 子 、 這 婦 人 是 正 行 淫 之 時 被 拿 的 。
Vả, trong luật pháp Môi-se có truyền cho chúng ta rằng nên ném đá những hạng người như vậy; còn thầy, thì nghĩ sao?|摩 西 在 律 法 上 所 吩 咐 我 們 、 把 這 樣 的 婦 人 用 石 頭 打 死 ． 你 說 該 把 他 怎 麼 樣 呢 。
Họ nói vậy để thử Ngài, hầu cho có thể kiện Ngài. Nhưng Đức Chúa Jêsus cúi xuống, lấy ngón tay viết trên đất.|他 們 說 這 話 、 乃 試 探 耶 穌 、 要 得 著 告 他 的 把 柄 。 耶 穌 卻 彎 著 腰 用 指 頭 在 地 上 畫 字 。
Vì họ cứ hỏi nữa, thì Ngài ngước lên và phán rằng: Ai trong các ngươi là người vô tội, hãy trước nhứt ném đá vào người.|他 們 還 是 不 住 的 問 他 、 耶 穌 就 直 起 腰 來 、 對 他 們 說 、 你 們 中 間 誰 是 沒 有 罪 的 、 誰 就 可 以 先 拿 石 頭 打 他 ．
Rồi Ngài lại cúi xuống cứ viết trên mặt đất.|於 是 又 彎 著 腰 用 指 頭 在 地 上 畫 字 。
Khi chúng nghe lời đó, thì kế nhau mà đi ra, những người có tuổi đi trước; Đức Chúa Jêsus ở lại một mình với người đờn bà, người vẫn đương đứng chính giữa đó.|他 們 聽 見 這 話 、 就 從 老 到 少 一 個 一 個 的 都 出 去 了 ． 只 剩 下 耶 穌 一 人 、 還 有 那 婦 人 仍 然 站 在 當 中 。
Đức Chúa Jêsus bấy giờ lại ngước lên, không thấy ai hết, chỉ có người đờn bà, bèn phán rằng: Hỡi mụ kia, những kẻ cáo ngươi ở đâu? Không ai định tội ngươi sao?|耶 穌 就 直 起 腰 來 、 對 他 說 、 婦 人 、 那 些 人 在 那 裡 呢 ． 沒 有 人 定 你 的 罪 麼 。
Người thưa rằng: Lạy Chúa, không ai hết. Đức Chúa Jêsus phán rằng: Ta cũng không định tội người; hãy đi, đừng phạm tội nữa.|他 說 、 主 阿 、 沒 有 。 耶 穌 說 、 我 也 不 定 你 的 罪 ． 去 罷 ． 從 此 不 要 再 犯 罪 了 。
Đức Chúa Jêsus lại cất tiếng phán cùng chúng rằng: Ta là sự sáng của thế gian; người nào theo ta, chẳng đi trong nơi tối tăm, nhưng có ánh sáng của sự sống.|耶 穌 又 對 眾 人 說 、 我 是 世 界 的 光 ． 跟 從 我 的 、 就 不 在 黑 暗 裡 走 、 必 要 得 著 生 命 的 光 。
Người Pha-ri-si bèn nói rằng: Thầy tự làm chứng về mình, thì lời chứng thầy không đáng tin.|法 利 賽 人 對 他 說 、 你 是 為 自 己 作 見 證 ． 你 的 見 證 不 真 。
Đức Chúa Jêsus đáp rằng: Dẫu ta tự làm chứng về mình, nhưng lời chứng ta là đáng tin, vì ta biết mình đã từ đâu đến và đi đâu; song các ngươi không biết ta từ đâu mà đến, cũng chẳng hay ta đi đâu.|耶 穌 說 、 我 雖 然 為 自 己 作 見 證 、 我 的 見 證 還 是 真 的 ． 因 我 知 道 我 從 那 裡 來 、 往 那 裡 去 ． 你 們 卻 不 知 道 我 從 那 裡 來 、 往 那 裡 去 。
Các ngươi xét đoán theo xác thịt; ta thì không xét đoán người nào hết.|你 們 是 以 外 貌 〔 原 文 作 憑 肉 身 〕 判 斷 人 ． 我 卻 不 判 斷 人 。
Nếu ta xét đoán ai, sự xét đoán của ta đúng với lẽ thật; vì ta không ở một mình, nhưng Cha là Đấng đã sai ta đến vẫn ở cùng ta.|就 是 判 斷 人 、 我 的 判 斷 也 是 真 的 ． 因 為 不 是 我 獨 自 在 這 裡 、 還 有 差 我 來 的 父 與 我 同 在 。
Vả, có chép trong luật pháp của các ngươi rằng lời chứng hai người là đáng tin:|你 們 的 律 法 上 也 記 著 說 、 兩 個 人 的 見 證 是 真 的 。
ta tự làm chứng cho ta, và Cha là Đấng đã sai ta đến cũng làm chứng cho ta.|我 是 為 自 己 作 見 證 、 還 有 差 我 來 的 父 、 也 是 為 我 作 見 證 。
Chúng thưa cùng Ngài rằng: Cha của thầy ở đâu? Đức Chúa Jêsus đáp rằng: Các ngươi chẳng biết ta, và cũng chẳng biết Cha ta. Nếu các ngươi biết ta, thì cũng biết Cha ta nữa.|他 們 就 問 他 說 、 你 的 父 在 那 裡 。 耶 穌 回 答 說 、 你 們 不 認 識 我 、 也 不 認 識 我 的 父 ． 若 是 認 識 我 、 也 就 認 識 我 的 父 。
Đức Chúa Jêsus phán mọi lời đó tại nơi Kho, đương khi dạy dỗ trong đền thờ; và không ai tra tay trên Ngài, vì giờ Ngài chưa đến.|這 些 話 是 耶 穌 在 殿 裡 的 庫 房 、 教 訓 人 時 所 說 的 ． 也 沒 有 人 拿 他 、 因 為 他 的 時 候 還 沒 有 到 。
Ngài lại phán cùng chúng rằng: Ta đi, các ngươi sẽ tìm ta, và các ngươi sẽ chết trong tội lỗi mình. Các ngươi không thể đến được nơi ta đi.|耶 穌 又 對 他 們 說 、 我 要 去 了 、 你 們 要 找 我 、 並 且 你 們 要 死 在 罪 中 ． 我 所 去 的 地 方 、 你 們 不 能 到 。
Người Giu-đa bèn nói rằng: Người đã nói: Các ngươi không thể đến được nơi ta đi, vậy người sẽ tự tử sao?|猶 太 人 說 、 他 說 我 所 去 的 地 方 、 你 們 不 能 到 、 難 道 他 要 自 盡 麼 。
Ngài phán rằng: Các ngươi bởi dưới mà có; còn ta bởi trên mà có. Các ngươi thuộc về thế gian nầy; còn ta không thuộc về thế gian nầy.|耶 穌 對 他 們 說 、 你 們 是 從 下 頭 來 的 、 我 是 從 上 頭 來 的 ． 你 們 是 屬 這 世 界 的 、 我 不 是 屬 這 世 界 的 。
Nên ta đã bảo rằng các ngươi sẽ chết trong tội lỗi mình; vì nếu các ngươi chẳng tin ta là Đấng đó, thì chắc sẽ chết trong tội lỗi các ngươi.|所 以 我 對 你 們 說 、 你 們 要 死 在 罪 中 、 你 們 若 不 信 我 是 基 督 、 必 要 死 在 罪 中 。
Chúng bèn hỏi Ngài rằng: Vậy thầy là ai? Đức Chúa Jêsus đáp rằng: Như lời ta đã nói với các ngươi từ ban đầu.|他 們 就 問 他 說 、 你 是 誰 。 耶 穌 對 他 們 說 、 就 是 我 從 起 初 所 告 訴 你 們 的 。
Ta có người sự nói và đoán xét về các ngươi; nhưng Đấng đã sai ta đến là thật, và điều chi ta nghe bởi Ngài, ta truyền lại cho thế gian.|我 有 許 多 事 講 論 你 們 、 判 斷 你 們 、 但 那 差 我 來 的 是 真 的 ． 我 在 他 那 裡 所 聽 見 的 、 我 就 傳 給 世 人 。
Chúng không hiểu rằng Ngài phán về Cha.|他 們 不 明 白 耶 穌 是 指 著 父 說 的 。
Vậy Đức Chúa Jêsus phán rằng: Khi các ngươi treo Con người lên, bấy giờ sẽ biết ta là ai, và biết ta không tự mình làm điều gì, nhưng nói điều Cha ta đã dạy ta.|所 以 耶 穌 說 、 你 們 舉 起 人 子 以 後 、 必 知 道 我 是 基 督 、 並 且 知 道 我 沒 有 一 件 事 、 是 憑 著 自 己 作 的 ． 我 說 這 些 話 、 乃 是 照 著 父 所 教 訓 我 的 。
Đấng đã sai ta đến vẫn ở cùng ta, chẳng để ta ở một mình, vì ta hằng làm sự đẹp lòng Ngài.|那 差 我 來 的 、 是 與 我 同 在 ． 他 沒 有 撇 下 我 獨 自 在 這 裡 、 因 為 我 常 作 他 所 喜 悅 的 事 。
Bởi Đức Chúa Jêsus nói như vậy, nên có nhiều kẻ tin Ngài.|耶 穌 說 這 話 的 時 候 、 就 有 許 多 人 信 他 。
Bấy giờ Ngài phán cùng những người Giu-đa đã tin Ngài, rằng: Nếu các ngươi hằng ở trong đạo ta, thì thật là môn đồ ta;|耶 穌 對 信 他 的 猶 太 人 說 、 你 們 若 常 常 遵 守 我 的 道 、 就 真 是 我 的 門 徒 。
các ngươi sẽ biết lẽ thật, và lẽ thật sẽ buông tha các ngươi.|你 們 必 曉 得 真 理 、 真 理 必 叫 你 們 得 以 自 由 。
Người Giu-đa thưa rằng: Chúng tôi là dòng dõi Ap-ra-ham, chưa hề làm tôi mọi ai, vậy sao thầy nói rằng: Các ngươi sẽ trở nên tự do?|他 們 回 答 說 、 我 們 是 亞 伯 拉 罕 的 後 裔 、 從 來 沒 有 作 過 誰 的 奴 僕 ． 你 怎 麼 說 、 你 們 必 得 自 由 呢 。
Đức Chúa Jêsus đáp rằng: Quả thật, quả thật, ta nói cùng các ngươi, ai phạm tội lỗi là tôi mọi của tội lỗi.|耶 穌 回 答 說 、 我 實 實 在 在 的 告 訴 你 們 ． 所 有 犯 罪 的 、 就 是 罪 的 奴 僕 。
Vả, tôi mọi không ở luôn trong nhà, mà con thì ở đó luôn.|奴 僕 不 能 永 遠 住 在 家 裡 、 兒 子 是 永 遠 住 在 家 裡 。
Vậy nếu Con buông tha các ngươi, các ngươi sẽ thật được tự do.|所 以 天 父 的 兒 子 若 叫 你 們 自 由 、 你 們 就 真 自 由 了 。
Ta biết rằng các ngươi là dòng dõi Ap-ra-ham, nhưng các ngươi tìm thế để giết ta, vì đạo ta không được chỗ nào ở trong lòng các ngươi.|我 知 道 你 們 是 亞 伯 拉 罕 的 子 孫 、 你 們 卻 想 要 殺 我 ． 因 為 你 們 心 裡 容 不 下 我 的 道 。
Ta nói điều ta đã thấy nơi Cha ta; còn các ngươi cứ làm điều đã học nơi cha mình.|我 所 說 的 、 是 在 我 父 那 裡 看 見 的 ． 你 們 所 行 的 、 是 在 你 們 的 父 那 裡 聽 見 的 。
Chúng trả lời rằng: Cha chúng tôi tức là Ap-ra-ham, Đức Chúa Jêsus phán rằng: Nếu các ngươi là con Ap-ra-ham, thì chắc sẽ làm công việc của Ap-ra-ham.|他 們 說 、 我 們 的 父 就 是 亞 伯 拉 罕 。 耶 穌 說 、 你 們 若 是 亞 伯 拉 罕 的 兒 子 、 就 必 行 亞 伯 拉 罕 所 行 的 事 。
Nhưng hiện nay, các ngươi tìm mưu giết ta, là người lấy lẽ thật đã nghe nơi Đức Chúa Trời mà nói với các ngươi; Ap-ra-ham chưa hề làm điều đó!|我 將 在 　 神 那 裡 所 聽 見 的 真 理 、 告 訴 了 你 們 、 現 在 你 們 卻 想 要 殺 我 ． 這 不 是 亞 伯 拉 罕 所 行 的 事 ．
Các ngươi làm công việc của cha mình. Chúng nói rằng: Chúng tôi chẳng phải là con ngoại tình; chúng tôi chỉ có một Cha, là Đức Chúa Trời.|你 們 是 行 你 們 父 所 行 的 事 。 他 們 說 、 我 們 不 是 從 淫 亂 生 的 ． 我 們 只 有 一 位 父 就 是 　 神 。
Đức Chúa Jêsus phán rằng: Ví bằng Đức Chúa Trời là Cha các ngươi, thì các ngươi sẽ yêu ta, vì ta bởi Đức Chúa Trời mà ra và từ Ngài mà đến; bởi chưng ta chẳng phải đã đến tự mình đâu, nhưng ấy chính Ngài đã sai ta đến.|耶 穌 說 、 倘 若 　 神 是 你 們 的 父 、 你 們 就 必 愛 我 ． 因 為 我 本 是 出 於 　 神 、 也 是 從 　 神 而 來 、 並 不 是 由 著 自 己 來 、 乃 是 他 差 我 來 。
