
					II Sử Ký 1				|
Bấy giờ, vua Rô-bô-am sai Ha-đô-ram, là người cai quản việc cống thuế, đến cùng dân Y-sơ-ra-ên; song dân Y-sơ-ra-ên ném đá người, thì người chết. Vua Rô-bô-am lật đật lên xe trốn về Giê-ru-sa-lem.|羅 波 安 王 差 遣 掌 管 服 苦 之 人 的 哈 多 蘭 往 以 色 列 人 那 裡 去 、 以 色 列 人 就 用 石 頭 打 死 他 ． 羅 波 安 王 急 忙 上 車 、 逃 回 耶 路 撒 冷 去 了 。
Ay vậy, Y-sơ-ra-ên phản nghịch cùng nhà Đa-vít cho đến ngày nay.|這 樣 、 以 色 列 人 背 叛 大 衛 家 、 直 到 今 日 。

					II Sử Ký 11				|
						歷代志下 11					
Rô-bô-am trở về thành Giê-ru-sa-lem, bèn nhóm nhà Giu-đa và nhà Bên-gia-min, được mười tám vạn chiến sĩ kén chọn, toan đánh giặc với Y-sơ-ra-ên, để đem nước về Rô-bô-am lại.|羅 波 安 來 到 耶 路 撒 冷 、 招 聚 猶 大 家 、 和 便 雅 憫 家 、 共 十 八 萬 人 、 都 是 挑 選 的 戰 士 、 要 與 以 色 列 人 爭 戰 、 好 將 國 奪 回 再 歸 自 己 。
Nhưng có lời của Đức Giê-hô-va phán cùng Sê-ma-gia, người của Đức Chúa Trời, rằng:|但 耶 和 華 的 話 臨 到 神 人 示 瑪 雅 說 、
Hãy nói với Rô-bô-am, con trai của Sa-lô-môn, vua Giu-đa, và với cả Y-sơ-ra-ên trong Giu-đa, cùng Bên-gia-min, mà rằng:|你 去 告 訴 所 羅 門 的 兒 子 猶 大 王 羅 波 安 、 和 住 猶 大 便 雅 憫 的 以 色 列 眾 人 、 說 、
Đức Giê-hô-va phán như vầy: Các ngươi chớ đi lên chinh chiến với anh em mình; mỗi người hãy trở về nhà mình, vì việc này tại ta mà xảy đến. Chúng nghe theo lời của Đức Giê-hô-va, và trở về, không đi đánh Giê-rô-bô-am.|耶 和 華 如 此 說 、 你 們 不 可 上 去 、 與 你 們 的 弟 兄 爭 戰 ． 各 歸 各 家 去 罷 ． 因 為 這 事 出 於 我 。 眾 人 就 聽 從 耶 和 華 的 話 、 歸 回 不 去 與 耶 羅 波 安 爭 戰 。
Rô-bô-am ở tại Giê-ru-sa-lem, xây các thành trong đất Giu-đa làm nên đồn lũy.|羅 波 安 住 在 耶 路 撒 冷 、 在 猶 大 地 修 築 城 邑 。
Người xây Bết-lê-hem, Ê-tam, Thê-cô -a,|為 保 障 修 築 伯 利 恆 、 以 坦 、 提 哥 亞 、
Bết-xu-rơ, Sô-cô, A-đu-lam,|伯 夙 、 梭 哥 、 亞 杜 蘭 、
Gát, Ma-rê-sa, Xíp|迦 特 、 瑪 利 沙 、 西 弗 、
A-đô-ra-im, La-ki, A-xê-ka,|亞 多 萊 音 、 拉 吉 、 亞 西 加 、
Xô-rê -a A-gia-lôn, và Hếp-rôn, là những thành bền vững ở trong đất Giu-đa và đất Bên-gia-min.|瑣 拉 、 亞 雅 崙 、 希 伯 崙 ． 這 都 是 猶 大 和 便 雅 憫 的 堅 固 城 。
Người làm cho các đồn lũy ấy vững chắc, đặt những quan tướng ở đó, chứa lương thực, dầu, và rượu;|羅 波 安 又 堅 固 各 處 的 保 障 、 在 其 中 安 置 軍 長 、 又 豫 備 下 糧 食 、 油 、 酒 。
còn trong mỗi thành, người sắm khiên và giáo, làm cho các thành ấy rất bền vững. Đất Giu-đa và đất Bên-gia-min đều thuộc về người.|他 在 各 城 裡 豫 備 盾 牌 和 槍 、 且 使 城 極 其 堅 固 。 猶 大 和 便 雅 憫 都 歸 了 他 。
Những thầy tế lễ và người Lê-vi trong khắp xứ Y-sơ-ra-ên, đều từ các miền họ ở, đến cùng Rô-bô-am|以 色 列 全 地 的 祭 司 和 利 未 人 、 都 從 四 方 來 歸 羅 波 安 。
vì các người Lê-vi lìa bỏ địa hạt các thành mình và sản nghiệp mình, mà đến đất Giu-đa và thành Giê-ru-sa-lem; bởi Giê-rô-bô-am và các con trai người đuổi họ đi, không cho làm chức thầy tế lễ của Đức Giê-hô-va nữa;|利 未 人 撇 下 他 們 的 郊 野 和 產 業 、 來 到 猶 大 與 耶 路 撒 冷 ． 是 因 耶 羅 波 安 和 他 的 兒 子 拒 絕 他 們 、 不 許 他 們 供 祭 司 職 分 事 奉 耶 和 華 。
Giê-rô-bô-am bèn lập những thầy tế lễ cho các nơi cao, cho các hình tượng dê đực, và bò con mà người đã làm.|耶 羅 波 安 為 邱 壇 、 為 鬼 魔 、 〔 原 文 作 公 山 羊 〕 為 自 己 所 鑄 造 的 牛 犢 、 設 立 祭 司 。
Lại trong các chi phái Y-sơ-ra-ên, phàm ai rắp lòng tìm kiếm Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, thì đều theo những thầy tế lễ và người Lê-vi mà đến Giê-ru-sa-lem đặng tế lễ cho Giê-hô-va Đức Chúa Trời của tổ phụ mình.|以 色 列 各 支 派 中 、 凡 立 定 心 意 尋 求 耶 和 華 以 色 列 　 神 的 、 都 隨 從 利 未 人 、 來 到 耶 路 撒 冷 祭 祀 耶 和 華 他 們 列 祖 的 　 神 。
Trong ba năm, chúng làm cho nước Giu-đa vững chắc, giúp đỡ Rô-bô-am, con trai của Sa-lô-môn, trở nên cường thạnh; vì trong ba năm ấy chúng đi theo con đường của Đa-vít và Sa-lô-môn.|這 樣 、 就 堅 固 猶 大 國 、 使 所 羅 門 的 兒 子 羅 波 安 強 盛 三 年 、 因 為 他 們 三 年 遵 行 大 衛 和 所 羅 門 的 道 。
Rô-bô-am lấy Ma-ha-lát, con gái của Giê-ri-mốt, cháu của Đa-vít, làm vợ; lại cưới A-bi-hai, con gái Ê-li-áp, cháu của Y-sai;|羅 波 安 娶 大 衛 兒 子 耶 利 摩 的 女 兒 瑪 哈 拉 為 妻 、 又 娶 耶 西 兒 子 以 利 押 的 女 兒 亞 比 孩 為 妻 。
nàng sanh cho người những con trai, là Giê-úc, Sê-ma-ria, và Xa-ham.|從 他 生 了 幾 個 兒 子 、 就 是 耶 烏 施 、 示 瑪 利 雅 、 撒 罕 。
Sau nàng, người lại cưới Ma -a-ca, con gái Ap-sa-lôn; nàng sanh cho người, A-bi-gia, At-thai Xi-xa, và Sê-lô-mít.|後 來 又 娶 押 沙 龍 的 女 兒 瑪 迦 ． 〔 十 三 章 二 節 作 烏 列 的 女 兒 米 該 雅 〕 從 他 生 了 亞 比 雅 、 亞 太 、 細 撒 、 示 羅 密 。
Vả, Rô-bô-am yêu mến Ma -a-ca con gái Ap-sa-lôm hơn các hậu phi khác .|羅 波 安 娶 十 八 個 妻 、 立 六 十 個 妾 、 生 二 十 八 個 兒 子 、 六 十 個 女 兒 ． 他 卻 愛 押 沙 龍 的 女 兒 瑪 迦 、 比 愛 別 的 妻 妾 更 甚 。
Rô-bô-am lập A-bi-gia, con trai Ma -a-ca, làm trưởng, làm thái tử giữa anh em mình; vì người toan lập con ấy làm vua.|羅 波 安 立 瑪 迦 的 兒 子 亞 比 雅 作 太 子 、 在 他 弟 兄 中 為 首 ． 因 為 想 要 立 他 接 續 作 王 。
Rô-bô-am cư xử cách khôn ngoan, phân tản các con trai mình đi ở khắp trong cõi Giu-đa và Bên-gia-min, nơi các thành bền vững, cấp cho chúng lương thực dư dật, và cưới nhiều vợ cho.|羅 波 安 辦 事 精 明 、 使 他 眾 子 分 散 在 猶 大 和 便 雅 憫 全 地 各 堅 固 城 裡 、 又 賜 他 們 許 多 糧 食 、 為 他 們 多 尋 妻 子 。

					II Sử Ký 12				|
						歷代志下 12					
Xảy khi nước của Rô-bô-am vừa được lập vững bền, và người được cường thạnh, thì người và cả Y-sơ-ra-ên liền bỏ luật pháp của Đức Giê-hô-va.|羅 波 安 的 國 堅 立 、 他 強 盛 的 時 候 、 就 離 棄 耶 和 華 的 律 法 、 以 色 列 人 也 都 隨 從 他 。
Vì chúng có phạm tội cùng Đức Giê-hô-va, nên xảy ra trong năm thứ năm đời vua Rô-bô-am, Si-sắc, vua Ê-díp-tô, kéo lên hãm đánh Giê-ru-sa-lem;|羅 波 安 王 第 五 年 、 埃 及 王 示 撒 上 來 攻 打 耶 路 撒 冷 ． 因 為 王 和 民 得 罪 了 耶 和 華 。
có dẫn theo một ngàn hai trăm cỗ xe và sáu vạn lính kỵ; lại có dân Li-by, dân Su-ri, và dân Ê-thi-ô-bi từ Ê-díp-tô kéo lên với người, số không thể đếm đặng.|示 撒 帶 戰 車 一 千 二 百 輛 、 馬 兵 六 萬 、 並 且 跟 從 他 出 埃 及 的 路 比 人 、 蘇 基 人 、 和 古 實 人 、 多 得 不 可 勝 數 。
Si-sắc bèn chiếm lấy các thành bền vững thuộc về Giu-đa, rồi đến tận Giê-ru-sa-lem.|他 攻 取 了 猶 大 的 堅 固 城 、 就 來 到 耶 路 撒 冷 。
Tiên tri Sê-ma-gia đến cùng Rô-bô-am và các kẻ làm đầu Giu-đa, đương nhóm tại Giê-ru-sa-lem để trốn khỏi Si-sắc, mà nói rằng: Đức Giê-hô-va phán như vầy: Các ngươi đã bỏ ta, nên ta cũng đã bỏ các ngươi vào tay Si-sắc.|那 時 、 猶 大 的 首 領 、 因 為 示 撒 就 聚 集 在 耶 路 撒 冷 ． 有 先 知 示 瑪 雅 去 見 羅 波 安 、 和 眾 首 領 、 對 他 們 說 、 耶 和 華 如 此 說 、 你 們 離 棄 了 我 、 所 以 我 使 你 們 落 在 示 撒 手 裡 。
Bấy giờ, các kẻ làm đầu của Y-sơ-ra-ên và vua đều hạ mình xuống, mà nói rằng: Đức Giê-hô-va là công bình.|於 是 王 和 以 色 列 的 眾 首 領 、 都 自 卑 說 、 耶 和 華 是 公 義 的 。
Khi Đức Giê-hô-va thấy chúng hạ mình xuống, thì có lời Đức Giê-hô-va phán cùng Sê-ma-gia rằng: Chúng nó đã hạ mình xuống, ta sẽ không hủy diệt chúng nó; song sẽ giải cứu chúng một chút, và cơn giận ta sẽ chẳng cậy tay Si-sắc mà đổ ra trên Giê-ru-sa-lem;|耶 和 華 見 他 們 自 卑 、 耶 和 華 的 話 就 臨 到 示 瑪 雅 說 、 他 們 既 自 卑 、 我 必 不 滅 絕 他 們 ． 必 使 他 們 略 得 拯 救 、 我 不 藉 著 示 撒 的 手 、 將 我 的 怒 氣 倒 在 耶 路 撒 冷 ．
song chúng nó sẽ bị phục dịch hắn, hầu cho biết phục sự ta và phục dịch nước khác là có phân biệt thể nào.|然 而 他 們 必 作 示 撒 的 僕 人 、 好 叫 他 們 知 道 服 事 我 、 與 服 事 外 邦 人 有 何 分 別 。
Si-sắc, vua Ê-díp-tô, kéo lên hãm đánh Giê-ru-sa-lem, đoạt lấy các bửu vật của đền Đức Giê-hô-va và cung vua: người đoạt lấy hết thảy; cũng đoạt lấy những khiên bằng vàng mà Sa-lô-môn đã làm.|於 是 埃 及 王 示 撒 上 來 攻 取 耶 路 撒 冷 、 奪 了 耶 和 華 殿 和 王 宮 裡 的 寶 物 、 盡 都 帶 走 ． 又 奪 去 所 羅 門 製 造 的 金 盾 牌 。
Vua Rô-bô-am bèn làm những khiên bằng đồng thế cho, và giao nơi tay các quan chánh thị vệ canh giữ cửa của cung điện vua.|羅 波 安 王 製 造 銅 盾 牌 代 替 那 金 盾 牌 ． 交 給 守 王 宮 門 的 護 衛 長 看 守 。
Hễ khi nào vua vào trong đền của Đức Giê-hô-va, thì các quan thị vệ cầm khiên đến, đoạn đem nó lại vào phòng của quan thị vệ.|王 每 逢 進 耶 和 華 的 殿 、 護 衛 兵 就 拿 這 盾 牌 、 隨 後 仍 將 盾 牌 送 回 、 放 在 護 衛 房 。
Khi vua hạ mình xuống, cơn giận của Đức Giê-hô-va lánh khỏi người, không diệt hết thảy; và lại trong Giu-đa còn có sự lành.|王 自 卑 的 時 候 、 耶 和 華 的 怒 氣 就 轉 消 了 、 不 將 他 滅 盡 ． 並 且 在 猶 大 中 間 也 有 善 益 的 事 。
Ay vậy vua Rô-bô-am làm cho mình ra bền vững trong Giê-ru-sa-lem và trị vì. Vả khi Rô-bô-am lên ngôi, tuổi đã bốn mươi mốt; người cai trị mười bảy năm tại Giê-ru-sa-lem, tức là thành mà Đức Giê-hô-va đã chọn trong các chi phái Y-sơ-ra-ên, đặng đặt danh Ngài tại đó; còn mẹ người tên là Na -a-ma, người đàn bà Am-môn.|羅 波 安 王 自 強 、 在 耶 路 撒 冷 作 王 ． 他 登 基 的 時 候 年 四 十 一 歲 、 在 耶 路 撒 冷 、 就 是 耶 和 華 從 以 色 列 眾 支 派 中 所 選 擇 立 他 名 的 城 、 作 王 十 七 年 ． 羅 波 安 的 母 親 名 叫 拿 瑪 、 是 亞 捫 人 。
Rô-bô-am làm điều ác, vì không rắp lòng tìm cầu Đức Giê-hô-va.|羅 波 安 行 惡 、 因 他 不 立 定 心 意 尋 求 耶 和 華 。
Các công việc của Rô-bô-am từ đầu đến cuối, đều chép trong sách truyện của Sê-ma-gia, đấng tiên tri, trong sách Y-đô, đấng tiên kiến, luận về gia phổ. Rô-bô-am và Giê-rô-bô-am hằng đánh giặc với nhau luôn luôn.|羅 波 安 所 行 的 事 、 自 始 至 終 、 不 都 寫 在 先 知 示 瑪 雅 、 和 先 見 易 多 的 史 記 上 麼 ． 羅 波 安 與 耶 羅 波 安 時 常 爭 戰 。
Rô-bô-am an giấc cùng tổ phụ mình, được chôn trong thành Đa-vít; A-bi-gia, con trai người, cai trị thế cho người.|羅 波 安 與 他 列 祖 同 睡 、 葬 在 大 衛 城 裡 ． 他 兒 子 亞 比 雅 接 續 他 作 王 。

					II Sử Ký 13				|
						歷代志下 13					
Năm thứ mười tám đời vua Giê-rô-bô-am, A-bi-gia lên ngôi làm vua Giu-đa.|耶 羅 波 安 王 十 八 年 ． 亞 比 雅 登 基 、 作 猶 大 王 。
Người cai trị ba năm tại Giê-ru-sa-lem; tên mẹ người là Mi-ca-gia, con gái của U-ri-ên ở Ghi-bê -a. A-bi-gia và Giê-rô-bô-am đánh giặc với nhau.|在 耶 路 撒 冷 作 王 三 年 ． 他 母 親 名 叫 米 該 亞 、 〔 米 該 亞 又 作 瑪 迦 〕 是 基 比 亞 人 烏 列 的 女 兒 。 亞 比 雅 常 與 耶 羅 波 安 爭 戰 。
A-bi-gia ra trận với một đạo chiến sĩ, bốn mươi vạn người kén chọn; còn Giê-rô-bô-am dàn trận đối với người, có tám mươi vạn người kén chọn, là lính chiến mạnh dạn.|有 一 次 亞 比 雅 率 領 挑 選 的 兵 四 十 萬 擺 陣 、 都 是 勇 敢 的 戰 士 ． 耶 羅 波 安 也 挑 選 大 能 的 勇 士 八 十 萬 、 對 亞 比 雅 擺 陣 。
A-bi-gia đứng trên núi Xê-ma-ra-im trong miền núi Ep-ra-im, mà nói rằng: Hỡi Giê-rô-bô-am và cả Y-sơ-ra-ên, khá nghe!|亞 比 雅 站 在 以 法 蓮 山 地 中 的 洗 瑪 臉 山 上 、 說 、 耶 羅 波 安 和 以 色 列 眾 人 哪 、 要 聽 我 說 、
Bởi sự giao ước bằng muối, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên đã ban nước Y-sơ-ra-ên cho Đa-vít và cho các con trai người đến đời đời, các ngươi há chẳng biết sao?|耶 和 華 以 色 列 的 　 神 曾 立 鹽 約 、 〔 鹽 即 是 不 廢 壞 的 意 思 〕 將 以 色 列 國 永 遠 賜 給 大 衛 和 他 的 子 孫 、 你 們 不 知 道 麼 。
Dẫu vậy, Giê-rô-bô-am, con trai Nê-bát, tôi tớ của Sa-lô-môn, là con trai của Đa-vít, bèn chổi dậy phản nghịch cùng Chúa mình;|無 奈 大 衛 兒 子 所 羅 門 的 臣 僕 、 尼 八 兒 子 耶 羅 波 安 、 起 來 背 叛 他 的 主 人 。
những kẻ du đãng, đồ phàm hèn, đều hiệp lại theo người chúng nó tự làm mình ra mạnh, nghịch với Rô-bô-am, con trai của Sa-lô-môn; còn Rô-bô-am thì trẻ tuổi, nhát gan, không chống cự nổi chúng nó.|有 些 無 賴 的 匪 徒 聚 集 跟 從 他 、 逞 強 攻 擊 所 羅 門 的 兒 子 羅 波 安 、 那 時 羅 波 安 還 幼 弱 、 不 能 抵 擋 他 們 。
Vậy bây giờ, các ngươi tưởng rằng các ngươi sẽ chống cự nổi nước của Đức Giê-hô-va đã ban cho các con trai của Đa-vít, các ngươi một đoàn đông lớn, có đem theo bò con vàng mà Giê-rô-bô-am đã đúc làm thần của các ngươi.|現 在 你 們 有 意 抗 拒 大 衛 子 孫 手 下 所 治 耶 和 華 的 國 ． 你 們 的 人 也 甚 多 、 你 們 那 裡 又 有 耶 羅 波 安 為 你 們 所 造 當 作 神 的 金 牛 犢 。
Các ngươi há chẳng có đuổi những thầy tế lễ của Đức Giê-hô-va, là con cháu A-rôn, và người Lê-vi sao? Các ngươi có theo phong tục của các dân ngoại mà lập lấy những thầy tế lễ cho mình; phàm ai đến đem một con bò đực tơ và bảy con chiên đực đặng dâng làm lễ, thì được làm thầy tế lễ của những thần hư không.|你 們 不 是 驅 逐 耶 和 華 的 祭 司 亞 倫 的 後 裔 、 和 利 未 人 麼 ． 不 是 照 著 外 邦 人 的 惡 俗 為 自 己 立 祭 司 麼 ． 無 論 何 人 牽 一 隻 公 牛 犢 、 七 隻 公 綿 羊 、 將 自 己 分 別 出 來 、 就 可 作 虛 無 之 神 的 祭 司 。
Nhưng về phần chúng ta, Giê-hô-va vẫn là Đức Chúa Trời của chúng ta, chúng ta chẳng có lìa bỏ Ngài; những thầy tế lễ, là con cháu của A-rôn, đều phục sự Đức Giê-hô-va, và các người Lê-vi giữ phần việc của họ;|至 於 我 們 、 耶 和 華 是 我 們 的 　 神 、 我 們 並 沒 有 離 棄 他 ． 我 們 有 事 奉 耶 和 華 的 祭 司 、 都 是 亞 倫 的 後 裔 、 並 有 利 未 人 各 盡 其 職 。
mỗi buổi sớm mai và buổi chiều, chúng xông của lễ thiêu và thuốc thơm cho Đức Giê-hô-va; chúng cũng sắp bánh trần thiết trên bàn sạch sẽ, thắp các đèn của chơn đèn vàng để nó cháy mỗi buổi chiều tối; vì chúng ta vâng giữ làm theo mạng lịnh của Giê-hô-va Đức Chúa Trời chúng ta, còn các ngươi lại bỏ đi.|每 日 早 晚 向 耶 和 華 獻 燔 祭 、 燒 美 香 、 又 在 精 金 的 桌 子 上 擺 陳 設 餅 ． 又 有 金 燈 臺 和 燈 盞 、 每 晚 點 起 、 因 為 我 們 遵 守 耶 和 華 我 們 　 神 的 命 ． 惟 有 你 們 離 棄 了 他 。
