
					Giô-sua 1				|
Dân Y-sơ-ra-ên không giao chiến cùng dân đó, vì cớ các trưởng lão của hội chúng đã chỉ danh Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên mà thề cùng dân đó; nhưng cả hội chúng lằm bằm cùng các quan trưởng.|因 為 會 眾 的 首 領 、 已 經 指 著 耶 和 華 以 色 列 的 　 神 向 他 們 起 誓 、 所 以 以 色 列 人 不 擊 殺 他 們 ． 全 會 眾 就 向 首 領 發 怨 言 。
Các quan trưởng bèn nói cùng cả hội chúng rằng: Chúng ta đã chỉ danh Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên mà thề cùng dân đó; vậy, từ bây giờ chúng ta không thế hại chúng nó được.|眾 首 領 對 全 會 眾 說 、 我 們 已 經 指 著 耶 和 華 以 色 列 的 　 神 向 他 們 起 誓 ． 現 在 我 們 不 能 害 他 們 。
Chúng ta phải đãi dân đó như vầy: Phải để cho chúng nó sống, hầu cho chớ vì cớ lời thề đã lập, mà chúng ta khiến cơn thạnh nộ của Đức Giê-hô-va giáng trên chúng ta.|我 們 要 如 此 待 他 們 、 容 他 們 活 著 ． 免 得 有 忿 怒 因 我 們 所 起 的 誓 臨 到 我 們 身 上 。
Vậy, các quan trưởng tỏ rằng chúng nó được sống, nhưng phải bị dùng để đốn củi xách nước cho cả hội chúng, y như các quan trưởng đã nói cùng chúng nó.|首 領 又 對 會 眾 說 、 要 容 他 們 活 著 ． 於 是 他 們 為 全 會 眾 作 了 劈 柴 挑 水 的 人 、 正 如 首 領 對 他 們 所 說 的 話 。
Giô-suê bèn gọi dân đó mà nói như vầy: Sao các ngươi đã gạt chúng ta, nói rằng: Chúng tôi ở rất xa các ông, té ra các ngươi ở giữa chúng ta?|約 書 亞 召 了 他 們 來 、 對 他 們 說 、 為 甚 麼 欺 哄 我 們 說 、 我 們 離 你 們 甚 遠 呢 ． 其 實 你 們 是 住 在 我 們 中 間 。
Vậy, bây giờ, các ngươi bị rủa sả, không dứt làm tôi mọi, cứ đốn củi và xách nước cho nhà của Đức Chúa Trời ta.|現 在 你 們 是 被 咒 詛 的 ． 你 們 中 間 的 人 、 必 斷 不 了 作 奴 僕 、 為 我 　 神 的 殿 、 作 劈 柴 挑 水 的 人 。
Chúng nó bèn thưa cùng Giô-suê rằng: Ay là điều kẻ tôi tớ ông có hay rõ ràng Giê-hô-va Đức Chúa Trời của ông đã phán dặn Môi-se, tôi tớ Ngài, biểu ban toàn xứ cho các ông, và diệt hết thảy dân ở trước mặt mình: ấy vậy, chúng tôi vì cớ các ông lấy làm rất sợ hãi cho sự sống mình, nên mới làm như vậy.|他 們 回 答 約 書 亞 說 、 因 為 有 人 實 在 告 訴 你 的 僕 人 、 耶 和 華 你 的 　 神 曾 吩 咐 他 的 僕 人 摩 西 、 把 這 全 地 賜 給 你 們 、 並 在 你 們 面 前 滅 絕 這 地 的 一 切 居 民 ． 所 以 我 們 為 你 們 的 緣 故 、 甚 怕 喪 命 、 就 行 了 這 事 。
Bây giờ chúng tôi ở trong tay ông, hãy đãi chúng tôi tùy ý ông cho là tốt lành và công bình.|現 在 我 們 在 你 手 中 、 你 以 怎 樣 待 我 們 為 善 為 正 、 就 怎 樣 作 罷 。
Giô-suê bèn làm như người đã nói, và giải cứu chúng nó khỏi bị tay dân Y-sơ-ra-ên giết.|於 是 約 書 亞 這 樣 待 他 們 、 救 他 們 脫 離 以 色 列 人 的 手 、 以 色 列 人 就 沒 有 殺 他 們 。
Trong ngày đó, người cắt chúng nó làm kẻ đốn củi và xách nước cho hội chúng và cho bàn thờ của Đức Giê-hô-va tại trong nơi Ngài chọn lựa; ấy là điều dân đó hãy còn làm đến ngày nay.|當 日 約 書 亞 使 他 們 在 耶 和 華 所 要 選 擇 的 地 方 、 為 會 眾 、 和 耶 和 華 的 壇 、 作 劈 柴 挑 水 的 人 、 直 到 今 日 。

					Giô-sua 10				|
						約書亞記 10					
Khi A-đô-ni-Xê-đéc, vua Giê-ru-sa-lem, hay rằng Giô-suê đã chiếm lấy thành A-hi, và tận diệt nó đi, đãi thành A-hi và vua nó như người đã đãi Giê-ri-cô và vua nó, lại hay rằng dân Ga-ba-ôn đã lập hòa với dân Y-sơ-ra-ên và ở cùng họ,|耶 路 撒 冷 王 亞 多 尼 洗 德 聽 見 約 書 亞 奪 了 艾 城 、 盡 行 毀 滅 ． 怎 樣 待 耶 利 哥 和 耶 利 哥 的 王 、 也 照 樣 待 艾 城 和 艾 城 的 王 ． 又 聽 見 基 遍 的 居 民 與 以 色 列 人 立 了 和 約 、 住 在 他 們 中 間 ．
thì người lấy làm sợ hãi lắm; vì Ga-ba-ôn là một thành lớn, một đế đô thật; lại lớn hơn thành A-hi, và cả dân sự nó đều là người mạnh dạn.|就 甚 懼 怕 、 因 為 基 遍 是 一 座 大 城 、 如 都 城 一 般 、 比 艾 城 更 大 、 並 且 城 內 的 人 都 是 勇 士 。
Vậy, A-đô-ni-Xê-đéc, vua thành Giê-ru-sa-lem, sai người đi nói cùng Hô-ham, vua Hếp-rôn, cùng Phi-ram, vua Giạt-mút, cùng Gia-phia, vua La-ki, cùng Đê-bia, vua Ec-lôn, mà rằng:|所 以 耶 路 撒 冷 王 亞 多 尼 洗 德 打 發 人 去 見 希 伯 崙 王 何 咸 、 耶 末 王 毘 蘭 、 拉 吉 王 雅 非 亞 、 和 伊 磯 倫 王 底 璧 、 說 、
Hãy đi lên đến ta mà tiếp cứu ta, và đánh thành Ga-ba-ôn; vì nó đã lập hòa cùng Giô-suê và dân Y-sơ-ra-ên.|求 你 們 上 來 幫 助 我 、 我 們 好 攻 打 基 遍 ． 因 為 他 們 與 約 書 亞 和 以 色 列 人 立 了 和 約 。
Vậy, năm vua A-mô-rít, tức là vua Giê-ru-sa-lem, vua Hếp-rôn, vua Giạt-mút, vua La-ki, và vua Ec-lôn nhóm hiệp, kéo lên cùng hết thảy quân lính mình, đóng trại trước Ga-ba-ôn, và hãm đành thành.|於 是 五 個 亞 摩 利 王 、 就 是 耶 路 撒 冷 王 、 希 伯 崙 王 、 耶 末 王 、 拉 吉 王 、 伊 磯 倫 王 、 大 家 聚 集 、 率 領 他 們 的 眾 軍 上 去 、 對 著 基 遍 安 營 、 攻 打 基 遍 。
Người Ga-ba-ôn sai kẻ đến nói cùng Giô-suê tại trại quân Ghinh-ganh, mà rằng: Xin chớ bỏ tôi tớ ông; hãy mau lên đến cùng chúng tôi, giải thoát và tiếp cứu chúng tôi vì hết thảy vua A-mô-rít trong núi đã hiệp lại nghịch chúng tôi.|基 遍 人 就 打 發 人 往 吉 甲 的 營 中 去 見 約 書 亞 、 說 、 你 不 要 袖 手 不 顧 你 的 僕 人 ． 求 你 速 速 上 來 拯 救 我 們 、 幫 助 我 們 ． 因 為 住 山 地 亞 摩 利 人 的 諸 王 都 聚 集 攻 擊 我 們 。
Vậy, Giô-suê ở Ghinh-ganh đi lên với hết thảy quân lính và những người mạnh dân.|於 是 約 書 亞 、 和 他 一 切 兵 丁 、 並 大 能 的 勇 士 、 都 從 吉 甲 上 去 。
Đức Giê-hô-va phán cùng Giô-suê rằng: Chớ sợ, vì ta đã phó chúng nó vào tay ngươi, chẳng còn một ai đứng nổi trước mặt ngươi được.|耶 和 華 對 約 書 亞 說 、 不 要 怕 他 們 、 因 為 我 已 將 他 們 交 在 你 手 裡 、 他 們 無 一 人 能 在 你 面 前 站 立 得 住 。
Vậy, Giô-suê ở Ghinh-ganh đi trọn đêm, rồi chợt đến áp chúng nó.|約 書 亞 就 終 夜 從 吉 甲 上 去 、 猛 然 臨 到 他 們 那 裡 。
Đức Giê-hô-va làm cho chúng nó vỡ chạy trước mặt Y-sơ-ra-ên, khiến cho bị đại bại gần Ga-ba-ôn; Y-sơ-ra-ên rượt đuổi chúng nó theo đường dốc Bết-Hô-rôn, và đánh họ cho đến A-xê-ca và Ma-kê-đa.|耶 和 華 使 他 們 在 以 色 列 人 面 前 潰 亂 ． 約 書 亞 在 基 遍 大 大 的 殺 敗 他 們 、 追 趕 他 們 在 伯 和 崙 的 上 坡 路 、 擊 殺 他 們 直 到 亞 西 加 、 和 瑪 基 大 。
Khi chúng nó chạy trốn trước mặt Y-sơ-ra-ên và xuống dốc Bê-Hô-rôn, thì Đức Giê-hô-va khiến đá lớn từ trời rớt xuống cả đường cho đến A-xê-ca, và chúng nó đều bị chết. Số những người bị chết về mưa đá nhiều hơn số những người bị dân Y-sơ-ra-ên giết bằng gươm.|他 們 在 以 色 列 人 面 前 逃 跑 、 正 在 伯 和 崙 下 坡 的 時 候 、 耶 和 華 從 天 上 降 大 冰 雹 在 他 們 身 上 、 〔 冰 雹 原 文 作 石 頭 〕 直 降 到 亞 西 加 、 打 死 他 們 ． 被 冰 雹 打 死 的 、 比 以 色 列 人 用 刀 殺 死 的 還 多 。
Ngày mà Đức Giê-hô-va phó dân A-mô-rít cho dân Y-sơ-ra-ên, thì Giô-suê thưa cùng Đức Giê-hô-va tại trước mặt Y-sơ-ra-ên, mà rằng: Hỡi mặt trời, hãy dừng lại trên Ga-ba-ôn; Hỡi mặt trăng, hãy ngừng lại trên trũng A-gia-lôn!|當 耶 和 華 將 亞 摩 利 人 交 付 以 色 列 人 的 日 子 、 約 書 亞 就 禱 告 耶 和 華 、 在 以 色 列 人 眼 前 說 、 日 頭 阿 、 你 要 停 在 基 遍 ． 月 亮 阿 、 你 要 止 在 亞 雅 崙 谷 。
Mặt trời bèn dừng, mặt trăng liền ngừng, Cho đến chừng dân sự đã báo thù quân nghịch mình. Điều đó há không có chép trong sách Gia-sa sao? Mặt trời dừng lại giữa trời, và không vội lặn ước một ngày trọn.|於 是 日 頭 停 留 、 月 亮 止 住 、 直 等 國 民 向 敵 人 報 仇 ． 這 事 豈 不 是 寫 在 雅 煞 珥 書 上 麼 ． 日 頭 在 天 當 中 停 住 、 不 急 速 下 落 、 約 有 一 日 之 久 。
Từ trước và về sau, chẳng hề có ngày nào như ngày đó, là ngày Đức Giê-hô-va có nhậm lời của một loài người; vì Đức Giê-hô-va chiến cự cho dân Y-sơ-ra-ên.|在 這 日 以 前 、 這 日 以 後 、 耶 和 華 聽 人 的 禱 告 、 沒 有 像 這 日 的 ． 是 因 耶 和 華 為 以 色 列 爭 戰 。
Rồi Giô-suê và cả Y-sơ-ra-ên trở về trại quân Ghinh-ganh.|約 書 亞 和 以 色 列 眾 人 回 到 吉 甲 的 營 中 。
Vả, năm vua kia đã chạy trốn, và ẩn trong một hang đá tại Ma-kê-đa.|那 五 王 逃 跑 、 藏 在 瑪 基 大 洞 裡 。
Có người thuật cho Giô-suê hay điều đó, mà rằng: Người ta có gặp năm vua núp trong một hang đá tại Ma-kê-đa.|有 人 告 訴 約 書 亞 說 、 那 五 王 已 經 找 到 了 、 都 藏 在 瑪 基 大 洞 裡 。
Giô-suê bèn dạy rằng: Hãy lấy đá lớn lấp miệng hang lại, và cắt người canh giữ.|約 書 亞 說 、 你 們 把 幾 塊 大 石 頭 輥 到 洞 口 、 派 人 看 守 ．
Còn các ngươi chớ dừng lại, phải rượt theo quân nghịch, xông đánh phía sau; đừng để chúng nó vào thành chúng nó; vì Giê-hô-va Đức Chúa Trời các ngươi đã phó chúng nó vào tay các ngươi.|你 們 卻 不 可 耽 延 ． 要 追 趕 你 們 的 仇 敵 、 擊 殺 他 們 儘 後 邊 的 人 、 不 容 他 們 進 自 己 的 城 邑 ． 因 為 耶 和 華 你 們 的 　 神 已 經 把 他 們 交 在 你 們 手 裡 。
Khi Giô-suê và dân Y-sơ-ra-ên đã đánh chúng nó bị bại rất lớn, cho đến nỗi tuyệt diệt đi, và khi những người trong chúng nó đã được thoát khỏi, rút ở lại trong thành kiên cố,|約 書 亞 和 以 色 列 人 大 大 殺 敗 他 們 、 直 到 將 他 們 滅 盡 ． 其 中 剩 下 的 人 都 進 了 堅 固 的 城 。
thì cả dân sự trở về với Giô-suê bình yên nơi trại quân tại Ma-kê-đa, chẳng một ai dám khua môi nghịch cùng dân Y-sơ-ra-ên.|眾 百 姓 就 安 然 回 瑪 基 大 營 中 、 到 約 書 亞 那 裡 ． 沒 有 一 人 敢 向 以 色 列 人 饒 舌 。
Bấy giờ, Giô-suê nói rằng: Hãy mở miệng hang, đem năm vua đó ra, rồi dẫn đến cho ta.|約 書 亞 說 、 打 開 洞 口 、 將 那 五 王 從 洞 裡 帶 出 來 、 領 到 我 面 前 。
Họ làm như vậy, đưa năm vua ra khỏi hang đá, và dẫn đến cho người, tức là vua Giê-ru-sa-lem, vua Hếp-rôn, vua Giạt-mút, vua La-ki, và vua Ec-lôn.|眾 人 就 這 樣 行 、 將 那 五 王 、 就 是 耶 路 撒 冷 王 、 希 伯 崙 王 、 耶 末 王 、 拉 吉 王 、 伊 磯 倫 王 、 從 洞 裡 帶 出 來 、 領 到 約 書 亞 面 前 。
Khi họ đã dẫn năm vua này đến cùng Giô-suê, thì Giô-suê gọi hết thảy người nam của Y-sơ-ra-ên, và nói cùng các binh tướng đã đi với mình, mà rằng: Hãy lại gần, đạp chơn lên cổ của các vua này. Họ bèn đến gần, đạp chơn trên cổ các vua ấy.|帶 出 那 五 王 到 約 書 亞 面 前 的 時 候 、 約 書 亞 就 召 了 以 色 列 眾 人 來 、 對 那 些 和 他 同 去 的 軍 長 說 、 你 們 近 前 來 、 把 腳 踏 在 這 些 王 的 頸 項 上 。 他 們 就 近 前 來 、 把 腳 踏 在 這 些 王 的 頸 項 上 。
Đoạn, Giô-suê nói cùng họ rằng: Chớ ngại, và chớ kinh khủng; khá vững lòng bền chí, vì Đức Giê-hô-va sẽ làm như vậy cho hết thảy thù nghịch các ngươi, mà các ngươi sẽ chiến cự.|約 書 亞 對 他 們 說 、 你 們 不 要 懼 怕 、 也 不 要 驚 惶 、 應 當 剛 強 壯 膽 ． 因 為 耶 和 華 必 這 樣 待 你 們 所 要 攻 打 的 一 切 仇 敵 。
Sau rồi, Giô-suê đánh giết các vua ấy, biểu đem treo trên năm cây; năm vua ấy bị treo trên cây cho đến chiều tối.|隨 後 約 書 亞 將 這 五 王 殺 死 、 掛 在 五 棵 樹 上 ． 他 們 就 在 樹 上 直 掛 到 晚 上 。
Khi mặt trời chen lặn, Giô-suê biểu người ta hạ thây xuống khỏi cây; họ liệng những thây trong hang đá, là chỗ các vua ấy đã núp, rồi lấy những đá lớn lấp miệng hang lại, hãy còn cho đến ngày nay.|日 頭 要 落 的 時 候 、 約 書 亞 一 吩 咐 、 人 就 把 屍 首 從 樹 上 取 下 來 、 丟 在 他 們 藏 過 的 洞 裡 、 把 幾 塊 大 石 頭 放 在 洞 口 、 直 存 到 今 日 。
Trong ngày đó, Giô-suê cũng chiếm lấy Ma-kê-đa, và dùng lưỡi gươm giết cả thành cùng vua nó. Người tận diệt thành, luôn hết thảy kẻ ở trong, không để thoát một ai. Người đãi vua Ma-kê-đa như đã đãi vua Giê-ri-cô.|當 日 約 書 亞 奪 了 瑪 基 大 、 用 刀 擊 殺 城 中 的 人 、 和 王 ． 將 其 中 一 切 人 口 盡 行 殺 滅 、 沒 有 留 下 一 個 ． 他 待 瑪 基 大 王 像 從 前 待 耶 利 哥 王 一 樣 。
Đoạn, Giô-suê cùng cả Y-sơ-ra-ên ở Ma-kê-đa đi qua Líp-na, và hãm đánh Líp-na.|約 書 亞 和 以 色 列 眾 人 從 瑪 基 大 往 立 拿 去 、 攻 打 立 拿 。
Đức Giê-hô-va cũng phó Líp-na cùng vua nó vào tay Y-sơ-ra-ên; họ dùng lưỡi gươm diệt thành, luôn hết thảy kẻ ở trong đó, chẳng để thoát một ai. Người đãi vua thành này y như đã đãi vua Giê-ri-cô vậy.|耶 和 華 將 立 拿 、 和 立 拿 的 王 、 也 交 在 以 色 列 人 手 裡 ． 約 書 亞 攻 打 這 城 、 用 刀 擊 殺 了 城 中 的 一 切 人 口 、 沒 有 留 下 一 個 、 他 待 立 拿 王 、 像 從 前 待 耶 利 哥 王 一 樣 。
Kế ấy, Giô-suê cùng cả Y-sơ-ra-ên ở Líp-na đi qua La-ki, đóng trại đối cùng thành, và hãm đánh nó.|約 書 亞 和 以 色 列 眾 人 從 立 拿 往 拉 吉 去 、 對 著 拉 吉 安 營 、 攻 打 這 城 。
Đức Giê-hô-va phó La-ki vào tay Y-sơ-ra-ên; ngày thứ hai họ chiếm lấy thành, dùng lưỡi gươm diệt thành với những người ở trong, cũng y như đã làm cho Líp-na vậy.|耶 和 華 將 拉 吉 交 在 以 色 列 人 的 手 裡 ． 第 二 天 約 書 亞 就 奪 了 拉 吉 、 用 刀 擊 殺 了 城 中 的 一 切 人 口 ． 是 照 他 向 立 拿 一 切 所 行 的 。
Bấy giờ, Hô-ram, vua Ghê-xe, đi lên tiếp cứu La-ki; Giô-suê đánh bại người và dân sự người, đến đỗi không còn để ai thoát khỏi.|那 時 基 色 王 荷 蘭 上 來 幫 助 拉 吉 、 約 書 亞 就 把 他 和 他 的 民 都 擊 殺 了 、 沒 有 留 下 一 個 。
Đoạn, Giô-suê cùng Y-sơ-ra-ên ở La-ki đi qua Ec-lôn, đóng trại đối ngang thành, và hãm đánh nó.|約 書 亞 和 以 色 列 眾 人 從 拉 吉 往 伊 磯 倫 去 、 對 著 伊 磯 倫 安 營 、 攻 打 這 城 ．
Chánh ngày đó, họ chiếm lấy thành, dùng lưỡi gươm diệt nó đi. Trong ngày đó, Giô-suê tận diệt thành với hết thảy người ở trong đó, y như người đã làm cho La-ki vậy.|當 日 就 奪 了 城 、 用 刀 擊 殺 了 城 中 的 人 ． 那 日 約 書 亞 將 城 中 的 一 切 人 口 、 盡 行 殺 滅 ． 是 照 他 向 拉 吉 一 切 所 行 的 。
Kế đó, Giô-suê cùng cả Y-sơ-ra-ên từ Ec-lôn đi lên Hếp-rôn, và hãm đánh nó.|約 書 亞 和 以 色 列 眾 人 從 伊 磯 倫 上 希 伯 崙 去 、 攻 打 這 城 ．
Họ chiếm lấy thành, dùng lưỡi gươm diệt thành, vua, các hương thôn nó, và mọi người ở trong đó, không để thoát khỏi một ai, cũng y như người đã làm cho Ec-lôn vậy; người tận diệt thành và các người ở trong.|就 奪 了 希 伯 崙 和 屬 希 伯 崙 的 諸 城 邑 、 用 刀 將 城 中 的 人 、 與 王 、 並 那 些 城 邑 中 的 人 口 、 都 擊 殺 了 、 沒 有 留 下 一 個 ． 是 照 他 向 伊 磯 倫 所 行 的 、 把 城 中 的 一 切 人 口 、 盡 行 殺 滅 。
