
					Dân Số 1				|
và ta đã chọn lấy người Lê-vi thế cho mọi con đầu lòng của dân Y-sơ-ra-ên.|我 揀 選 利 未 人 代 替 以 色 列 人 中 一 切 頭 生 的 。
Bởi trong dân Y-sơ-ra-ên ta đã chọn người Lê-vi ban trọn cho A-rôn và các con trai người, đặng làm công việc của dân Y-sơ-ra-ên ở trong hội mạc, cùng làm lễ chuộc tội cho dân Y-sơ-ra-ên, hầu cho khi họ đến gần nơi thánh, chẳng có tai hại chi trong dân Y-sơ-ra-ên.|我 從 以 色 列 人 中 、 將 利 未 人 當 作 賞 賜 給 亞 倫 和 他 的 兒 子 、 在 會 幕 中 辦 以 色 列 人 的 事 、 又 為 以 色 列 人 贖 罪 、 免 得 他 們 挨 近 聖 所 有 災 殃 臨 到 他 們 中 間 。
Vậy, Môi-se, A-rôn, và cả hội dân Y-sơ-ra-ên, đối cùng người Lê-vi làm hết mọi điều Đức Giê-hô-va đã phán dặn Môi-se về họ; dân Y-sơ-ra-ên đối cùng người Lê-vi đều làm như vậy.|摩 西 、 亞 倫 、 並 以 色 列 全 會 眾 、 便 向 利 未 人 如 此 行 ． 凡 耶 和 華 指 著 利 未 人 所 吩 咐 摩 西 的 、 以 色 列 人 就 向 他 們 這 樣 行 。
Người Lê-vi bèn làm cho mình được sạch khỏi tội, và giặt áo xống mình; rồi A-rôn dâng họ như của lễ đưa qua đưa lại trước mặt Đức Giê-hô-va, và làm lễ chuộc tội cho, để dọn họ được sạch.|於 是 利 未 人 潔 淨 自 己 、 除 了 罪 、 洗 了 衣 服 ． 亞 倫 將 他 們 當 作 搖 祭 奉 到 耶 和 華 面 前 、 又 為 他 們 贖 罪 潔 淨 他 們 。
Sau rồi, người Lê-vi đến đặng làm công việc mình trong hội mạc trước mặt A-rôn và trước mặt các con trai người. Đối cùng người Lê-vi, người ta làm y như Đức Giê-hô-va đã phán dặn Môi-se về họ.|然 後 利 未 人 進 去 、 在 亞 倫 和 他 兒 子 面 前 、 在 會 幕 中 辦 事 ． 耶 和 華 指 著 利 未 人 怎 樣 吩 咐 摩 西 、 以 色 列 人 就 怎 樣 向 他 們 行 了 。
Đoạn, Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Nầy là lệ định về người Lê-vi: Từ hai mươi lăm tuổi sắp lên, người Lê-vi phải đến nhập ban trong công việc của hội mạc.|利 未 人 是 這 樣 ． 從 二 十 五 歲 以 外 、 他 們 要 前 來 任 職 、 辦 會 幕 的 事 。
Nhưng đến năm mươi tuổi, người sẽ ra ban, chẳng làm công việc nữa;|到 了 五 十 歲 要 停 工 退 任 、 不 再 辦 事 。
người phải cứ giúp đỡ anh em mình trong hội mạc, coi sóc việc chi đã giao cho, nhưng không nên làm công việc nữa. Ngươi phải đối cùng người Lê-vi mà làm như vậy về chức phận của họ.|只 要 在 會 幕 裡 、 和 他 們 的 弟 兄 一 同 伺 候 謹 守 所 吩 咐 的 、 不 再 辦 事 了 ． 至 於 所 吩 咐 利 未 人 的 、 你 要 這 樣 向 他 們 行 。

					Dân Số 9				|
						民數記 9					
Tháng giêng năm thứ hai, sau khi ra khỏi xứ Ê-díp-tô, Đức Giê-hô-va lại phán cùng Môi-se trong đồng vắng Si-na -i rằng:|以 色 列 人 出 埃 及 地 以 後 、 第 二 年 正 月 、 耶 和 華 在 西 乃 的 曠 野 吩 咐 摩 西 說 、
Dân Y-sơ-ra-ên phải giữ lễ Vượt-qua theo kỳ nhất định.|以 色 列 人 應 當 在 所 定 的 日 期 守 逾 越 節 、
Các ngươi phải giữ lễ đó theo kỳ nhất định, tức là ngày mười bốn tháng nầy, vào buổi chiều tối; các ngươi phải làm theo hết thảy lệ định và luật pháp về lễ đó.|就 是 本 月 十 四 日 黃 昏 的 時 候 、 你 們 要 在 所 定 的 日 期 守 這 節 、 要 按 這 節 的 律 例 典 章 而 守 。
Vậy, Môi-se nói cùng dân Y-sơ-ra-ên để họ giữ lễ Vượt-qua.|於 是 摩 西 吩 咐 以 色 列 人 守 逾 越 節 。
Dân Y-sơ-ra-ên giữ lễ Vượt-qua trong tuần tháng giêng, ngày mười bốn, vào buổi chiều tối, tại đồng vắng Si-na -i, làm y mọi điều Đức Giê-hô-va đã phán dặn Môi-se.|他 們 就 在 西 乃 的 曠 野 、 正 月 十 四 日 黃 昏 的 時 候 、 守 逾 越 節 ． 凡 耶 和 華 所 吩 咐 摩 西 的 、 以 色 列 人 都 照 樣 行 了 。
Vả, có mấy người vì cớ xác chết mà bị ô uế, không được giữ lễ Vượt-qua trong ngày đó, bèn đến trước mặt Môi-se và A-rôn,|有 幾 個 人 因 死 屍 而 不 潔 淨 、 不 能 在 那 日 守 逾 越 節 ． 當 日 他 們 到 摩 西 亞 倫 面 前 、
mà thưa cùng Môi-se rằng: Chúng tôi bị lây ô uế vì xác chết của loài người; sao tại trong dân Y-sơ-ra-ên chúng tôi phải bị cất phần dâng của lễ cho Đức Giê-hô-va theo kỳ đã chỉ?|說 、 我 們 雖 因 死 屍 而 不 潔 淨 、 為 何 被 阻 止 不 得 同 以 色 列 人 、 在 所 定 的 日 期 獻 耶 和 華 的 供 物 呢 。
Môi-se đáp rằng: Hãy đợi để ta biết điều Đức Giê-hô-va sẽ truyền dạy về các ngươi.|摩 西 對 他 們 說 、 你 們 暫 且 等 候 、 我 可 以 去 聽 耶 和 華 指 著 你 們 是 怎 樣 吩 咐 的 。
Đức Giê-hô-va bèn phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy nói cùng dân Y-sơ-ra-ên rằng: Khi một người trong vòng các ngươi hay là trong vòng hậu đại các ngươi bị ô uế vì cớ xác chết, hoặc mắc đi xa, thì cũng buộc phải giữ lễ Vượt-qua cho Đức Giê-hô-va.|你 曉 諭 以 色 列 人 說 、 你 們 和 你 們 後 代 中 、 若 有 人 因 死 屍 而 不 潔 淨 、 或 在 遠 方 行 路 、 還 要 向 耶 和 華 守 逾 越 節 。
Mấy người đó phải giữ lễ nầy ngày mười bốn tháng hai, vào buổi chiều tối, ăn bánh không men cùng rau đắng,|他 們 要 在 二 月 十 四 日 、 黃 昏 的 時 候 、 守 逾 越 節 、 要 用 無 酵 餅 與 苦 菜 、 和 逾 越 節 的 羊 羔 同 喫 。
chớ nên để chi còn dư lại đến sáng lai, và cũng chẳng nên bẻ gãy những xương; phải giữ theo mọi luật lệ về lễ Vượt-qua vậy.|一 點 不 可 留 到 早 晨 、 羊 羔 的 骨 頭 一 根 也 不 可 折 斷 ． 他 們 要 照 逾 越 節 的 一 切 律 例 而 守 。
Nhưng còn ai tinh sạch và không có đi xa, nếu chẳng giữ lễ Vượt-qua thì sẽ bị truất khỏi dân sự mình: vì người ấy chẳng dâng của lễ cho Đức Giê-hô-va trong kỳ nhất định; người sẽ mang lấy tội mình.|那 潔 淨 而 不 行 路 的 人 、 若 推 辭 不 守 逾 越 節 、 那 人 要 從 民 中 剪 除 、 因 為 他 在 所 定 的 日 期 不 獻 耶 和 華 的 供 物 、 應 該 擔 當 他 的 罪 。
Khi một khách ngoại bang kiều ngụ giữa các ngươi mà muốn giữ lễ Vượt-qua cho Đức Giê-hô-va, thì phải giữ theo lệ định và luật pháp về lễ Vượt-qua. Đồng có một luật lệ cho các ngươi, cho khách ngoại bang, và cho người nào sanh tại trong xứ.|若 有 外 人 寄 居 在 你 們 中 間 、 願 意 向 耶 和 華 守 逾 越 節 、 他 要 照 逾 越 節 的 律 例 典 章 行 、 不 管 是 寄 居 的 、 是 本 地 人 、 同 歸 一 例 。
Vả, ngày người ta dựng đền tạm, thì trụ mây bao phủ đền tạm và Trại chứng cớ; ban chiều dường có một vầng lửa ở trên đền tạm cho đến sáng mai.|立 起 帳 幕 的 那 日 、 有 雲 彩 遮 蓋 帳 幕 、 就 是 法 櫃 的 帳 幕 、 從 晚 上 到 早 晨 、 雲 彩 在 其 上 、 形 狀 如 火 。
Hằng có như vậy; ban ngày trụ mây bao phủ đền tạm, và ban đêm giống như có lửa.|常 是 這 樣 、 雲 彩 遮 蓋 帳 幕 、 夜 間 形 狀 如 火 。
Mỗi khi trụ mây cất lên khỏi Trại, thì dân Y-sơ-ra-ên ra đi; trong nơi nào trụ mây dừng lại, thì dân Y-sơ-ra-ên hạ trại ở đó.|雲 彩 幾 時 從 帳 幕 收 上 去 、 以 色 列 人 就 幾 時 起 行 、 雲 彩 在 哪 裡 停 住 、 以 色 列 人 就 在 那 裡 安 營 。
Dân Y-sơ-ra-ên ra đi theo mạng Đức Giê-hô-va, và hạ trại theo mạng Đức Giê-hô-va. Trọn trong lúc trụ mây ngự trên đền tạm, thì dân Y-sơ-ra-ên cứ đóng trại.|以 色 列 人 遵 耶 和 華 的 吩 咐 起 行 、 也 遵 耶 和 華 的 吩 咐 安 營 ． 雲 彩 在 帳 幕 上 停 住 幾 時 、 他 們 就 住 營 幾 時 。
Khi nào trụ mây ngự lâu trên đền tạm, thì dân Y-sơ-ra-ên vâng theo mạng Đức Giê-hô-va, chẳng hề ra đi.|雲 彩 在 帳 幕 上 停 留 許 多 日 子 、 以 色 列 人 就 守 耶 和 華 所 吩 咐 的 、 不 起 行 。
Nhưng khi nào trụ mây ngự ít ngày trên đền tạm, thì dân Y-sơ-ra-ên cứ vâng theo mạng Đức Giê-hô-va mà hạ trại và ra đi.|有 時 雲 彩 在 帳 幕 上 幾 天 、 他 們 就 照 耶 和 華 的 吩 咐 住 營 、 也 照 耶 和 華 的 吩 咐 起 行 。
Khi trụ mây ngự tại đó từ buổi chiều đến sáng mai, và khi đến sáng mai trụ mây cất lên, thì ra đi; không cứ ngày hay đêm trụ mây cất lên, thì họ ra đi.|有 時 從 晚 上 到 早 晨 、 有 這 雲 彩 在 帳 幕 上 ． 早 晨 雲 彩 收 上 去 、 他 們 就 起 行 ． 有 時 晝 夜 雲 彩 停 在 帳 幕 上 、 收 上 去 的 時 候 、 他 們 就 起 行 。
Trụ mây ngự trên đền tạm hoặc hai ngày, hoặc một tháng, hoặc lâu hơn nữa, thì dân Y-sơ-ra-ên cứ đóng trại, không hề ra đi; nhưng khi trụ mây cất lên, thì họ ra đi.|雲 彩 停 留 在 帳 幕 上 、 無 論 是 兩 天 、 是 一 月 、 是 一 年 、 以 色 列 人 就 住 營 不 起 行 、 但 雲 彩 收 上 去 、 他 們 就 起 行 。
Dân Y-sơ-ra-ên hạ trại và ra đi tùy theo mạng Đức Giê-hô-va; họ theo chương trình của Đức Giê-hô-va, tùy mạng Ngài đã cậy Môi-se mà truyền cho.|他 們 遵 耶 和 華 的 吩 咐 安 營 、 也 遵 耶 和 華 的 吩 咐 起 行 ． 他 們 守 耶 和 華 所 吩 咐 的 、 都 是 憑 耶 和 華 吩 咐 摩 西 的 。

					Dân Số 10				|
						民數記 10					
Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hãy làm hai ống loa bằng bạc, đánh giát, dùng cho ngươi để nhóm hiệp hội chúng và truyền cho các trại quân ra đi.|你 要 用 銀 子 作 兩 枝 號 、 都 要 錘 出 來 的 、 用 以 招 聚 會 眾 、 並 叫 眾 營 起 行 。
Khi nào người ta thổi loa, toàn hội chúng sẽ nhóm lại gần bên ngươi, tại cửa hội mạc.|吹 這 號 的 時 候 、 全 會 眾 要 到 你 那 裡 、 聚 集 在 會 幕 門 口 。
Nếu người ta thổi chỉ một ống loa, thì các quan trưởng, tức là các quan tướng đội-quân Y-sơ-ra-ên phải nhóm lại gần bên ngươi;|若 單 吹 一 枝 、 眾 首 領 就 是 以 色 列 軍 中 的 統 領 、 要 聚 集 到 你 那 裡 。
khi các ngươi thổi tiếng vang, thì những trại quân ở về hướng đông phải ra đi.|吹 出 大 聲 的 時 候 、 東 邊 安 的 營 都 要 起 行 。
Khi các ngươi thổi tiếng vang lần thứ nhì, thì những trại quân ở về hướng nam phải ra đi; người ta sẽ thổi tiếng vang khi nào các trại quân phải ra đi vậy.|二 次 吹 出 大 聲 的 時 候 、 南 邊 安 的 營 都 要 起 行 、 他 們 將 起 行 必 吹 出 大 聲 。
Khi nhóm hội chúng, các ngươi phải thổi, nhưng đừng thổi tiếng vang.|但 招 聚 會 眾 的 時 候 、 你 們 要 吹 號 、 卻 不 要 吹 出 大 聲 。
Các con trai A-rôn, là những thầy tế lễ, sẽ thổi những ống loa. Từ đời nầy sang đời kia, ấy sẽ là một lệ định đời đời cho các ngươi.|亞 倫 子 孫 作 祭 司 的 要 吹 這 號 這 要 作 你 們 世 世 代 代 永 遠 的 定 例 。
Khi nào trong xứ các ngươi phải ra chiến trận cùng kẻ thù nghịch xông đánh mình, thì phải thổi loa tiếng vang; Giê-hô-va, Đức Chúa Trời của các ngươi sẽ nhớ lại các ngươi, và các ngươi sẽ được giải thoát khỏi kẻ thù nghịch.|你 們 在 自 己 的 地 、 與 欺 壓 你 們 的 敵 人 打 仗 、 就 要 用 號 吹 出 大 聲 、 便 在 耶 和 華 你 們 的 　 神 面 前 得 蒙 紀 念 、 也 蒙 拯 救 脫 離 仇 敵 。
Trong những ngày vui mừng, trong các lễ trọng thể và đầu tháng của các ngươi, thì phải thổi loa khi dâng những của lễ thiêu và của lễ thù ân mình; loa sẽ dùng làm kỷ niệm trước mặt Đức Chúa Trời của các ngươi. Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|在 你 們 快 樂 的 日 子 和 節 期 、 並 月 朔 、 獻 燔 祭 和 平 安 祭 、 也 要 吹 號 。 這 都 要 在 你 們 的 　 神 面 前 作 為 紀 念 ． 我 是 耶 和 華 你 們 的 　 神 。
Xảy trong ngày hai mươi tháng hai, năm thứ hai, thì trụ mây cất lên khỏi đền tạm chứng cớ.|第 二 年 二 月 二 十 日 、 雲 彩 從 法 櫃 的 帳 幕 收 上 去 。
Dân Y-sơ-ra-ên, theo chương trình đã định, ra từ đồng vắng Si-na -i, và trụ mây dừng lại tại đồng vắng Pha-ran.|以 色 列 人 就 按 站 往 前 行 、 離 開 西 乃 的 曠 野 、 雲 彩 停 住 在 巴 蘭 的 曠 野 。
Vậy, dân Y-sơ-ra-ên vâng mạng của Đức Giê-hô-va cậy Môi-se truyền cho, mà ra đi lần thứ nhất.|這 是 他 們 照 耶 和 華 藉 摩 西 所 吩 咐 的 、 初 次 往 前 行 。
Ngọn cờ của trại quân Giu-đa, tùy theo các đội ngũ mình, đi trước. Na-ha-sôn, con trai A-mi-na-đáp, thống lãnh quân đội Giu-đa.|按 著 軍 隊 首 先 往 前 行 的 、 是 猶 大 營 的 纛 、 統 領 軍 隊 的 、 是 亞 米 拿 達 的 兒 子 拿 順 。
Na-tha-na-ên, con trai Xu -a, thống lãnh quân đội của chi phái Y-sa-ca.|統 領 以 薩 迦 支 派 軍 隊 的 、 是 蘇 押 的 兒 子 拿 坦 業 。
Ê-li-áp, con trai Hê-lôn, thống lãnh quân đội của chi phái Sa-bu-lôn.|統 領 西 布 倫 支 派 軍 隊 的 是 希 倫 的 兒 子 以 利 押 。
Bấy giờ, đền tạm đã tháo dỡ, rồi con cháu Ghẹt-sôn và con cháu Mê-ra-ri khiêng đền tạm, bèn ra đi.|帳 幕 拆 卸 、 革 順 的 子 孫 、 和 米 拉 利 的 子 孫 、 就 抬 著 帳 幕 先 往 前 行 。
Kế đó, ngọn cờ của trại quân Ru-bên ra đi, tùy theo các đội ngũ mình. Ê-lít-su, con trai Sê-đêu, thống lãnh quân đội Ru-bên.|按 著 軍 隊 往 前 行 的 是 流 便 營 的 纛 、 統 領 軍 隊 的 、 是 示 丟 珥 的 兒 子 以 利 蓿 。
Sê-lu-mi-ên, con trai Xu-ri-ha-đai, thống lãnh quân đội của chi phái Si-mê-ôn.|統 領 西 緬 支 派 軍 隊 的 、 是 蘇 利 沙 代 的 兒 子 示 路 蔑 。
Ê-li-sáp, con trai Đê -u-ên, thống lãnh quân đội của chi phái Gát.|統 領 迦 得 支 派 軍 隊 的 、 是 丟 珥 的 兒 子 以 利 雅 薩 。
Bấy giờ, các người Kê-hát khiêng những vật thánh ra đi; người ta dựng đền tạm lên đương lúc đợi họ đến.|哥 轄 人 抬 著 聖 物 先 往 前 行 、 他 們 未 到 以 前 抬 帳 幕 的 已 經 把 帳 幕 支 好 。
Đoạn, ngọn cờ của trại quân con cháu Ep-ra-im ra đi, tùy theo đội ngũ mình. Ê-li-sa-ma, con trai A-mi-hút, thống lãnh quân đội Ep-ra-im.|按 著 軍 隊 往 前 行 的 是 以 法 蓮 營 的 纛 、 統 領 軍 隊 的 、 是 亞 米 忽 的 兒 子 以 利 沙 瑪 。
Ga-ma-li-ên, con trai Phê-đát-su, thống lãnh quân đội của chi phái Ma-na-se.|統 領 瑪 拿 西 支 派 軍 隊 的 、 是 比 大 蓿 的 兒 子 迦 瑪 列 。
A-bi-đan, con trai Ghi-đeo-ni, thống lãnh quân đội của chi phái Bên-gia-min.|統 領 便 雅 憫 支 派 軍 隊 的 是 基 多 尼 的 兒 子 亞 比 但 。
Rốt lại, ngọn cờ của trại quân Đan ra đi, tùy theo các đội ngũ mình; nó làm hậu binh của các trại quân khác. A-hi-ê-xe, con trai A-mi-sa-đai, thống lãnh quân đội Đan.|在 諸 營 末 後 的 是 但 營 的 纛 、 按 著 軍 隊 往 前 行 、 統 領 軍 隊 的 、 是 亞 米 沙 代 的 兒 子 亞 希 以 謝 。
Pha-ghi-ên, con trai Oc-ran, thống lãnh quân đội của chi phái A-se.|統 領 亞 設 支 派 軍 隊 的 是 俄 蘭 的 兒 子 帕 結 。
A-hi-ra, con trai Ê-nan, thống lãnh quân đội của chi phái Nép-ta-li.|統 領 拿 弗 他 利 支 派 軍 隊 的 是 、 以 南 的 兒 子 亞 希 拉 。
Đó là thứ tự về sự cất binh đi của dân Y-sơ-ra-ên, tùy theo các đội ngũ mình; ấy, họ ra đi là như vậy.|以 色 列 人 按 著 軍 隊 往 前 行 、 就 是 這 樣 。
