
					Deuteronomy 1				|
Then there will be a place marked out by the Lord your God as the resting-place for his name, and there you will take all the things which I give you orders to take: your burned offerings and other offerings, and the tenth part of your goods, and the offerings to be lifted up, and the offerings of your oaths which you make to the Lord;|Bấy giờ, sẽ có một chỗ mà Giê-hô-va Đức Chúa Trời các ngươi chọn, đặng cho danh Ngài ở; ấy là nơi các ngươi sẽ đem dâng mọi điều ta dặn các ngươi, tức là những của lễ thiêu, các hi sinh, thuế một phần mười, lễ vật dâng giơ lên, và mọi của lễ tốt nhất, mà các ngươi hứa nguyện dâng cho Đức Giê-hô-va.
And you will be glad before the Lord your God, you and your sons and your daughters, and your men-servants and your women-servants, and the Levite who is with you in your house, because he has no part or heritage among you.|Các ngươi, con trai, con gái, tôi trai và tớ gái của các ngươi sẽ vui vẻ trước mặt Giê-hô-va Đức Chúa Trời các ngươi, luôn với người Lê-vi ở trong thành các ngươi.
Take care that you do not make your burned offerings in any place you see:|Khá coi chừng, chớ dâng của lễ thiêu mình trong những nơi nào ngươi thấy;
But in the place marked out by the Lord in one of your tribes, there let your burned offerings be offered, and there do what I have given you orders to do.|nhưng phải dâng tại nơi Đức Giê-hô-va sẽ chọn trong một của các chi phái ngươi, và tại đó ngươi phải làm mọi điều ta truyền dặn.
Only you may put to death animals, such as the gazelle or the roe, for your food in any of your towns, at the desire of your soul, in keeping with the blessing of the Lord your God which he has given you: the unclean and the clean may take of it.|Song trong các thành mình, ngươi được mặc ý giết những thú vật và ăn thịt nó, tùy theo sự phước lành mà Giê-hô-va Đức Chúa Trời ngươi sẽ ban cho ngươi; vô luận người bị ô uế hay là người được tinh sạch sẽ đều ăn thịt nó như ăn con hoàng dương và con nai đực.
But you may not take the blood for food, it is to be drained out on the earth like water.|Chỉ các ngươi chớ ăn huyết; phải đổ huyết trên đất như nước vậy.
In your towns you are not to take as food the tenth part of your grain, or of your wine or your oil, or the first births of your herds or of your flocks, or anything offered under an oath, or freely offered to the Lord, or given as a lifted offering;|Của thuế một phần mười về ngũ cốc, về rượu hay là dầu, cùng những con đầu lòng của bầy bò hay chiên, vật chi ngươi hứa nguyện dâng lên, các của lễ lạc ý, hay là lễ vật dâng giơ lên, thì các ngươi chẳng nên ăn tại trong các thành mình.
But they will be your food before the Lord your God in the place of his selection, where you may make a feast of them, with your son and your daughter, and your man-servant and your woman-servant, and the Levite who is living with you: and you will have joy before the Lord your God in everything to which you put your hand.|Nhưng ngươi, các con trai, con gái, tôi trai, và tớ gái ngươi, cùng người Lê-vi ở trong thành ngươi, phải ăn những vật ấy trước mặt Giê-hô-va Đức Chúa Trời ngươi, tại chỗ Ngài sẽ chọn; ngươi sẽ vui vẻ trước mặt Giê-hô-va Đức Chúa Trời ngươi, về mọi việc tay ngươi đã làm.
See that you do not give up caring for the Levite as long as you are living in your land.|Trọn đời ngươi ở trong xứ, khá giữ mình, chớ bỏ bê người Lê-vi.
When the Lord your God makes wide the limit of your land, as he has said, and you say, I will take flesh for my food, because you have a desire for it; then you may take whatever flesh you have a desire for.|Khi Giê-hô-va Đức Chúa Trời ngươi đã mở rộng bờ cõi ngươi, y như Ngài đã phán, và vì ngươi ước ao ăn thịt, nên nói: Tôi muốn ăn thịt! thì khá tùy ý ăn lấy.
If the place marked out by the Lord your God as the resting-place for his name is far away from you, then take from your herds and from your flocks which the Lord has given you, as I have said, and have a meal of it in the towns where you may be living.|Nếu chỗ mà Giê-hô-va Đức Chúa Trời ngươi đã chọn đặng đặt danh, Ngài cách xa ngươi, ngươi được giết bò hay chiên mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi, y như ta dặn; rồi tùy ý ngươi muốn, ăn lấy nó trong thành mình.
It will be your food, like the gazelle and the roe; the unclean and the clean may take of it.|Phải ăn thịt ấy như ăn con hoàng dương và con nai đực; vô luận người bị ô uế hay là người tinh sạch cũng đều ăn cả.
But see that you do not take the blood for food; for the blood is the life; and you may not make use of the life as food with the flesh.|Song phải giữ mình, chớ ăn huyết; vì huyết là sự sống, nên chớ ăn thịt luôn với sự sống.
Do not take it for food but let it be drained out on the earth like water.|Ngươi chớ ăn huyết: phải đổ nó trên đất như nước.
Do not take it for food; so that it may be well for you and for your children after you, while you do what is right in the eyes of the Lord.|Đừng ăn huyết, hầu ngươi và con cháu ngươi được phước, bởi vì có làm điều ngay thẳng trước mặt Đức Giê-hô-va.
But the holy things which you have, and the offerings of your oaths, you are to take to the place which will be marked out by the Lord:|Còn về thú vật ngươi biệt riêng ra thánh, hay là hứa nguyện dâng lên, thì phải đem nó theo mình đến nơi Đức Giê-hô-va đã chọn,
Offering the flesh and the blood of your burned offerings on the altar of the Lord your God; and the blood of your offerings is to be drained out on the altar of the Lord your God, and the flesh will be your food.|dâng thịt và huyết nó làm của lễ thiêu trên bàn thờ của Giê-hô-va Đức Chúa Trời ngươi; còn huyết các con sinh khác, thì phải đổ trên bàn thờ của Giê-hô-va Đức Chúa Trời ngươi, đoạn mới ăn thịt nó.
Take note of all these orders I am giving you and give attention to them, so that it may be well for you and for your children after you for ever, while you do what is good and right in the eyes of the Lord your God.|Hãy giữ và nghe các điều nầy mà ta dặn biểu ngươi, để ngươi và con cháu ngươi được phước đời đời, bởi vì làm điều tốt lành và ngay thẳng trước mặt Giê-hô-va Đức Chúa Trời ngươi.
When the people of the land where you are going have been cut off before you by the Lord your God, and you have taken their land and are living in it;|Khi Giê-hô-va Đức Chúa Trời ngươi đã diệt khỏi trước mặt ngươi những dân tộc mà ngươi đi đến đặng đuổi đi đó, khi ngươi đã đuổi chúng nó rồi, và được ở trong xứ chúng nó,
After their destruction take care that you do not go in their ways, and that you do not give thought to their gods, saying, How did these nations give worship to their gods? I will do as they did.|thì hãy giữ lấy mình, kẻo sau khi chúng nó đã bị diệt khỏi trước mặt ngươi, ngươi sa vào bẫy, bắt chước chúng nó, mà hỏi rằng: Các dân tộc nầy phục sự các thần mình thế nào? Ta cũng muốn làm theo vậy nữa.
Do not so to the Lord your God: for everything which is disgusting to the Lord and hated by him they have done in honour of their gods: even burning their sons and daughters in the fire to their gods.|Ngươi chớ phục sự Giê-hô-va Đức Chúa Trời ngươi như vậy, vì mọi điều Đức Giê-hô-va lấy làm gớm ghiếc và ghét, thì chúng nó đã làm cho các thần mình: đến nỗi chúng nó thiêu con trai và con gái mình trong lửa, để cúng thờ các thần mình.
You are to keep with care all the words I give you, making no addition to them and taking nothing from them.|Các ngươi khá cẩn thận làm theo mọi điều ta dặn biểu các ngươi: chớ thêm hay là bớt chi hết.

					Deuteronomy 13				|
						Phục Truyền Luật Lệ 13					
If ever you have among you a prophet or a dreamer of dreams and he gives you a sign or a wonder,|Nếu giữa ngươi có nổi lên một tiên tri hay là một kẻ hay chiêm bao làm cho ngươi một dấu kỳ hoặc phép lạ,
And the sign or the wonder takes place, and he says to you, Let us go after other gods, which are strange to you, and give them worship;|nếu dấu kỳ hoặc phép lạ nầy mà người đã nói với ngươi được ứng nghiệm, và người có nói rằng: Ta hãy đi theo hầu việc các thần khác mà ngươi chẳng hề biết,
Then give no attention to the words of that prophet or that dreamer of dreams: for the Lord your God is testing you, to see if all the love of your heart and soul is given to him.|thì chớ nghe lời của tiên tri hay là kẻ chiêm bao ấy, vì Giê-hô-va Đức Chúa Trời các ngươi thử các ngươi, đặng biết các ngươi có hết lòng hết ý kính mến Giê-hô-va Đức Chúa Trời của các ngươi chăng.
But keep on in the ways of the Lord your God, fearing him and keeping his orders and hearing his voice, worshipping him and being true to him.|Các ngươi phải theo Giê-hô-va Đức Chúa Trời của các ngươi, kính sợ Ngài, gìn giữ các điều răn Ngài, vâng nghe tiếng phán Ngài, phục sự Ngài và tríu mến Ngài.
And that prophet or that dreamer of dreams is to be put to death; for his words were said with the purpose of turning you away from the Lord your God, who took you out of the land of Egypt and made you free from the prison-house; and of forcing you out of the way in which the Lord your God has given you orders to go. So you are to put away the evil from among you.|Nhưng người ta phải giết tiên tri hay là kẻ chiêm bao ấy, vì hắn có giục dấy loạn cùng Giê-hô-va Đức Chúa Trời các ngươi, , đặng xô ngươi ra ngoài con đường của Giê-hô-va Đức Chúa Trời ngươi đã chỉ cho ngươi đi. Ay, ngươi sẽ diệt kẻ hung ác khỏi giữa mình là như vậy.
