
					II Kings 1				|
And Jehu sent out through all Israel; and all the servants of Baal came, not one kept away. And they came into the house of Baal, so that it was full from end to end.|và Giê-hu sai những sứ giả đi khắp xứ Y-sơ-ra-ên đòi hết thảy tôi tớ của Ba-anh đến; chúng đều đến chẳng có thiếu một ai hết. Chúng vào miễu thần Ba-anh; và miễu đầy chật từ đầu này đến đầu kia.
And Jehu said to him who kept the robes, Get out robes for all the servants of Baal. So he got out robes for them.|Giê-hu bèn nói cùng người giữ áo lễ rằng: Hãy phát các áo lễ cho các tôi tớ của Ba-anh. Kẻ ấy bèn phát áo cho chúng nó.
And Jehu, with Jehonadab, the son of Rechab, went into the house of Baal; and he said to the servants of Baal, Make a search with care, to see that no servant of the Lord is with you, but only servants of Baal.|Giê-hu và Giô-na-đáp, con trai của Rê-cáp, vào trong miễu thần Ba-anh, nói với các tôi tớ của Ba-anh rằng: Hãy tìm xem cho kỹ, hoặc ở đây có tôi tớ nào của Đức Giê-hô-va chăng, chỉ phải có những tôi tớ của Ba-anh đó thôi.
Then they went in to make offerings and burned offerings. Now Jehu had put eighty men outside, and said to them, If any man whom I give into your hands gets away, the life of him who lets him go will be the price of his life.|Chúng vào đặng dâng các lễ vật và của lễ thiêu. Vả, Giê-hu đã phục tám mươi người rình ngoài miễu, và dặn biểu họ rằng: Ví có ai trong những người mà ta phó vào tay các ngươi thoát khỏi đặng, ắt mạng sống của kẻ để cho nó thoát khỏi sẽ thế cho mạng sống nó.
Then when the burned offering was ended, straight away Jehu said to the armed men and the captains, Go in and put them to death; let not one come out. So they put them to the sword; and, pulling the images to the earth, they went into the holy place of the house of Baal.|Khi đã dâng của lễ thiêu xong, Giê-hu nói với quân hộ vệ và các quan tướng rằng: Hãy vào giết chúng nó, chớ để một ai được ra. vậy, chúng giết họ bằng lưỡi gươm. Đoạn, quân hộ vệ và các quan tướng ném thây họ ra ngoài, lật đật vào thành của miễu Ba-anh.
And they took out the image of Asherah from the house of Baal, and had it burned.|Chúng cất những trụ thờ khỏi miễu và đốt đi,
The altar of Baal was pulled down and the house of Baal was broken up and made an unclean place, as it is to this day.|đập bể hình tượng Ba-anh, cùng phá dỡ đền nó, làm thành một lỗ xí hãy còn đến ngày nay.
So Jehu put an end to the worship of Baal in Israel.|Như vậy, Giê-hu trừ diệt thần Ba-anh khỏi Y-sơ-ra-ên.
But Jehu did not keep himself from all the sins of Jeroboam, the son of Nebat, and the evil he made Israel do; the gold oxen were still in Beth-el and in Dan.|Song người chẳng từ bỏ tội của Giê-rô-bô-am, con trai của Nê-bát, tức tội đã gây cho Y-sơ-ra-ên phạm tội; nghĩa là người còn để lại các bò vàng tại Bê-tên và tại Đan.
And the Lord said to Jehu, Because you have done well in doing what is right in my eyes and effecting all my purpose for the family of Ahab, your sons will be kings of Israel to the fourth generation.|Đức Giê-hô-va phán với Giê-hu rằng: Bởi vì ngươi đã làm rất phải, xử công bình trước mặt ta, và đãi nhà A-háp thuận ý ta, nên con trai ngươi sẽ ngồi trên ngôi Y-sơ-ra-ên cho đến đời thứ tư.
But Jehu did not take care to keep the law of the Lord with all his heart: he did not keep himself from the sin which Jeroboam did and made Israel do.|Nhưng Giê-hu không hết lòng cẩn thận theo luật pháp của Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên; người chẳng từ bỏ tội của Giê-rô-bô-am, tức tội đã gây cho Y-sơ-ra-ên phạm tội.
In those days the Lord was angry first with Israel; and Hazael made attacks on all the land of Israel,|Trong lúc ấy, Đức Giê-hô-va khởi giảm bớt địa phận Y-sơ-ra-ên, khiến cho Ha-xa-ên hãm đánh chúng trên các giới hạn Y-sơ-ra-ên,
East of Jordan, in all the land of Gilead, the Gadites and the Reubenites and the Manassites, from Aroer by the valley of the Arnon, all Gilead and Bashan.|chiếm lấy cả miền từ Giô-đanh chạy đến phía đông, tức là cả xứ Ga-la-át, đất của chi phái Gát, Ru-bên, và Ma-na-se, từ thành A-rô -e, ở trên khe At-nôn, và cho đến cả xứ Ga-la-át và xứ Ba-san.
Now the rest of the acts of Jehu, and all he did, and his great power, are they not recorded in the book of the history of the kings of Israel?|Các chuyện khác của Giê-hu, các công việc người, và sự mạnh dạn người, đều đã chép trong sử ký về các vua Y-sơ-ra-ên.
And Jehu went to rest with his fathers, and was put into the earth in Samaria. And Jehoahaz his son became king in his place.|Người an giấc cùng các tổ phụ mình, được chôn tại Sa-ma-ri; Giô -a-cha, con trai người, kế vị người.
And the time of Jehu's rule over Israel in Samaria was twenty-eight years.|Giê-hu cai trị tên Y-sơ-ra-ên hai mươi tám năm tại Sa-ma-ri.

					II Kings 11				|
						II Các Vua 11					
Now when Athaliah, the mother of Ahaziah, saw that her son was dead, she had all the rest of the seed of the kingdom put to death.|Khi A-tha-li, mẹ của A-cha-xia, thấy con trai mình đã chết rồi, bèn chổi dậy giết hết thảy dòng vua.
But Jehosheba, the daughter of King Joram, sister of Ahaziah, secretly took Joash, the son of Ahaziah, with the woman who took care of him, away from among the king's sons who were put to death, and put him in the bedroom; and they kept him safe from Athaliah, so that he was not put to death.|Nhưng Giô-sê-ba, con gái của vua Giô-ram, và là chị A-cha-xia, bắt trộm Giô-ách, con trai của A-cha-xia, khỏi vòng các vương tử mà A-tha-li toan giết, rồi để người trong phòng ngủ với vú nuôi người, và giấu người khỏi mắt A-tha-li; vì vậy người không bị giết.
And for six years she kept him safe in the house of the Lord, while Athaliah was ruling over the land.|Người ở với Giô-sê-ba, ẩn tại nơi đền thờ của Đức Giê-hô-va trong sáu năm, còn A-tha-li cai trị trên xứ.
Then in the seventh year, Jehoiada sent for the captains of hundreds of the Carians, and the armed men, and taking them into the house of the Lord, made an agreement with them, and made them take an oath in the house of the Lord, and let them see the king's son.|Năm thứ bảy, Giê-hô-gia-đa vời các quan cai hàng trăm quân canh và những quân hộ vệ đến cùng người trong đền thờ của Đức Giê-hô-va. Người lập ước cùng chúng, và bắt chúng thề tại trong đền thờ của Đức Giê-hô-va; người chỉ con trai của vua cho chúng.
And he gave them orders, saying, This is what you are to do: the third part of you, who come in on the Sabbath and keep the watch of the king's house,|Đoạn, người truyền lịnh cho chúng rằng: Này là điều các ngươi sẽ làm: Một phần ba trong các ngươi đến phiên ngày Sa-bát, sẽ giữ cung vua;
...|một phần ba sẽ canh cửa Su-rơ, còn một phần ba sẽ ở nơi cửa sau các quân hộ vệ. Các ngươi sẽ giữ cung điện, cản không cho ai vào hết.
And the two divisions of you, who go out on the Sabbath and keep the watch of the house of the Lord,|Lại hai phần ba trong các ngươi mãn phiên ngày Sa-bát, sẽ ở gần vua, canh giữ đền thờ của Đức Giê-hô-va.
Will make a circle round the king, every man being armed; and whoever comes inside your lines is to be put to death; keep with the king, when he goes out and when he comes in.|Các ngươi sẽ vây chung quanh vua, mỗi người cầm binh khí mình nơi tay. Ai muốn vào trong hàng các ngươi, thì hãy giết nó đi. Hễ vua đi ra đi vô, các ngươi phải ở với người.
And the captains of hundreds did as Jehoiada the priest gave them orders; every one took with him his men, those who came in and those who went out on the Sabbath, and they came in to Jehoiada the priest.|Các quan cai làm theo lịnh của thầy tế lễ Giê-hô-gia-đa. Mỗi người lãnh những kẻ thủ hạ mình, hoặc người đến phiên ngày Sa-bát, hay là người mãn phiên trong ngày Sa-bát, mà đi đến thầy tế lễ Giê-hô-gia-đa.
And the priest gave to the captains of hundreds the spears and body-covers which had been King David's, and which were kept in the house of the Lord.|Thầy tế lễ phát cho các quan cai những giáo và khiên thuộc về vua Đa-vít, ở tại trong đền thờ của Đức Giê-hô-va.
Then the armed men took up their positions, every man with his instruments of war in his hand, from the right side of the house to the left, round about the altar and the house.|Các quân hộ vệ mỗi người cầm binh khí nơi tay, sắp theo đền thờ và bàn thờ, từ góc nam cho đến góc bắc của đền thờ.
Then he made the king's son come out, and put the crown on him and the arm-bands, and made him king, and put the holy oil on him; and they all, making sounds of joy with their hands, said, Long life to the king.|Giê-hô-gia-đa bèn đem vương tử ra, đội mão triều thiên trên đầu người, và trao luật pháp cho người Vậy, họ tôn người lên làm vua, xức dầu cho, và hết thảy đều vỗ tay la lên rằng: Vua vạn tuế!
Now Athaliah, hearing the noise made by the people, came to the people in the house of the Lord;|Khi A-tha-li nghe tiếng quân hô vệ và tiếng dân sự, bèn đến cùng dân sự tại trong đền thờ của Đức Giê-hô-va.
And looking, she saw the king in his regular place by the pillar, and the captains and the horns near him; and all the people of the land giving signs of joy and sounding the horns. Then Athaliah, violently parting her robes, gave a cry, saying, Broken faith, broken faith!|Bà xem thấy vua đứng trên tòa như lệ thường, có các quan cai và các kẻ thổi kèn đứng gần người, và cả dân sự của xứ đều vui mừng và thổi kèn. A-tha-li bèn xé áo mình và la lên rằng: Phản ngụy! phản ngụy!
Then Jehoiada the priest gave orders to those who were placed in authority over the army, saying, Take her outside the lines, and let anyone who goes after her be put to death with the sword, for he said, Let her not be put to death in the house of the Lord.|Nhưng thầy tế lễ Giê-hô-gia-đa truyền lịnh cho những quan cai đạo quân, mà rằng: Hãy giết nó bằng gươm, Vì thầy tế lễ đã dạy rằng: Chớ giết nàng trong đền thờ của Đức Giê-hô-va.
