
					I Kings 1				|
And on the eighth day he sent the people away, and, blessing the king, they went to their tents full of joy and glad in their hearts, because of all the good which the Lord had done to David his servant and to Israel his people.|Ngày thứ tám, vua cho dân sự về; dân chúc phước cho vua, đi trở về trại mình, lấy làm mừng rỡ vui lòng về mọi sự tốt lành mà Đức Giê-hô-va đã làm cho Đa-vít, kẻ tôi tớ Ngài, và cho Y-sơ-ra-ên, dân sự của Ngài.

					I Kings 9				|
						I Các Vua 9					
Now when Solomon came to the end of building the house of the Lord and the king's house, and all Solomon's desires, which he had in mind were effected;|Khi Sa-lô-môn đã cất xong nhà của Đức Giê-hô-va, cung điện và mọi sự người muốn cất,
The Lord came to him again in a vision, as he had done at Gibeon;|thì Đức Giê-hô-va hiện đến cùng người lần thứ nhì, y như Ngài đã hiện ra cùng người tại Ga-ba-ôn.
And the Lord said to him, Your prayers and your requests for grace have come to my ears: I have made holy this house which you have made, and I have put my name there for ever; my eyes and my heart will be there at all times.|Đức Giê-hô-va phán với người rằng: Ta đã nhậm lời cầu nguyện nài xin của ngươi thưa trước mặt ta; ta đã biệt riêng ra thánh cái đền này mà ngươi đã cất, để cho danh ta ngự tại đó đời đời; mắt và lòng ta sẽ thường ở đó mãi mãi.
As for you, if you will go on your way before me, as David your father did, uprightly and with a true heart, doing what I have given you orders to do, keeping my laws and my decisions;|Còn ngươi, nếu ngươi đi trước mặt ta, như Đa-vít, cha ngươi, đã đi, lấy lòng trọn lành và ngay thẳng mà làm theo các điều ta đã phán dặn ngươi, giữ những luật lệ và mạng lịnh của ta,
Then I will make the seat of your rule over Israel certain for ever, as I gave my word to David your father, saying, You will never be without a man to be king in Israel.|bấy giờ ta sẽ làm cho ngôi nước ngươi kiên cố đến đời đời trên Y-sơ-ra-ên, y như ta đã hứa cùng Đa-vít, cha ngươi, mà rằng: Ngươi sẽ chẳng hề thiếu kẻ hậu tự ngươi ngồi trên ngôi Y-sơ-ra-ên.
But if you are turned from my ways, you or your children, and do not keep my orders and my laws which I have put before you, but go and make yourselves servants to other gods and give them worship:|Nhưng nếu ngươi và con cháu các ngươi xây bỏ ta, không giữ các điều răn và luật lệ ta đã truyền cho các ngươi, đi hầu việc những thần khác và thờ lạy chúng nó,
Then I will have Israel cut off from the land which I have given them; and this house, which I have made holy for myself, I will put away from before my eyes; and Israel will be a public example, and a word of shame among all peoples.|thì ta sẽ truất Y-sơ-ra-ên khỏi đất ta đã ban cho chúng nó, trừ bỏ khỏi trước mắt ta cái đền này mà ta đã vì danh ta biệt riêng ra thánh, và Y-sơ-ra-ên sẽ trở nên lời tục ngữ và trò cười giữa muôn dân.
And this house will become a mass of broken walls, and everyone who goes by will be overcome with wonder at it and make whistling sounds; and they will say, Why has the Lord done so to this land and to this house?|Còn đền này, dầu cao dường nào, ai đi ngang qua gần nó cũng lấy làm lạ lùng, chê bai, mà rằng: Cớ sao Đức Giê-hô-va có làm cho xứ này và đền này như vậy?
And their answer will be, Because they were turned away from the Lord their God, who took their fathers out of the land of Egypt; they took for themselves other gods and gave them worship and became their servants: that is why the Lord has sent all this evil on them.|Người ta sẽ đáp rằng: Ay vì chúng nó đã lìa bỏ Giê-hô-va Đức Chúa Trời chúng nó, là Đấng đem tổ phụ họ ra khỏi xứ Ê-díp-tô; họ theo các thần khác, thờ lạy các thần ấy, và hầu việc chúng nó; vì cớ đó, Đức Giê-hô-va đã giáng trên họ các tai họa này.
Now at the end of twenty years, in which time Solomon had put up the two houses, the house of the Lord and the king's house,|Xảy ra vừa chẵn hai mươi năm khi Sa-lô-môn đã xây xong hai cái nhà, tức là đền của Đức Giê-hô-va và cung điện vua,
(Hiram, king of Tyre, had given Solomon cedar-trees and cypress-trees and gold, as much as he had need of,) King Solomon gave Hiram twenty towns in the land of Galilee.|thì bấy giờ, vua Sa-lô-môn ban cho Hi-ram, vua Ty-rơ, hai mươi thành ở xứ Ga-li-lê; vì Hi-ram có cấp cho Sa-lô-môn gỗ bá hương, gỗ tùng, và vàng, tùy người muốn bao nhiêu.
But when Hiram came from Tyre to see the towns which Solomon had given him, he was not pleased with them.|Hi-ram từ Ty-rơ đến đặng xem các thành mà Sa-lô-môn đã ban cho mình, nhưng các thành đó chẳng đẹp lòng người,
And he said, What sort of towns are these which you have given me, my brother? So they were named the land of Cabul, to this day.|và người nói rằng: Hỡi anh, những thành mà anh cho em đó là cái gì? Rồi người gọi các thành ấy là xứ Ca-bun, hãy còn gọi như vậy đến ngày nay.
And Hiram sent the king a hundred and twenty talents of gold.|Vả, Hi-ram đã gởi cho vua Sa-lô-môn một trăm hai mươi ta lâng vàng.
Now, this was the way of Solomon's system of forced work for the building of the Lord's house and of the king's house, and the Millo and the wall of Jerusalem and Megiddo and Gezer. ...|Nầy, là cớ sao Sa-lô-môn đã bắt xâu đặng xây cất đền Đức Giê-hô-va và cung điện mình, luôn với Mi-lô, vách thành Giê-ru-sa-lem, Hát-so, Mê-ghi-đô, và Ghê-xe.
Pharaoh, king of Egypt, came and took Gezer, burning it down and putting to death the Canaanites living in the town, and he gave it for a bride-offering to his daughter, Solomon's wife. ...|Pha-ra-ôn, vua của Ê-díp-tô, đã đi lên chiếm lấy Ghê-xe, thiêu đốt nó, và giết những dân Ca-na-an ở trong thành, rồi ban thành ấy làm của vu qui cho con gái mình, là vợ Sa-lô-môn.
... and Solomon was the builder of Gezer and Beth-horon the lower,|Vậy, Sa-lô-môn xây thành Ghê-xe, Bết-Hô-rôn dưới,
And Baalath and Tamar in the waste land, in that land;|Ba-lát, và Tát-mốt, tại trong đất rừng của xứ;
And all the store-towns and the towns which Solomon had for his war-carriages and for his horsemen, and everything which it was his pleasure to put up in Jerusalem and in Lebanon and in all the land under his rule.|lại xây các thành có những kho trữ lương phạn của Sa-lô-môn, những thành để xe cộ, những thành cho quân kị, và mọi điều gì đẹp lòng Sa-lô-môn xây cất tại Giê-ru-sa-lem, trong Li-ban và trong cả xứ phục dưới quyền người.
As for the rest of the Amorites, the Hittites, the Perizzites, the Hivites, and the Jebusites, who were not children of Israel;|Hết thảy những người còn sống lại trong dân A-mô-rít, dân Hê-tít, dân Phê-rê-sít, dân Hê-vít, dân Giê-bu-sít, không thuộc về dân Y-sơ-ra-ên,
Their children who were still in the land, and whom the children of Israel had not been able to put to complete destruction, them did Solomon put to forced work, to this day.|tức là các con cháu của chúng nó còn lại ở trong xứ mà dân Y-sơ-ra-ên không đủ sức diệt hết được, thì Sa-lô-môn bắt phụ làm xâu dịch cho đến ngày nay.
But Solomon did not put the children of Israel to forced work; they were the men of war, his servants, his captains, and his chiefs, captains of his war-carriages and of his horsemen.|Nhưng Sa-lô-môn không bắt dân Y-sơ-ra-ên làm tôi mọi; song họ làm binh chiến, tôi tớ, quan trưởng, quan tướng, quan cai xe, và lính kỵ của người.
These were the chiefs of the overseers of Solomon's work, five hundred and fifty, in authority over the people who did the work.|Còn về các quan trưởng đặt lên coi sóc các công việc của Sa-lô-môn, số là năm trăm năm mươi người; họ cai trị dân làm công việc.
At that time Solomon made Pharaoh's daughter come up from the town of David to the house which he had made for her: then he made the Millo.|Con gái Pha-ra-ôn ở thành Đa-vít đi lên cung mà Sa-lô-môn đã xây cất cho nàng; bấy giờ, người xây cất Mi-lô.
Three times in the year it was Solomon's way to give burned offerings and peace-offerings on the altar he had made to the Lord, causing his fire-offering to go up on the altar before the Lord.|Mỗi năm ba lần, Sa-lô-môn dâng của lễ thiêu và của lễ thù ân trên bàn thờ mà người đã đóng cho Đức Giê-hô-va, và xông hương trên bàn thờ đã đặt ở trước mặt Đức Giê-hô-va. Người xây xong đền thờ là như vậy.
And King Solomon made a sea-force of ships in Ezion-geber, by Eloth, on the Red Sea, in the land of Edom.|Vua Sa-lô-môn cũng sắm sửa một đoàn tàu tại Ê-xi-ôn-Ghê-be, gần Ê-lốt, trên mé Biển đỏ, trong xứ Ê-đôm.
