
					Job 1				|
For in a short time I will take the journey from which I will not come back.|Vì ít số năm còn phải đến, Rồi tôi sẽ đi con đường mà tôi chẳng hề trở lại.

					Job 17				|
						Gióp 17					
My spirit is broken, my days are ended, the last resting-place is ready for me.|Hơi thở tôi bay đi; các ngày tôi hầu hết; Mồ mả dành cho tôi!
Truly, those who make sport of me are round about me, and my eyes become dark because of their bitter laughing.|Kẻ cười nhạo vây chung quanh tôi, Mắt tôi hằng nom sự sỉ nhục của chúng nó.
Be pleased, now, to be responsible for me to yourself; for there is no other who will put his hand in mine.|Xin Chúa ban cho tôi một bằng cớ; hãy bảo lãnh tôi bên Chúa; Vì ngoài Chúa ai sẽ bảo lãnh cho tôi?
You have kept their hearts from wisdom: for this cause you will not give them honour.|Vì Chúa khiến lòng chúng không thông sáng, Nên Chúa sẽ không cất chúng cao lên.
As for him who is false to his friend for a reward, light will be cut off from the eyes of his children.|Người nào nộp bằng hữu mình cho bị cướp, Mắt của con cái nó sẽ bị hao mòn.
He has made me a word of shame to the peoples; I have become a mark for their sport.|Nhưng Đức Chúa Trời có làm tôi trở nên tục ngữ của dân sự, Chúng khạc nhổ nơi mặt tôi.
My eyes have become dark because of my pain, and all my body is wasted to a shade.|Mắt tôi lư lờ vì buồn rầu, tứ chi tôi thảy đều như một cái bóng.
The upright are surprised at this, and he who has done no wrong is troubled because of the evil-doers.|Các người ngay thẳng đều sẽ lấy làm lạ, Còn người vô tội sẽ nổi giận cùng kẻ ác tệ.
Still the upright keeps on his way, and he who has clean hands gets new strength.|Song người công bình sẽ bền vững trong đường lối mình, Và người có tay tinh sạch sẽ càng ngày càng được mạnh dạn.
But come back, now, all of you, come; and I will not see a wise man among you.|Nhưng, hỡi các ngươi, hết thảy khá biện luận lại nữa; Song ta không thấy trong các ngươi có ai khôn ngoan.
My days are past, my purposes are broken off, even the desires of my heart.|Các ngày tôi đã qua, Các mưu ý tôi, tức các thiết ý của lòng tôi, đã bị diệt.
They are changing night into day; they say, The light is near the dark.|Chúng lấy đêm trở làm ngày; Trước sự tối tăm, chúng nói rằng ánh sáng hầu gần.
If I am waiting for the underworld as my house, if I have made my bed in the dark;|Nếu tôi trông cậy âm phủ làm nhà tôi, Nếu tôi đặt giường tôi tại nơi tối tăm;
If I say to the earth, You are my father; and to the worm, My mother and my sister;|Ví tôi đã nói với cái huyệt rằng: Ngươi là cha ta; Với sâu bọ rằng: Các ngươi là mẹ và chị ta,
Where then is my hope? and who will see my desire?|Vậy thì sự trông cậy tôi ở đâu? Sự trông cậy tôi, ai sẽ thấy nó được?
Will they go down with me into the underworld? Will we go down together into the dust?|Khi tôi được an nghỉ trong bụi đất, Thì sự trông cậy sẽ đi xuống cửa âm phủ.

					Job 18				|
						Gióp 18					
Then Bildad the Shuhite made answer and said,|Binh-đát, người Su -a, bèn đáp rằng:
How long will it be before you have done talking? Get wisdom, and then we will say what is in our minds.|Ong gài bẫy bằng các lời mình cho đến chừng nào? Hãy suy nghĩ, rồi chúng tôi sẽ nói.
Why do we seem as beasts in your eyes, and as completely without knowledge?|Nhân sao chúng tôi bị coi như thú vật, Và ngu dại trước mặt ông?
But come back, now, come: you who are wounding yourself in your passion, will the earth be given up because of you, or a rock be moved out of its place?|Ong nổi giận bèn xẻ rạch mình, Há vì ông mà trái đất sẽ bị bỏ hoang, Và hòn đá phải dời đi khỏi chỗ nó sao?
For the light of the sinner is put out, and the flame of his fire is not shining.|Thật ánh sáng kẻ ác sẽ tắt đi, Ngọn lửa của hắn không chói nữa.
The light is dark in his tent, and the light shining over him is put out.|Anh sáng sẽ mờ tối trong trại hắn, Ngọn đèn hắn sẽ tắt ở bên hắn.
The steps of his strength become short, and by his design destruction overtakes him.|Các bước mạnh bạo hắn sẽ bị cuồng đi, Chánh các mưu chước người sẽ đánh đổ người.
His feet take him into the net, and he goes walking into the cords.|Vì hắn bị chơn mình hãm vào cái bẩy, Và đi trên mảnh lưới.
His foot is taken in the net; he comes into its grip.|Cái bẩy sẽ thắt lưng hắn nơi gót chân, Và dò lưới sẽ bắt nó.
The twisted cord is put secretly in the earth to take him, and the cord is placed in his way.|Có sợi dây khuất dưới đất, Và cái bẫy ẩn tại trên đường để hãm lấy nó.
He is overcome by fears on every side, they go after him at every step.|Từ bốn phía sự kinh khủng sẽ làm cho hắn bối rối, Xô đẩy người đây đó, buộc vấn bước người.
His strength is made feeble for need of food, and destruction is waiting for his falling footstep.|Sức lực hắn vì đói khát sẽ ra yếu, Và tai họa chực sẵn ở bên cạnh người.
His skin is wasted by disease, and his body is food for the worst of diseases.|Các chi thể hắn sẽ bị tiêu nuốt, Tất sẽ bị con đầu lòng của sự chết tiêu nuốt.
He is pulled out of his tent where he was safe, and he is taken away to the king of fears.|Hắn sẽ bị rút ra khỏi nhà trại mình, là nơi hắn nương cậy; Đoạn bị dẫn đến vua của sự kinh khiếp.
In his tent will be seen that which is not his, burning stone is dropped on his house.|Kẻ chẳng thuộc về hắn sẽ ở trong trại hắn, Còn diêm sanh sẽ rải ra trên chỗ ở của nó.
Under the earth his roots are dry, and over it his branch is cut off.|Ở dưới thì rễ hắn khô héo, ở trên lại bị chặt nhành.
His memory is gone from the earth, and in the open country there is no knowledge of his name.|Kỷ niệm hắn sẽ diệt khỏi thế gian, Danh hắn không lưu lại trên mặt đất.
He is sent away from the light into the dark; he is forced out of the world.|Hắn bị xô đuổi khỏi ánh sáng mà vào tối tăm, Và người ta khu trục nó khỏi thế gian.
He has no offspring or family among his people, and in his living-place there is no one of his name.|Hắn sẽ chẳng có con cháu giữa dân sự mình, Cũng không có ai còn sống tại trong nơi ở mình.
At his fate those of the west are shocked, and those of the east are overcome with fear.|Những người hậu sanh sẽ lấy làm sững sờ về ngày của hắn, Y như kẻ tiền bối đã lấy làm kinh khiếp.
Truly, these are the houses of the sinner, and this is the place of him who has no knowledge of God.|Quả thật đó là nơi ở của kẻ bất công, Và ấy là chốn của người không biết Đức Chúa Trời.

					Job 19				|
						Gióp 19					
And Job made answer and said,|Gióp bèn đáp lời rằng:
How long will you make my life bitter, crushing me with words?|Các ngươi làm buồn lòng ta đến chừng nào, Và lấy lời giảng luận khiến cực nhọc ta đến bao giờ?
Ten times now you have made sport of me; it gives you no sense of shame to do me wrong.|Kìa đã mười lần các ngươi quở trách ta, Bạc đãi ta mà không mắc cỡ.
And, truly, if I have been in error, the effect of my error is only on myself.|Dầu ta có thật lầm lỗi thế nào, Sự lỗi ta vẫn ở nơi ta.
If you make yourselves great against me, using my punishment as an argument against me,|Nếu thật các ngươi muốn tự cao đối cùng ta, Lấy sự sỉ nhục ta mà trách móc ta,
Be certain that it is God who has done me wrong, and has taken me in his net.|Vậy, hãy biết rằng ấy Đức Chúa Trời đã đánh đổ ta, Và giang lưới Ngài chung quanh ta.
Truly, I make an outcry against the violent man, but there is no answer: I give a cry for help, but no one takes up my cause.|Nầy tôi kêu la về sự hung bạo, song tôi chẳng đặng nhậm lời. Tôi kêu cầu tiếp cứu, bèn không có sự công bình.
My way is walled up by him so that I may not go by: he has made my roads dark.|Chúa có chận đường tôi, tôi chẳng đi qua được. Ngài có để tăm tối trên đường lối tôi.
He has put off my glory from me, and taken the crown from my head.|Ngài có bóc lột sự vinh quang tôi, Và cất mão triều khỏi đầu tôi.
I am broken down by him on every side, and I am gone; my hope is uprooted like a tree.|Ngài có làm đồi tệ tôi tứ phía, và tôi hư mất đi; Ngài rứt nhổ sự trông cậy tôi như cây cối.
His wrath is burning against me, and I am to him as one of his haters.|Ngài cũng nổi thạnh nộ cùng tôi, Cầm tôi là một kẻ cừu địch Ngài.
His armies come on together, they make their road high against me, and put up their tents round mine.|Các đạo binh Ngài đã cùng nhau kéo tới, Đắp đường họ để đến hãm đánh tôi, Và đóng ở chung quanh trại tôi.
He has taken my brothers far away from me; they have seen my fate and have become strange to me.|Ngài khiến các anh em tôi lìa xa tôi, Và những người quen biết tôi trở nên kẻ lạ.
My relations and my near friends have given me up, and those living in my house have put me out of their minds.|Các thân thích đều lìa bỏ tôi, Các mật hữu tôi đã quên tôi.
I am strange to my women-servants, and seem to them as one from another country.|Những kẻ ở trong nhà tôi, và các tớ gái tôi đãi tôi như một khách lạ, Trước mặt chúng, tôi đã trở thành một người ngoài.
