
					Joshua 1				|
And in their flight before Israel, on the way down from Beth-horon, the Lord sent down great stones from heaven on them all the way to Azekah, causing their death: those whose death was caused by the stones were more than those whom the children of Israel put to death with the sword.|Khi chúng nó chạy trốn trước mặt Y-sơ-ra-ên và xuống dốc Bê-Hô-rôn, thì Đức Giê-hô-va khiến đá lớn từ trời rớt xuống cả đường cho đến A-xê-ca, và chúng nó đều bị chết. Số những người bị chết về mưa đá nhiều hơn số những người bị dân Y-sơ-ra-ên giết bằng gươm.
It was on the day when the Lord gave up the Amorites into the hands of the children of Israel that Joshua said to the Lord, before the eyes of Israel, Sun, be at rest over Gibeon; and you, O moon, in the valley of Aijalon.|Ngày mà Đức Giê-hô-va phó dân A-mô-rít cho dân Y-sơ-ra-ên, thì Giô-suê thưa cùng Đức Giê-hô-va tại trước mặt Y-sơ-ra-ên, mà rằng: Hỡi mặt trời, hãy dừng lại trên Ga-ba-ôn; Hỡi mặt trăng, hãy ngừng lại trên trũng A-gia-lôn!
And the sun was at rest and the moon kept its place till the nation had given punishment to their attackers. (Is it not recorded in the book of Jashar?) So the sun kept its place in the middle of the heavens, and was waiting, and did not go down, for the space of a day.|Mặt trời bèn dừng, mặt trăng liền ngừng, Cho đến chừng dân sự đã báo thù quân nghịch mình. Điều đó há không có chép trong sách Gia-sa sao? Mặt trời dừng lại giữa trời, và không vội lặn ước một ngày trọn.
And there was no day like that, before it or after it, when the Lord gave ear to the voice of a man; for the Lord was fighting for Israel.|Từ trước và về sau, chẳng hề có ngày nào như ngày đó, là ngày Đức Giê-hô-va có nhậm lời của một loài người; vì Đức Giê-hô-va chiến cự cho dân Y-sơ-ra-ên.
And Joshua, with all Israel, went back to the tent-circle at Gilgal.|Rồi Giô-suê và cả Y-sơ-ra-ên trở về trại quân Ghinh-ganh.
But these five kings went in flight secretly to a hole in the rock at Makkedah.|Vả, năm vua kia đã chạy trốn, và ẩn trong một hang đá tại Ma-kê-đa.
And word was given to Joshua that the five kings had been taken in a hole in the rock at Makkedah.|Có người thuật cho Giô-suê hay điều đó, mà rằng: Người ta có gặp năm vua núp trong một hang đá tại Ma-kê-đa.
And Joshua said, Let great stones be rolled against the mouth of the hole, and let men keep watch by it:|Giô-suê bèn dạy rằng: Hãy lấy đá lớn lấp miệng hang lại, và cắt người canh giữ.
But do you, without waiting, go after their army, attacking them from the back; do not let them get into their towns, for the Lord your God has given them into your hands.|Còn các ngươi chớ dừng lại, phải rượt theo quân nghịch, xông đánh phía sau; đừng để chúng nó vào thành chúng nó; vì Giê-hô-va Đức Chúa Trời các ngươi đã phó chúng nó vào tay các ngươi.
Now when Joshua and the children of Israel had come to the end of their war of complete destruction, and had put to death all but a small band who had got safely into the walled towns,|Khi Giô-suê và dân Y-sơ-ra-ên đã đánh chúng nó bị bại rất lớn, cho đến nỗi tuyệt diệt đi, và khi những người trong chúng nó đã được thoát khỏi, rút ở lại trong thành kiên cố,
All the people went back to Joshua to the tent-circle at Makkedah in peace: and no one said a word against the children of Israel.|thì cả dân sự trở về với Giô-suê bình yên nơi trại quân tại Ma-kê-đa, chẳng một ai dám khua môi nghịch cùng dân Y-sơ-ra-ên.
Then Joshua said, Take away the stones from the mouth of the hole in the rock, and make those five kings come out to me.|Bấy giờ, Giô-suê nói rằng: Hãy mở miệng hang, đem năm vua đó ra, rồi dẫn đến cho ta.
And they did so, and made those five kings come out of the hole to him, the king of Jerusalem, the king of Hebron, the king of Jarmuth, the king of Lachish, and the king of Eglon.|Họ làm như vậy, đưa năm vua ra khỏi hang đá, và dẫn đến cho người, tức là vua Giê-ru-sa-lem, vua Hếp-rôn, vua Giạt-mút, vua La-ki, và vua Ec-lôn.
And when they had made those kings come out to Joshua, Joshua sent for all the men of Israel, and said to the chiefs of the men of war who had gone with him, Come near and put your feet on the necks of these kings. So they came near and put their feet on their necks.|Khi họ đã dẫn năm vua này đến cùng Giô-suê, thì Giô-suê gọi hết thảy người nam của Y-sơ-ra-ên, và nói cùng các binh tướng đã đi với mình, mà rằng: Hãy lại gần, đạp chơn lên cổ của các vua này. Họ bèn đến gần, đạp chơn trên cổ các vua ấy.
And Joshua said to them, Have no fear and do not be troubled; be strong and take heart: for so will the Lord do to all against whom you make war.|Đoạn, Giô-suê nói cùng họ rằng: Chớ ngại, và chớ kinh khủng; khá vững lòng bền chí, vì Đức Giê-hô-va sẽ làm như vậy cho hết thảy thù nghịch các ngươi, mà các ngươi sẽ chiến cự.
Then Joshua had them put to death, hanging them on five trees, where they were till evening.|Sau rồi, Giô-suê đánh giết các vua ấy, biểu đem treo trên năm cây; năm vua ấy bị treo trên cây cho đến chiều tối.
And when the sun went down, they were taken down from the trees, by Joshua's orders, and put into the hole where they had gone to be safe; and great stones were placed at the mouth of the hole, where they are to this day.|Khi mặt trời chen lặn, Giô-suê biểu người ta hạ thây xuống khỏi cây; họ liệng những thây trong hang đá, là chỗ các vua ấy đã núp, rồi lấy những đá lớn lấp miệng hang lại, hãy còn cho đến ngày nay.
That day Joshua took Makkedah, and put it and its king to the sword; every soul in it he gave up to the curse without mercy: and he did to the king of Makkedah as he had done to the king of Jericho.|Trong ngày đó, Giô-suê cũng chiếm lấy Ma-kê-đa, và dùng lưỡi gươm giết cả thành cùng vua nó. Người tận diệt thành, luôn hết thảy kẻ ở trong, không để thoát một ai. Người đãi vua Ma-kê-đa như đã đãi vua Giê-ri-cô.
Then Joshua and all Israel with him went on from Makkedah and came to Libnah, and made an attack on it;|Đoạn, Giô-suê cùng cả Y-sơ-ra-ên ở Ma-kê-đa đi qua Líp-na, và hãm đánh Líp-na.
And again the Lord gave it and its king into the hands of Israel; and he put it and every person in it to the sword, till their destruction was complete; and he did to its king as he had done to the king of Jericho.|Đức Giê-hô-va cũng phó Líp-na cùng vua nó vào tay Y-sơ-ra-ên; họ dùng lưỡi gươm diệt thành, luôn hết thảy kẻ ở trong đó, chẳng để thoát một ai. Người đãi vua thành này y như đã đãi vua Giê-ri-cô vậy.
Then Joshua and all Israel with him went on from Libnah to Lachish, and took up their position against it and made an attack on it,|Kế ấy, Giô-suê cùng cả Y-sơ-ra-ên ở Líp-na đi qua La-ki, đóng trại đối cùng thành, và hãm đánh nó.
And the Lord gave Lachish into the hands of Israel, and on the second day he took it, putting it and every person in it to the sword without mercy, as he had done to Libnah.|Đức Giê-hô-va phó La-ki vào tay Y-sơ-ra-ên; ngày thứ hai họ chiếm lấy thành, dùng lưỡi gươm diệt thành với những người ở trong, cũng y như đã làm cho Líp-na vậy.
Then Horam, king of Gezer, came up to the help of Lachish; and Joshua overcame him and his people, putting all of them to death.|Bấy giờ, Hô-ram, vua Ghê-xe, đi lên tiếp cứu La-ki; Giô-suê đánh bại người và dân sự người, đến đỗi không còn để ai thoát khỏi.
And Joshua and all Israel with him went on from Lachish to Eglon: and they took up their position against it and made an attack on it;|Đoạn, Giô-suê cùng Y-sơ-ra-ên ở La-ki đi qua Ec-lôn, đóng trại đối ngang thành, và hãm đánh nó.
And that day they took it, putting it and every person in it to the sword, as he had done to Lachish.|Chánh ngày đó, họ chiếm lấy thành, dùng lưỡi gươm diệt nó đi. Trong ngày đó, Giô-suê tận diệt thành với hết thảy người ở trong đó, y như người đã làm cho La-ki vậy.
And Joshua and all Israel with him went up from Eglon to Hebron, and made an attack on it;|Kế đó, Giô-suê cùng cả Y-sơ-ra-ên từ Ec-lôn đi lên Hếp-rôn, và hãm đánh nó.
And took it, overcoming it and putting it and its king and its towns and every person in it to the sword: as he had done to Eglon, he put them all to death, and gave it up to the curse with every person in it.|Họ chiếm lấy thành, dùng lưỡi gươm diệt thành, vua, các hương thôn nó, và mọi người ở trong đó, không để thoát khỏi một ai, cũng y như người đã làm cho Ec-lôn vậy; người tận diệt thành và các người ở trong.
And Joshua and all Israel with him went on to make an attack on Debir;|Đoạn, Giô-suê cùng cả Y-sơ-ra-ên đi đến Đê-bia, và hãm đánh nó.
And he took it, with its king and all its towns: and he put them to the sword, giving every person in it to the curse; all were put to death: as he had done to Hebron, so he did to Debir and its king.|Người chiếm lấy thành và hương thôn nó, cùng bắt vua, dùng lưỡi gươm diệt thành, và tận diệt hết thảy những người ở trong, không để thoát khỏi một ai. Người đãi Đê-bia và vua nó, y như đã đãi Hếp-rôn, đãi Líp-na và vua nó.
So Joshua overcame all the land, the hill-country and the South and the lowland and the mountain slopes, and all their kings; all were put to death: and every living thing he gave up to the curse, as the Lord, the God of Israel, had given him orders.|Vậy, Giô-suê đánh toàn xứ, nào miền núi, nào miền nam, nào đồng bằng, nào những gò nỗng, và các vua mấy miền đó. Người không để thoát khỏi một ai hết; phàm vật có hơi thở thì người diệt hết đi, y như Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên đã truyền dặn.
