
					Proverbs 1				|
For him in whose heart is the fear of the Lord there is strong hope: and his children will have a safe place.|Trong sự kính sợ Đức Giê-hô-va có nơi nương cậy vững chắc; Và con cái Ngài sẽ được một nơi ẩn núp.
The fear of the Lord is a fountain of life, by which one may be turned from the nets of death.|Sự kính sợ Đức Giê-hô-va vốn một nguồn sự sống, Đặng khiến người ta tránh khỏi bẫy sự chết.
A king's glory is in the number of his people: and for need of people a ruler may come to destruction.|Dân sự đông đảo, ấy là sự vinh hiển của vua; Còn dân sự ít, ấy khiến cho quan tướng bị bại.
He who is slow to be angry has great good sense; but he whose spirit is over-quick gives support to what is foolish.|Kẻ nào chậm nóng giận có thông sáng lớn; Nhưng ai hay nóng nảy tôn lên sự điên cuồng.
A quiet mind is the life of the body, but envy is a disease in the bones.|Lòng bình tịnh là sự sống của thân thể; Còn sự ghen ghét là đồ mục của xương cốt.
He who is hard on the poor puts shame on his Maker; but he who has mercy on those who are in need gives him honour.|Kẻ hà hiếp người nghèo khổ làm nhục Đấng Tạo hóa mình; Còn ai thương xót người bần cùng tôn trọng Ngài.
The sinner is overturned in his evil-doing, but the upright man has hope in his righteousness.|Kẻ ác bị đánh đổ trong sự gian ác mình; Nhưng kẻ công bình vẫn có nơi nương cậy, dầu trong khi chết.
Wisdom has her resting-place in the mind of the wise, but she is not seen among the foolish.|Sự khôn ngoan ở tại lòng người thông sáng; Còn điều ở trong lòng kẻ ngu muội được lộ ra.
By righteousness a nation is lifted up, but sin is a cause of shame to the peoples.|Sự công bình làm cho nước cao trọng; Song tội lỗi là sự hổ thẹn cho các dân tộc.
The king has pleasure in a servant who does wisely, but his wrath is against him who is a cause of shame.|Vua làm ơn cho tôi tớ nào ăn ở khôn sáng; Nhưng cơn thạnh nộ vua nổi nghịch cùng kẻ gây sự hổ thẹn.

					Proverbs 15				|
						Châm Ngôn 15					
By a soft answer wrath is turned away, but a bitter word is a cause of angry feelings.|Lời đáp êm nhẹ làm nguôi cơn giận; Còn lời xẳng xớm trêu thạnh nộ thêm.
Knowledge is dropping from the tongue of the wise; but from the mouth of the foolish comes a stream of foolish words.|Lưỡi người khôn ngoan truyền ra sự tri thức cách phải; Nhưng miệng kẻ ngu muội chỉ buông điều điên cuồng.
The eyes of the Lord are in every place, keeping watch on the evil and the good.|Con mắt Đức Giê-hô-va ở khắp mọi nơi, Xem xét kẻ gian ác và người lương thiện.
A comforting tongue is a tree of life, but a twisted tongue is a crushing of the spirit.|Lưỡi hiền lành giống như một cây sự sống; Song lưỡi gian tà làm cho hư nát tâm thần.
A foolish man puts no value on his father's training; but he who has respect for teaching has good sense.|Kẻ ngu dại khinh sự khuyên dạy của cha mình; Còn ai giữ theo lời quở trách trở nên khôn khéo.
In the house of the upright man there is a great store of wealth; but in the profits of the sinner there is trouble.|Trong nhà người công bình có nhiều vật quí; Song trong huê lợi kẻ gian ác có điều rối loạn.
The lips of the wise keep knowledge, but the heart of the foolish man is not right.|Môi người khôn ngoan rải sự tri thức ra; Nhưng lòng kẻ ngu muội chẳng làm như vậy.
The offering of the evil-doer is disgusting to the Lord, but the prayer of the upright man is his delight.|Của tế lễ kẻ gian ác lấy làm gớm ghiếc cho Đức Giê-hô-va; Song lời cầu nguyện của người ngay thẳng được đẹp lòng Ngài.
The way of the evil-doer is disgusting to the Lord, but he who goes after righteousness is dear to him.|Đường lối kẻ ác lấy làm gớm ghiếc cho Đức Giê-hô-va; Nhưng Ngài thương mến người nào theo sự công bình.
There is bitter punishment for him who is turned from the way; and death will be the fate of the hater of teaching.|Sự hình phạt nặng nề dành cho kẻ bỏ chánh lộ; Và kẻ ghét lời quở trách sẽ chết mất.
Before the Lord are the underworld and destruction: how much more, then, the hearts of the children of men!|Am phủ và chốn trầm luân còn ở trước mặt Đức Giê-hô-va thay, Phương chi lòng của con cái loài người!
The hater of authority has no love for teaching: he will not go to the wise.|Kẻ nhạo báng không ưa người ta quở trách mình; Hắn không muốn đến cùng người khôn ngoan.
A glad heart makes a shining face, but by the sorrow of the heart the spirit is broken.|Lòng khoái lạc làm cho mặt mày vui vẻ; Nhưng tại lòng buồn bã trí bèn bị nao sờn.
The heart of the man of good sense goes in search of knowledge, but foolish things are the food of the unwise.|Lòng người thông sáng tìm kiếm sự tri thức; Còn lỗ miệng kẻ ngu muội nuôi lấy mình bằng sự điên cuồng.
All the days of the troubled are evil; but he whose heart is glad has an unending feast.|Các ngày kẻ bị hoạn nạn đều là gian hiểm; Song lòng vui mừng dự yến tiệc luôn luôn.
Better is a little with the fear of the Lord, than great wealth together with trouble.|Thà có ít của mà kính sợ Đức Giê-hô-va, Còn hơn là tài sản nhiều mà bối rối cặp theo.
Better is a simple meal where love is, than a fat ox and hate with it.|Thà một món rau mà thương yêu nhau, Còn hơn ăn bò mập béo với sự ganh ghét cặp theo.
An angry man makes men come to blows, but he who is slow to get angry puts an end to fighting.|Người hay giận gây điều đánh lộn; Nhưng người chậm nóng giận làm nguôi cơn tranh cãi.
Thorns are round the way of the hater of work; but the road of the hard worker becomes a highway.|Đường kẻ biếng nhác như một hàng rào gai; Còn nẻo người ngay thẳng được ban bằng.
A wise son makes a glad father, but a foolish man has no respect for his mother.|Con khôn ngoan làm vui vẻ cha nó; Còn đứa ngu muội khinh bỉ mẹ mình.
Foolish behaviour is joy to the unwise; but a man of good sense makes his way straight.|Kẻ thiếu trí hiểu lấy sự điên dại làm vui; Song người khôn sáng sửa đường mình ngay thẳng rồi đi.
Where there are no wise suggestions, purposes come to nothing; but by a number of wise guides they are made certain.|Đâu không có nghị luận, đó mưu đành phải phế; Nhưng nhờ có nhiều mưu sĩ, mưu định bèn được thành.
A man has joy in the answer of his mouth: and a word at the right time, how good it is!|Miệng hay đáp giỏi khiến người vui vẻ; Và lời nói phải thì lấy làm tốt biết bao!
Acting wisely is the way of life, guiding a man away from the underworld.|Con đường sự sống của người khôn ngoan dẫn lên trên, Để tránh khỏi âm phủ ở dưới thấp.
The house of the man of pride will be uprooted by the Lord, but he will make safe the heritage of the widow.|Đức Giê-hô-va sẽ đánh đổ nhà kẻ kiêu ngạo; Nhưng Ngài làm vững chắc các mộc giới của kẻ góa bụa.
Evil designs are disgusting to the Lord, but the words of the clean-hearted are pleasing.|Các mưu ác lấy làm gớm ghiếc cho Đức Giê-hô-va; Song lời thanh sạch đẹp lòng Ngài.
He whose desires are fixed on profit is a cause of trouble to his family; but he who has no desire for offerings will have life.|Người tham lợi làm rối loạn nhà mình; Còn ai ghét của hối lộ sẽ được sống.
The heart of the upright gives thought to his answer; but from the mouth of the evil-doer comes a stream of evil things.|Lòng người công bình suy nghĩ lời phải đáp; Nhưng miệng kẻ ác buông ra điều dữ.
The Lord is far from sinners, but his ear is open to the prayer of the upright.|Đức Giê-hô-va xa cách kẻ ác; Nhưng Ngài nghe lời cầu nguyện của người công bình.
The light of the eyes is a joy to the heart, and good news makes the bones fat.|Sự sáng con mắt khiến lòng vui vẻ; Và một tin lành làm cho xương cốt được béo tốt.
The man whose ear is open to the teaching of life will have his place among the wise.|Kẻ nào nghe lời quở trách của sự sống Sẽ được ở giữa các người khôn ngoan.
He who will not be controlled by training has no respect for his soul, but he who gives ear to teaching will get wisdom.|Ai từ chối sự khuyên dạy khinh bỉ linh hồn mình. Nhưng ai nghe lời quở trách được sự thông sáng.
The fear of the Lord is the teaching of wisdom; and a low opinion of oneself goes before honour.|Sự kính sợ Đức Giê-hô-va dạy dỗ điều khôn ngoan; Và sự khiêm nhượng đi trước sự tôn trọng.

					Proverbs 16				|
						Châm Ngôn 16					
The designs of the heart are man's, but the answer of the tongue comes from the Lord.|Việc toan liệu của lòng thuộc về loài người; Còn sự đáp lời của lưỡi do Đức Giê-hô-va mà đến.
All a man's ways are clean to himself; but the Lord puts men's spirits into his scales.|Các đường lối của người đều là trong sạch theo mắt mình; Song Đức Giê-hô-va cân nhắc cái lòng.
