
					Isaiah 1				|
The word about Arabia. In the thick woods of Arabia will be your night's resting-place, O travelling bands of Dedanites!|Gánh nặng về A-ra-bi. Hỡi đoàn đi buôn ở Đê-đan, sẽ ngủ trong rừng xứ A-ra-bi. Dân cư Thê-ma đã đem nước cho những kẻ khát;
Give water to him who is in need of water; give bread, O men of the land of Tema, to those in flight.|đã đón những người trốn đặng cho họ bánh.
For they are in flight from the sharp sword, and the bent bow, and from the trouble of war.|Vì họ trốn gươm, trốn sự chiến tranh kinh khiếp.
For so has the Lord said to me, In a year, by the years of a servant working for payment, all the glory of Kedar will come to an end:|Chúa đã phán cùng tôi như vầy: Trong một năm nữa, kể như năm kẻ ở mướn, cả sự vinh hiển của Kê-đa sẽ hao mòn.
And the rest of the bowmen, the men of war of the children of Kedar, will be small in number: for the Lord, the God of Israel, has said it.|Những kẻ cầm cung mạnh mẽ, là con cái của Kê-đa, sẽ sót lại chẳng bao lăm. Vì Giê-hô-va, Đức Chúa Trời của Y-sơ-ra-ên, đã phán vậy.

					Isaiah 22				|
						I-sai-a 22					
The word about the valley of vision. Why have all your people gone up to the house-tops?|Gánh nặng về trũng của sự hiện thấy. Ngươi có sự gì mà cả dân trèo lên nóc nhà như vậy?
You, who are full of loud voices, a town of outcries, given up to joy; your dead men have not been put to the sword, or come to their death in war.|Hỡi thành xôn xao, đầy sự om sòm, là ấp vui vẻ kia; các kẻ chết của ngươi chẳng phải chết vì gươm, cũng không phải là tử trận.
All your rulers ... have gone in flight; all your strong ones have gone far away.|Các quan cai trị của ngươi thảy đều cùng nhau chạy trốn, bị trói bởi những kẻ cầm cung; còn trong dân ngươi, kẻ nào trốn xa mà người ta tìm thấy, thì đã bị trói làm một.
For this cause I have said, Let your eyes be turned away from me in my bitter weeping; I will not be comforted for the wasting of the daughter of my people.|Vậy nên ta phán rằng: Các ngươi chớ ngó ta, ta sẽ khóc lóc thảm thiết. Đừng tìm cách yên ủi ta về sự hủy diệt của con gái dân ta!
For it is a day of trouble and of crushing down and of destruction from the Lord, the Lord of armies, in the valley of vision; ...|Vì ấy là ngày bị rối loạn, giày đạp, và kinh hãi trong trũng của sự hiện thấy, đến bởi Chúa, là Đức Giê-hô-va vạn quân; tường thành vỡ lở, tiếng kêu đến núi.
And Elam was armed with arrows, and Aram came on horseback; and the breastplate of Kir was uncovered.|Ê-lam đeo giỏ tên, có xe binh lính kỵ đi theo, và Ki-rơ để trần cái thuẫn,
And your most fertile valleys were full of war-carriages, and the horsemen took up their positions in front of the town.|các nơi trũng đẹp nhứt đầy những xe cộ, và lính kỵ dàn trận tại trước cửa thành.
He took away the cover of Judah; and in that day you were looking with care at the store of arms in the house of the woods.|Màn che Giu-đa đã cất rồi; và trong ngày đó ngươi trông về khí giới của nhà rừng.
And you saw all the broken places in the wall of the town of David: and you got together the waters of the lower pool.|Các ngươi thấy thành Đa-vít bị nhiều nơi sứt mẻ, bèn thâu chứa nước ao dưới lại.
And you had the houses of Jerusalem numbered, pulling down the houses to make the wall stronger.|Các ngươi đếm nhà cửa Giê-ru-sa-lem, phá những nhà cửa để tu bổ tường thành;
And you made a place between the two walls for storing the waters of the old pool: but you gave no thought to him who had done this, and were not looking to him by whom it had been purposed long before.|lại đào hồ giữa khoảng hai tường thành đặng chứa nước ao cũ. Nhưng các ngươi chẳng trông lên Đấng làm nên sự đó; chẳng nhìn xem Đấng đã định sự đó từ xưa.
And in that day the Lord, the Lord of armies, was looking for weeping, and cries of sorrow, cutting off of the hair, and putting on the clothing of grief:|Trong ngày đó, Chúa, là Đức Giê-hô-va vạn quân, gọi các ngươi khóc lóc, thở than, cạo đầu, và thắt bao gai;
But in place of these there was joy and delight, oxen and sheep were being made ready for food, there was feasting and drinking: men said, Now is the time for food and wine, for tomorrow death comes.|thế mà trong các ngươi có sự vui mừng hớn hở. Người ta mổ bò, giết chiên, ăn thịt, uống rượu: Hãy ăn uống đi, vì ngày mai chúng ta sẽ chết!
And the Lord of armies said to me secretly, Truly, this sin will not be taken from you till your death, says the Lord, the Lord of armies.|Vả, Đức Giê-hô-va vạn quân tỏ mình trong tai tôi rằng: Tội ấy chắc sẽ chẳng hề được tha cho các ngươi cho đến giờ các ngươi chết, Chúa, là Đức Giê-hô-va vạn quân, phán vậy.
The Lord, the Lord of armies, says, Go to this person in authority, this Shebna, who is over the house; who has made himself a resting-place on high, cutting out a place for himself in the rock, and say,|Chúa, là Đức Giê-hô-va vạn quân, phán như vầy: Ngươi hãy đi, đến nhà kẻ giữ kho, tức Sép-na, làm chức giám cung, và bảo nó rằng:
Who are you, and by what right have you made for yourself a resting-place here?|Ngươi ở đây làm gì? có bà con chi đây, mà ngươi đã đục tại đây một huyệt mả? Thật người đục cho mình một huyệt mả trên nơi cao, khiến đào cho mình một chỗ ở trong vầng đá!
See, O strong man, the Lord will send you violently away, gripping you with force,|Nầy, Đức Giê-hô-va, khác nào kẻ sức khỏe, sẽ quăng mạnh người ra nơi xa, và bọc chặt ngươi.
Twisting you round and round like a ball he will send you out into a wide country: there you will come to your end, and there will be the carriages of your pride, O shame of your lord's house!|Ngài ắt sẽ quấn ngươi, và ném ngươi như quả bóng vào xứ rộng và khoảng khoát. Tại đó ngươi sẽ chết, xe cộ sang trọng của ngươi cũng theo đến đó, ôi, ngươi là kẻ làm nhục cho nhà chủ mình!
And I will have you forced out of your place of authority, and pulled down from your position.|Ta sẽ cách chức ngươi, ngươi sẽ bị truất khỏi ngôi mình.
And in that day I will send for my servant, Eliakim, the son of Hilkiah:|Trong ngày đó, ta sẽ gọi đầy tớ ta là Ê-li -a-kim, con trai Hinh-kia,
And I will put your robe on him, and put your band about him, and I will give your authority into his hand: and he will be a father to the men of Jerusalem, and to the family of Judah.|lấy áo ngươi mặc cho nó, lấy đai ngươi giúp sức nó, lấy chánh trị ngươi trao trong tay nó, nó sẽ làm cha cho dân cư Giê-ru-sa-lem và cho nhà Giu-đa.
And I will give the key of the family of David into his care; and what he keeps open will be shut by no one, and what he keeps shut no one will make open.|Ta sẽ đem chìa khóa nhà Đa-vít để trên vai nó; hễ nó mở, không ai đóng được; nó đóng, không ai mở được.
And I will put him like a nail in a safe place; and he will be for a seat of glory to his father's family.|Ta sẽ đóng nó xuống như đinh đóng nơi vững chãi; và nó sẽ trở nên một ngôi vinh hiển cho nhà cha mình.
And all the glory of his father's family will be hanging on him, all their offspring, every small vessel, even the cups and the basins.|Người ta sẽ treo trên nó mọi sự vinh hiển của nhà cha mình, con cái dòng dõi, và hết thảy những đồ đựng bé nhỏ nữa, từ cái chén đến cái ve.
In that day, says the Lord of armies, will the nail fixed in a safe place give way; and it will be cut down, and in its fall the weight hanging on it will be cut off, for the Lord has said it.|Đức Giê-hô-va vạn quân phán rằng: Trong ngày đó, cái đinh đóng nơi vững chãi sẽ lỏng xệch; nó sẽ bị đập và rớt xuống, và gánh nặng treo trên nó sẽ bị cắt đứt. Vì Đức Giê-hô-va đã phán vậy.

					Isaiah 23				|
						I-sai-a 23					
The word about Tyre. Let a cry of sorrow go up, O ships of Tarshish, because your strong place is made waste; on the way back from the land of Kittim the news is given to them.|Gánh nặng về Ty-rơ. Hỡi tàu bè Ta-rê-si, hãy than khóc, vì nó đã bị hủy phá, đến nỗi chẳng còn nhà cửa nữa! chẳng còn lối vào nữa! Ay là điều đã tỏ cho họ từ xứ Kít-tim.
Send out a cry of grief, you men of the sea-land, traders of Zidon, who go over the sea, whose representatives are on great waters;|Hỡi dân cư bờ biển, là nơi những lái buôn Si-đôn, là những kẻ vượt biển chở đồ hàng đến, hãy nín lặng!
Who get in the seed of Shihor, whose wealth is the trade of the nations.|Hột giống của Si-ho, mùa màng của sông Ni-lơ, theo đường biển trở đến, ấy là phần lợi nó; nó vốn là chợ buôn của các nước.
Be shamed, O Zidon: for the sea, the strong place of the sea has said, I have not been with child, or given birth; I have not taken care of young men, or kept watch over the growth of virgins.|Hỡi Si-đôn, hãy hổ thẹn! Vì biển, nơi đồn lũy biển, có nói như vầy: Ta chưa ở cữ, chưa đẻ con, chưa nuôi trai trẻ, chưa nuôi gái bé.
When the news comes to Egypt they will be bitterly pained at the fate of Tyre.|Khi tin nầy đồn đến Ê-díp-tô, người ta nghe tin về Ty-rơ, chắc sẽ đau thương lắm.
Go over to Tarshish; give cries of sorrow, O men of the sea-land.|Hãy dời qua Ta-rê-si; hỡi dân ở gần biển, hãy than khóc!
Is this the town which was full of joy, whose start goes back to times long past, whose wanderings took her into far-off countries?|Đây há chẳng phải là thành vui vẻ của các ngươi sao? Là thành có từ đời thượng cổ, mà chơn nó đã trải đến nơi xa đặng trú ngụ tại đó.
By whom was this purposed against Tyre, the crowning town, whose traders are chiefs, whose business men are honoured in the land?|Vậy, ai đã định sự ấy nghịch cùng Ty-rơ, là thành đã phân phát mão triều thiên, lái buôn nó vốn là hàng vương hầu, người mua bán nó vốn là tay quí hiển trong thiên hạ?
It was the purpose of the Lord of armies to put pride to shame, to make sport of the glory of those who are honoured in the earth.|Ay là Đức Giê-hô-va vạn quân đã định sự nầy, để làm dơ dáy sự kiêu ngạo mọi vinh hiển, và làm nhục mọi kẻ sang trọng trong thế gian.
Let your land be worked with the plough, O daughter of Tarshish; there is no longer any harbour.|Hỡi con gái Ta-rê-si, ngươi không còn bị trói buộc nữa, hãy đi qua khắp địa phận ngươi như sông Ni-lơ!
