
					Leviticus 1				|
But if, in his opinion, the growth is stopped, and black hair has come up on it, the disease has gone; he is clean and the priest will say that he is clean.|Nhưng nếu đòng đanh xem bộ ngừng lại, và đã lố mọc lông đen, đòng đanh đã lành: người đã được tinh sạch, và thầy tế lễ phải định người là tinh sạch.
And if a man or a woman has bright marks on the skin of their flesh, that is, bright white marks,|Khi nào người nam hãy nữ trên da thân mình có những đém trắng,
Then the priest is to see them: and if the white marks on their skin are not very bright, it is a skin disease which has come out on the skin; he is clean.|thầy tế lễ sẽ khám cho. Nếu trên da thân người có những đém trắng xanh, ấy là một đém trắng lở trên da mà thôi: người vẫn tinh sạch.
And if a man's hair has come out and he has no hair, still he is clean.|Khi một người nào đầu rụng tóc, ấy là một người sói đầu: người vẫn tinh sạch.
And if the hair has gone from the front part of his head, so that he has no hair there, still he is clean.|Nếu người rụng tóc về phía mặt, ấy là một người sói trán: người vẫn tinh sạch.
But if, on his head or on his brow, where he has no hair, there is a red and white place, it is the disease of the leper coming out on his head or on his brow.|Còn nếu trong chỗ sói phía trước hay là phía sau có một vít trắng hồng, ấy là bịnh phung lở ra ở chỗ sói phía trước hay là phía sau.
Then if the priest sees that the growth of the disease has become red and white on his head or on his brow where there is no hair, like the mark in the skin of a leper;|Thầy tế lễ phải khám cho; nếu nơi sưng của vít trong chỗ sói phía trước hay là phía sau có màu trắng hồng, giống như bịnh phung tại da của thân người,
He is a leper and unclean; the priest is to say that he is most certainly unclean: the disease is in his head.|thì người nầy bị phung, thầy tế lễ sẽ định người là ô uế; vít người ở nơi đầu.
And the leper who has the disease on him is to go about with signs of grief, with his hair loose and his mouth covered, crying, Unclean, unclean.|Vả, người đã bị vít phung rồi phải xé quần áo, đầu trần, che râu lại la rằng: Ô-uế! Ô-uế!
While the disease is on him, he will be unclean. He is unclean: let him keep by himself, living outside the tent-circle.|Trọn lúc nào người có vít, thì sẽ bị ô uế, phải ở một mình ngoài trại quân.
And any clothing of wool or of linen in which is the mark of the disease;|Khi nào lên mốc trên quần áo, như vít phung, bất luận trên quần áo bằng lông chiên hay quần áo bằng vải gai,
If it is in the threads of the linen or of the wool, or in leather, or in anything made of skin;|trên canh hay trên chỉ bằng gai, hoặc bằng lông chiên, trên da hay là trên món nào bằng da;
If there are red or green marks on the clothing, or on the leather, or in the threads of the cloth, or in anything made of skin, it is the leper's disease: let the priest see it.|nếu vít đó màu xanh xanh hay đỏ đỏ, trên quần áo hoặc trên da, trên canh hoặc trên chỉ hay là trên món nào bằng da, thì phải coi như bịnh phung, đem đến tỏ cho thầy tế lễ.
And after it has been seen by the priest, the thing which is so marked is to be shut up for seven days:|Thầy tế lễ sẽ khám cho, và giam món có vít ấy trong bảy ngày.
And he is to see the mark on the seventh day; if the mark is increased in the clothing, or in the threads of the material, or in the leather, whatever the leather is used for, it is the disease biting into it: it is unclean.|Qua ngày thứ bảy, thầy tế lễ khám vít lại; nếu vít ăn lan trên quần áo, trên canh hay chỉ, trên da hay trên món chi bằng da, thì phải coi như bịnh phung ăn luồn; món đó bị ô uế.
And the clothing, or the wool or linen material, or anything of leather in which is the disease, is to be burned: for the disease is biting into it; let it be burned in the fire.|Vậy, người phải đốt quần áo, canh hay chỉ bằng lông chiên hoặc bằng gai, hoặc các món chi làm bằng da, ở trên nó mà đã bị vít, vì là một bịnh phung ăn ruồng: phải thiêu đi.
And if the priest sees that the mark is not increased in the clothing or in any part of the material or in the leather,|Còn nếu thầy tế lễ khám, chẳng thấy vít đó ăn lan trên quần áo, trên canh hay trên chỉ, hoặc các món chi làm bằng da,
Then the priest will give orders for the thing on which the mark is, to be washed, and to be shut up for seven days more:|thì người hãy biểu họ đem giặt món có vít đó đi, rồi giam nó một lần thứ nhì trong bảy ngày nữa.
And if, after the mark has been washed, the priest sees that the colour of it is not changed and it is not increased, it is to be burned in the fire: the disease is working in it, though the damage may be inside or outside.|Khi giặt rồi, thầy tế lễ sẽ khám lại, nếu vít đó không phai màu và cũng chẳng ăn lan ra, thì món đó là ô uế: ngươi hãy đem thiêu đi, vì là một thứ vít mốc ăn vào bề trái hay là bề mặt.
And if the priest sees that the mark is less bright after the washing, then let him have it cut out of the clothing or the leather or from the threads of the material:|Còn nếu sau khi giặt rồi, thầy tế lễ thấy vít đã tái, thì phải gỡ nó khỏi quần áo, da, canh hay chỉ đi.
And if the mark is still seen in the clothing or in the threads of the material or in the leather, it is the disease coming out: the thing in which the disease is will have to be burned with fire.|Nếu vít mốc còn ló lên lại trên quần áo, trên canh hay chỉ, hoặc trên món chi bằng da, thì phải coi như một vít phung, và thiêu món có vít đó đi.
And the material of the clothing, or anything of skin, which has been washed, if the mark has gone out of it, let it be washed a second time and it will be clean.|Nhưng quần áo, canh hay chỉ, hoặc món nào bằng da mà ngươi đã giặt, và vít đã lặn rồi, thì hãy đem giặt một lần thứ nhì nữa, đoạn sẽ được tinh sạch.
This is the law about the leper's disease in the thread of wool or linen material, in clothing or in anything of skin, saying how it is to be judged clean or unclean.|Đó là luật lệ về vít lên mốc như phung trên quần áo bằng lông chiên hay bằng vải gai, trên canh hay chỉ, hoặc trên món chi bằng da, chiếu theo luật lệ đó là phải định là tinh sạch hay là ô uế.

					Leviticus 14				|
						Lê-vi 14					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
This is the law of the leper on the day when he is made clean: he is to be taken to the priest;|Nầy là luật lệ cho kẻ phung về ngày nó được sạch. Người ta sẽ dẫn người phung đến thầy tế lễ:
And the priest is to go outside the tent-circle; and if, after looking, the priest sees that the mark of the disease has gone from him,|thầy tế lễ sẽ ra ngoài trại quân mà khám bịnh cho. Nếu vít phung của người bịnh lành rồi,
Then the priest is to give orders to take, for him who is to be made clean, two living clean birds and some cedar wood and red thread and hyssop.|thì về phần người phải được sạch, thầy tế lễ sẽ truyền đem hai con chim vẫn sống và tinh sạch, cây hương nam, màu đỏ sặm và nhành kinh giới.
And the priest will give orders for one of the birds to be put to death in a vessel made of earth, over flowing water.|Thầy tế lễ biểu cắt cổ một trong hai chim đó trong chậu sành, trên nước chảy.
And he will take the living bird and the wood and the red thread and the hyssop and put them in the blood of the bird which was put to death over flowing water.|Đoạn, bắt lấy chim còn sống với cây hương nam, màu đỏ sặm, nhành kinh giới, đem nhúng trong huyết của chim kia đã cắt cổ trên nước chảy.
