
					II Samuel 1				|
Then Nathan went back to his house. And the hand of the Lord was on David's son, the child of Uriah's wife, and it became very ill.|Đoạn, Na-than trở về nhà mình. Đức Giê-hô-va bèn đánh đứa trẻ mà vợ của U-ri đã sanh cho Đa-vít, và nó bị đau nặng lắm.
So David made prayer to God for the child; and he took no food day after day, and went in and, stretching himself out on the earth, was there all night.|Đa-vít vì con cầu khẩn Đức Chúa Trời và kiêng ăn; đoạn, người trở vào nhà, trọn đêm nằm dưới đất.
And the chief men of his house got up and went to his side to make him get up from the earth, but he would not; and he would not take food with them.|Các trưởng lão trong nhà chổi dậy đứng chung quanh người đặng đỡ người lên khỏi đất; nhưng người không khứng, và chẳng ăn với họ.
And then on the seventh day the child's death took place. And David's servants were in fear of giving him the news of the child's death: for they said, Truly, while the child was still living he gave no attention when we said anything to him: what will he do to himself if we give him word that the child is dead?|Ngày thứ bảy đứa trẻ chết. Các tôi tớ của Đa-vít ngại cho người biết đứa trẻ đã chết; vì họ nói rằng: Lúc đứa trẻ còn sống, chúng tôi có khuyên giải vua, vua không khứng nghe chúng tôi; vậy làm sao chúng tôi lại dám nói cùng vua rằng đứa trẻ đã chết? Có lẽ vua rủi ro!
But when David saw that his servants were talking together quietly, he was certain that the child was dead: and he said to his servants, Is the child dead? and they said, He is.|Nhưng Đa-vít thấy những tôi tớ nó nhỏ nhỏ, hiểu rằng đứa trẻ đã chết, nên hỏi rằng: Có phải đứa trẻ đã chết chăng? Họ thưa: Phải, đã chết rồi.
Then David got up from the earth, and after washing and rubbing himself with oil and changing his clothing, he went into the house of the Lord and gave worship: then he went back to his house, and at his order they put food before him and he had a meal.|Bấy giờ, Đa-vít chờ dậy khỏi đất, tắm mình, xức dầu thơm, và thay quần áo; rồi người đi vào đến của Đức Giê-hô-va và thờ lạy. Đoạn, người trở về cung, truyền dọn vật thực cho mình, và người ăn.
Then his servants said to him, Why have you been acting in this way? you were weeping and going without food while the child was still living; but when the child was dead, you got up and had a meal.|Các tôi tớ hỏi người rằng: Vua làm chi vậy? Khi đứa trẻ nầy còn sống, vua kiêng ăn và khóc vì nó; và bấy giờ, nó đã chết vua chờ dậy và ăn!
And he said, While the child was still living I went without food and gave myself up to weeping: for I said, Who is able to say that the Lord will not have mercy on me and give the child life?|Vua đáp: Khi đứa trẻ còn sống, ta kiêng ăn và khóc lóc, vì ta nghĩa rằng: Nào ai biết; có lẽ Đức Giê-hô-va sẽ thương xót ta, và cho đứa trẻ được sống chăng.
But now that the child is dead there is no reason for me to go without food; am I able to make him come back to life? I will go to him, but he will never come back to me.|Nhưng bây giờ nó đã chết, ta kiêng ăn làm chi? Ta có thế làm cho nó trở lại ư? Ta sẽ đi đến nó nhưng nó không trở lại cùng ta.
And David gave comfort to his wife Bath-sheba, and he went in to her and had connection with her: and she had a son to whom she gave the name Solomon. And he was dear to the Lord.|Đa-vít an ủy Bát-sê-ba, vợ mình, đến ngủ cùng nàng; nàng sanh một đứa trai, đặt tên là Sa-lô-môn. Đức Giê-hô-va yêu mến Sa-lô-môn,
And he sent word by Nathan the prophet, who gave him the name Jedidiah, by the word of the Lord.|nên Ngài sai đấng tiên tri Na-than đến đặt tên cho nó là Giê-đi-đia, vì Đức Giê-hô-va yêu mến nó.
Now Joab was fighting against Rabbah, in the land of the children of Ammon, and he took the water-town.|Giô-áp đánh Ráp-ba của dân Am-môn, và hãm lấy đế đô.
And Joab sent men to David, saying, I have made war against Rabbah and have taken the water-town.|Người sai sứ giả đến cùng Đa-vít mà nói rằng: Tôi có đánh Ráp-ba và hãm lấy thành ở mạn dưới rồi.
So now, get the rest of the people together, and put them in position against the town and take it, for if I take it, it will be named after my name.|Bây giờ, vua hãy nhóm hiệp chiến sĩ còn lại, đến đóng trước thành và chiếm lấy nó, kẻo tôi hãm lấy nó thì công đó về tôi chăng.
Then David got all the people together and went to Rabbah and made war on it and took it.|Vậy, vua Đa-vít nhóm hiệp cả dân sự, kéo đến đánh Ráp-ba, vây và hãm lấy nó.
And he took the crown of Milcom from his head; the weight of it was a talent of gold, and in it were stones of great price; and it was put on David's head. And he took a great store of goods from the town.|Người lột cái mão triều thiên của vua dân Am-môn đội trên đầu; mão đó cân nặng một ta lâng vàng, có trang sức những bửu thạch; Đa-vít đặt nó ở trên đầu mình. Người cũng đoạt lấy rất nhiều của cải thành mà đem đi.
And he took the people out of the town and put them to work with wood-cutting instruments, and iron grain-crushers, and iron axes, and at brick-making: this he did to all the towns of the children of Ammon. Then David and all the people went back to Jerusalem.|Người điệu dân sự ở thành ấy ra, bắt chúng phải làm công dịch bằng cưa, bừa sắt, rìu sắt, và lò gạch; người cũng đãi hết thảy thành của dân Am-môn như vậy. Đoạn, Đa-vít và cả dân sự đều trở về Giê-ru-sa-lem.

					II Samuel 13				|
						II Sa-mu-ên 13					
Now after this, it came about that Absalom, David's son, had a beautiful sister, whose name was Tamar; and David's son Amnon was in love with her.|Kế sau ấy, xảy có việc nầy: Ap-sa-lôm, con trai của Đa-vít, có một em gái ruột, tên là Ta-ma, rất lịch sự; Am-nôn, con trai của Đa-vít, thương nàng.
And he was so deeply in love that he became ill because of his sister Tamar; for she was a virgin, and so it seemed hard to Amnon to do anything to her.|Am-nôn mê mệt vì cớ Ta-ma em gái mình; đến đỗi thành bịnh; vì nàng là đồng trinh, lấy làm khó cho Am-nôn được chi với nàng.
But Amnon had a friend whose name was Jonadab, the son of Shimeah, David's brother: and Jonadab was a very wise man.|Vả, Am-nôn có một bạn hữu tên là Giô-na-đáp, con trai của Si-mê -a, là anh Đa-vít; người nầy rất quỉ quyệt.
And he said to him, O son of the king, why are you getting thinner day by day? will you not say what your trouble is? And Amnon said to him, I am in love with Tamar, my brother Absalom's sister.|Giô-na-đáp nói cùng Am-nôn rằng: Hỡi vương tử, nhơn sao một ngày một hao mòn như vậy? Vương tử sẽ thú thật với tôi chăng? Am-nôn đáp: Ta thương Ta-ma, em gái của Ap-sa-lôm, là em trai ta.
Then Jonadab said to him, Go to your bed, and let it seem that you are ill: and when your father comes to see you, say to him, Let my sister Tamar come and give me bread, and get the food ready before my eyes, so that I may see it and take it from her hand.|Giô-na-đáp nói cùng người rằng: Vương tử hãy nằm trên giường, làm bộ đau; rồi khi vua cha đến thăm, hãy nói rằng: con xin cha cho Ta-ma, em gái con, đến cho con ăn; nó sẽ dọn món ăn trước mặt con, con sẽ thấy nó làm, và sẽ nhận lấy đồ ăn từ nơi tay nó.
So Amnon went to bed and made himself seem ill: and when the king came to see him, Amnon said to the king, Please let my sister Tamar come and make me one or two cakes before my eyes, so that I may take food from her hand.|Vậy, Am-nôn nằm làm bộ đau. Vua đến thăm, thì Am-nôn nói cùng vua rằng: Con xin cha cho Ta-ma đến đây, làm hai cái bánh nhỏ tại trước mắt con; con sẽ nhận lấy bánh ấy nơi tay nó.
Then David sent to the house for Tamar and said, Go now to your brother Amnon's house and get a meal for him.|Đa-vít sai người đến cùng Ta-ma, bảo nàng rằng: Hãy đi đến nhà Am-môn, anh con, và làm món chi để ăn.
So Tamar went to her brother Amnon's house; and he was in bed. And she took paste and made cakes before his eyes, cooking them over the fire.|Ta-ma đi đến nhà anh mình; người đương nằm. Trước mặt người, nàng lấy bột mì, nhồi làm bánh nhỏ và hấp đi.
And she took the cooking-pot, and put the cakes before him, but he would not take them. And Amnon said, Let everyone go away from me. So they all went out.|Đoạn, nàng nhắc chảo nhỏ xuống, và trút bánh ra trong mâm; nhưng Am-nôn từ chối không ăn, bèn nói rằng: Hãy biểu mọi người ra khỏi đây. Hết thảy đều lui ra.
Then Amnon said to Tamar, Take the food and come into my bedroom, so that I may take it from your hand. So Tamar took the cakes she had made and went with them into her brother Amnon's bedroom.|Bấy giờ, Am-nôn nói cùng Ta-ma rằng: Hãy bưng đồ ăn em đã dọn cho anh vào trong phòng, để anh nhận lấy nó từ nơi tay em. Ta-ma bèn lấy các bánh nhỏ mình đã làm, bưng vào cho Am-nôn, anh mình, ở trong phòng.
And when she took them to give them to him, he put his arms round her and said, Come to bed, my sister.|Nàng dâng bánh cho người ăn; nhưng người vớ lấy nàng mà rằng: Em ơi, hãy đến ngủ cùng anh.
And answering him, she said, O my brother, do not put shame on me; it is not right for such a thing to be done in Israel: do not this evil thing.|Nàng đáp với người rằng: Không được anh; chớ làm nhục tôi, vì trong Y-sơ-ra-ên người ta chẳng làm như vậy. Chớ phạm sự ô hạnh nầy!
What will become of me in my shame? and as for you, you will be looked down on with disgust by all Israel. Now then, go and make your request to the king, for he will not keep me from you.|Tôi sẽ mang sự sỉ nhục tôi đi đâu? Còn anh sẽ như một người ô danh trong Y-sơ-ra-ên. Thà anh nói cùng vua thì hơn; vua chẳng cấm anh lấy tôi làm vợ.
But he would not give attention to what she said: but being stronger than she, he took her by force, and had connection with her.|Nhưng Am-nôn không khứng nghe nàng; và vì người mạnh hơn, bèn gian hiếp nàng, nằm cùng nàng.
