
					Jeremiah 1				|
They make it beautiful with silver and gold; they make it strong with nails and hammers, so that it may not be moved.|rồi lấy bạc vàng mà trang sức; dùng búa mà đóng đinh vào, đặng khỏi lung lay.
It is like a pillar in a garden of plants, and has no voice: it has to be lifted, for it has no power of walking. Have no fear of it; for it has no power of doing evil and it is not able to do any good.|Các thần ấy tiện như hình cây chà là, không biết nói; không biết đi, nên phải khiêng. Đừng sợ các thần ấy, vì không có quyền làm họa hay làm phước.
There is no one like you, O Lord; you are great and your name is great in power.|Hỡi Đức Giê-hô-va, chẳng ai giống như Ngài! Ngài là lớn, danh Ngài có sức mạnh lớn lắm.
Who would not have fear of you, O King of the nations? for it is your right: for among all the wise men of the nations, and in all their kingdoms, there is no one like you.|Hỡi vua các nước! ai chẳng nên sợ Ngài? Ay là điều Ngài đáng được. Vì trong những người khôn ngoan của các nước, tỏ ra sự vinh hiển mình, chẳng có ai giống như Ngài.
But they are together like beasts and foolish: the teaching of false gods is wood.|Chúng nó hết thảy đều là u mê khờ dại. Sự dạy dỗ của hình tượng chỉ là gỗ mà thôi.
Silver hammered into plates is sent from Tarshish, and gold from Uphaz, the work of the expert workman and of the hands of the gold-worker; blue and purple is their clothing, all the work of expert men.|Ay là bạc giát mỏng vận đến từ Ta-rê-si, và vàng của U-pha, nhờ tay thợ chạm làm ra cùng thợ vàng chế thành; có vải màu xanh màu tím làm áo; ấy cũng là việc của người thợ khéo.
But the Lord is the true God; he is the living God and an eternal king: when he is angry, the earth is shaking with fear, and the nations give way before his wrath.|Nhưng Đức Giê-hô-va là Đức Chúa Trời thật; Ngài là Đức Chúa Trời hằng sống, là Vua đời đời. Nhơn cơn giận Ngài, đất đều rúng động, các nước không thể chịu được cơn giận Ngài.
This is what you are to say to them: The gods who have not made the heavens and the earth will be cut off from the earth and from under the heavens.|Các ngươi khó nói cùng họ rằng: Những thần nầy không làm nên các từng trời, cũng không làm nên đất, thì sẽ bị diệt đi khỏi trên đất và khỏi dưới các từng trời.
He has made the earth by his power, he has made the world strong in its place by his wisdom, and by his wise design the heavens have been stretched out.|Chính Đức Giê-hô-va đã làm nên đất bởi quyền năng Ngài, đã lập thế gian bởi sự khôn ngoan Ngài, đã giương các từng trời ra bởi sự thông sáng Ngài.
At the sound of his voice there is a massing of waters in the heavens, and he makes the mists go up from the ends of the earth; he makes the thunder-flames for the rain, and sends out the wind from his store-houses.|Khi Ngài phát ra tiếng, thì có tiếng động lớn của nước trong các từng trời; Ngài làm cho hơi nước từ đầu cùng đất bay lên, kéo gió ra từ trong kho Ngài;
Then every man becomes like a beast without knowledge; every gold-worker is put to shame by the image he has made: for his metal image is deceit, and there is no breath in them.|người ta đều trở nên u mê khờ dại, thợ vàng xấu hổ vì tượng chạm của mình; vì các tượng đúc chẳng qua là giả dối, chẳng có hơi thở ở trong;
They are nothing, a work of error: in the time of their punishment, destruction will overtake them.|chỉ là sự hư vô, chỉ là đồ đánh lừa; đến ngày thăm phạt sẽ bị diệt mất.
The heritage of Jacob is not like these; for the maker of all things is his heritage: the Lord of armies is his name.|Sản nghiệp của Gia-cốp thì chẳng giống như vậy; vì Ngài đã tạo nên mọi sự, và Y-sơ-ra-ên là chi phái của cơ nghiệp Ngài. Danh Ngài là Đức Giê-hô-va vạn quân.
Get your goods together and go out of the land, O you who are shut up in the walled town.|Hỡi ngươi là kẻ bị vây, hãy lấy của cải mình lìa khỏi đất nầy.
For the Lord has said, I will send the people in flight like a stone from the land at this time, troubling them so that they will be conscious of it.|Vì Đức Giê-hô-va phán như vầy: Nầy, lần nầy ta sẽ liệng ra dân của đất nầy, ta sẽ làm khốn chúng nó, cho chúng nó tỉnh biết.
Sorrow is mine for I am wounded! my wound may not be made well; and I said, Cruel is my disease, I may not be free from it.|Khốn nạn cho tôi vì vết thương tôi! Vít tôi là đau đớn! Nhưng tôi nói: Ay là sự lo buồn tôi, tôi phải chịu.
My tent is pulled down and all my cords are broken: my children have gone from me, and they are not: no longer is there anyone to give help in stretching out my tent and hanging up my curtains.|Trại của tôi bị phá hủy, những dây của tôi đều đứt, con cái tôi bỏ tôi, chúng nó không còn nữa. Tôi không có người để giương trại tôi ra và căng màn tôi.
For the keepers of the sheep have become like beasts, not looking to the Lord for directions: so they have not done wisely and all their flocks have been put to flight.|Những kẻ chăn chiên đều ngu dại, chẳng tìm cầu Đức Giê-hô-va. Vì vậy mà chúng nó chẳng được thạnh vượng, và hết thảy những bầy chúng nó bị tan lạc.
News is going about, see, it is coming, a great shaking is coming from the north country, so that the towns of Judah may be made waste and become the living-place of jackals.|Nầy, có tiếng đồn ra; có sự ồn ào lớn đến từ miền phương bắc, đặng làm cho các thành của Giu-đa nên hoang vu, nên hang chó rừng.
O Lord, I am conscious that a man's way is not in himself: man has no power of guiding his steps.|Hỡi Đức Giê-hô-va, tôi biết đường của loài người chẳng do nơi họ, người ta đi, chẳng có quyền dẫn đưa bước của mình.
O Lord, put me right, but with wise purpose; not in your wrath, or you will make me small.|Hỡi Đức Giê-hô-va, vậy xin hãy sửa trị tôi cách chừng đỗi; xin chớ nhơn cơn giận, e rằng Ngài làm cho tôi ra hư không chăng.
Let your wrath be let loose on the nations which have no knowledge of you, and on the families who give no worship to your name: for they have made a meal of Jacob, truly they have made a meal of him and put an end to him and made his fields a waste.|Xin hãy đổ sự thạnh nộ trên các nước chẳng nhìn biết Ngài, trên các họ hàng chẳng kêu cầu danh Ngài. Vì họ nuốt Gia-cốp, và còn nuốt nữa; họ diệt Gia-cốp, làm cho chỗ ở nó thành ra hoang vu.

					Jeremiah 11				|
						Giê-rê-mi-a 11					
The word which came to Jeremiah from the Lord, saying,|Từ nơi Đức Giê-hô-va, có lời phán cho Giê-rê-mi như vầy:
Give ear to the words of this agreement, and say to the men of Judah and to the people of Jerusalem,|Hãy nghe những lời giao ước nầy, và bảo cho người Giu-đa và dân ở thành Giê-ru-sa-lem.
The Lord, the God of Israel, has said, Let that man be cursed who does not give ear to the words of this agreement,|Ngươi khá bảo chúng nó rằng: Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên phán như vầy: Đáng rủa thay là người không nghe lời giao ước nầy,
To the order which I gave your fathers on the day when I took them out of the land of Egypt, out of the oven of iron, saying, Give ear to my voice, and do all the orders I have given you: so you will be my people, and I will be your God:|mà ta đã truyền cho tổ phụ các ngươi, trong ngày ta đem họ ra khỏi xứ Ê-díp-tô, khỏi lò nấu sắt, mà phán rằng: Hãy nghe tiếng ta, noi theo điều ta dạy mà làm. Vậy thì các ngươi sẽ làm dân ta, ta sẽ làm Đức Chúa Trời các ngươi;
So that I may give effect to the oath which I made to your fathers, to give them a land flowing with milk and honey as at this day. And I said in answer, So be it, O Lord.|hầu cho ta giữ lời thề ta đã thề cùng tổ phụ các ngươi, mà ban cho họ một xứ đượm sữa và mật, như xứ các ngươi thấy ngày nay. Tôi bèn thưa rằng: Hỡi Đức Giê-hô-va! A-men!
And the Lord said to me, Give out these words in the towns of Judah and in the streets of Jerusalem, saying, Give ear to the words of this agreement and do them.|Đức Giê-hô-va phán cùng tôi rằng: Hãy rao mọi lời nầy trong các thành của Giu-đa và trong các đường phố Giê-ru-sa-lem rằng: hãy nghe những lời giao ước nầy mà làm theo.
For I gave certain witness to your fathers on the day when I took them up out of the land of Egypt, and even to this day, getting up early and witnessing and saying, Give ear to my voice.|Ta đã khuyên răn tổ phụ các ngươi từ ngày đem họ lên khỏi xứ Ê-díp-tô cho đến ngày nay. Ta dậy sớm mà khuyên răn họ rằng: Hãy vâng theo tiếng ta!
But they gave no attention and did not give ear, but they went on, every man in the pride of his evil heart: so I sent on them all the curses in this agreement, which I gave them orders to keep, but they did not.|Nhưng họ không vâng lời, không để tai vào; họ theo sự cứng cỏi của lòng ác mình mà làm. Vì vậy ta đã làm cho họ mọi lời ngăm đe của giao ước nầy, là điều ta đã dặn họ làm theo mà họ không làm theo.
