
					I Samuel 1				|
Then Saul said to the people who were with him, Let everyone be numbered and let us see who has gone from us. And when they had been numbered, it was seen that Jonathan and his servant were not there.|Bấy giờ, Sau-lơ nói với quân lính ở cùng mình mà rằng: Hãy kiểm điểm xem ai là những người bỏ đã hàng ngũ chúng ta. Chúng kiểm điểm, thấy thiếu Giô-na-than và kẻ vác binh khí người.
And Saul said to Ahijah, Let the ephod come here. For he went before Israel with the ephod at that time.|Sau-lơ nói cùng A-hi-gia rằng: Hãy đem hòm của Đức Chúa Trời đến gần .
Now while Saul was talking to the priest, the noise in the tents of the Philistines became louder and louder; and Saul said to the priest, Take back your hand.|Nhưng khi Sau-lơ nói với thầy tế lễ, thì tiếng ồn ào lại càng thêm lên trong trại quân Phi-li-tin. Sau-lơ nói cùng thầy tế lễ rằng: Hãy rút tay ngươi lại.
And Saul and all the people with him came together and went forward to the fight: and every man's sword was turned against the man at his side, and there was a very great noise.|Đoạn, Sau-lơ và hết thảy quân lính ở cùng người hiệp lại, đi tới chốn chiến trường, kìa thấy người Phi-li-tin rút gươm giết lẫn nhau, hỗn loạn cực điểm.
Then the Hebrews who had been with the Philistines for some time, and had gone up with them to their tents, turning round were joined to those who were with Saul and Jonathan.|Những người Hê-bơ-rơ đã từ lâu phục dân Phi-li-tin và theo họ trong trại quân, nay trở lòng hiệp với Y-sơ-ra-ên vẫn theo cùng Sau-lơ và Giô-na-than.
And all the men of Israel who had taken cover in the hill-country of Ephraim, hearing that the Philistines had been put to flight, went after them, attacking them.|Lại khi hết thảy người Y-sơ-ra-ên đương ẩn trong núi Ep-ra-im, nghe dân Phi-li-tin chạy trốn, cũng rượt đuổi theo chúng nó mà đánh giặc.
So the Lord made Israel safe that day: and the fight went over to Beth-aven.|Đức Giê-hô-va giải cứu Y-sơ-ra-ên trong ngày đó; cơn giặc tràn đến Bết -A-ven.
And all the people were with Saul, about twenty thousand men, and the fight was general through all the hill-country of Ephraim; but Saul made a great error that day, by putting the people under an oath, saying, Let that man be cursed who takes food before evening comes and I have given punishment to those who are against me. So the people had not a taste of food.|Cũng trong ngày đó, dân Y-sơ-ra-ên bị mệt đuối. Vả lại, Sau-lơ có thề cùng dân sự rằng: Đáng rủa sả người nào sẽ ăn vật thực gì trước khi chiều tối, tức trước khi ta báo thù những kẻ cừu địch ta! Vì vậy, cả dân sự đều cử không ăn vật thực gì hết.
And there was honey on the face of the field, and all the people came to the honey, the bees having gone from it;|Song chúng dân đã đến trong một cái rừng có mật ong trên mặt đất.
But not a man put his hand to his mouth for fear of the curse.|Bấy giờ, dân sự đi vào trong rừng, thấy mật nầy chảy; chẳng ai dám chấm tay vào miệng, vì sợ lời thề.
But Jonathan, having no knowledge of the oath his father had put on the people, stretching out the rod which was in his hand, put the end of it in the honey, and put it to his mouth; then his eyes were made bright.|Nhưng Giô-na-than không biết lời thề mà cha mình đã lập cùng dân sự, nên giơ đầu gậy mình cầm nơi tay chấm vào tàng mật ong, rồi lấy tay đem mật vào miệng, thì mắt người sáng ra.
Then one of the people said to him, Your father put the people under an oath, saying, Let that man be cursed who takes any food this day. And the people were feeble, needing food.|Có người trong dân chúng cất tiếng nói rằng: Cha ông có thề cùng dân chúng rằng: Đáng rủa sả người nào ăn vật thực gì trong ngày nay. Vả, dân sự đều bị mệt đuối.
Then Jonathan said, My father has made trouble come on the land: now see how bright my eyes have become because I have taken a little of this honey.|Giô-na-than đáp rằng: Cha ta làm rối cho xứ, hãy xem mắt ta đã sáng dường nào, vì cớ nếm chút mật nầy!
How much more if the people had freely taken their food from the goods of those who were fighting against them! would there not have been much greater destruction among the Philistines?|Ồ! chớ chi ngày nay dân sự đã ăn vật chiếm được của thù nghịch, thì sự thua bại dân Phi-li-tin đã lớn hơn biết bao!
That day they overcame the Philistines from Michmash to Aijalon: and the people were feeble from need of food.|Vậy ngày đó, dân Y-sơ-ra-ên đánh bại dân Phi-li-tin từ Mích-ma cho đến A-gia-lôn.
And rushing at the goods taken in the fight, the people took oxen and sheep and young oxen, and put them to death there on the earth, and had a meal, taking the flesh with the blood in it.|Dân sự bị mệt đuối lắm, bèn xông vào của cướp, bắt chiên, bò, bò con, giết đi trên đất, rồi ăn thịt lộn với huyết.
Then it was said to Saul, See, the people are sinning against the Lord, taking the blood with the flesh. And he said to those who gave him the news, Now let a great stone be rolled to me here.|Có người đến nói cùng Sau-lơ rằng: Kìa, dân sự phạm tội cùng Đức Giê-hô-va, mà ăn thịt lộn với huyết. Người đáp: Ay là một sự lỗi đạo! Hãy lập tức lăn một hòn đá lớn đến gần ta.
And Saul said, Go about among the people and say to them, Let every man come here to me with his ox and his sheep, and put them to death here, and take his meal: do no sin against the Lord by taking the blood with the flesh. So all the people took their oxen with them that night and put them to death there.|Lại tiếp rằng: Hãy đi khắp cơ binh rao rằng mỗi người phải dẫn đến ta chiên và bò mình, và giết đi tại đây. Rồi các ngươi sẽ ăn thịt nó; như vậy các người không phạm tội cùng Đức Giê-hô-va mà ăn thịt lộn với huyết. Thế thì, trong đêm đó, mỗi người trong chúng dẫn súc vật mình có dưới tay, và giết nó trên một hòn đá.
And Saul put up an altar to the Lord: this was the first altar which he put up to the Lord.|Sau-lơ bèn lập một bàn thờ cho Đức Giê-hô-va; ấy là bàn thờ thứ nhứt mà người lập cho Đức Giê-hô-va.
And Saul said, Let us go down after the Philistines by night, attacking them till the morning, till there is not a man of them living. And they said, Do whatever seems right to you. Then the priest said, Let us come near to God.|Đoạn, Sau-lơ nói: Chúng ta hãy đi xuống đuổi theo dân Phi-li-tin trong khi ban đêm, cướp phá chúng nó cho đến sáng sớm, và chớ để sống một ai. Chúng thưa rằng: Hãy làm mọi điều vua lấy làm phải. Thầy tế lễ bèn nói: Chúng ta hãy đến gần Đức Chúa Trời.
And Saul, desiring directions from God, said, Am I to go down after the Philistines? will you give them up into the hands of Israel? But he gave him no answer that day.|Sau-lơ cầu vấn Đức Chúa Trời rằng: Tôi phải nên xuống đuổi theo dân Phi-li-tin chăng? Ngài sẽ phó chúng nó vào tay Y-sơ-ra-ên chăng? Song lần nầy Đức Chúa Trời chẳng đáp lại lời gì hết.
And Saul said, Come near, all you chiefs of the people, and let us get word from God and see in whom is this sin today.|Đoạn, Sau-lơ bảo rằng: Hỡi các quan trưởng của dân sự, hết thảy hãy đến gần đây, xét tìm tội lỗi đã phạm trong ngày nay là sao.
For, by the living Lord, the saviour of Israel, even if the sinner is Jonathan, my son, death will certainly be his fate. But not a man among all the people gave him any answer.|Ta chỉ Đức Giê-hô-va hằng sống, là Đấng giải cứu Y-sơ-ra-ên, mà thề rằng kẻ đã phạm tội, dẫu chính là Giô-na-than, con trai ta, cũng phải chết đi! Trong cả dân sự chẳng có ai đáp lời người.
Then he said to all Israel, You be on one side, and I with Jonathan my son will be on the other side. And the people said to Saul, Do whatever seems good to you.|Người bèn nói cùng cả Y-sơ-ra-ên rằng: Các ngươi hãy đứng bên này; ta và Giô-na-than, con trai ta, sẽ đứng bên kia. Dân sự thưa rằng: Hãy làm điều vua lấy làm phải.
Then Saul said to the Lord, the God of Israel, Why have you not given me an answer today? If the sin is in me or in Jonathan my son, O Lord God of Israel, give Urim, and if it is in your people Israel, give Thummim. And by the decision of the Lord, Saul and Jonathan were marked out, and the people went free.|Sau-lơ thưa cùng Đức Giê-hô-va rằng: Oi Đức Chúa Trời của Y-sơ-ra-ên! xin hãy tỏ ra sự thật. Giô-na-than và Sau-lơ bị chỉ ra, còn dân sự thì vô can.
And Saul said, Give your decision between my son Jonathan and me. And Jonathan was taken.|Sau-lơ nói: Hãy bắt thăm cho ta và Giô-na-than, con trai ta.
Then Saul said to Jonathan, Give me an account of what you have done. And Jonathan gave him the story and said, Certainly I took a little honey on the end of my rod; and now death is to be my fate.|Giô-na-than bị chỉ ra. Sau-lơ nói cùng Giô-na-than rằng: Hãy tỏ cho ta biết điều ngươi đã làm. Giô-na-than thú thật rằng: Tôi có dùng đầu gậy tôi cầm nơi tay mà nếm chút mật ong; nầy tôi đây phải chết.
And Saul said, May God's punishment be on me if death is not your fate, Jonathan.|Sau-lơ nói: Hỡi Giô-na-than, nếu ngươi không chết, nguyện Đức Giê-hô-va giáng họa rất nặng trên ta!
And the people said to Saul, Is death to come to Jonathan, the worker of this great salvation for Israel? Let it not be so: by the living Lord, not one hair of his head is to be touched, for he has been working with God today. So the people kept Jonathan from death.|Nhưng dân sự đáp cùng Sau-lơ rằng: Ua! Giô-na-than là người đã làm cho Y-sơ-ra-ên được đại thắng dường kia, phải chết sao? Điều đó chẳng nên! Chúng tôi chỉ sanh mạng của Đức Giê-hô-va mà thề rằng một sợi tóc trên đầu người sẽ chẳng rụng xuống đất; vì người ở cùng Đức Chúa Trời mà được thắng ngày nay. Như vậy, dân sự giải cứu Giô-na-than, và người khỏi bị xử tử.
Then Saul, turning back, went after the Philistines no longer: and the Philistines went back to their place.|Đoạn, Sau-lơ trở về, chẳng đuổi theo dân Phi-li-tin nữa; và dân Phi-li-tin đều trở về trong xứ mình.
Now when Saul had taken his place as ruler of Israel, he made war on those who were against him on every side, Moab and the Ammonites and Edom and the kings of Zobah and the Philistines: and whichever way he went, he overcame them.|Sau khi Sau-lơ đã cầm quyền nước Y-sơ-ra-ên, thì người giao chiến cùng kẻ thù nghịch mình tứ phía, tức cùng Mô-áp, Am-môn, Ê-đôm, các vua Xô-ba, và cùng dân Phi-li-tin; hễ người cử binh đến đâu, thì báo thù được đến đó.
