
					Judges 1				|
Then he said to Zebah and Zalmunna, Where are the men whom you put to death at Tabor? And they gave answer, As you are, so were they; every one of them was like a king's son.|Đoạn, người nói cùng Xê-bách và Xanh-mu-na rằng: Các người kia mà hai ngươi đã giết tại Tha-bô là làm sao? Hai vua đáp: Chúng nó cũng như ngươi; mỗi người đều có hình vóc như một hoàng tử.
And he said, They were my brothers, my mother's sons: by the life of the Lord, if you had kept them safe, I would not put you to death.|Người tiếp: Ay là anh em ta, con của mẹ ta. Quả thật, ta chỉ Đức Giê-hô-va hằng sống mà thề, nếu hai ngươi đã để anh em ta sống, thì nay ta không giết hai ngươi!
Then he said to Jether, his oldest son, Up! Put them to death. But the boy did not take out his sword, fearing because he was still a boy.|Đoạn, Ghê-đê-ôn nói cùng Giê-the, con đầu lòng mình, mà rằng: Hãy chổi dậy, giết họ đi. Nhưng người trẻ chẳng rút gươm ra vì sợ: người vẫn còn thiếu niên.
Then Zebah and Zalmunna said, Up! Put an end to us yourself: for you have a man's strength. Then Gideon got up and put Zebah and Zalmunna to death and took the ornaments which were on their camels' necks.|Xê-bách và Xanh-mu-na nói: Chánh ngươi hãy chổi dậy và đánh chúng ta đi; vì hễ người thể nào thì sức thể ấy. Ghê-đê-ôn bèn chổi dậy, giết Xê-bách và Xanh-mu-na; đoạn lấy đồ trang sức hình như trăng lưỡi liềm ở nơi cổ lạc đà của hai vua.
Then the men of Israel said to Gideon, Be our ruler, you and your son and your son's son after him; for you have been our saviour from the hands of Midian.|Bấy giờ, những người Y-sơ-ra-ên nói cùng Ghê-đê-ôn rằng: Xin ông, con trai, và cháu ông hãy quản trị chúng tôi, vì ông đã giải cứu chúng tôi khỏi tay dân Ma-đi-an.
But Gideon said to them, I will not be a ruler over you, and my son will not be a ruler over you: it is the Lord who will be ruler over you.|Nhưng Ghê-đê-ôn đáp cùng chúng rằng: Ta chẳng quản trị các ngươi, con trai ta cũng không quản trị các ngươi đâu; Đức Giê-hô-va sẽ quản trị các ngươi.
Then Gideon said to them, I have a request to make to you; let every man give me the ear-rings he has taken. (For they had gold ear-rings, because they were Ishmaelites.)|Đoạn, Ghê-đê-ôn nói cùng chúng rằng: Ta chỉ xin các ngươi một điều nầy, là mỗi người trong các ngươi phải giao ta ta những vòng mình đã đoạt lấy. .
And they gave answer, We will gladly give them. So they put down a robe, every man dropping into it the ear-rings he had taken.|Chúng đáp: Chúng tôi sẵn lòng giao cho ông. Họ trải một áo tơi ra, rồi hết thảy đều ném vào đó những vòng của mình đã đoạt lấy.
The weight of the gold ear-rings which he got from them was one thousand, seven hundred shekels of gold; in addition to the moon-ornaments and jewels and the purple robes which were on the kings of Midian, and the chains on their camels' necks.|Những vòng vàng mà Ghê-đê-ôn đã xin, cân được một ngàn bảy trăm siếc-lơ vàng, không kể những đồ trang sức hình như trăng lưỡi liềm, hoa tai, và áo sắc điều của vua Ma-đi-an thường mặc, cùng những kiềng nơi cổ lạc đà.
And Gideon made an ephod from them and put it up in his town Ophrah; and all Israel went after it there and were false to the Lord; and it became a cause of sin to Gideon and his house.|Ghê-đê-ôn lấy một vật đó làm một cái ê-phót, để trong thành mình tại Op-ra. Cả Y-sơ-ra-ên đều cúng thờ cái ê-phót đó; nó trở thành một cái bẫy cho Ghê-đê-ôn cả nhà người.
So Midian was broken before the children of Israel and the Midianites never got back their strength. And the land had peace for forty years, in the days of Gideon.|Dân Ma-đi-an bị phục trước mặt dân Y-sơ-ra-ên, chẳng cất đầu lên được nữa; nên trong đời Ghê-đê-ôn, xứ được hòa bình trọn bốn mươi năm.
And Jerubbaal, the son of Joash, went back to his house and was living there.|Giê-ru-ba-anh, con trai Giô-ách, trở về và ở trong nhà mình.
Gideon had seventy sons, the offspring of his body; for he had a number of wives.|Vả, Ghê-đê-ôn sanh được bảy mươi con trai, vì người có nhiều vợ.
And the servant-wife he had in Shechem had a son by him, to whom he gave the name Abimelech.|Vợ lẽ người ở tại Si-chem, cũng sanh cho ngươi một con trai đặt tên là A-bi-mê-léc.
And Gideon, the son of Joash, came to his end when he was very old, and his body was put in the resting-place of Joash his father, in Ophrah of the Abiezrites.|Đoạn, Ghê-đê-ôn, con trai Giô-ách, qua đời, tuổi tác đã cao, được chôn trong mả của Giô-ách, cha người, tại Op-ra, là thành của dân A-bi-ê-xê-rít.
And after the death of Gideon, the children of Israel again went after the gods of Canaan and were false to the Lord, and made Baal-berith their god.|Sau khi Ghê-đê-ôn qua đời, dân Y-sơ-ra-ên trở lại hành dâm cùng các Ba-anh, và chọn Ba-anh-Bê-rít làm thần.
And the children of Israel did not keep in their minds the Lord their God, who had been their saviour from all their haters on every side;|Như vậy, dân Y-sơ-ra-ên không nhớ đến Giê-hô-va Đức Chúa Trời mình, là Đấng đã giải cứu họ khỏi tay của các kẻ thù nghịch ở chung quanh;
And they were not kind to the house of Jerubbaal, that is, Gideon, in reward for all the good he had done to Israel.|và cũng không có lòng thảo chút nào với nhà Giê-ru-ba-anh, là Ghê-đê-ôn, về các ơn mà người đã làm cho Y-sơ-ra-ên.

					Judges 9				|
						Các Thủ Lãnh 9					
Now Abimelech, the son of Jerubbaal, went to Shechem to his mother's family, and said to them and to all the family of his mother's father,|A-bi-mê-léc, con trai Giê-ru-ba-anh, sang qua Si-chem, đến cùng các cậu và cả nhà ông ngoại mình, mà nói rằng:
Say now in the ears of all the townsmen of Shechem, Is it better for you to be ruled by all the seventy sons of Jerubbaal or by one man only? And keep in mind that I am your bone and your flesh.|Xin các ông hãy hỏi hết thảy người Si-chem, mà nói rằng: Hoặc tất cả bảy mươi người con trai Giê-ru-ba-anh cai trị trên các ngươi, hoặc chỉ một người làm vua của các ngươi, điều nào là tốt hơn? Cũng hãy nhớ rằng ta đồng cốt nhục với các ngươi.
So his mother's family said all this about him in the ears of all the townsmen of Shechem: and their hearts were turned to Abimelech, for they said, He is our brother.|Các cậu người nói giùm người, đem các lời nầy thuật lại cho hết thảy dân Si-chem nghe, và lòng chúng nghiêng về A-bi-mê-léc, vì chúng nói rằng: Người là anh em ta.
And they gave him seventy shekels of silver from the house of Baal-berith, with which Abimelech got the support of a number of uncontrolled and good-for-nothing persons.|Chúng bèn ban cho người bảy mươi miếng bạc của miếu Ba-anh-Bê-rít; A-bi-mê-léc lấy bạc đó mướn những kẻ bại hoại hoang đàng đi theo mình.
Then he went to his father's house at Ophrah, and put his brothers, the seventy sons of Jerubbaal, to death on the same stone; however, Jotham, the youngest, kept himself safe by going away to a secret place.|Đoạn, người đi đến nhà cha mình tại Op-ra, và trên một hòn đá, giết các anh em mình, tức những con trai của Giê-ru-ba-anh, số là bảy mươi người. Chỉ một mình Giô-tham, con út của Giê-ru-ba-anh, còn sống, bởi vì chàng ẩn mình.
And all the townsmen of Shechem and all Beth-millo came together and went and made Abimelech their king, by the oak of the pillar in Shechem.|Bấy giờ, hết thảy những người Si-chem nhóm hiệp với cả họ Mi-lô, đi đến cây dẻ bộp bia-đá ở tại Si-chem, mà tôn A-bi-mê-léc làm vua.
Now Jotham, on hearing of it, went to the top of Mount Gerizim, and crying out with a loud voice said to them, Give ear to me, you townsmen of Shechem, so that God may give ear to you.|Giô-tham hay đặng điều đó, bèn đi lên đứng trên chót núi Ga-ri-xim, cất tiếng la rằng: Hỡi người Si-chem, hãy nghe ta, và nguyện Đức Chúa Trời nghe các ngươi!
One day the trees went out to make a king for themselves; and they said to the olive-tree, Be king over us.|Các cây cối đều đi đặng xức dầu cho một vua cai trị chúng nó. Chúng nó nói cùng cây ô-li-ve rằng: Hãy cai trị chúng tôi.
But the olive-tree said to them, Am I to give up my wealth of oil, by which men give honour to God, and go waving over the trees?|Cây ô-li-ve đáp: Ta há sẽ bỏ dầu ta mà Đức Chúa Trời và loài người đều tôn vinh, đặng đi xao động trên các cây cối ư?
Then the trees said to the fig-tree, You come and be king over us.|Các cây cối lại nói cùng cây vả rằng: Hãy đến cai trị chúng tôi.
But the fig-tree said to them, Am I to give up my sweet taste and my good fruit and go waving over the trees?|Nhưng cây vả đáp rằng: Ta há sẽ bỏ sự ngọt ngon và trái tươi tốt ta đặng đi xao động trên các cây cối ư?
Then the trees said to the vine, You come and be king over us.|Đoạn, các cây cối nói cùng cây nho rằng: Hãy đến cai trị chúng tôi.
But the vine said to them, Am I to give up my wine, which makes glad God and men, to go waving over the trees?|Nhưng cây nho đáp: Ta há sẽ bỏ rượu ngon ta, là thứ làm cho vui Đức Chúa Trời và người ta, đặng đi xao động trên các cây cối ư?
Then all the trees said to the thorn, You come and be king over us.|Bấy giờ, hết thảy cây cối nói cùng gai góc rằng: Hãy đến cai trị chúng tôi.
And the thorn said to the trees, If it is truly your desire to make me your king, then come and put your faith in my shade; and if not, may fire come out of the thorn, burning up the cedars of Lebanon.|Gai góc đáp cùng các cây cối rằng: Nếu bởi lòng chơn thật mà các ngươi muốn xức dầu ta làm vua các ngươi, thì hãy đến núp dưới bóng ta; bằng không, nguyện lửa ra từ gai và thiêu nuốt cây bá hương Li-ban đi!
So now, if you have done truly and uprightly in making Abimelech king, and if you have done well to Jerubbaal and his house in reward for the work of his hands;|Bây giờ, có phải các ngươi cư xử chơn thật và công bình mà tôn A-bi-mê-léc làm vua chăng? Các ngươi có hậu đãi Giê-ru-ba-anh và nhà người chăng? Có báo đáp điều người đã làm cho các ngươi chăng?
(For my father made war for you, and put his life in danger, and made you free from the hands of Midian;|Vì cha ta có tranh chiến cho các ngươi, liều mình mà giải cứu các ngươi khỏi tay dân Ma-đi-an.
And you have gone against my father's family this day, and have put to death his sons, even seventy men on one stone, and have made Abimelech, the son of his servant-wife, king over the townsmen of Shechem because he is your brother;)|Nhưng ngày nay các ngươi lại dấy lên cùng nhà cha ta, đã giết trên một hòn đá các con trai người, số là bảy mươi người, và lấy A-bi-mê-léc, con trai của con đòi người, mà tôn lên làm vua của dân Si-chem, vì hắn là anh em các ngươi.
