
					II Chronicles 1				|
Is it not clear to you that the Lord, the God of Israel, gave the rule over Israel to David and to his sons for ever, by an agreement made with salt?|Bởi sự giao ước bằng muối, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên đã ban nước Y-sơ-ra-ên cho Đa-vít và cho các con trai người đến đời đời, các ngươi há chẳng biết sao?
But Jeroboam, the son of Nebat, the servant of Solomon, the son of David, took up arms against his lord.|Dẫu vậy, Giê-rô-bô-am, con trai Nê-bát, tôi tớ của Sa-lô-môn, là con trai của Đa-vít, bèn chổi dậy phản nghịch cùng Chúa mình;
And certain foolish and good-for-nothing men were joined with him, and made themselves strong against Rehoboam, the son of Solomon, when he was young and untested and not able to keep them back.|những kẻ du đãng, đồ phàm hèn, đều hiệp lại theo người chúng nó tự làm mình ra mạnh, nghịch với Rô-bô-am, con trai của Sa-lô-môn; còn Rô-bô-am thì trẻ tuổi, nhát gan, không chống cự nổi chúng nó.
And now it is your purpose to put yourselves against the authority which the Lord has put into the hands of the sons of David, and you are a very great number, and you have with you the gold oxen which Jeroboam made to be your gods.|Vậy bây giờ, các ngươi tưởng rằng các ngươi sẽ chống cự nổi nước của Đức Giê-hô-va đã ban cho các con trai của Đa-vít, các ngươi một đoàn đông lớn, có đem theo bò con vàng mà Giê-rô-bô-am đã đúc làm thần của các ngươi.
And after driving out the priests of the Lord, the sons of Aaron and the Levites, have you not made priests for yourselves as the people of other lands do? so that anyone who comes to make himself priest by offering an ox or seven sheep, may be a priest of those who are no gods.|Các ngươi há chẳng có đuổi những thầy tế lễ của Đức Giê-hô-va, là con cháu A-rôn, và người Lê-vi sao? Các ngươi có theo phong tục của các dân ngoại mà lập lấy những thầy tế lễ cho mình; phàm ai đến đem một con bò đực tơ và bảy con chiên đực đặng dâng làm lễ, thì được làm thầy tế lễ của những thần hư không.
But as for us, the Lord is our God, and we have not been turned away from him; we have priests who do the work of the Lord, even the sons of Aaron and the Levites in their places;|Nhưng về phần chúng ta, Giê-hô-va vẫn là Đức Chúa Trời của chúng ta, chúng ta chẳng có lìa bỏ Ngài; những thầy tế lễ, là con cháu của A-rôn, đều phục sự Đức Giê-hô-va, và các người Lê-vi giữ phần việc của họ;
By whom burned offerings and perfumes are sent up in smoke before the Lord every morning and every evening; and they put out the holy bread on its table and the gold support for the lights with its lights burning every evening; for we keep the orders given to us by the Lord our God, but you have gone away from him.|mỗi buổi sớm mai và buổi chiều, chúng xông của lễ thiêu và thuốc thơm cho Đức Giê-hô-va; chúng cũng sắp bánh trần thiết trên bàn sạch sẽ, thắp các đèn của chơn đèn vàng để nó cháy mỗi buổi chiều tối; vì chúng ta vâng giữ làm theo mạng lịnh của Giê-hô-va Đức Chúa Trời chúng ta, còn các ngươi lại bỏ đi.
And now God is with us at our head, and his priests with their loud horns sounding against you. O children of Israel, do not make war on the Lord, the God of your fathers, for it will not go well for you.|Nầy, Đức Chúa Trời ở cùng chúng ta, làm đầu chúng ta, và những thầy tế lễ của Ngài cầm những kèn tiếng vang đặng thổi lên nghịch cùng các ngươi. Hỡi con cái Y-sơ-ra-ên! chớ tranh chiến cùng Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi, vì chẳng thắng được đâu!
But Jeroboam had put some of his men to make a surprise attack on them from the back, so some were facing Judah and others were stationed secretly at their back.|Nhưng Giê-rô-bô-am truyền binh phục đi vòng đặng đến phía sau chúng vậy quân Y-sơ-ra-ên ở đằng trước quân Giu-đa còn binh phục ở đằng sau.
And Judah, turning their faces, saw that they were being attacked in front and at the back; and they gave a cry for help to the Lord, while the priests were sounding their horns.|Giu-đa xây ngó lại, kìa, giặc đã có phía trước và phía sau, bèn kêu cầu cùng Đức giê-hô-va, và những thầy tế lễ thổi kèn.
And the men of Judah gave a loud cry; and at their cry, God put fear into Jeroboam and all Israel before Abijah and Judah.|Bấy giờ người Giu-đa kêu la, thì Đức Giê-hô-va đánh Giê-rô-bô-am và cả Y-sơ-ra-ên tại trước mặt A-bi-gia và dân Giu-đa.
And the children of Israel went in flight before Judah, and God gave them up into their hands.|Dân Y-sơ-ra-ên chạy trốn trước mặt dân Giu-đa, và Đức Chúa Trời phó chúng nó vào tay dân Giu-đa.
And Abijah and his people put them to death with great destruction: five hundred thousand of the best of Israel were put to the sword.|A-bi-gia và quân lính người làm cho chúng bị thua trận cả thể, có năm mươi vạn tinh binh của Y-sơ-ra-ên bị thương ngã chết.
So at that time the children of Israel were overcome, and the children of Judah got the better of them, because they put their faith in the Lord, the God of their fathers.|Như vậy, trong lúc ấy, dân Y-sơ-ra-ên bị sỉ nhục, còn dân Giu-đa được thắng hơn, vì chúng nhờ cậy nơi Giê-hô-va Đức Chúa Trời của tổ phụ họ.
And Abijah went after Jeroboam and took some of his towns, Beth-el with its small towns and Jeshanah with its small towns and Ephron with its small towns.|A-bi-gia đuổi theo Giê-rô-bô-am, chiếm lấy những thành, là Bê-tên và các hương thôn nó; Giê-sa-na và các hương thôn nó; Ep-rôn và các hương thôn nó.
And Jeroboam did not get back his power again in the life-time of Abijah; and the Lord sent death on him.|Trong lúc A-bi-gia còn sống, Giê-rô-bô-am chẳng được cường thạnh lại; Đức Giê-hô-va hành hại người, thì người chết.
But Abijah became great, and had fourteen wives, and became the father of twenty-two sons and sixteen daughters.|Còn A-bi-gia được cường thạnh, cưới mười bốn người vợ, sanh được hai mươi hai con trai và mười sáu con gái.
And the rest of the acts of Abijah, and his ways and his sayings, are recorded in the account of the prophet Iddo.|Các công sự khác của A-bi-gia, những việc làm và lời nói của người, đều chép trong sách truyện của tiên tri Y-đô.

					II Chronicles 14				|
						II Sử Ký 14					
So Abijah went to rest with his fathers, and they put him into the earth in the town of David, and Asa his son became king in his place; in his time the land was quiet for ten years.|A-bi-gia an giấc cùng tổ phụ mình, và người ta chôn người trong thành Đa-vít. A-sa, con trai người, cai trị thế cho người. Trong đời người, xứ được hòa bình mười năm.
And Asa did what was good and right in the eyes of the Lord his God;|A-sa làm điều thiện và ngay thẳng trước mặt Giê-hô-va Đức Chúa Trời của người;
For he took away the altars of strange gods and the high places, and had the upright stones broken and the wood pillars cut down;|vì người cất bỏ các bàn thờ của thần ngoại bang, và những nơi cao, đập bể các trụ thờ, và đánh đổ những tượng A-sê-ra;
And he made Judah go after the Lord, the God of their fathers, and keep his laws and his orders.|người khuyên Giu-đa phải tìm cầu Giê-hô-va Đức Chúa Trời của tổ phụ chúng, cùng làm theo luật pháp và điều răn của Ngài.
And he took away the high places and the sun-images from all the towns of Judah; and the kingdom was quiet under his rule.|Người cũng trừ bỏ những nơi cao và trụ thờ mặt trời khỏi các thành của Giu-đa. Nước được bằng an trước mặt người.
He made walled towns in Judah, for the land was quiet and there were no wars in those years, because the Lord had given him rest.|Người xây những thành bền vững trong đất Giu-đa, vì trong mấy năm đó xứ hòa bình, không có chiến trận, bởi Đức Giê-hô-va đã ban cho người được an nghỉ.
He said to Judah, Let us make these towns, building walls round them with towers and doors and locks. The land is still ours, because we have been true to the Lord our God; we have been true to him and he has given us rest on every side. So they went on building and all went well for them.|Người bảo dân Giu-đa rằng: Ta hãy xây cất các thành này, đắp vách tường chung quanh, dựng tháp, làm cửa và then, đương lúc xứ hãy còn thuộc về chúng ta; vì chúng ta có tìm kiếm Giê-hô-va Đức Chúa Trời của chúng ta; chúng ta có tìm được Ngài, Ngài đã ban cho chúng ta bình an bốn phía. Chúng bèn xây cất và được thành công. A-sa thắng quân Ê-thi-ô-bi
And Asa had an army of three hundred thousand men of Judah armed with body-covers and spears, and two hundred and eighty thousand of Benjamin armed with body-covers and bows; all these were men of war.|A-sa có một đạo binh ba mươi vạn người Giu-đa, cầm khiên và giáo, và hai mươi tám vạn người người Bên-gia-min cầm thuẫn và giương cung; hết thảy đều là người mạnh dạn.
And Zerah the Ethiopian, with an army of a million, and three hundred war-carriages, came out against them to Mareshah.|Xê-rách, người Ê-thi-ô-bi kéo đạo binh một trăm vạn người, và ba trăm cỗ xe, ra hãm đánh người Giu-đa, và đi đến Ma-rê-sa.
And Asa went out against him, and they put their forces in position in the valley north of Mareshah.|A-sa ra đón người, dàn trận tại trong trũng Xê-pha-ta, gần Ma-rê-sa.
And Asa made prayer to the Lord his God and said, Lord, you only are able to give help against the strong to him who has no strength; come to our help, O Lord our God, for our hope is in you, and in your name we have come out against this great army. O Lord, you are our God; let not man's power be greater than yours.|A-sa cầu khẩn Giê-hô-va Đức Chúa Trời mình, mà rằng: Lạy Đức Giê-hô-va! Trừ ra Chúa chẳng có ai giúp đỡ người yếu thắng được người mạnh; Giê-hô-va Đức Chúa Trời chúng tôi ôi! Xin hãy giúp đỡ chúng tôi, vì chúng tôi nương cậy nơi Chúa; ấy là nhơn danh Chúa mà chúng tôi đến đối địch cùng đoàn quân này. Đức Giê-hô-va ôi! Ngài là Đức Chúa Trời chúng tôi; chớ để loài người thắng hơn Chúa!
So the Lord sent fear on the Ethiopians before Asa and Judah; and the Ethiopians went in flight.|Đức Giê-hô-va bèn đánh dân Ê-thi-ô-bi tại trước mặt dân Giu-đa và vua A-sa; quân Ê-thi-ô-bi chạy trốn.
And Asa and the people who were with him went after them as far as Gerar; and so great was the destruction among the Ethiopians that they were not able to get their army together again, for they were broken before the Lord and before his army; and they took away a great amount of their goods.|A-sa và quân lính theo người, đều đuổi chúng cho đến Ghê-ra; quân Ê-thi-ô-bi ngã chết nhiều, đến đỗi chẳng còn gượng lại được, vì chúng bị thua trước mặt Đức Giê-hô-va và đạo binh của Ngài. Người Giu-đa đoạt được của giặc rất nhiều;
