
					Genesis 1				|
Then Abraham put Sarah his wife to rest in the hollow rock in the field of Machpelah near Mamre, that is, Hebron in the land of Canaan.|Sau các việc đó, Ap-ra-ham chôn Sa-ra, vợ mình, trong hang đá của đồng Mặc-bê-la, nằm ngang Nam-rê tại Hếp-rôn, thuộc về xứ Ca-na-an.
And the field and the hollow rock were handed over to Abraham as his property by the children of Heth.|Đồng và hang đá đều có các người họ Hếch nhận chắc, để lại cho Ap-ra-ham dùng làm mộ địa.

					Genesis 24				|
						Sáng Thế 24					
Now Abraham was old and far on in years: and the Lord had given him everything in full measure.|Vả, Ap-ra-ham đã già, tuổi đã cao; trong mọi việc Đức Giê-hô-va đã ban phước cho người.
And Abraham said to his chief servant, the manager of all his property, Come now, put your hand under my leg:|Ap-ra-ham nói cũng người đầy tớ ở lâu hơn hết trong nhà mình, có quyền quản trị các gia tài, mà rằng: Xin hãy đặt tay lên đùi ta,
And take an oath by the Lord, the God of heaven and the God of the earth, that you will not get a wife for my son Isaac from the daughters of the Canaanites among whom I am living;|và ta sẽ biểu ngươi chỉ Đức Giê-hô-va, là Đức Chúa Trời của trời và đất, mà thề rằng: ngươi không cưới một cô nào trong bọn con gái của dân Ca-na-an, tức giữa dân ấy ta trú ngụ, làm vợ cho con trai ta.
But that you will go into my country and to my relations and get a wife there for my son Isaac.|Nhưng hãy đi về quê hương ta, trong vòng bà con ta, cưới một người vợ cho Y-sác, con trai ta.
And the servant said, If by chance the woman will not come with me into this land, am I to take your son back again to the land from which you came?|Người đầy tớ thưa rằng: Có lẽ người con gái không khứng theo tôi về xứ nầy; vậy, có phải tôi dẫn con trai ông đến xứ mà ông đã ra đi khỏi chăng?
And Abraham said, Take care that you do not let my son go back to that land.|Ap-ra-ham nói rằng: Hãy cẩn thận, đừng dẫn con ta về xứ đó!
The Lord God of heaven, who took me from my father's house and from the land of my birth, and made an oath to me, saying, To your seed I will give this land: he will send his angel before you and give you a wife for my son in that land.|Giê-hô-va Đức Chúa Trời trên trời, là Đấng đã đem ta ra khỏi nhà cha ta và xứ sở ta, có phán và thề rằng: Ta sẽ cho dòng dõi ngươi xứ nầy! Chánh Ngài sẽ sai thiên sứ đi trước ngươi, và nơi đó ngươi hãy cưới một vợ cho con trai ta.
And if the woman will not come with you, then you are free from this oath; only do not take my son back there.|Nếu người con gái không khứng theo, thì ngươi sẽ khỏi mắc lời của ta biểu ngươi thề; mà dẫu thế nào đi nữa, chớ đem con ta về chốn đó.
And the servant put his hand under Abraham's leg, and gave him his oath about this thing.|Đoạn, người đầy tớ để tay lên đùi Ap-ra-ham chủ mình, và thề sẽ làm theo như lời người đã dặn biểu.
And the servant took ten of his master's camels, and all sorts of good things of his master's, and went to Mesopotamia, to the town of Nahor.|Đoạn, người đầy tớ bắt mười con lạc đà trong bầy của chủ mình, đem theo đủ các tài vật của chủ đã giao, rồi đứng dậy đi qua xứ Mê-sô-bô-ta-mi, đến thành của Na-cô.
And he made the camels take their rest outside the town by the water-spring in the evening, at the time when the women came to get water.|Người cho lạc đà nằm quì gối xuống nghỉ ở ngoài thành, gần bên một giếng kia, vào buổi chiều, đến giờ của những con gái ra đi xách nước.
And he said, O Lord, the God of my master Abraham, let me do well in what I have undertaken this day, and give your mercy to my master Abraham.|Người nói rằng: Hỡi Giê-hô-va, Đức Chúa Trời của chủ Ap-ra-ham tôi ơi! xin ngày nay cho tôi gặp điều mà tôi tìm kiếm, và hãy làm ơn cho chủ Ap-ra-ham tôi!
See, I am waiting here by the water-spring; and the daughters of the town are coming out to get water:|Nầy, tôi đứng gần bên giếng nầy, các con gái của dân trong thành sẽ ra đi xách nước,
Now, may the girl to whom I say, Let down your vessel and give me a drink, and who says in answer, Here is a drink for you and let me give water to your camels: may she be the one marked out by you for your servant Isaac: so may I be certain that you have been good to my master Abraham.|xin cho người gái trẻ nào mà tôi nói như vầy: "Xin nàng hãy nghiêng bình, cho tôi uống nhờ hớp nước," mà nàng trả lời rằng: "Hãy uống đi, rồi tôi sẽ cho các lạc đà ngươi uống nữa," là chánh người mà Chúa đã định cho Y-sác, kẻ tôi tớ người; và nhờ đó tôi sẽ biết rằng Chúa đã làm ơn cho chủ tôi vậy.
And even before his words were ended, Rebekah, the daughter of Bethuel, the son of Milcah, who was the wife of Nahor, Abraham's brother, came out with her water-vessel on her arm.|Người đầy tớ chưa dứt lời, nầy, nàng Rê-be-ca vác bình trên vai đi ra. Nàng là con gái của Bê-tu-ên, Bê-tu-ên là con trai của Minh-ca, vợ Na-cô, em trai của Ap-ra-ham.
She was a very beautiful girl, a virgin, who had never been touched by a man: and she went down to the spring to get water in her vessel.|Người gái trẻ đó thật rất đẹp, còn đồng trinh, chưa gả cho ai. Nàng xuống giếng nhận đầy bình nước, rồi trở lên.
And the servant came running to her and said, Give me a little water from your vessel.|Đầy tớ bèn chạy lại trước mặt nàng và nói rằng: Xin hãy cho tôi uống một hớp nước trong bình.
And she said, Take a drink, my lord: and quickly letting down her vessel onto her hand, she gave him a drink.|Nàng đáp rằng: Thưa chúa, hãy uống đi; rồi nàng lật đật đỡ bình xuống tay và cho người uống.
And having done so, she said, I will get water for your camels till they have had enough.|Khi đỡ cho người uống xong rồi, nàng lại tiếp rằng: Tôi cũng sẽ xách cho mấy con lạc đà chúa uống nữa, chừng nào uống đã thì thôi.
And after putting the water from her vessel into the animals' drinking-place, she went quickly back to the spring and got water for all the camels.|Nàng lật đật đổ nước bình ra máng, chạy xuống giếng xách nước thêm nữa cho hết thảy các con lạc đà uống.
And the man, looking at her, said nothing, waiting to see if the Lord had given his journey a good outcome.|Còn người ngồi làm thinh mà nhìn nàng, để cho biết Đức Giê-hô-va làm thành công việc mình đi đây hay chăng.
And when the camels had had enough, the man took a gold nose-ring, half a shekel in weight, and two ornaments for her arms of ten shekels weight of gold;|Khi lạc đà vừa thôi uống, người đầy tớ bèn lấy một khoanh vàng nặng được nửa siếc-lơ và đôi xuyến nặng được mười siếc-lơ,
And said to her, Whose daughter are you? is there room in your father's house for us?|mà nói rằng: Nàng là con ai? xin nói cho tôi biết. Trong nhà cha nàng có chỗ nào cho tôi ở nghỉ ban đêm chăng?
And she said to him, I am the daughter of Bethuel, the son of Milcah, Nahor's wife.|Nàng đáp rằng: Tôi là con gái của Bê-tu-ên, cháu nội của Minh-ca và Na-cô.
And she said, We have a great store of dry grass and cattle-food, and there is room for you.|Rồi lại nói: Nhà chúng tôi có nhiều rơm và cỏ, và cũng có chỗ để cho ở nghỉ nữa.
And with bent head the man gave worship to the Lord;|Người bèn cúi đầu và sấp mình xuống trước mặt Đức Giê-hô-va,
And said, Praise be to the Lord, the God of my master Abraham, who has given a sign that he is good and true to my master, by guiding me straight to the house of my master's family.|mà nói rằng: Đáng ngợi khen thay Giê-hô-va, là Đức Chúa Trời của chủ Ap-ra-ham tôi! Ngài chẳng ngớt thương xót và thành thực đối cùng chủ tôi! Khi đương đi, Đức Giê-hô-va dẫn dắt tôi đến nhà anh em của chủ tôi vậy.
So the girl went running and took the news of these things to her mother's house|Người gái trẻ đó chạy về, thuật chuyện nầy lại cho nội nhà mẹ mình.
Now Rebekah had a brother named Laban, and he came out quickly to the man at the water-spring.|Vả, nàng Rê-be-ca có một anh, tên là La-ban. La-ban chạy đến người đầy tớ đó ở gần bên giếng.
And when he saw the nose-ring and the ornaments on his sister's hands, and when she gave him word of what the man had said to her, then he went out to the man who was waiting with the camels by the water-spring.|Vừa thấy khoanh vàng và đôi xuyến nơi tay em gái mình, và đã nghe chuyện Rê-be-ca thuật lại rằng: Người nầy nói vậy! thì đi đến người, đương đứng gần bên mấy con lạc đà, ở nơi giếng nước,
And he said to him, Come in, you on whom is the blessing of the Lord; why are you waiting outside? for I have made the house ready for you, and a place for the camels.|mà thưa rằng: Hởi người đã được Đức Giê-hô-va ban phước! Xin mời vào. Sao đứng ngoài nầy vậy? Tôi đã sửa soạn nhà và dọn-dẹp một nơi cho mấy con lạc đà rồi.
Then the man came into the house, and Laban took their cords off the camels and gave them dry grass and food, and he gave to him and the men who were with him water for washing their feet.|Người đầy tớ bèn vào nhà; La-ban cổi yên cho lạc đà, đem cỏ cùng rơm cho các thú đó; rồi lấy nước đặng rửa chơn cho người đầy tớ và mấy kẻ đi theo.
And meat was put before him, but he said, I will not take food till I have made my business clear to you. And they said, Do so.|Đoạn, người nhà bày bữa và mời ăn; nhưng người đầy tớ nói: Không, tôi không ăn đâu, nếu chưa nói được những điều tôi cần phải nói. La-ban đáp rằng: Hãy nói đi!
And he said, I am Abraham's servant.|Người bèn nói rằng: Tôi là đầy tớ của Ap-ra-ham.
The Lord has given my master every blessing, and he has become great: he has given him flocks and herds and silver and gold, and men-servants and women-servants and camels and asses.|Đức Giê-hô-va đã ban phước cho chủ tôi bội phần, trở nên thạnh vượng; Ngài cho chủ tôi chiên, bò, bạc, vàng, tôi trai tớ gái, lạc đà và lừa.
And when Sarah, my master's wife, was old, she gave birth to a son, to whom he has given all he has.|Vả, Sa-ra, vợ chủ tôi, trở về già, có sanh một con trai cho người; người đã giao gia tài mình lại hết cho con trai đó.
