
					Exodus 1				|
And when your son says to you in time to come, What is the reason for this? say to him, By the strength of his hand the Lord took us out of Egypt, out of the prison-house:|Vả, một mai con trai ngươi hỏi rằng: Điều đó có ý nghĩa chi? thì hãy đáp rằng: Ay vì cớ Đức Giê-hô-va đã dùng tay quyền năng rút chúng ta ra khỏi xứ Ê-díp-tô, tức là nhà nô lệ;
And when Pharaoh made his heart hard and would not let us go, the Lord sent death on all the first sons in Egypt, of man and of beast: and so every first male who comes to birth is offered to the Lord; but for all the first of my sons I give a price.|và khi Pha-ra-ôn cứng lòng không tha chúng ta đi, Ngài bèn giết hết các con đầu lòng trong xứ đó, từ con trưởng nam người ta cho đến con đầu lòng súc vật. Vì cớ đó, ta dâng tế lễ cho Đức Giê-hô-va mọi con đực sanh đầu lòng, và ta chuộc con trưởng nam trong vòng con trai ta.
And this will be for a sign on your hand and for a mark on your brow: for by the strength of his hand the Lord took us out of Egypt.|Ay sẽ làm một dấu hiệu nơi tay ngươi, và ấn chí nơi trán giữa cặp mắt ngươi, để nhắc cho nhớ rằng Đức Giê-hô-va đã dùng tay quyền năng rút chúng ta ra khỏi xứ Ê-díp-tô.
Now after Pharaoh had let the people go, God did not take them through the land of the Philistines, though that was near: for God said, If the people see war, they may have a change of heart and go back to Egypt.|Vả, khi Pha-ra-ôn tha dân Y-sơ-ra-ên đi, Đức Chúa Trời không dẫn dân ấy đi theo đường về xứ Phi-li-tin, là đường gần hơn hết, vì Ngài nói rằng: E khi dân thấy trận mạc, dời lòng trở về xứ Ê-díp-tô chăng.
But God took the people round by the waste land near the Red Sea: and the children of Israel went up in fighting order out of the land of Egypt.|Cho nên Đức Chúa Trời dẫn chúng đi vòng theo đường trong đồng vắng, về hướng Biển-dỏ. Dân Y-sơ-ra-ên cầm khí giới ra khỏi xứ Ê-díp-tô.
And Moses took the bones of Joseph with him, for Joseph had made the children of Israel take an oath, saying, God will certainly keep you in mind; and you are to take my bones away with you.|Môi-se dời hài cốt Giô-sép theo mình, vì Giô-sép có bắt dân Y-sơ-ra-ên thề quyết rằng: Chắc Đức Chúa Trời sẽ viếng các ngươi; hãy dời hài cốt ta theo các ngươi khỏi đây.
Then they went on their journey from Succoth, and put up their tents in Etham at the edge of the waste land.|Vả, chúng đi khỏi Su-cốt, đóng trại tại Ê-tam, ở cuối đầu đồng vắng.
And the Lord went before them by day in a pillar of cloud, guiding them on their way; and by night in a pillar of fire to give them light: so that they were able to go on day and night:|Đức Giê-hô-va đi trước dân sự, ban ngày ở trong một trụ mây, để dẫn đường đi; ban đêm trong một trụ lửa, để soi sáng cho chúng, hầu cho được đi luôn ngày và đêm.
The pillar of cloud went ever before them by day, and the pillar of fire by night.|Ban ngày trụ mây chẳng bao giờ cách xa dân sự, trụ lửa ban đêm cũng vậy.

					Exodus 14				|
						Xuất Hành 14					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
Give orders to the children of Israel to go back and put up their tents before Pi-hahiroth, between Migdol and the sea, in front of Baal-zephon, opposite to which you are to put up your tents by the sea.|Hãy truyền cho dân Y-sơ-ra-ên trở lại đóng trại tại trước Phi-Ha-hi-rốt, ngang Ba-anh-Sê-phôn, giữa khoảng Mít-đôn và biển. Các ngươi hãy đóng trại đối diện nơi nầy, gần biển.
And Pharaoh will say of the children of Israel, They are wandering without direction, they are shut in by the waste land.|Chắc Pha-ra-ôn sẽ nói về dân Y-sơ-ra-ên rằng: Dân đó lạc đường bị khốn trong đồng vắng rồi.
And I will make Pharaoh's heart hard, and he will come after them and I will be honoured over Pharaoh and all his army, so that the Egyptians may see that I am the Lord. And they did so.|Ta sẽ làm cho Pha-ra-ôn cứng lòng, người sẽ đuổi theo dân đó; nhưng ta sẽ vì Pha-ra-ôn và cả toán binh người được rạng danh; người Ê-díp-tô sẽ biết ta là Đức Giê-hô-va. Dân Y-sơ-ra-ên bèn làm như vậy.
And word came to Pharaoh of the flight of the people: and the feeling of Pharaoh and of his servants about the people was changed, and they said, Why have we let Israel go, so that they will do no more work for us?|Vả, họ báo cùng vua Ê-díp-tô rằng dân Hê-bơ-rơ đã trốn đi rồi. Lòng Pha-ra-ôn và quần thần đối cùng dân đó bèn thay đổi, nói rằng: Chúng ta đã làm chi vậy, tha dân Y-sơ-ra-ên đi để khỏi phục dịch ta nữa sao?
So he had his war-carriage made ready and took his people with him:|Pha-ra-ôn bèn thắng xe và đem dân mình theo.
And he took six hundred carriages, all the carriages of Egypt, and captains over all of them.|Người đem sáu trăm xe thượng hạng và hết thảy xe trong xứ Ê-díp-tô, trên mỗi xe đều có chiến binh cả.
And the Lord made the heart of Pharaoh hard, and he went after the children of Israel: for the children of Israel had gone out without fear.|Đức Giê-hô-va làm cho Pha-ra-ôn, vua xứ Ê-díp-tô, cứng lòng, đuổi theo dân Y-sơ-ra-ên; nhưng dân nầy đã ra đi một cách dạn dĩ.
But the Egyptians went after them, all the horses and carriages of Pharaoh, and his horsemen, and his army, and overtook them in their tents by the sea, by Pihahiroth, before Baal-zephon.|Người Ê-díp-tô và cả ngựa xe, lính kỵ, cùng toán binh của Pha-ra-ôn đều đuổi theo dân Y-sơ-ra-ên, gặp đang đóng đồn nơi bờ biển, gần Phi-ha-hi-rốt, ngang Ba-anh-Sê-phôn.
And when Pharaoh came near, the children of Israel, lifting up their eyes, saw the Egyptians coming after them, and were full of fear; and their cry went up to God.|Vả, khi Pha-ra-ôn đến gần, dân Y-sơ-ra-ên ngước mắt lên, thấy dân Ê-díp-tô đuổi theo, bèn lấy làm hãi hùng, kêu van Đức Giê-hô-va.
And they said to Moses, Was there no resting-place for the dead in Egypt, that you have taken us away to come to our death in the waste land? why have you taken us out of Egypt?|Chúng lại nói cùng Môi-se rằng: Xứ Ê-díp-tô há chẳng có nơi mộ phần, nên nỗi người mới dẫn chúng tôi vào đồng vắng đặng chết sao? Người đưa chúng tôi ra xứ Ê-díp-tô để làm chi?
Did we not say to you in Egypt, Let us be as we are, working for the Egyptians? for it is better to be the servants of the Egyptians than to come to our death in the waste land.|Chúng tôi há chẳng có nói cùng người tại xứ Ê-díp-tô rằng: Để mặc chúng tôi phục dịch dân Ê-díp-tô, vì thà rằng phục dịch họ còn hơn phải chết nơi đồng vắng?
But Moses said, Keep where you are and have no fear; now you will see the salvation of the Lord which he will give you today; for the Egyptians whom you see today you will never see again.|Môi-se đáp cùng dân sự rằng: Chớ sợ chi, hãy ở đó, rồi ngày nay xem sự giải cứu Đức Giê-hô-va sẽ làm cho các ngươi; vì người Ê-díp-tô mà các ngươi ngó thấy ngày nay, thì chẳng bao giờ ngó thấy nữa.
The Lord will make war for you, you have only to keep quiet.|Đức Giê-hô-va sẽ chiến cự cho, còn các ngươi cứ yên lặng.
And the Lord said to Moses, Why are you crying out to me? give the children of Israel the order to go forward.|Đức Giê-hô-va phán cùng Môi-se rằng: Sao ngươi kêu van ta? Hãy bảo dân Y-sơ-ra-ên cứ đi;
And let your rod be lifted up and your hand stretched out over the sea, and it will be parted in two; and the children of Israel will go through on dry land.|còn ngươi hãy giơ gậy lên, đưa tay trên mặt biển, phân rẽ nước ra, thì dân Y-sơ-ra-ên sẽ xuống biển đi như trên đất cạn.
And I will make the heart of the Egyptians hard, and they will go in after them: and I will be honoured over Pharaoh and over his army, his war-carriages, and his horsemen.|Còn ta sẽ làm cho dân Ê-díp-tô cứng lòng theo dân Y-sơ-ra-ên xuống biển, rồi ta sẽ được rạng danh vì Pha-ra-ôn, cả đạo binh, binh xa, và lính kỵ người.
And the Egyptians will see that I am the Lord, when I get honour over Pharaoh and his war-carriages and his horsemen.|Khi nào ta được rạng danh vì Pha-ra-ôn, binh xa, cùng lính kỵ người, thì người Ê-díp-tô sẽ rõ ràng ta là Đức Giê-hô-va vậy.
Then the angel of God, who had been before the tents of Israel, took his place at their back; and the pillar of cloud, moving from before them, came to rest at their back:|Thiên sứ của Đức Chúa Trời đã đi trước trại quân của dân Y-sơ-ra-ên lộn lại đi sau; còn trụ mây vốn đi trước trại quân, lại ở về sau;
And it came between the army of Egypt and the army of Israel; and there was a dark cloud between them, and they went on through the night; but the one army came no nearer to the other all the night.|trụ mây đứng về giữa khoảng trại người Ê-díp-tô và trại dân Y-sơ-ra-ên, làm áng mây tối tăm cho đàng nầy, soi sáng ban đêm cho đàng kia; nên trọn cả đêm hai trại chẳng hề xáp gần nhau được.
And when Moses' hand was stretched out over the sea, the Lord with a strong east wind made the sea go back all night, and the waters were parted in two and the sea became dry land.|Vả, Môi-se giơ tay ra trên biển, Đức Giê-hô-va dẫn trận gió đông thổi mạnh đến đùa biển lại trọn cả đêm; Ngài làm cho biển bày ra khô, nước phân rẽ.
And the children of Israel went through the sea on dry land: and the waters were a wall on their right side and on their left.|Dân Y-sơ-ra-ên xuống biển, đi như trên đất cạn; còn nước làm thành một tấm vách ngăn bên hữu và bên tả.
Then the Egyptians went after them into the middle of the sea, all Pharaoh's horses and his war-carriages and his horsemen.|Người Ê-díp-tô bèn đuổi theo; hết thảy ngựa, binh xa cùng lính kỵ của Pha-ra-ôn đều theo xuống giữa biển.
And in the morning watch, the Lord, looking out on the armies of the Egyptians from the pillar of fire and cloud, sent trouble on the army of the Egyptians;|Vả, đến canh sáng, Đức Giê-hô-va ở trong lòng trụ mây và lửa, nhìn ra thấy trại quân Ê-díp-tô, bèn làm cho họ phải rối loạn.
And made the wheels of their war-carriages stiff, so that they had hard work driving them: so the Egyptians said, Let us go in flight from before the face of Israel, for the Lord is fighting for them against the Egyptians.|Ngài tháo bánh xe của họ, khiến dẫn dắt cực nhọc. Người Ê-díp-tô bèn nói nhau rằng: Ta hãy trốn khỏi dân Y-sơ-ra-ên đi, vì Đức Giê-hô-va thế dân đó mà chiến cự cùng chúng ta.
