
					I Sa-mu-ên 1				|
thì tôi nói rằng: Dân Phi-li-tin chắc sẽ hãm đánh tôi tại Ghinh-ganh, và tôi chưa cầu khẩn Đức Giê-hô-va. Vì vậy, tôi miễn cưỡng dâng của lễ thiêu.|所 以 我 心 裡 說 、 恐 怕 我 沒 有 禱 告 耶 和 華 、 非 利 士 人 下 到 吉 甲 攻 擊 我 、 我 就 勉 強 獻 上 燔 祭 。
Sa-mu-ên nói cùng Sau-lơ rằng: Ngươi thật có làm ngu dại, không vâng theo mạng lịnh của Giê-hô-va Đức Chúa Trời ngươi đã truyền cho. Ví bằng có vâng theo, thì Đức Giê-hô-va ắt đã lập nước ngươi vững đời đời nơi Y-sơ-ra-ên;|撒 母 耳 對 掃 羅 說 、 你 作 了 糊 塗 事 了 、 沒 有 遵 守 耶 和 華 你 　 神 所 吩 咐 你 的 命 令 、 若 遵 守 、 耶 和 華 必 在 以 色 列 中 堅 立 你 的 王 位 、 直 到 永 遠 。
nhưng bây giờ, nước ngươi sẽ không bền lâu. Đức Giê-hô-va đã chọn lấy cho mình một người theo lòng Ngài, đặt người ấy làm trưởng của dân sự Ngài, bởi vì ngươi không giữ theo mạng lịnh của Đức Giê-hô-va.|現 在 你 的 王 位 必 不 長 久 ． 耶 和 華 已 經 尋 著 一 個 合 他 心 意 的 人 、 立 他 作 百 姓 的 君 、 因 為 你 沒 有 遵 守 耶 和 華 所 吩 咐 你 的 。
Đoạn, Sa-mu-ên đứng dậy, đi từ Ghinh-ganh đến Ghi-bê -a trong xứ Bên-gia-min, rồi Sau-lơ kiểm điểm dân ở cùng mình: có ước chừng sáu trăm người.|撒 母 耳 就 起 來 、 從 吉 甲 上 到 便 雅 憫 的 基 比 亞 。 掃 羅 數 點 跟 隨 他 的 、 約 有 六 百 人 。
Sau-lơ và Giô-na-than, con trai người, cùng quân lính đi theo, đều đóng tại Ghi-bê -a trong xứ Bên-gia-min, còn dân Phi-li-tin hạ trại tại Mích-ma.|掃 羅 和 他 兒 子 約 拿 單 、 並 跟 隨 他 們 的 人 、 都 住 在 便 雅 憫 的 迦 巴 ． 但 非 利 士 人 安 營 在 密 抹 。
Từ trong dinh Phi-li-tin có một toán quân cướp phá đi ra, chia làm ba đội: đội này theo con đường Op-ra, đi về xứ Su-anh;|有 掠 兵 從 非 利 士 營 中 出 來 、 分 為 三 隊 、 一 隊 往 俄 弗 拉 向 書 亞 地 去 ．
đội kia noi con đường Bết-hô-rôn; còn đội thứ ba theo con đường ranh nằm trên trũng Sê-bô-im, về hướng đồng vắng.|一 隊 往 伯 和 崙 去 ． 一 隊 往 洗 波 音 谷 對 面 的 的 境 向 曠 野 去 。
Vả, trong cả xứ Y-sơ-ra-ên không có thợ rèn, bởi vì dân Phi-li-tin đã nói rằng: Hãy cấm người Hê-bơ-rơ rèn gươm và giáo.|那 時 以 色 列 全 地 沒 有 一 個 鐵 匠 、 因 為 非 利 士 人 說 、 恐 怕 希 伯 來 人 製 造 刀 槍 。
Hết thảy Y-sơ-ra-ên ai nấy đều đi xuống nơi Phi-li-tin đặng mướn rèn lưỡi cày, cuốc, rìu, và lưỡi hái mình;|以 色 列 人 要 磨 鋤 、 犁 、 斧 、 鏟 、 就 下 到 非 利 士 人 那 裡 去 磨 。
lại khi nào lưỡi cày, cuốc, chĩa ba, hay là rìu bị mẻ sứt, thì đi xuống đặng mài và sửa cái đót lại.|但 有 銼 可 以 銼 鏟 、 犁 、 三 齒 叉 、 斧 子 、 並 趕 牛 錐 。
Nên trong ngày tranh chiến chẳng có gươm cũng không có giáo nơi tay của cả dân sự đi theo Sau-lơ và Giô-na-than; chỉ có cho Sau-lơ và Giô-na-than, là con trai người, dùng mà thôi.|所 以 到 了 爭 戰 的 日 子 、 跟 隨 掃 羅 和 約 拿 單 的 人 、 沒 有 一 個 手 裡 有 刀 有 槍 的 ． 惟 獨 掃 羅 和 他 兒 子 約 拿 單 有 。
Một đồn quân Phi-li-tin kéo ra đặng đón đèo Mích-ma.|非 利 士 人 的 一 隊 防 兵 、 到 了 密 抹 的 隘 口 。

					I Sa-mu-ên 14				|
						撒母耳記上 14					
Một ngày kia, Giô-na-than, con trai của Sau-lơ, nói cùng gã trai trẻ vác binh khí mình, mà rằng: Hè, chúng ta hãy đi qua đồn quân Phi-li-tin, đóng ở phía bên kia. Nhưng người chẳng nói cho cha mình hay.|有 一 日 掃 羅 的 兒 子 約 拿 單 、 對 拿 他 兵 器 的 少 年 人 說 、 我 們 不 如 過 到 那 邊 、 到 非 利 士 人 的 防 營 那 裡 去 ． 但 他 沒 有 告 訴 父 親 。
Bấy giờ, Sau-lơ ở tại đầu ranh Ghi-bê -a, dưới cây lựu của Mi-gơ-rôn, còn đạo quân theo người ước chừng sáu trăm người.|掃 羅 在 基 比 亞 的 儘 邊 、 坐 在 米 磯 崙 的 石 榴 樹 下 、 跟 隨 他 的 約 有 六 百 人 。
A-hi-gia, con trai A-hi-túp, anh của Y-ca-bốt, con trai Phi-nê -a, cháu Hê-li, mặc áo ê-phót, làm thầy tế lễ tại Si-lô. Dân sự không biết Giô-na-than đi.|在 那 裡 有 亞 希 突 的 兒 子 亞 希 亞 、 穿 著 以 弗 得 ． 亞 希 突 是 以 迦 博 的 哥 哥 、 非 尼 哈 的 兒 子 、 以 利 的 孫 子 ． 以 利 從 前 在 示 羅 作 耶 和 華 的 祭 司 。 約 拿 單 去 了 百 姓 卻 不 知 道 。
Ở giữa đèo mà Giô-na-than gắng sức đi đặng đến đồn Phi-li-tin, có một răng đá ở bên nầy, và một răng ở bên kia; cái nầy gọi là Bốt-sết, còn cái kia gọi là Sê-nê.|約 拿 單 要 從 隘 口 過 到 非 利 士 防 營 那 裡 去 ． 這 隘 口 兩 邊 、 各 有 一 個 山 峰 、 一 名 播 薛 、 一 名 西 尼 。
Một cái răng đá mọc lên về phía bắc, đối ngang Mích-ma, còn cái kia ở tại phía nam, đối ngang Ghê-ba.|一 峰 向 北 、 與 密 抹 相 對 、 一 峰 向 南 、 與 迦 巴 相 對 。
Giô-na-than nói cùng kẻ vác binh khí mình rằng: Hè, chúng ta hãy hãm đồn của những kẻ chẳng chịu cắt bì kia. Hoặc giả Đức Giê-hô-va sẽ hành sự vì chúng ta chăng; vì Đức Giê-hô-va khiến cho số ít người được thắng cũng như số đông người vậy.|約 拿 單 對 拿 兵 器 的 少 年 人 說 、 我 們 不 如 過 到 未 受 割 禮 人 的 防 營 那 裡 去 ． 或 者 耶 和 華 為 我 們 施 展 能 力 、 因 為 耶 和 華 使 人 得 勝 、 不 在 乎 人 多 人 少 。
Kẻ vác binh khí của người thưa rằng: Hãy làm điều ông ước, và đi nơi nào ông muốn; lòng ông dẫn ông đi đâu, tôi sẽ theo đó.|拿 兵 器 的 對 他 說 、 隨 你 的 心 意 行 罷 ． 你 可 以 上 去 、 我 必 跟 隨 你 、 與 你 同 心 。
Giô-na-than tiếp: Nầy, chúng ta hãy đi đến những người ấy, tỏ mình ra cho chúng nó.|約 拿 單 說 、 我 們 要 過 到 那 些 人 那 裡 去 、 使 他 們 看 見 我 們 。
Nếu chúng nó nói: Hãy đợi chúng ta đến cùng các ngươi, thì chúng ta sẽ đứng lại chỗ mình và không lên đến cùng chúng nó.|他 們 若 對 我 們 說 、 你 們 站 住 、 等 我 們 到 你 們 那 裡 去 、 我 們 就 站 住 、 不 上 他 們 那 裡 去 。
Còn nếu chúng nó nói rằng: Hãy lên đến chúng ta; thì chúng ta sẽ lên; vì Đức Giê-hô-va đã phó chúng nó vào tay chúng ta: điều đó sẽ dùng làm dấu hiệu cho chúng ta.|他 們 若 說 、 你 們 上 到 我 們 這 裡 來 、 這 話 就 是 我 們 的 證 據 、 我 們 便 上 去 、 因 為 耶 和 華 將 他 們 交 在 我 們 手 裡 了 。
Vậy hai người đều đi lên đồn Phi-li-tin. Dân Phi-li-tin nói: Kìa, những người Hê-bơ-rơ ra từ hang đá là nơi chúng nó ẩn trốn kia.|二 人 就 使 非 利 士 的 防 兵 看 見 ． 非 利 士 人 說 、 希 伯 來 人 從 所 藏 的 洞 穴 裡 出 來 了 。
Lính của đồn nói cùng Giô-na-than và kẻ vác binh khí mà rằng: Hãy đi đến chúng ta, chúng ta có chuyện tỏ cùng hai ngươi. Giô-na-than nói với kẻ vác binh khí mình rằng: Hãy theo ta, vì Đức Giê-hô-va đã phó chúng nó vào tay Y-sơ-ra-ên.|防 兵 對 約 拿 單 和 拿 兵 器 的 人 說 、 你 們 上 到 這 裡 來 、 我 們 有 一 件 事 指 示 你 們 ． 約 拿 單 就 對 拿 兵 器 的 人 說 、 你 跟 隨 我 上 去 、 因 為 耶 和 華 將 他 們 交 在 以 色 列 人 手 裡 了 。
Giô-na-than dùng tay và chơn leo lên, và kẻ cầm binh khí leo theo. Người Phi-li-tin ngã trước mặt Giô-na-than, và kẻ vác binh khí giết chúng nó chết ở đằng sau người.|約 拿 單 就 爬 上 去 、 拿 兵 器 的 人 跟 隨 他 ． 約 拿 單 殺 倒 非 利 士 人 、 拿 兵 器 的 人 也 隨 著 殺 他 們 。
Trong trận thứ nhứt nầy, Giô-na-than và kẻ vác binh khí người giết chừng hai mươi người, trong một khoảng nửa công đất.|約 拿 單 和 拿 兵 器 的 人 、 起 頭 所 殺 的 、 約 有 二 十 人 、 都 在 一 畝 的 的 半 犁 溝 之 內 。
Sự hãi hùng tràn ra trong trại quân, trong đồng, và trong cả dân Phi-li-tin. Quân đồn và đảng cướp giựt đều bị kinh khủng; đất bị rúng động; ấy như một sự kinh khiếp của Đức Chúa Trời vậy.|於 是 在 營 中 、 在 田 野 、 在 眾 民 內 、 都 有 戰 兢 、 防 兵 和 掠 兵 也 都 戰 兢 、 地 也 震 動 、 戰 兢 之 勢 甚 大 。
Lính canh của Sau-lơ ở tại Ghi-bê -a trong xứ Bên-gia-min, đều thấy quân chúng Phi-li-tin tản lạc và chạy trốn lộn xộn.|在 便 雅 憫 的 基 比 亞 、 掃 羅 的 守 望 兵 、 看 見 非 利 士 的 軍 眾 潰 散 、 四 圍 亂 竄 。
Bấy giờ, Sau-lơ nói với quân lính ở cùng mình mà rằng: Hãy kiểm điểm xem ai là những người bỏ đã hàng ngũ chúng ta. Chúng kiểm điểm, thấy thiếu Giô-na-than và kẻ vác binh khí người.|掃 羅 就 對 跟 隨 他 的 民 說 、 你 們 查 點 查 點 、 看 從 我 們 這 裡 出 去 的 是 誰 ． 他 們 一 查 點 、 就 知 道 約 拿 單 和 拿 兵 器 的 人 沒 有 在 這 裡 。
Sau-lơ nói cùng A-hi-gia rằng: Hãy đem hòm của Đức Chúa Trời đến gần .|那 時 　 神 的 約 櫃 在 以 色 列 人 那 裡 ． 掃 羅 對 亞 希 亞 說 、 你 將 　 神 的 約 櫃 運 了 來 。
Nhưng khi Sau-lơ nói với thầy tế lễ, thì tiếng ồn ào lại càng thêm lên trong trại quân Phi-li-tin. Sau-lơ nói cùng thầy tế lễ rằng: Hãy rút tay ngươi lại.|掃 羅 正 與 祭 司 說 話 的 時 候 、 非 利 士 營 中 的 喧 嚷 越 發 大 了 ． 掃 羅 就 對 祭 司 說 、 停 手 罷 。
Đoạn, Sau-lơ và hết thảy quân lính ở cùng người hiệp lại, đi tới chốn chiến trường, kìa thấy người Phi-li-tin rút gươm giết lẫn nhau, hỗn loạn cực điểm.|掃 羅 和 跟 隨 他 的 人 都 聚 集 、 來 到 戰 場 、 看 見 非 利 士 人 用 刀 互 相 擊 殺 、 大 大 惶 亂 。
Những người Hê-bơ-rơ đã từ lâu phục dân Phi-li-tin và theo họ trong trại quân, nay trở lòng hiệp với Y-sơ-ra-ên vẫn theo cùng Sau-lơ và Giô-na-than.|從 前 由 四 方 來 跟 隨 非 利 士 軍 的 希 伯 來 人 、 現 在 也 轉 過 來 、 幫 助 跟 隨 掃 羅 和 約 拿 單 的 以 色 列 人 了 。
Lại khi hết thảy người Y-sơ-ra-ên đương ẩn trong núi Ep-ra-im, nghe dân Phi-li-tin chạy trốn, cũng rượt đuổi theo chúng nó mà đánh giặc.|那 藏 在 以 法 蓮 山 地 的 以 色 列 人 、 聽 說 非 利 士 人 逃 跑 、 就 出 來 緊 緊 的 追 殺 他 們 。
Đức Giê-hô-va giải cứu Y-sơ-ra-ên trong ngày đó; cơn giặc tràn đến Bết -A-ven.|那 日 耶 和 華 使 以 色 列 人 得 勝 、 一 直 戰 到 伯 亞 文 。
Cũng trong ngày đó, dân Y-sơ-ra-ên bị mệt đuối. Vả lại, Sau-lơ có thề cùng dân sự rằng: Đáng rủa sả người nào sẽ ăn vật thực gì trước khi chiều tối, tức trước khi ta báo thù những kẻ cừu địch ta! Vì vậy, cả dân sự đều cử không ăn vật thực gì hết.|掃 羅 叫 百 姓 起 誓 說 、 凡 不 等 到 晚 上 向 敵 人 報 完 了 仇 喫 甚 麼 的 、 必 受 咒 詛 ． 因 此 這 日 百 姓 沒 有 喫 甚 麼 、 就 極 其 困 憊 。
Song chúng dân đã đến trong một cái rừng có mật ong trên mặt đất.|眾 民 進 入 樹 林 、 見 有 蜜 在 的 上 ．
Bấy giờ, dân sự đi vào trong rừng, thấy mật nầy chảy; chẳng ai dám chấm tay vào miệng, vì sợ lời thề.|他 們 進 了 樹 林 、 見 有 蜜 流 下 來 、 卻 沒 有 人 敢 用 手 取 蜜 入 口 、 因 為 他 們 怕 那 誓 言 。
Nhưng Giô-na-than không biết lời thề mà cha mình đã lập cùng dân sự, nên giơ đầu gậy mình cầm nơi tay chấm vào tàng mật ong, rồi lấy tay đem mật vào miệng, thì mắt người sáng ra.|約 拿 單 沒 有 聽 見 他 父 親 叫 百 姓 起 誓 、 所 以 伸 手 中 的 杖 、 用 杖 頭 蘸 在 蜂 房 裡 、 轉 手 送 入 口 內 、 眼 睛 就 明 亮 了 。
Có người trong dân chúng cất tiếng nói rằng: Cha ông có thề cùng dân chúng rằng: Đáng rủa sả người nào ăn vật thực gì trong ngày nay. Vả, dân sự đều bị mệt đuối.|百 姓 中 有 一 人 對 他 說 、 你 父 親 曾 叫 百 姓 嚴 嚴 的 起 誓 、 說 、 今 日 喫 甚 麼 的 、 必 受 咒 詛 ． 因 此 百 姓 就 疲 乏 了 。
Giô-na-than đáp rằng: Cha ta làm rối cho xứ, hãy xem mắt ta đã sáng dường nào, vì cớ nếm chút mật nầy!|約 拿 單 說 、 我 父 親 連 累 你 們 了 ． 你 看 、 我 嘗 了 這 一 點 蜜 、 眼 睛 就 明 亮 了 。
Ồ! chớ chi ngày nay dân sự đã ăn vật chiếm được của thù nghịch, thì sự thua bại dân Phi-li-tin đã lớn hơn biết bao!|今 日 百 姓 若 任 意 喫 了 從 仇 敵 所 奪 的 物 、 擊 殺 的 非 利 士 人 、 豈 不 更 多 麼 。
Vậy ngày đó, dân Y-sơ-ra-ên đánh bại dân Phi-li-tin từ Mích-ma cho đến A-gia-lôn.|這 日 以 色 列 人 擊 殺 非 利 士 人 、 從 密 抹 直 到 亞 雅 崙 ． 百 姓 甚 是 疲 乏 ．
Dân sự bị mệt đuối lắm, bèn xông vào của cướp, bắt chiên, bò, bò con, giết đi trên đất, rồi ăn thịt lộn với huyết.|就 急 忙 將 所 奪 的 牛 羊 和 牛 犢 、 宰 於 地 上 、 肉 還 帶 血 就 喫 了 。
Có người đến nói cùng Sau-lơ rằng: Kìa, dân sự phạm tội cùng Đức Giê-hô-va, mà ăn thịt lộn với huyết. Người đáp: Ay là một sự lỗi đạo! Hãy lập tức lăn một hòn đá lớn đến gần ta.|有 人 告 訴 掃 羅 說 、 百 姓 喫 帶 血 的 肉 、 得 罪 耶 和 華 了 。 掃 羅 說 、 你 們 有 罪 了 、 今 日 要 將 大 石 頭 輥 到 我 這 裡 來 。
Lại tiếp rằng: Hãy đi khắp cơ binh rao rằng mỗi người phải dẫn đến ta chiên và bò mình, và giết đi tại đây. Rồi các ngươi sẽ ăn thịt nó; như vậy các người không phạm tội cùng Đức Giê-hô-va mà ăn thịt lộn với huyết. Thế thì, trong đêm đó, mỗi người trong chúng dẫn súc vật mình có dưới tay, và giết nó trên một hòn đá.|掃 羅 又 說 、 你 們 散 在 百 姓 中 、 對 他 們 說 、 你 們 各 人 將 牛 羊 牽 到 我 這 裡 來 宰 了 喫 、 不 可 喫 帶 血 的 肉 得 罪 耶 和 華 ． 這 夜 百 姓 就 把 牛 羊 牽 到 那 裡 宰 了 。
Sau-lơ bèn lập một bàn thờ cho Đức Giê-hô-va; ấy là bàn thờ thứ nhứt mà người lập cho Đức Giê-hô-va.|掃 羅 為 耶 和 華 築 了 一 座 壇 、 這 是 他 初 次 為 耶 和 華 築 的 壇 。
Đoạn, Sau-lơ nói: Chúng ta hãy đi xuống đuổi theo dân Phi-li-tin trong khi ban đêm, cướp phá chúng nó cho đến sáng sớm, và chớ để sống một ai. Chúng thưa rằng: Hãy làm mọi điều vua lấy làm phải. Thầy tế lễ bèn nói: Chúng ta hãy đến gần Đức Chúa Trời.|掃 羅 說 、 我 們 不 如 夜 裡 下 去 追 趕 非 利 士 人 、 搶 掠 他 們 、 直 到 天 亮 、 不 留 他 們 一 人 ． 眾 民 說 、 你 看 怎 樣 好 就 去 行 罷 ． 祭 司 說 、 我 們 先 當 親 近 　 神 。
Sau-lơ cầu vấn Đức Chúa Trời rằng: Tôi phải nên xuống đuổi theo dân Phi-li-tin chăng? Ngài sẽ phó chúng nó vào tay Y-sơ-ra-ên chăng? Song lần nầy Đức Chúa Trời chẳng đáp lại lời gì hết.|掃 羅 求 問 　 神 說 、 我 下 去 追 趕 非 利 士 人 可 以 不 可 以 、 你 將 他 們 交 在 以 色 列 人 手 裡 不 交 ． 這 日 　 神 沒 有 回 答 他 。
Đoạn, Sau-lơ bảo rằng: Hỡi các quan trưởng của dân sự, hết thảy hãy đến gần đây, xét tìm tội lỗi đã phạm trong ngày nay là sao.|掃 羅 說 、 你 們 百 姓 中 的 長 老 都 上 這 裡 來 、 查 明 今 日 是 誰 犯 了 罪 。
Ta chỉ Đức Giê-hô-va hằng sống, là Đấng giải cứu Y-sơ-ra-ên, mà thề rằng kẻ đã phạm tội, dẫu chính là Giô-na-than, con trai ta, cũng phải chết đi! Trong cả dân sự chẳng có ai đáp lời người.|我 指 著 救 以 色 列 永 生 的 耶 和 華 起 誓 、 就 是 我 兒 子 約 拿 單 犯 了 罪 、 他 也 必 死 ． 但 百 姓 中 無 一 人 回 答 他 。
Người bèn nói cùng cả Y-sơ-ra-ên rằng: Các ngươi hãy đứng bên này; ta và Giô-na-than, con trai ta, sẽ đứng bên kia. Dân sự thưa rằng: Hãy làm điều vua lấy làm phải.|掃 羅 就 對 以 色 列 眾 人 說 、 你 們 站 在 一 邊 、 我 與 我 兒 子 約 拿 單 也 站 在 一 邊 ． 百 姓 對 掃 羅 說 、 你 看 怎 樣 好 就 去 行 罷 。
