
					Sáng Thế 1				|
Đứa trẻ lớn lên, thì thôi bú. Chánh ngày Y-sác thôi bú, Ap-ra-ham bày một tiệc lớn ăn mừng.|孩 子 漸 長 、 就 斷 了 奶 ． 以 撒 斷 奶 的 日 子 、 亞 伯 拉 罕 設 擺 豐 盛 的 筵 席 。
Sa-ra thấy đứa trai của A-ga, người Ê-díp-tô, đã sanh cho Ap-ra-ham, cười cợt,|當 時 、 撒 拉 看 見 埃 及 人 夏 甲 給 亞 伯 拉 罕 所 生 的 兒 子 戲 笑 、
thì người nói với Ap-ra-ham rằng: Hãy đuổi con đòi với con nó đi đi, vì đứa trai của con đòi nầy sẽ chẳng được kế nghiệp cùng con trai tôi là Y-sác đâu.|就 對 亞 伯 拉 罕 說 、 你 把 這 使 女 、 和 他 兒 子 趕 出 去 、 因 為 這 使 女 的 兒 子 、 不 可 與 我 的 兒 子 以 撒 、 一 同 承 受 產 業 。
Lời nầy lấy làm buồn lòng Ap-ra-ham lắm, vì cớ con trai mình.|亞 伯 拉 罕 因 他 兒 子 的 緣 故 很 憂 愁 。
Nhưng Đức Chúa Trời phán cùng Ap-ra-ham rằng: Ngươi chớ buồn bực vì con trai và con đòi ngươi. Sa-ra nói thể nào, hãy nghe theo tiếng người nói; vì do nơi Y-sác sẽ sanh ra dòng dõi lưu danh ngươi.|　 神 對 亞 伯 拉 罕 說 、 你 不 必 為 這 童 子 和 你 的 使 女 憂 愁 、 凡 撒 拉 對 你 說 的 話 、 你 都 該 聽 從 ． 因 為 從 以 撒 生 的 、 纔 要 稱 為 你 的 後 裔 。
Ta cũng sẽ làm cho đứa trai của con đòi trở nên một dân, vì nó cũng do một nơi ngươi mà ra.|至 於 使 女 的 兒 子 、 我 也 必 使 他 的 後 裔 成 立 一 國 、 因 為 他 是 你 所 生 的 。
Ap-ra-ham dậy sớm, lấy bánh và một bầu nước, đưa cho A-ga; để các món đó trên vai nàng, và giao đứa trai cho nàng, rồi đuổi đi. Nàng ra đi, đi dông dài trong đồng vắng Bê -e-Sê-ba.|亞 伯 拉 罕 清 早 起 來 、 拿 餅 和 一 皮 袋 水 、 給 了 夏 甲 、 搭 在 他 的 肩 上 、 又 把 孩 子 交 給 他 、 打 發 他 走 ． 夏 甲 就 走 了 、 在 別 是 巴 的 曠 野 走 迷 了 路 。
Khi nước trong bầu đã hết, nàng để đứa trẻ dưới một cội cây nhỏ kia,|皮 袋 的 水 用 盡 了 、 夏 甲 就 把 孩 子 撇 在 小 樹 底 下 、
đi ngồi đối diện cách xa xa dài chừng một khoảng tên bắn; vì nói rằng: Oi! tôi nỡ nào thấy đứa trẻ phải chết! Nàng ngồi đối diện đó, cất tiếng la khóc.|自 己 走 開 約 有 一 箭 之 遠 、 相 對 而 坐 、 說 、 我 不 忍 見 孩 子 死 、 就 相 對 而 坐 、 放 聲 大 哭 。
Đức Chúa Trời nghe tiếng đứa trẻ khóc, thì thiên sứ của Đức Chúa Trời từ trên trời kêu nàng A-ga mà phán rằng: Hỡi A-ga! Ngươi có điều gì vậy? Chớ sợ chi, vì Đức Chúa Trời đã nghe tiếng đứa trẻ ở đâu đó rồi.|　 神 聽 見 童 子 的 聲 音 ． 　 神 的 使 者 從 天 上 呼 叫 夏 甲 說 、 夏 甲 、 你 為 何 這 樣 呢 、 不 要 害 怕 、 　 神 已 經 聽 見 童 子 的 聲 音 了 。
Hãy đứng dậy đỡ lấy đứa trẻ và giơ tay nắm nó, vì ta sẽ làm cho nó nên một dân lớn.|起 來 、 把 童 子 抱 在 懷 中 、 〔 懷 原 文 作 手 〕 我 必 使 他 的 後 裔 成 為 大 國 。
Đoạn, Đức Chúa Trời mở mắt nàng ra; nàng bèn thấy một cái giếng nước, và đi lại múc đầy bầu cho đứa trẻ uống.|　 神 使 夏 甲 的 眼 睛 明 亮 、 他 就 看 見 一 口 水 井 、 便 去 將 皮 袋 盛 滿 了 水 、 給 童 子 喝 。
Đức Chúa Trời vùa giúp đứa trẻ; nó lớn lên, ở trong đồng vắng, có tài bắn cung.|　 神 保 佑 童 子 、 他 就 漸 長 、 住 在 曠 野 、 成 了 弓 箭 手 。
Nó ở tại trong đồng vắng Pha-ran; mẹ cưới cho nó một người vợ quê ở xứ Ê-díp-tô.|他 住 在 巴 蘭 的 曠 野 、 他 母 親 從 埃 及 地 給 他 娶 了 一 個 妻 子 。
Về thuở đó, vua A-bi-mê-léc và Phi-côn, quan tổng binh mình, nói cùng Ap-ra-ham rằng: Đức Chúa Trời vùa giúp ngươi trong mọi việc ngươi làm.|當 那 時 候 、 亞 比 米 勒 同 他 軍 長 非 各 、 對 亞 伯 拉 罕 說 、 凡 你 所 行 的 事 、 都 有 　 神 的 保 佑 。
Vậy bây giờ, hãy chỉ danh Đức Chúa Trời mà thề rằng: Ngươi sẽ chẳng gạt ta, con ta cùng dòng giống ta. Nhưng ngươi sẽ đãi ta và xứ ngươi đương trú ngụ, một lòng tử tế như ta đã đãi ngươi vậy.|我 願 你 如 今 在 這 裡 指 著 　 神 對 我 起 誓 、 不 要 欺 負 我 與 我 的 兒 子 、 並 我 的 子 孫 、 我 怎 樣 厚 待 了 你 、 你 也 要 照 樣 厚 待 我 、 與 你 所 寄 居 這 地 的 民 。
Ap-ra-ham đáp rằng: Tôi xin thề.|亞 伯 拉 罕 說 、 我 情 願 起 誓 。
Ap-ra-ham phàn nàn cùng vua A-bi-mê-léc về vụ một giếng kia bị đầy tớ người chiếm đoạt.|從 前 亞 比 米 勒 的 僕 人 、 霸 佔 了 一 口 水 井 、 亞 伯 拉 罕 為 這 事 指 責 亞 比 米 勒 。
Vua A-bi-mê-léc bèn nói rằng: Ta chẳng hay ai đã làm nên nông nổi đó; chính ngươi chẳng cho ta hay trước; ngày nay ta mới rõ đây mà thôi.|亞 比 米 勒 說 、 誰 作 這 事 我 不 知 道 、 你 也 沒 有 告 訴 我 、 今 日 我 纔 聽 見 了 。
Đoạn, Ap-ra-ham bắt chiên và bò, dâng cho vua A-bi-mê-léc; rồi hai người kết ước cùng nhau.|亞 伯 拉 罕 把 羊 和 牛 給 了 亞 比 米 勒 、 二 人 就 彼 此 立 約 。
Ap-ra-ham lựa để riêng ra bảy con chiên tơ trong bầy;|亞 伯 拉 罕 把 七 隻 母 羊 羔 另 放 在 一 處 。
thì vua A-bi-mê-léc hỏi rằng: Làm chi để bảy con chiên tơ đó riêng ra vậy?|亞 比 米 勒 問 亞 伯 拉 罕 說 、 你 把 這 七 隻 母 羊 羔 另 放 在 一 處 、 是 甚 麼 意 思 呢 。
Đáp rằng: Xin vua hãy nhận lấy bảy con chiên tơ nầy mà chánh tay tôi dâng cho, đặng làm chứng rằng tôi đã đào cái giếng nầy.|他 說 、 你 要 從 我 手 裡 受 這 七 隻 母 羊 羔 、 作 我 挖 這 口 井 的 證 據 。
Bởi cớ ấy, nên họ đặt tên chỗ nầy là Bê -e-Sê-ba; vì tại đó hai người đều đã thề nguyện cùng nhau.|所 以 他 給 那 地 方 起 名 叫 別 是 巴 、 因 為 他 們 二 人 在 那 裡 起 了 誓 。 〔 別 是 巴 就 是 盟 誓 的 井 的 意 思 〕
Vậy, hai người kết ước cùng nhau tại Bê -e-Sê-ba. Đoạn vua A-bi-mê-léc cùng quan tổng binh Phi-côn đứng dậy, trở về xứ Phi-li-tin.|他 們 在 別 是 巴 立 了 約 ． 亞 比 米 勒 就 同 他 軍 長 非 各 、 起 身 回 非 利 士 地 去 了 。
Ap-ra-ham trồng một cây me tại Bê -e-Sê-ba, và ở đó người cầu khẩn danh Đức Giê-hô-va, là Đức Chúa Trời hằng-hữu.|亞 伯 拉 罕 在 別 是 巴 栽 上 一 棵 垂 絲 柳 樹 、 又 在 那 裡 求 告 耶 和 華 永 生 　 神 的 名 。
Ap-ra-ham trú ngụ lâu ngày tại xứ Phi-li-tin.|亞 伯 拉 罕 在 非 利 士 人 的 地 寄 居 了 多 日 。

					Sáng Thế 22				|
						創世記 22					
Khi mọi việc kia đã xong, thì Đức Chúa Trời thử Ap-ra-ham; Ngài phán rằng: Hỡi Ap-ra-ham! Người thưa rằng: Có tôi đây.|這 些 事 以 後 、 　 神 要 試 驗 亞 伯 拉 罕 、 就 呼 叫 他 說 、 亞 伯 拉 罕 、 他 說 、 我 在 這 裡 。
Đức Chúa Trời phán rằng: Hãy bắt đứa con một ngươi yêu dấu, là Y-sác, và đi đến xứ Mô-ri -a, nơi đó dâng đứa con làm của lễ thiêu ở trên một hòn núi kia mà ta sẽ chỉ cho.|　 神 說 、 你 帶 著 你 的 兒 子 、 就 是 你 獨 生 的 兒 子 、 你 所 愛 的 以 撒 、 往 摩 利 亞 地 去 、 在 我 所 要 指 示 你 的 山 上 、 把 他 獻 為 燔 祭 。
Ap-ra-ham dậy sớm, thắng lừa, đem hai đầy tớ và con mình, là Y-sác, cùng đi; người cũng chặt củi để dùng về của lễ thiêu, rồi đi đến nơi mà Đức Chúa Trời đã truyền dạy.|亞 伯 拉 罕 清 早 起 來 、 備 上 驢 、 帶 著 兩 個 僕 人 和 他 兒 子 以 撒 、 也 劈 好 了 燔 祭 的 柴 、 就 起 身 往 　 神 所 指 示 他 的 地 方 去 了 。
Qua đến ngày thứ ba, Ap-ra-ham nhướng mắt lên thấy nơi đó ở lối đằng xa,|到 了 第 三 日 、 亞 伯 拉 罕 舉 目 遠 遠 的 看 見 那 地 方 。
thì nói cùng hai kẻ đầy tớ rằng: Hãy ở lại đây với con lừa; ta cùng đứa trẻ sẽ đi đến chốn kia đặng thờ phượng, rồi sẽ trở lại với hai ngươi.|亞 伯 拉 罕 對 他 的 僕 人 說 、 你 們 和 驢 在 此 等 候 、 我 與 童 子 往 那 裡 去 拜 一 拜 、 就 回 到 你 們 這 裡 來 。
Ap-ra-ham lấy củi về của lễ thiêu, chất trên Y-sác, con mình; rồi người cầm lửa và dao trong tay, và cả hai cha con đồng đi.|亞 伯 拉 罕 把 燔 祭 的 柴 放 在 他 兒 子 以 撒 身 上 、 自 己 手 裡 拿 著 火 與 刀 ． 於 是 二 人 同 行 。
Y-sác bèn nói cùng Ap-ra-ham, cha mình rằng: Hỡi Cha! Người đáp: Con ơi! cha đây. Y-sác nói: Củi đây, lửa đây, nhưng chiên con đây có đặng làm của lễ thiêu?|以 撒 對 他 父 親 亞 伯 拉 罕 說 、 父 親 哪 。 亞 伯 拉 罕 說 、 我 兒 、 我 在 這 裡 。 以 撒 說 、 請 看 、 火 與 柴 都 有 了 、 但 燔 祭 的 羊 羔 在 那 裡 呢 。
Ap-ra-ham rằng: Con ơi! chính Đức Chúa Trời sẽ sắm sẵn lấy chiên con đặng dùng làm của lễ thiêu; rồi cả hai cha con cứ đồng đi.|亞 伯 拉 罕 說 、 我 兒 、 　 神 必 自 己 豫 備 作 燔 祭 的 羊 羔 ． 於 是 二 人 同 行 。
Họ đến chốn Đức Chúa Trời đã phán dạy; tại đó, Ap-ra-ham lập bàn thờ, chất củi lên, trói Y-sác con mình lại, để lên đống củi trên bàn thờ.|他 們 到 了 　 神 所 指 示 的 地 方 、 亞 伯 拉 罕 在 那 裡 築 壇 、 把 柴 擺 好 、 捆 綁 他 的 兒 子 以 撒 、 放 在 壇 的 柴 上 。
Ap-ra-ham bèn giơ tay ra cầm lấy dao đặng giết con mình.|亞 伯 拉 罕 就 伸 手 拿 刀 、 要 殺 他 的 兒 子 。
Thiên sứ của Đức Giê-hô-va từ trên trời kêu xuống mà rằng: Hỡi Ap-ra-ham, Ap-ra-ham! Người thưa rằng: Có tôi đây.|耶 和 華 的 使 者 從 天 上 呼 叫 他 說 、 亞 伯 拉 罕 、 亞 伯 拉 罕 、 他 說 、 我 在 這 裡 。
Thiên sứ phán rằng: Đừng tra tay vào mình con trẻ và chớ làm chi hại đến nó; vì bây giờ ta biết rằng ngươi thật kính sợ Đức Chúa Trời, bởi cớ không tiếc với ta con ngươi, tức con một ngươi.|天 使 說 、 你 不 可 在 這 童 子 身 上 下 手 、 一 點 不 可 害 他 ． 現 在 我 知 道 你 是 敬 畏 　 神 的 了 、 因 為 你 沒 有 將 你 的 兒 子 、 就 是 你 獨 生 的 兒 子 、 留 下 不 給 我 。
Ap-ra-ham nhướng mắt lên, xem thấy sau lưng một con chiên đực, sừng mắc trong bụi cây, bèn bắt con chiên đực đó dâng làm của lễ thiêu thay cho con mình.|亞 伯 拉 罕 舉 目 觀 看 、 不 料 、 有 一 隻 公 羊 、 兩 角 扣 在 稠 密 的 小 樹 中 、 亞 伯 拉 罕 就 取 了 那 隻 公 羊 來 、 獻 為 燔 祭 、 代 替 他 的 兒 子 。
Ap-ra-ham gọi chỗ đó là Giê-hô-va Di-rê. Bởi cớ ấy, ngày nay có tục ngữ rằng: Trên núi của Đức Giê-hô-va sẽ có sắm sẵn.|亞 伯 拉 罕 給 那 地 方 起 名 叫 耶 和 華 以 勒 、 〔 意 思 就 是 耶 和 華 必 豫 備 〕 直 到 今 日 人 還 說 、 在 耶 和 華 的 山 上 必 有 豫 備 。
Thiên sứ của Đức Giê-hô-va từ trên trời kêu Ap-ra-ham lần thứ nhì mà rằng:|耶 和 華 的 使 者 第 二 次 從 天 上 呼 叫 亞 伯 拉 罕 說 、
Đức Giê-hô-va phán rằng: Vì ngươi đã làm điều đó, không tiếc con ngươi, tức con một ngươi, thì ta lấy chánh mình ta mà thề rằng:|耶 和 華 說 你 既 行 了 這 事 、 不 留 下 你 的 兒 子 、 就 是 你 獨 生 的 兒 子 、 我 便 指 著 自 己 起 誓 說 、
sẽ ban phước cho ngươi, thêm dòng dõi ngươi nhiều như sao trên trời, đông như cát bờ biển, và dòng dõi đó sẽ chiếm được cửa thành quân nghịch.|論 福 、 我 必 賜 大 福 給 你 、 論 子 孫 、 我 必 叫 你 的 子 孫 多 起 來 、 如 同 天 上 的 星 、 海 邊 的 沙 、 你 子 孫 必 得 著 仇 敵 的 城 門 。
Bởi vì ngươi đã vâng theo lời dặn ta, nên các dân thế gian đều sẽ nhờ dòng dõi ngươi mà được phước.|並 且 地 上 萬 國 都 必 因 你 的 後 裔 得 福 、 因 為 你 聽 從 了 我 的 話 ．
Đoạn Ap-ra-ham trở về nơi hai người đầy tớ; họ đứng dậy, đồng nhau đi về Bê -e-Sê-ba. Ap-ra-ham cứ ở tại Bê -e-Sê-ba.|於 是 亞 伯 拉 罕 回 到 他 僕 人 那 裡 、 他 們 一 同 起 身 往 別 是 巴 去 、 亞 伯 拉 罕 就 住 在 別 是 巴 。
Sau các việc đó, người ta thuật lại với Ap-ra-ham tin nầy rằng: Nầy, nàng Minh-ca cũng sanh con cho em ngươi, là Na-cô.|這 事 以 後 、 有 人 告 訴 亞 伯 拉 罕 說 、 密 迦 給 你 兄 弟 拿 鶴 生 了 幾 個 兒 子 、
Con trưởng nam là Ut-xơ, em trai là Bu-xơ, Kê-mu-ên, cha của A-ram;|長 子 是 烏 斯 、 他 的 兄 弟 是 布 斯 、 和 亞 蘭 的 父 親 基 母 利 ．
Kê-sết, Ha-xô, Phin-đát, Díp-láp và Bê-tu-ên;|並 基 薛 、 哈 瑣 、 必 達 、 益 拉 、 彼 土 利 、 （ 彼 土 利 生 利 百 加 ）
Bê-tu-ên là người sanh Rê-be-ca. Minh-ca sanh tám người con trai đó cho Na-cô, em của Ap-ra-ham.|這 八 個 人 、 都 是 密 迦 給 亞 伯 拉 罕 的 兄 弟 拿 鶴 生 的 。
Còn người vợ nhỏ, tên là Rê -u-ma, cũng sanh con, là Tê-la, Ga-ham, Ta-hách và Ma -a-ca.|拿 鶴 的 妾 名 叫 流 瑪 、 生 了 提 八 、 迦 含 、 他 轄 、 和 瑪 迦 。

					Sáng Thế 23				|
						創世記 23					
Sa-ra hưởng thọ được một trăm hai mươi bảy tuổi. Ay là bao nhiêu năm của đời Sa-ra.|撒 拉 享 壽 一 百 二 十 七 歲 、 這 是 撒 拉 一 生 的 歲 數 。
Sa-ra qua đời tại Ki-ri-át -A-ra-ba, tức là Hếp-rôn, thuộc về xứ Ca-na-an. Ap-ra-ham đến chịu tang cho Sa-ra và than khóc người.|撒 拉 死 在 迦 南 地 的 基 列 亞 巴 、 就 是 希 伯 崙 、 亞 伯 拉 罕 為 他 哀 慟 哭 號 。
Đoạn, Ap-ra-ham đứng dậy trước người chết mình và nói cùng dân họ Hếch rằng:|後 來 亞 伯 拉 罕 從 死 人 面 前 起 來 、 對 赫 人 說 、
Ta là một khách kiều ngụ trong vòng các ngươi; xin hãy cho một nơi mộ địa trong xứ các ngươi, để chôn người thác của ta.|我 在 你 們 中 間 是 外 人 、 是 寄 居 的 、 求 你 們 在 這 裡 給 我 一 塊 地 、 我 好 埋 葬 我 的 死 人 、 使 他 不 在 我 眼 前 。
Dân họ Hếch đáp rằng:|赫 人 回 答 亞 伯 拉 罕 說 、
Lạy Chúa, xin hãy nghe chúng tôi: giữa chúng tôi, chúa tức là một quân trưởng của Đức Chúa Trời; hãy chôn người chết của chúa nơi mộ địa nào tốt hơn hết của chúng tôi. Trong bọn chúng tôi chẳng có ai tiếc mộ địa mình, đặng chôn người chết của chúa đâu.|我 主 請 聽 、 你 在 我 們 中 間 是 一 位 尊 大 的 王 子 、 只 管 在 我 們 最 好 的 墳 地 裡 埋 葬 你 的 死 人 、 我 們 沒 有 一 人 不 容 你 在 他 的 墳 地 裡 埋 葬 你 的 死 人 。
Ap-ra-ham bèn đứng dậy, sấp mình xuống trước mặt các dân của xứ, tức dân họ Hếch,|亞 伯 拉 罕 就 起 來 、 向 那 地 的 赫 人 下 拜 。
mà nói rằng: Nếu các ngươi bằng lòng cho chôn người chết ta, thì hãy nghe lời, và cầu xin Ep-rôn, con của Xô-ha giùm ta,|對 他 們 說 、 你 們 若 有 意 叫 我 埋 葬 我 的 死 人 、 使 他 不 在 我 眼 前 、 就 請 聽 我 的 話 、 為 我 求 瑣 轄 的 兒 子 以 弗 崙 、
đặng người nhượng cho ta hang đá Mặc-bê-la, ở về tận đầu đồng người, để lại cho đúng giá, hầu cho ta được trong vòng các ngươi một nơi mộ địa.|把 田 頭 上 那 麥 比 拉 洞 給 我 、 他 可 以 按 著 足 價 賣 給 我 、 作 我 在 你 們 中 間 的 墳 地 。
Vả, Ep-rôn, người Hê-tít, đương ngồi trong bọn dân họ Hếch, đáp lại cùng Ap-ra-ham trước mặt dân họ Hếch vẫn nghe và trước mặt mọi người đến nơi cửa thành, mà rằng:|當 時 以 弗 崙 正 坐 在 赫 人 中 間 ． 於 是 赫 人 以 弗 崙 、 在 城 門 出 入 的 赫 人 、 面 前 對 亞 伯 拉 罕 說 、
Không, thưa chúa, hãy nghe lời tôi: Hiện trước mặt dân tôi, tôi xin dâng cho chúa cánh đồng, và cũng dâng luôn cái hang đá ở trong đó nữa; hãy chôn người chết của chúa đi.|不 然 、 我 主 請 聽 、 我 送 給 你 這 塊 田 、 連 田 間 的 洞 、 也 送 給 你 、 在 我 同 族 的 人 面 前 都 給 你 、 可 以 埋 葬 你 的 死 人 。
