
					Lê-vi 1				|
Đoạn, Môi-se nói cùng A-rôn, Ê-lê -a-sa và Y-tha-ma, hai con trai người, mà rằng: Các ngươi chớ để đầu trần và chớ xé áo mình, e khi phải chết và Đức Giê-hô-va nổi giận cùng cả hội chúng chăng; nhưng anh em các ngươi, là cả nhà Y-sơ-ra-ên, phải nên khóc vì cớ lửa thiêu hóa mà Đức Giê-hô-va nổi phừng lên.|摩 西 對 亞 倫 和 他 兒 子 以 利 亞 撒 、 以 他 瑪 、 說 、 不 可 蓬 頭 散 髮 、 也 不 可 撕 裂 衣 裳 、 免 得 你 們 死 亡 、 又 免 得 耶 和 華 向 會 眾 發 怒 、 只 要 你 們 的 弟 兄 以 色 列 全 家 、 為 耶 和 華 所 發 的 火 哀 哭 。
Đừng ra khỏi cửa hội mạc, e các ngươi phải chết chăng; vì dầu xức của Đức Giê-hô-va ở trên các ngươi. Họ bèn làm theo lời Môi-se.|你 們 也 不 可 出 會 幕 的 門 、 恐 怕 你 們 死 亡 、 因 為 耶 和 華 的 膏 油 在 你 們 的 身 上 ． 他 們 就 照 摩 西 的 話 行 了 。
Đoạn, Đức Giê-hô-va phán cùng A-rôn rằng:|耶 和 華 曉 諭 亞 倫 說 、
Khi nào vào hội mạc, ngươi và các con trai ngươi chớ nên uống rượu hay là uống vật chi có tánh say, e phải chết chăng: ấy là một mạng lịnh đời đời, trải các thế đại,|你 和 你 兒 子 進 會 幕 的 時 候 、 清 酒 、 濃 酒 、 都 不 可 喝 、 免 得 你 們 死 亡 ． 這 要 作 你 們 世 世 代 代 永 遠 的 定 例 ．
hầu cho các ngươi được phân biệt đều thánh và điều chẳng thánh, sự khiết và sự chẳng khiết,|使 你 們 可 以 將 聖 的 、 俗 的 、 潔 淨 的 、 不 潔 淨 的 、 分 別 出 來 。
và dạy dân Y-sơ-ra-ên các mạng lịnh mà Đức Giê-hô-va đã cậy Môi-se truyền dặn cho.|又 使 你 們 可 以 將 耶 和 華 藉 摩 西 曉 諭 以 色 列 人 的 一 切 律 例 、 教 訓 他 們 。
Môi-se nói cùng A-rôn, Ê-lê -a-sa và Y-tha-ma, là hai con trai A-rôn còn lại, mà rằng: Hãy lấy của lễ chay còn dư lại về của lễ dùng lửa dâng cho Đức Giê-hô-va, và hãy ăn đi không pha men, gần bàn thờ, vì là một vật chí thánh.|摩 西 對 亞 倫 和 他 剩 下 的 兒 子 以 利 亞 撒 、 以 他 瑪 、 說 、 你 們 獻 給 耶 和 華 火 祭 中 所 剩 的 素 祭 、 要 在 壇 旁 、 不 帶 酵 而 喫 、 因 為 是 至 聖 的 ．
Phải ăn của lễ nầy tại nơi thánh, vì là phần của ngươi và của các con trai ngươi trong những của lễ dùng lửa dâng cho Đức Giê-hô-va; bởi vì đã phán dặn ta làm như vậy.|你 們 要 在 聖 處 喫 、 因 為 在 獻 給 耶 和 華 的 火 祭 中 、 這 是 你 的 分 、 和 你 兒 子 的 分 ． 所 吩 咐 我 的 本 是 這 樣 。
Còn cái o dâng đưa qua đưa lại, và cái giò dâng giơ lên, ngươi, các con trai và các con gái ngươi hãy ăn tại một nơi tinh sạch, vì các điều đó đã ban cho làm phần riêng của ngươi và của các con trai ngươi, do những của lễ thù ân của dân Y-sơ-ra-ên.|所 搖 的 胸 、 所 舉 的 腿 、 你 們 要 在 潔 淨 地 方 喫 、 你 和 你 的 兒 女 、 都 要 同 喫 、 因 為 這 些 是 從 以 色 列 人 平 安 祭 中 給 你 、 當 你 的 分 、 和 你 兒 子 的 分 。
Họ sẽ đem đến cái giò dâng giơ lên và cái o dâng đưa qua đưa lại với những mỡ định thiêu hóa, để dâng đưa qua đưa lại trước mặt Đức Giê-hô-va. Những điều đó sẽ thuộc về ngươi và các con trai ngươi chiếu theo luật lệ đời đời, y như Đức Giê-hô-va đã phán dặn vậy.|所 舉 的 腿 、 所 搖 的 胸 、 他 們 要 與 火 祭 的 脂 油 一 同 帶 來 、 當 搖 祭 、 在 耶 和 華 面 前 搖 一 搖 、 這 要 歸 你 和 你 兒 子 、 當 作 永 得 的 分 ． 都 是 照 耶 和 華 所 吩 咐 的 。
Vả, Môi-se tìm con dê đực dùng làm của lễ chuộc tội, thấy nó đã bị thiêu, bèn nổi giận cùng Ê-lê -a-sa và Y-tha-ma, hai con trai A-rôn còn lại và nói rằng:|當 下 摩 西 急 切 的 尋 找 作 贖 罪 祭 的 公 山 羊 、 誰 知 已 經 焚 燒 了 、 便 向 亞 倫 剩 下 的 兒 子 以 利 亞 撒 、 以 他 瑪 發 怒 、 說 、
Sao các ngươi không ăn thịt con sinh tế chuộc tội trong nơi thánh? Vì là một vật chí thánh mà Đức Giê-hô-va đã ban cho các ngươi, hầu gánh lấy tội của hội chúng, và làm lễ chuộc tội cho họ trước mặt Đức Giê-hô-va.|這 贖 罪 祭 既 是 至 聖 的 、 主 又 給 了 你 們 、 為 要 你 們 擔 當 會 眾 的 罪 孽 、 在 耶 和 華 面 前 為 他 們 贖 罪 、 你 們 為 何 沒 有 在 聖 所 喫 呢 ．
Nầy, huyết nó không có đem vào trong nơi thánh; quả đáng các ngươi ăn sinh lễ trong nơi thánh, y như lời ta đã dặn biểu.|看 哪 、 這 祭 牲 的 血 並 沒 有 拿 到 聖 所 裡 去 、 你 們 本 當 照 我 所 吩 咐 的 、 在 聖 所 裡 喫 這 祭 肉 。
Nhưng A-rôn đáp rằng: Kìa, ngày nay họ đã dâng của lễ chuộc tội và của lễ thiêu của mình trước mặt Đức Giê-hô-va; và sau khi việc rủi nầy xảy ra, nếu lại ngày nay tôi ăn của lễ chuộc tội, há có đẹp lòng Đức Giê-hô-va chăng?|亞 倫 對 摩 西 說 、 今 天 他 們 在 耶 和 華 面 前 獻 上 贖 罪 祭 、 和 燔 祭 、 我 又 遇 見 這 樣 的 災 、 若 今 天 喫 了 贖 罪 祭 、 耶 和 華 豈 能 看 為 美 呢 。
Môi-se phải nghe lời đáp ấy, bèn nhận cho phải.|摩 西 聽 見 這 話 便 以 為 美 。

					Lê-vi 11				|
						利未記 11					
Đức Giê-hô-va phán cùng Môi-se và A-rôn rằng:|耶 和 華 對 摩 西 亞 倫 說 、
Hãy nói với dân Y-sơ-ra-ên rằng: Trong các loài vật trên mặt đất, nầy là những con các ngươi được phép ăn:|你 們 曉 諭 以 色 列 人 說 、 在 地 上 一 切 走 獸 中 可 喫 的 、 乃 是 這 些 ．
Hễ loài vật nào có móng rẽ ra, chân chia hai và nhơi, thì các ngươi được phép ăn.|凡 蹄 分 兩 瓣 、 倒 嚼 的 走 獸 、 你 們 都 可 以 喫 。
Nhưng chẳng nên ăn con nào chỉ nhơi không, hay là chỉ có móng rẽ không: con lạc đà, nó nhơi, nhưng không có móng rẽ; nên hãy cầm nó là loài vật không sạch;|但 那 倒 嚼 、 或 分 蹄 之 中 不 可 喫 的 、 乃 是 駱 駝 、 因 為 倒 嚼 不 分 蹄 、 就 與 你 們 不 潔 淨 。
con chuột đồng, nó nhơi, nhưng không có móng rẽ, nên hãy cầm nó là loài vật không sạch;|沙 番 、 因 為 倒 嚼 不 分 蹄 、 就 與 你 們 不 潔 淨 。
con thỏ rừng, nó nhơi nhưng không móng rẽ; nên hãy cầm nó là loài vật không sạch;|兔 子 、 因 為 倒 嚼 不 分 蹄 、 就 與 你 們 不 潔 淨 。
con heo, nó có móng rẽ, chân chia hai, nhưng không nhơi; nên hãy cầm nó là loài vật không sạch.|豬 、 因 為 蹄 分 兩 瓣 、 卻 不 倒 嚼 、 就 與 你 們 不 潔 淨 。
Các ngươi không nên ăn thịt và cũng không nên đụng đến thây các thú đó; phải cầm là vật không sạch.|這 些 獸 的 肉 、 你 們 不 可 喫 、 死 的 你 們 不 可 摸 、 都 與 你 們 不 潔 淨 。
Những loài vật ở dưới nước mà các ngươi được phép ăn, là loài vật nào, hoặc ở dưới biển, hoặc ở dưới sông, có vây và có vảy.|水 中 可 喫 的 、 乃 是 這 些 ． 凡 在 水 裡 、 海 裡 、 河 裡 、 有 翅 有 鱗 的 、 都 可 以 喫 。
Phàm vật nào hoặc dưới biển, hoặc dưới sông, tức các loài sanh sản trong nước, mà không có vây và chẳng có vảy, thì các người không nên ăn, phải lấy làm gớm ghiếc cho các ngươi.|凡 在 海 裡 、 河 裡 、 並 一 切 水 裡 游 動 的 活 物 、 無 翅 無 鱗 的 、 你 們 都 當 以 為 可 憎 ．
Những loài nầy, khá lấy làm gớm ghiếc cho mình, chớ nên ăn thịt nó, và hãy cầm thây nó là điều gớm ghiếc.|這 些 無 翅 無 鱗 以 為 可 憎 的 、 你 們 不 可 喫 他 的 肉 、 死 的 也 當 以 為 可 憎 。
Các loài vật nào ở trong nước không có vây và chẳng có vảy, thì phải lấy làm gớm ghiếc cho các ngươi.|凡 水 裡 無 翅 無 鱗 的 、 你 們 都 當 以 為 可 憎 。
Trong các loài chim, những giống các ngươi phải cầm bằng gớm ghiếc, không nên ăn, là chim ưng, chim ngạc, ó biển;|雀 鳥 中 你 們 當 以 為 可 憎 、 不 可 喫 的 、 乃 是 鵰 、 狗 頭 鵰 、 紅 頭 鵰 、
chim lão ưng và con diều, tùy theo loại chúng nó;|鷂 鷹 、 小 鷹 、 與 其 類 ．
các thứ quạ,|烏 鴉 、 與 其 類 ．
chim đà điểu, chim ụt, chim thủy kê, chim bò cắc và các loại giống chúng nó;|鴕 鳥 、 夜 鷹 、 魚 鷹 、 鷹 、 與 其 類 ．
chim mèo, chim thằng cộc, con cò quắm,|鴞 鳥 、 鸕 鶿 、 貓 頭 鷹 、
con hạc, chim thằng bè, con cồng cộc,|角 鴟 、 鵜 鶘 、 禿 鵰 、
con cò, con diệc và các loại giống chúng nó; chim rẽ quạt và con dơi.|鸛 、 鷺 鷥 、 與 其 類 ． 戴 鵀 、 與 蝙 蝠 。
Hễ côn trùng nào hay bay, đi bốn cẳng, thì các ngươi hãy lấy làm gớm ghiếc.|凡 有 翅 膀 用 四 足 爬 行 的 物 、 你 們 都 當 以 為 可 憎 。
Nhưng trong loại côn trùng nào hay bay và đi bốn cẳng, các ngươi được ăn con nào có cẳng đặng nhảy trên đất;|只 是 有 翅 膀 用 四 足 爬 行 的 物 中 、 有 足 有 腿 、 在 地 上 ? 跳 的 、 你 們 還 可 以 喫 。
là con cào cào tùy theo loại nó, con ve tùy theo loại nó, châu chấu tùy theo loại nó, con dế tùy theo loại nó.|其 中 有 蝗 蟲 、 螞 蚱 、 蟋 蟀 、 與 其 類 ． 蚱 蜢 、 與 其 類 ． 這 些 你 們 都 可 以 喫 。
Các loài côn trùng khác hay bay và có bốn cẳng, thì các ngươi phải lấy làm gớm ghiếc.|但 是 有 翅 膀 有 四 足 的 爬 物 、 你 們 都 當 以 為 可 憎 。
Các ngươi sẽ vì loại đó mà bị ô uế; ai đụng đến xác chết loài đó sẽ bị ô uế cho đến chiều tối.|這 些 都 能 使 你 們 不 潔 淨 ． 凡 摸 了 死 的 、 必 不 潔 淨 到 晚 上 。
Ai mang xác chết loài đó phải giặt áo xống mình, và bị ô uế cho đến chiều tối.|凡 拿 了 死 的 、 必 不 潔 淨 到 晚 上 、 並 要 洗 衣 服 。
Các thú nào có móng rẽ ra, nhưng không có chân chia hai và không nhơi, tất phải lấy làm ô uế cho các ngươi; ai đụng đến sẽ bị ô uế.|凡 走 獸 分 蹄 不 成 兩 瓣 、 也 不 倒 嚼 的 、 是 與 你 們 不 潔 淨 ． 凡 摸 了 的 、 就 不 潔 淨 。
Trong giống đi bốn cẳng, hễ con nào đi trên bàn cẳng, thì kể là không sạch cho các ngươi; ai đụng đến xác chết nó sẽ bị ô uế đến chiều tối;|凡 四 足 的 走 獸 、 用 掌 行 走 的 、 是 與 你 們 不 潔 淨 ． 摸 其 屍 的 、 必 不 潔 淨 到 晚 上 。
còn ai mang xác chết nó sẽ giặt áo xống mình, và bị ô uế đến chiều tối; các loài đó là không sạch cho các ngươi.|拿 其 屍 的 、 必 不 潔 淨 到 晚 上 、 並 要 洗 衣 服 ． 這 些 是 與 你 們 不 潔 淨 的 。
Trong loài đi bò trên mặt đất, nầy là những loài lấy làm không sạch cho các ngươi: con chuột nhủi, con chuột lắt, con rắn mối, tùy theo loại chúng nó;|地 上 爬 物 、 與 你 們 不 潔 淨 的 、 乃 是 這 些 ． 鼬 鼠 、 鼫 鼠 、 蜥 蜴 、 與 其 類 ．
con cắc kè, kỳ đà, con thạch sùng, con kỳ nhông và con cắc ké.|壁 虎 、 龍 子 、 守 宮 、 蛇 醫 、 蝘 蜓 ．
Trong các loài côn trùng, những loài đó lấy làm không sạch cho các ngươi: ai đụng đến xác chết nó sẽ bị ô uế cho đến chiều tối.|這 些 爬 物 、 都 是 與 你 們 不 潔 淨 的 ． 在 他 死 了 以 後 、 凡 摸 了 的 、 必 不 潔 淨 到 晚 上 。
Bất luận vật nào, hễ loài nầy chết rớt nhằm trên, thì đều bị ô uế, hoặc đồ bằng cây, áo xống, da, bao, tức các vật người ta thường dùng; phải ngâm đồ đó trong nước, sẽ bị ô uế cho đến chiều tối, rồi mới tinh sạch lại.|其 中 死 了 的 掉 在 甚 麼 東 西 上 、 這 東 西 就 不 潔 淨 、 無 論 是 木 器 、 衣 服 、 皮 子 、 口 袋 、 不 拘 是 作 甚 麼 工 用 的 器 皿 、 須 要 放 在 水 中 、 必 不 潔 淨 到 晚 上 、 到 晚 上 纔 潔 淨 了 。
Nếu vật chi của nó rớt nhằm đồ sành, các vật chi đựng ở trong đều sẽ bị ô uế; phải đập bể đồ sành đó đi.|若 有 死 了 掉 在 瓦 器 裡 的 、 其 中 不 拘 有 甚 麼 、 就 不 潔 淨 、 你 們 要 把 這 瓦 器 打 破 了 ．
Phàm đồ ăn nào và các vật uống, mặc dầu để trong đồ sành nào mà bị nước đồ sành đó nhểu vào, sẽ lây ô uế.|其 中 一 切 可 喫 的 食 物 、 沾 水 的 就 不 潔 淨 ． 並 且 那 樣 器 皿 中 一 切 可 喝 的 、 也 必 不 潔 淨 。
Phàm vật nào bị một vài miếng xác chết nó rớt nhằm, sẽ lây ô uế; dầu lò, dầu bếp, cũng phải phá tan; nó đã bị ô uế; các ngươi phải cầm nó là ô uế vậy.|其 中 已 死 的 、 若 有 一 點 掉 在 甚 麼 物 件 上 、 那 物 件 就 不 潔 淨 、 不 拘 是 爐 子 、 是 鍋 臺 、 就 要 打 碎 、 都 不 潔 淨 、 也 必 與 你 們 不 潔 淨 。
Còn một cái suối, hoặc một hồ chứa nhiều nước, đều cứ được kể tinh sạch; nhưng hễ ai đụng đến xác chết nó thì sẽ lây ô uế.|但 是 泉 源 、 或 是 聚 水 的 池 子 、 仍 是 潔 淨 ． 惟 挨 了 那 死 的 、 就 不 潔 淨 。
Nếu vật chi của xác chết nó rớt nhằm trên hột giống nào người ta gieo, thì hột giống đó cứ kể tinh sạch.|若 是 死 的 、 有 一 點 掉 在 要 種 的 子 粒 上 、 子 粒 仍 是 潔 淨 ．
Nhưng nếu người ta có đổ nước trên hột giống đó và nếu vật gì của xác chết rớt nhằm, thì hột giống đó sẽ bị ô uế cho các ngươi.|若 水 已 經 澆 在 子 粒 上 、 那 死 的 有 一 點 掉 在 上 頭 、 這 子 粒 就 與 你 們 不 潔 淨 。
Khi một con thú nào các ngươi được dùng làm thực vật chết đi, hễ ai đụng đến xác nó sẽ bị ô uế đến chiều tối.|你 們 可 喫 的 走 獸 、 若 是 死 了 、 有 人 摸 他 、 必 不 潔 淨 到 晚 上 ．
Kẻ nào ăn thịt của xác nó phải giặt áo xống mình, và bị lây ô uế cho đến chiều tối; còn ai khiêng xác nó sẽ giặt áo xống, và bị ô uế cho đến chiều tối.|有 人 喫 那 死 了 的 走 獸 、 必 不 潔 淨 到 晚 上 、 並 要 洗 衣 服 ． 拿 了 死 走 獸 的 、 必 不 潔 淨 到 晚 上 、 並 要 洗 衣 服 。
Phàm loài côn trùng nào bò trên mặt đất đều là sự gớm ghiếc, không nên ăn thịt nó.|凡 地 上 的 爬 物 、 是 可 憎 的 都 不 可 喫 。
Vậy, không nên ăn thịt các loài côn trùng đi bò trên mặt đất, là con nào bò bằng bụng, con nào đi bốn cẳng hay là đi nhiều cẳng, vì chúng nó là một sự gớm ghiếc.|凡 用 肚 子 行 走 的 、 和 用 四 足 行 走 的 、 或 是 有 許 多 足 的 、 就 是 一 切 爬 在 地 上 的 、 你 們 都 不 可 喫 、 因 為 是 可 憎 的 。
Các ngươi chớ vì một con nào trong loài côn trùng mà lây cho thân mình phải gớm ghiếc, không tinh sạch hay là ô uế.|你 們 不 可 因 甚 麼 爬 物 、 使 自 己 成 為 可 憎 的 、 也 不 可 因 這 些 使 自 己 不 潔 淨 、 以 致 染 了 污 穢 。
Vì ta là Giê-hô-va Đức Chúa Trời của các ngươi; ta là thánh, nên các ngươi phải nên thánh, thì sẽ được thánh. Các ngươi chớ vì một con nào của loài côn trùng trên mặt đất mà làm lây ô uế cho thân mình.|我 是 耶 和 華 你 們 的 　 神 、 所 以 你 們 要 成 為 聖 潔 、 因 為 我 是 聖 潔 的 ． 你 們 也 不 可 在 地 上 的 爬 物 污 穢 自 己 ．
Vì ta là Đức Giê-hô-va, Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô đặng làm Đức Chúa Trời của các ngươi; các ngươi phải nên thánh, vì ta là thánh.|我 是 把 你 們 從 埃 及 地 領 出 來 的 耶 和 華 、 要 作 你 們 的 　 神 、 所 以 你 們 要 聖 潔 、 因 為 我 是 聖 潔 的 。
Đó là luật lệ về loài súc vật, loài chim trời, các sinh vật động dưới nước và các loài côn trùng trên mặt đất,|這 是 走 獸 、 飛 鳥 、 和 水 中 游 動 的 活 物 、 並 地 上 爬 物 的 條 例 ．
để phân biệt con không sạch với con tinh sạch, con thú ăn được cùng con thú không ăn được.|要 把 潔 淨 的 、 和 不 潔 淨 的 、 可 喫 的 、 與 不 可 喫 的 活 物 、 都 分 別 出 來 。
