
					Thánh Thi 1				|
Cầu xin soi sáng mặt Chúa trên kẻ tôi tớ Chúa, Lấy sự nhơn từ Chúa mà cứu vớt tôi.|求 你 使 你 的 臉 光 照 僕 人 、 憑 你 的 慈 愛 拯 救 我 。
Đức Giê-hô-va ôi! nguyện tôi không bị hổ thẹn, vì tôi cầu khẩn Ngài. Nguyện kẻ ác phải xấu hổ và nín lặng nơi âm phủ!|耶 和 華 阿 、 求 你 叫 我 不 至 羞 愧 ． 因 為 我 曾 呼 籲 你 ． 求 你 使 惡 人 羞 愧 、 使 他 們 在 陰 間 緘 默 無 聲 。
Nguyện các môi dối trá hay lấy lời xấc xược, Kiêu ngạo và khinh bỉ mà nói nghịch người công bình, Bị câm đi!|那 撒 謊 的 人 、 逞 驕 傲 輕 慢 、 出 狂 妄 的 話 攻 擊 義 人 ． 願 他 的 嘴 啞 而 無 言 。
Sự nhơn từ Chúa, Mà Chúa đã dành cho người kính sợ Chúa, Và thi hành trước mặt con cái loài người Cho những kẻ nương náu mình nơi Chúa, thật lớn lao thay!|敬 畏 你 投 靠 你 的 人 、 你 為 他 們 所 積 存 的 、 在 世 人 面 前 所 施 行 的 恩 惠 、 是 何 等 大 呢 。
Chúa giấu họ tại nơi ẩn bí ở trước mặt Chúa, cách xa mưu kế của loài người; Chúa che khuất họ trong một cái lều cách xa sự trành giành của lưỡi.|你 必 把 他 們 藏 在 你 面 前 的 隱 密 處 、 免 得 遇 見 人 的 計 謀 ． 你 必 暗 暗 地 保 守 他 們 在 亭 子 裡 、 免 受 口 舌 的 爭 鬧 。
Đáng ngợi khen Đức Giê-hô-va thay, Vì tại trong thành vững bền Ngài đã tỏ cho tôi sự nhơn từ lạ lùng của Ngài!|耶 和 華 是 應 當 稱 頌 的 ． 因 為 他 在 堅 固 城 裡 、 向 我 施 展 奇 妙 的 慈 愛 。
Trong cơn bối rối tôi nói rằng: Tôi bị truất khỏi trước mặt Chúa. Nhưng khi tôi kêu cầu cùng Chúa, Chúa bèn nghe tiếng nài xin của tôi.|至 於 我 、 我 曾 急 促 的 說 、 我 從 你 眼 前 被 隔 絕 ． 然 而 、 我 呼 求 你 的 時 候 、 你 仍 聽 我 懇 求 的 聲 音 。
Hỡi các thánh của Đức Giê-hô-va, hãy yêu mến Ngài. Đức Giê-hô-va gìn giữ những người thành tín, Nhưng báo cách nặng nề kẻ ăn ở kiêu ngạo.|耶 和 華 的 聖 民 哪 、 你 們 都 要 愛 他 ． 耶 和 華 保 護 誠 實 人 、 足 足 報 應 行 事 驕 傲 的 人 。
Hỡi các người trông cậy nơi Đức Giê-hô-va, Hãy vững lòng bền chí.|凡 仰 望 耶 和 華 的 人 、 你 們 都 要 壯 膽 、 堅 固 你 們 的 心 。

					Thánh Thi 32				|
						詩篇 32					
Phước thay cho người nào được tha sự vi phạm mình! Được khỏa lấp tội lỗi mình!|〔 大 衛 的 訓 誨 詩 。 〕 得 赦 免 其 過 、 遮 蓋 其 罪 的 、 這 人 是 有 福 的 。
Phước thay cho người nào Đức Giê-hô-va không kể gian ác cho, Và trong lòng không có sự giả dối!|凡 心 裡 沒 有 詭 詐 、 耶 和 華 不 算 為 有 罪 的 、 這 人 是 有 福 的 。
Khi tôi nín lặng, các xương cốt tôi tiêu-tàn, Và tôi rên siết trọn ngày;|我 閉 口 不 認 罪 的 時 候 、 因 終 日 唉 哼 、 而 骨 頭 枯 乾 。
Vì ngày và đêm tay Chúa đè nặng trên tôi; Nước bổ thân tôi tiêu hao như bởi khô hạn mùa hè.|黑 夜 白 日 、 你 的 手 在 我 身 上 沉 重 ． 我 的 精 液 耗 盡 、 如 同 夏 天 的 乾 旱 。 〔 細 拉 〕
Tôi đã thú tội cùng Chúa, không giấu gian ác tôi; Tôi nói: Tôi sẽ xưng các sự vi phạm tôi cùng Đức Giê-hô-va; Còn Chúa tha tội ác của tôi.|我 向 你 陳 明 我 的 罪 、 不 隱 瞞 我 的 惡 ． 我 說 、 我 要 向 耶 和 華 承 認 我 的 過 犯 、 你 就 赦 免 我 的 罪 惡 。 〔 細 拉 〕
Bởi cớ ấy phàm người nhơn đức đều cầu nguyện cùng Chúa trong khi có thể gặp Ngài; Quả thật, trong lúc có nước lụt lan ra, thì sẽ chẳng lan đến người.|為 此 、 凡 虔 誠 人 、 都 當 趁 你 可 尋 找 的 時 候 禱 告 你 ． 大 水 泛 溢 的 時 候 、 必 不 能 到 他 那 裡 。
Chúa là nơi ẩn núp tôi; Chúa bảo hộ tôi khỏi sự gian truân; Chúa lấy bài hát giải cứu mà vây phủ tôi.|你 是 我 藏 身 之 處 ． 你 必 保 佑 我 脫 離 苦 難 、 以 得 救 的 樂 歌 、 四 面 環 繞 我 。 〔 細 拉 〕
Ta sẽ dạy dỗ ngươi, chỉ cho ngươi con đường phải đi; Mắt ta sẽ chăm chú ngươi mà khuyên dạy ngươi.|我 要 教 導 你 、 指 示 你 當 行 的 路 ． 我 要 定 睛 在 你 身 上 勸 戒 你 。
Chớ như con ngựa và con la, là vật vô tri; Phải dùng hàm khớp và dây cương mới cầm chúng nó được, Bằng chẳng, chúng nó không đến gần ngươi.|你 不 可 像 那 無 知 的 騾 馬 、 必 用 嚼 環 轡 頭 勒 住 他 ． 不 然 、 就 不 能 馴 服 。
Kẻ ác có nhiều nỗi đau đớn; Nhưng người nào tin cậy nơi Đức Giê-hô-va, sự nhơn từ vây phủ người ấy.|惡 人 必 多 受 苦 楚 ． 惟 獨 倚 靠 耶 和 華 的 、 必 有 慈 愛 四 面 環 繞 他 。
Hỡi người công bình, hãy vui vẻ và hớn hở nơi Đức Giê-hô-va! Ớ các người có lòng ngay thẳng, hãy reo mừng!|你 們 義 人 應 當 靠 耶 和 華 歡 喜 快 樂 ． 你 們 心 裡 正 直 的 人 、 都 當 歡 呼 。

					Thánh Thi 33				|
						詩篇 33					
Hỡi người công bình, hãy vui vẻ nơi Đức Giê-hô-va; Sự ngợi khen đáng cho người ngay thẳng.|義 人 哪 、 你 們 應 當 靠 耶 和 華 歡 樂 ． 正 直 人 的 讚 美 是 合 宜 的 。
Hãy dùng đờn cầm cảm tạ Đức Giê-hô-va; Hãy dùng đờn sắc mười dây mà hát ngợi khen Ngài.|你 們 應 當 彈 琴 稱 謝 耶 和 華 、 用 十 絃 瑟 歌 頌 他 。
Khá hát cho Ngài một bài ca mới, Và khéo gảy nhạc khí với tiếng vui mừng.|應 當 向 他 唱 新 歌 、 彈 得 巧 妙 、 聲 音 洪 亮 。
Vì lời Đức Giê-hô-va là ngay thẳng, Các việc Ngài đều làm cách thành tín.|因 為 耶 和 華 的 言 語 正 直 ． 凡 他 所 作 的 、 盡 都 誠 實 。
Ngài chuộng sự công bình và sự chánh trực; Đất đầy dẫy sự nhơn từ của Đức Giê-hô-va.|他 喜 愛 仁 義 公 平 ． 遍 地 滿 了 耶 和 華 的 慈 愛 。
Các từng trời được làm nên bởi lời Đức Giê-hô-va, Cả cơ binh trời bởi hơi thở của miệng Ngài mà có.|諸 天 藉 耶 和 華 的 命 而 造 、 萬 象 藉 他 口 中 的 氣 而 成 。
Ngài thâu các nước biển lại thành như đống, Và trử những nước sâu trong chỗ chứa.|他 聚 集 海 水 如 壘 、 收 藏 深 洋 在 庫 房 。
Khắp thiên hạ khá kính sợ Đức Giê-hô-va; Các dân thế gian hãy kinh khủng Ngài.|願 全 地 都 敬 畏 耶 和 華 ． 願 世 上 的 居 民 、 都 懼 怕 他 。
Vì Ngài phán, thì việc liền có; Ngài biểu, thì vật bèn đứng vững bền.|因 為 他 說 有 、 就 有 ． 命 立 、 就 立 。
Đức Giê-hô-va làm bại mưu các nước, Khiến những tư tưởng các dân tộc ra hư không.|耶 和 華 使 列 國 的 籌 算 歸 於 無 有 、 使 眾 民 的 思 念 無 有 功 效 。
Mưu của Đức Giê-hô-va được vững lập đời đời, ý tưởng của lòng Ngài còn đời nầy sang đời kia.|耶 和 華 的 籌 算 永 遠 立 定 、 他 心 中 的 思 念 萬 代 常 存 。
Nước nào có Giê-hô-va làm Đức Chúa Trời mình, Dân tộc nào được Ngài chọn làm cơ nghiệp mình có phước thay!|以 耶 和 華 為 　 神 的 、 那 國 是 有 福 的 ． 他 所 揀 選 為 自 己 產 業 的 、 那 民 是 有 福 的 。
Đức Giê-hô-va từ trên trời ngó xuống, Nhìn thấy hết thảy con cái loài người.|耶 和 華 從 天 上 觀 看 ． 他 看 見 一 切 的 世 人 。
Ngài ngó xuống từ nơi ở của Ngài, Xem xét hết thảy người ở thế gian.|從 他 的 居 所 、 往 外 察 看 地 上 一 切 的 居 民 。
Ngài nắn lòng của mọi người, Xem xét mọi việc của chúng nó.|他 是 那 造 成 他 們 眾 人 心 的 、 留 意 他 們 一 切 作 為 的 。
Chẳng có vua nào vì binh đông mà được cứu, Người mạnh dạn cũng không bởi sức lực lớn lao mà được giải thoát.|君 王 不 能 因 兵 多 得 勝 ． 勇 士 不 能 因 力 大 得 救 。
Nhờ ngựa cho được cứu, ấy là vô ích, Nó chẳng bởi sức mạnh lớn của nó mà giải cứu được ai.|靠 馬 得 救 是 枉 然 的 ． 馬 也 不 能 因 力 大 救 人 。
Kìa, mắt của Đức Giê-hô-va đoái xem người kính sợ Ngài, Cố đến người trông cậy sự nhơn từ Ngài,|耶 和 華 的 眼 目 、 看 顧 敬 畏 他 的 人 、 和 仰 望 他 慈 愛 的 人 、
Đặng cứu linh hồn họ khỏi sự chết, Và bảo tồn mạng sống họ trong cơn đói kém.|要 救 他 們 的 命 脫 離 死 亡 、 並 使 他 們 在 饑 荒 中 存 活 。
Linh hồn chúng tôi trông đợi Đức Giê-hô-va; Ngài là sự tiếp trợ và cái khiên của chúng tôi.|我 們 的 心 向 來 等 候 耶 和 華 ． 他 是 我 們 的 幫 助 、 我 們 的 盾 牌 。
Lòng chúng tôi sẽ vui vẻ nơi Ngài, Vì chúng tôi đã để lòng tin cậy nơi danh thánh của Ngài.|我 們 的 心 必 靠 他 歡 喜 、 因 為 我 們 向 來 倚 靠 他 的 聖 名 。
Hỡi Đức Giê-hô-va, nguyện sự nhơn từ Ngài giáng trên chúng tôi, Y theo chúng tôi đã trông cậy.|耶 和 華 阿 、 求 你 照 著 我 們 所 仰 望 你 的 、 向 我 們 施 行 慈 愛 。

					Thánh Thi 34				|
						詩篇 34					
Tôi sẽ chúc tụng Đức Giê-hô-va luôn luôn, Sự khen ngợi Ngài hằng ở nơi miệng tôi.|〔 大 衛 在 亞 比 米 勒 面 前 裝 瘋 、 被 他 趕 出 去 、 就 作 這 詩 。 〕 我 要 時 時 稱 頌 耶 和 華 ． 讚 美 他 的 話 必 常 在 我 口 中 。
Linh hồn tôi sẽ khoe mình về Đức Giê-hô-va, Những người hiền từ sẽ nghe, và vui mừng.|我 的 心 必 因 耶 和 華 誇 耀 ． 謙 卑 人 聽 見 、 就 要 喜 樂 。
Hãy cùng tôi tôn trọng Đức Giê-hô-va, Chúng ta hãy cùng nhau tôn cao danh của Ngài.|你 們 和 我 當 稱 耶 和 華 為 大 、 一 同 高 舉 他 的 名 。
Tôi đã tìm cầu Đức Giê-hô-va, Ngài đáp lại tôi, Giải cứu tôi khỏi các đều sợ hãi.|我 曾 尋 求 耶 和 華 、 他 就 應 允 我 、 救 我 脫 離 了 一 切 的 恐 懼 。
Chúng ngửa trông Chúa thì được chói-sáng, Mặt họ chẳng hề bị hổ thẹn.|凡 仰 望 他 的 、 便 有 光 榮 ． 他 們 的 臉 、 必 不 蒙 羞 。
Kẻ khốn cùng nầy có kêu cầu, Đức Giê-hô-va bèn nhậm lời người, Giải cứu người khỏi các điều gian truân.|我 這 困 苦 人 呼 求 、 耶 和 華 便 垂 聽 、 救 我 脫 離 一 切 患 難 。
Thiên sứ Đức Giê-hô-va đóng lại chung quanh những kẻ kính sợ Ngài, Và giải cứu họ.|耶 和 華 的 使 者 、 在 敬 畏 他 的 人 四 圍 安 營 、 搭 救 他 們 。
Khá nếm thử xem Đức Giê-hô-va tốt lành dường bao! Phước cho người nào nương náu mình nơi Ngài!|你 們 要 嘗 嘗 主 恩 的 滋 味 、 便 知 道 他 是 美 善 ． 投 靠 他 的 人 有 福 了 。
Hỡi các thánh của Đức Giê-hô-va, hãy kính sợ Ngài; Vì kẻ nào kính sợ Ngài chẳng thiếu thốn gì hết.|耶 和 華 的 聖 民 哪 、 你 們 當 敬 畏 他 、 因 敬 畏 他 的 一 無 所 缺 。
Sư tử tơ bị thiếu kém, và đói; Nhưng người nào tìm cầu Đức Giê-hô-va sẽ chẳng thiếu của tốt gì.|少 壯 獅 子 、 還 缺 食 忍 餓 ． 但 尋 求 耶 和 華 的 、 甚 麼 好 處 都 不 缺 。
Hỡi các con, hãy đến nghe ta; Ta sẽ dạy các con sự kính sợ Đức Giê-hô-va.|眾 弟 子 阿 、 你 們 當 來 聽 我 的 話 ． 我 要 將 敬 畏 耶 和 華 的 道 、 教 訓 你 們 。
Ai là người ưa thích sự sống, và mến ngày lâu dài để hưởng phước lành?|有 何 人 喜 好 存 活 、 愛 慕 長 壽 、 得 享 美 福 ．
Khá giữ lưỡi mình khỏi lời ác, Và môi mình khỏi nói sự dối gạt.|就 要 禁 止 舌 頭 不 出 惡 言 、 嘴 唇 不 說 詭 詐 的 話 。
Hãy tránh sự ác, và làm điều lành, Hãy tìm kiếm sự hòa bình, và đeo đuổi sự ấy.|要 離 惡 行 善 、 尋 求 和 睦 、 一 心 追 趕 。
Mắt Đức Giê-hô-va đoái xem người công bình, Lỗ tai Ngài nghe tiếng kêu cầu của họ.|耶 和 華 的 眼 目 、 看 顧 義 人 、 他 的 耳 朵 、 聽 他 們 的 呼 求 。
Mặt Đức Giê-hô-va làm nghịch cùng kẻ làm ác, Đặng diệt kỷ niệm chúng nó khỏi đất.|耶 和 華 向 行 惡 的 人 變 臉 、 要 從 世 上 除 滅 他 們 的 名 號 。
Người công bình kêu cầu, Đức Giê-hô-va bèn nghe, Và giải cứu người khỏi các sự gian truân.|義 人 呼 求 、 耶 和 華 聽 見 了 、 便 救 他 們 脫 離 一 切 患 難 。
Đức Giê-hô-va ở gần những người có lòng đau thương, Và cứu kẻ nào có tâm hồn thống-hối.|耶 和 華 靠 近 傷 心 的 人 、 拯 救 靈 性 痛 悔 的 人 。
Người công bình bị nhiều tai họa, Nhưng Đức Giê-hô-va cứu người khỏi hết.|義 人 多 有 苦 難 ． 但 耶 和 華 救 他 脫 離 這 一 切 ．
Ngài giữ hết thảy xương cốt người, Chẳng một cái nào bị gãy.|又 保 全 他 一 身 的 骨 頭 、 連 一 根 也 不 折 斷 。
Sự dữ sẽ giết kẻ ác; Những kẻ ghét người công bình sẽ bị định tội.|惡 必 害 死 惡 人 ． 恨 惡 義 人 的 、 必 被 定 罪 。
Đức Giê-hô-va chuộc linh hồn của kẻ tôi tớ Ngài; Phàm ai nương náu mình nơi Ngài ắt không bị định tội.|耶 和 華 救 贖 他 僕 人 的 靈 魂 ． 凡 投 靠 他 的 、 必 不 至 定 罪 。

					Thánh Thi 35				|
						詩篇 35					
Hỡi Đức Giê-hô-va, xin hãy cãi cọ cùng kẻ cãi cọ tôi, Hãy chinh chiến với kẻ chinh chiến cùng tôi.|〔 大 衛 的 詩 。 〕 耶 和 華 阿 、 與 我 相 爭 的 、 求 你 與 他 們 相 爭 ． 與 我 相 戰 的 、 求 你 與 他 們 相 戰 ．
Xin hãy cầm lấy khiên nhỏ và lớn, Chổi-dậy đặng giúp đỡ tôi.|拿 著 大 小 的 盾 牌 、 起 來 幫 助 我 ．
Xin hãy rút giáo, cản đường kẻ nào rượt theo tôi; Hãy nói cùng linh hồn tôi: Ta là sự cứu rỗi ngươi.|抽 出 槍 來 、 擋 住 那 追 趕 我 的 ． 求 你 對 我 的 靈 魂 說 、 我 是 拯 救 你 的 。
Nguyện kẻ tìm giết mạng sống tôi phải bị hổ thẹn và sỉ nhục; Ước gì kẻ toan hại tôi phải lui lại, và bị mất cỡ.|願 那 尋 索 我 命 的 、 蒙 羞 受 辱 ． 願 那 謀 害 我 的 、 退 後 羞 愧 。
Nguyện chúng nó như trấu bị gió thổi đùa, Cầu xin thiên sứ Đức Giê-hô-va đuổi chúng nó đi!|願 他 們 像 風 前 的 糠 、 有 耶 和 華 的 使 者 趕 逐 他 們 。
Nguyện đường chúng nó phải tối mịt và trơn trợt, Cầu thiên sứ Đức Giê-hô-va đuổi theo chúng nó!|願 他 們 的 道 路 、 又 暗 又 滑 、 有 耶 和 華 的 使 者 追 趕 他 們 。
Vì vô cớ chúng nó gài kín lưới cho tôi, Và vô cớ đào một cái hầm cho linh hồn tôi.|因 他 們 無 故 地 為 我 暗 設 網 羅 ． 無 故 的 挖 坑 、 要 害 我 的 性 命 。
Nguyện tai họa không ngờ đến hãm áp nó, Ước gì lưới nó gài kín bắt lại nó; Nguyện nó sa vào đó, và bị diệt đi.|願 災 禍 忽 然 臨 到 他 身 上 ． 願 他 暗 設 的 網 纏 住 自 己 ． 願 他 落 在 其 中 遭 災 禍 。
Linh hồn tôi sẽ vui vẻ nơi Đức Giê-hô-va, Mừng rỡ về sự cứu rỗi của Ngài.|我 的 心 必 靠 耶 和 華 快 樂 、 靠 他 的 救 恩 高 興 。
Các xương cốt tôi sẽ nói: Hỡi Đức Giê-hô-va, Ngài giải cứu người khốn cùng khỏi kẻ mạnh hơn người, Cứu người khốn cùng và kẻ thiếu thốn khỏi đứa cướp lột: Vậy, có ai giống như Ngài chăng?|我 的 骨 頭 都 要 說 、 耶 和 華 阿 、 誰 能 像 你 救 護 困 苦 人 、 脫 離 那 比 他 強 壯 的 、 救 護 困 苦 窮 乏 人 、 脫 離 那 搶 奪 他 的 。
Những chứng gian ấy dấy lên, Tra hỏi những việc tôi không biết đến.|兇 惡 的 見 證 人 起 來 、 盤 問 我 所 不 知 道 的 事 。
Chúng nó lấy dữ trả lành; Linh hồn tôi bị bỏ xuội.|他 們 向 我 以 惡 報 善 、 使 我 的 靈 魂 孤 苦 。
Còn tôi, khi chúng nó đau, tôi bèn mặc lấy bao, Kiêng ăn áp linh hồn tôi, Lời cầu nguyện tôi trở vào ngực tôi.|至 於 我 、 當 他 們 有 病 的 時 候 、 我 便 穿 麻 衣 、 禁 食 刻 苦 己 心 ． 我 所 求 的 都 歸 到 自 己 的 懷 中 。
Tôi cư xử dường như là bạn hữu hay là anh em tôi; Tôi buồn đi cúi xuống như kẻ than khóc mẹ mình.|我 這 樣 行 、 好 像 他 是 我 的 朋 友 、 我 的 弟 兄 ． 我 屈 身 悲 哀 、 如 同 人 為 母 親 哀 痛 。
Nhưng trong lúc tôi bị gian nan, chúng nó bèn nhóm lại vui mừng; Những kẻ cáo gian đều nhóm lại nghịch cùng tôi, song tôi chẳng biết; Chúng nó cấu xé tôi không ngừng.|我 在 患 難 中 、 他 們 卻 歡 喜 、 大 家 聚 集 ． 我 所 不 認 識 的 那 些 下 流 人 、 聚 集 攻 擊 我 ． 他 們 不 住 地 把 我 撕 裂 。
Chúng nó nghiến răng nghịch tôi Với những kẻ ác tệ hay nhạo báng.|他 們 如 同 席 上 好 嬉 笑 的 狂 妄 人 、 向 我 咬 牙 。
Chúa ôi! Chúa chịu xem điều ấy cho đến chừng nào? Xin hãy cứu vớt linh hồn tôi khỏi sự phá tan của chúng nó, Và rút mạng sống tôi khỏi sư tử.|主 阿 、 你 看 著 不 理 、 要 到 幾 時 呢 ． 求 你 救 我 的 靈 魂 、 脫 離 他 們 的 殘 害 、 救 我 的 生 命 、 脫 離 少 壯 獅 子 。 〔 生 命 原 文 作 獨 一 者 〕
Tôi sẽ cảm tạ Chúa trong hội lớn, Ngợi khen Ngài giữa dân đông.|我 在 大 會 中 要 稱 謝 你 、 在 眾 民 中 要 讚 美 你 。
