
					Phục Truyền Luật Lệ 1				|
vì Giê-hô-va Đức Chúa Trời các ngươi là Đức Chúa Trời của các thần, và Chúa của các chúa, tức là Đức Chúa Trời rất lớn, có quyền năng và đáng sợ, không thiên vị ai, chẳng nhận của hối lộ,|因 為 耶 和 華 你 們 的 　 神 他 是 萬 神 之 神 、 萬 主 之 主 、 至 大 的 　 神 、 大 有 能 力 、 大 而 可 畏 、 不 以 貌 取 人 、 也 不 受 賄 賂 。
bào chữa công bình cho kẻ mồ côi và người góa bụa, thương người khách lạ, ban đồ ăn và áo xống cho người.|他 為 孤 兒 寡 婦 伸 冤 、 又 憐 愛 寄 居 的 、 賜 給 他 衣 食 。
Vậy, các ngươi phải thương người khách lạ, vì các ngươi đã làm khách trong xứ Ê-díp-tô.|所 以 你 們 要 憐 愛 寄 居 的 、 因 為 你 們 在 埃 及 地 也 作 過 寄 居 的 。
Ngươi phải kính sợ Giê-hô-va Đức Chúa Trời ngươi, phục sự Ngài, tríu mến Ngài, và chỉ danh Ngài mà thề.|你 要 敬 畏 耶 和 華 你 的 　 神 、 事 奉 他 、 專 靠 他 、 也 要 指 著 他 的 名 起 誓 。
Ay chính Ngài là sự vinh quang ngươi và là Đức Chúa Trời ngươi, Đấng đã làm những việc lớn lao và đáng kính nầy, mà mắt ngươi đã thấy.|他 是 你 所 讚 美 的 、 是 你 的 　 神 、 為 你 作 了 那 大 而 可 畏 的 事 、 是 你 親 眼 所 看 見 的 。
Khi tổ phụ ngươi xuống xứ Ê-díp-tô, số có bảy mươi người; còn bây giờ, Giê-hô-va Đức Chúa Trời ngươi đã làm cho ngươi nhiều bằng số sao trên trời vậy.|你 的 列 祖 七 十 人 下 埃 及 、 現 在 耶 和 華 你 的 　 神 使 你 如 同 天 上 的 星 那 樣 多 。

					Phục Truyền Luật Lệ 11				|
						申命記 11					
Ngươi phải kính mến Giê-hô-va Đức Chúa Trời ngươi, và hằng gìn giữ điều Ngài truyền ngươi phải gìn giữ, tức là luật lệ, mạng lịnh, và điều răn của Ngài.|你 要 愛 耶 和 華 你 的 　 神 、 常 守 他 的 吩 咐 、 律 例 、 典 章 、 誡 命 。
Ngày nay, các ngươi hãy nhìn biết  những lời răn dạy của Giê-hô-va Đức Chúa Trời các ngươi, sự oai nghiêm Ngài, cánh tay quyền năng giơ thẳng ra của Ngài,|你 們 今 日 當 知 道 、 我 本 不 是 和 你 們 的 兒 女 說 話 、 因 為 他 們 不 知 道 、 也 沒 有 看 見 耶 和 華 你 們 　 神 的 管 教 、 威 嚴 、 大 能 的 手 、 和 伸 出 來 的 膀 臂 、
những phép lạ và công việc Ngài làm ra giữa xứ Ê-díp-tô mà hại Pha-ra-ôn, vua Ê-díp-tô, và toàn xứ người.|並 他 在 埃 及 中 向 埃 及 王 法 老 、 和 其 全 地 所 行 的 神 蹟 奇 事 、
Hãy nhận biết điều Ngài làm cho đạo binh Ê-díp-tô, ngựa và xe Ê-díp-tô, trong khi chúng đuổi theo các ngươi, bị Đức Giê-hô-va lấp nước Biển đỏ lại, và hủy diệt chúng nó đến ngày nay;|也 沒 有 看 見 他 怎 樣 待 埃 及 的 軍 兵 、 車 馬 、 他 們 追 趕 你 們 的 時 候 、 耶 和 華 怎 樣 使 紅 海 的 水 淹 沒 他 們 、 將 他 們 滅 絕 直 到 今 日 ．
việc Ngài đã làm cho các ngươi trong đồng vắng cho đến khi tới chốn nầy;|並 他 在 曠 野 怎 樣 待 你 們 、 以 致 你 們 來 到 這 地 方 ．
và cũng hãy nhận biết điều Ngài làm cho Đa-than, A-bi-ram, con trai Ê-li-áp, cháu Ru-bên, khi đất tại giữa cả Y-sơ-ra-ên hả miệng nuốt hai người, gia quyến, luôn với trại và mọi vật chi theo họ.|也 沒 有 看 見 他 怎 樣 待 流 便 子 孫 以 利 押 的 兒 子 、 大 坍 、 亞 比 蘭 、 地 怎 樣 在 以 色 列 人 中 間 開 口 吞 了 他 們 、 和 他 們 的 家 眷 、 並 帳 棚 、 與 跟 他 們 的 一 切 活 物 ．
Vì tận mắt các ngươi đã thấy hết thảy những việc lớn mà Đức Giê-hô-va đã làm.|惟 有 你 們 親 眼 看 見 耶 和 華 所 作 的 一 切 大 事 。
Vậy, phải gìn giữ hết thảy điều răn mà ta truyền cho các ngươi ngày nay, để các ngươi được mạnh mẽ, vào nhận lấy xứ mà mình sẽ chiếm được,|所 以 你 們 要 守 我 今 日 所 吩 咐 的 一 切 誡 命 、 使 你 們 膽 壯 、 能 以 進 去 、 得 你 們 所 要 得 的 那 地 ．
hầu cho các ngươi sống lâu ngày trên đất mà Đức Giê-hô-va đã thề ban cho tổ phụ các ngươi và cho dòng dõi của họ, tức là xứ đượm sữa và mật.|並 使 你 們 的 日 子 、 在 耶 和 華 向 你 們 列 祖 起 誓 應 許 給 他 們 、 和 他 們 後 裔 的 地 上 、 得 以 長 久 ． 那 是 流 奶 與 蜜 之 地 。
Vì xứ ngươi sẽ vào nhận lấy chẳng phải như xứ Ê-díp-tô, là nơi mình đã ra khỏi; tại nơi ấy ngươi gieo mạ và phải nhờ lấy chân mình mà tuới, như một vườn rau cỏ;|你 要 進 去 得 為 業 的 那 地 、 本 不 像 你 出 來 的 埃 及 地 、 你 在 那 裡 撒 種 、 用 腳 澆 灌 、 像 澆 灌 菜 園 一 樣 。
nhưng xứ các ngươi sẽ đi vào nhận lấy đó, là một xứ có núi và trũng, nhờ mưa trời mà được thấm tưới.|你 們 要 過 去 得 為 業 的 那 地 、 乃 是 有 山 、 有 谷 、 雨 水 滋 潤 之 地 。
Ay là một xứ Giê-hô-va Đức Chúa Trời ngươi săn sóc, mắt Ngài hằng đoái xem nó từ đầu năm đến cuối.|是 耶 和 華 你 　 神 所 眷 顧 的 、 從 歲 首 到 年 終 、 耶 和 華 你 　 神 的 眼 目 時 常 看 顧 那 地 。
Vậy, nếu các ngươi chăm chỉ nghe các điều răn ta truyền cho các ngươi ngày nay, hết lòng, hết ý kính mến Giê-hô-va Đức Chúa Trời ngươi, và phục sự Ngài,|你 們 若 留 意 聽 從 我 今 日 所 吩 咐 的 誡 命 、 愛 耶 和 華 你 們 的 　 神 、 盡 心 、 盡 性 、 事 奉 他 、
thì ta sẽ cho mưa mùa thu và mưa mùa xuân xuống thuận thì tại trong xứ các ngươi; ngươi sẽ thâu góp ngũ cốc, rượu, và dầu của ngươi.|他 〔 原 文 作 我 〕 必 按 時 降 秋 雨 春 雨 、 在 你 們 的 地 上 、 使 你 們 可 以 收 藏 五 穀 、 新 酒 、 和 油 ．
Ta cũng sẽ khiến đồng ruộng ngươi sanh cỏ cho súc vật ngươi; ngươi sẽ ăn và được no nê.|也 必 使 你 喫 得 飽 足 、 並 使 田 野 為 你 的 牲 畜 長 草 。
Các ngươi khá cẩn thận, kẻo lòng mình bị dụ dỗ, xây bỏ Chúa, mà hầu việc các thần khác, và quì lạy trước mặt chúng nó chăng;|你 們 要 謹 慎 、 免 得 心 中 受 迷 惑 、 就 偏 離 正 路 、 去 事 奉 敬 拜 別 神 。
e cơn thạnh nộ của Đức Giê-hô-va sẽ phừng lên cùng các ngươi, Ngài đóng các từng trời lại, nên nỗi chẳng có mưa nữa, đất không sanh sản: như vậy, các ngươi sẽ vội chết mất trong xứ tốt tươi nầy, là xứ mà Đức Giê-hô-va ban cho các ngươi.|耶 和 華 的 怒 氣 向 你 們 發 作 、 就 使 天 閉 塞 不 下 雨 、 地 也 不 出 產 、 使 你 們 在 耶 和 華 所 賜 給 你 們 的 美 地 上 、 速 速 滅 亡 。
Vậy, hãy cất để trong lòng và trong trí mình những lời ta nói cùng các ngươi, đeo nó như một dấu nơi tay, như một ấn chí giữa hai con mắt.|你 們 要 將 我 這 話 存 在 心 內 、 留 在 意 中 、 繫 在 手 上 為 記 號 、 戴 在 額 上 為 經 文 、
Hãy dạy nó lại cho con cái mình, nói đến hoặc khi ngươi ngồi ở trong nhà hay là đi đường, hoặc khi ngươi nằm hay là khi chổi dậy.|也 要 教 訓 你 們 的 兒 女 、 無 論 坐 在 家 裡 、 行 在 路 上 、 躺 下 、 起 來 、 都 要 談 論 。
Cũng phải ghi các lời ấy trên cột nhà và trên cửa mình,|又 要 寫 在 房 屋 的 門 框 上 、 並 城 門 上 、
hầu cho những ngày của các ngươi và của con cái các ngươi được nhiều thêm trong xứ mà Đức Giê-hô-va đã thề ban cho tổ phụ các ngươi, y như những ngày của trời ở trên đất.|使 你 們 和 你 們 子 孫 的 日 子 、 在 耶 和 華 向 你 們 列 祖 起 誓 應 許 給 他 們 的 地 上 、 得 以 增 多 、 如 天 覆 地 的 日 子 那 樣 多 。
Vì nhược bằng các ngươi cẩn thận gìn giữ hết thảy điều răn nầy mà ta truyền cho các ngươi phải làm lấy, kính mến Giê-hô-va Đức Chúa Trời các ngươi, đi theo các đạo Ngài, và tríu mến Ngài,|你 們 若 留 意 謹 守 遵 行 我 所 吩 咐 這 一 切 的 誡 命 、 愛 耶 和 華 你 們 的 　 神 、 行 他 的 道 、 專 靠 他 、
thì Đức Giê-hô-va sẽ đuổi những dân tộc nầy ra khỏi trước mặt các ngươi, khiến các ngươi thắng được dân tộc lớn và mạnh hơn mình.|他 必 從 你 們 面 前 趕 出 這 一 切 國 民 、 就 是 比 你 們 更 大 更 強 的 國 民 、 你 們 也 要 得 他 們 的 地 。
Phàm nơi nào bàn chân các ngươi sẽ đạp đến, đều thuộc về các ngươi. Giới hạn các ngươi sẽ chạy từ đồng vắng tới Li-ban, từ sông Ơ-phơ-rát đến biển tây.|凡 你 們 腳 掌 所 踏 之 地 、 都 必 歸 你 們 、 從 曠 野 和 利 巴 嫩 、 並 伯 拉 大 河 、 直 到 西 海 、 都 要 作 你 們 的 境 界 。
Chẳng ai đứng nổi được trước mặt các ngươi; Giê-hô-va Đức Chúa Trời các ngươi sẽ rải sự kinh khủng và sợ hãi trong khắp xứ các ngươi sẽ đạp chân lên, y như Ngài đã phán.|必 無 一 人 能 在 你 們 面 前 站 立 得 住 ． 耶 和 華 你 們 的 　 神 、 必 照 他 所 說 的 、 使 懼 怕 驚 恐 臨 到 你 們 所 踏 之 地 的 居 民 。
Kìa, ngày nay ta đặt trước mặt các ngươi sự phước lành và sự rủa sả:|看 哪 、 我 今 日 將 祝 福 與 咒 詛 的 話 、 都 陳 明 在 你 們 面 前 。
sự phước lành, nếu các ngươi nghe theo các điều răn của Giê-hô-va Đức Chúa Trời các ngươi, mà ta truyền cho ngày nay;|你 們 若 聽 從 耶 和 華 你 們 　 神 的 誡 命 、 就 是 我 今 日 所 吩 咐 你 們 的 、 就 必 蒙 福 。
sự rủa sả, nếu các ngươi không nghe theo các điều răn của Giê-hô-va Đức Chúa Trời các ngươi, nhưng xây bỏ đường ta chỉ cho ngày nay, đặng đi theo các thần khác mà các ngươi không hề biết.|你 們 若 不 聽 從 耶 和 華 你 們 　 神 的 誡 命 、 偏 離 我 今 日 所 吩 咐 你 們 的 道 、 去 事 奉 你 們 素 來 所 不 認 識 的 別 神 、 就 必 受 禍 。
Khi Giê-hô-va Đức Chúa Trời ngươi khiến ngươi vào xứ đặng nhận lấy, thì phải rao sự chúc lành trên núi Ga-ri-xim, và sự chúc dữ trên núi Ê-banh.|及 至 耶 和 華 你 的 　 神 領 你 進 入 要 去 得 為 業 的 那 地 、 你 就 要 將 祝 福 的 話 陳 明 在 基 利 心 山 上 、 將 咒 詛 的 話 陳 明 在 以 巴 路 山 上 。
Hai núi nầy há chẳng phải ở bên kia sông Giô-đanh, qua khỏi đường tây, tại đất dân Ca-na-an ở trong đồng ruộng, đối ngang Ghinh-ganh, gần những cây dẻ bộp của Mô-rê sao?|這 二 山 豈 不 是 在 約 但 河 那 邊 、 日 落 之 處 、 在 住 亞 拉 巴 的 迦 南 人 之 地 、 與 吉 甲 相 對 、 靠 近 摩 利 橡 樹 麼 。
Vì các ngươi sẽ đi ngang qua sông Giô-đanh, đặng vào nhận lấy xứ mà Giê-hô-va Đức Chúa Trời các ngươi ban cho; các ngươi sẽ lấy xứ làm sản nghiệp và ở tại đó.|你 們 要 過 約 但 河 、 進 去 得 耶 和 華 你 們 　 神 所 賜 你 們 為 業 之 地 、 在 那 地 居 住 。
Vậy, phải cẩn thận làm theo hết thảy những luật lệ và mạng lịnh mà ngày nay ta đặt trước mặt các ngươi.|你 們 要 謹 守 遵 行 我 今 日 在 你 們 面 前 所 陳 明 的 一 切 律 例 、 典 章 。

					Phục Truyền Luật Lệ 12				|
						申命記 12					
Nầy là những luật lệ và mạng lịnh mà trọn đời mình sống trên đất các ngươi phải gìn giữ làm theo trong xứ mà Giê-hô-va Đức Chúa Trời của tổ phụ ngươi đã ban cho ngươi nhận lấy.|你 們 存 活 於 世 的 日 子 、 在 耶 和 華 你 們 列 祖 的 　 神 所 賜 你 們 為 業 的 地 上 、 要 謹 守 遵 行 的 律 例 、 典 章 、 乃 是 這 些 ．
Phàm nơi nào những dân tộc, mà các ngươi sẽ đuổi đi, đã hầu việc các thần chúng nó, hoặc trên núi cao, hoặc trên nổng hay là dưới cây xanh, thì các ngươi phải hủy diệt sạch hết đi.|你 們 要 將 所 趕 出 的 國 民 事 奉 神 的 各 地 方 、 無 論 是 在 高 山 、 在 小 山 、 在 各 青 翠 樹 下 、 都 毀 壞 了 。
Phải phá đổ bàn thờ, đập bể pho tượng, và thiêu những trụ A-sê-ra của chúng nó trong lửa; lại làm tan nát những tượng chạm về các thần chúng nó, và xóa tên các thần ấy cho khỏi chỗ đó.|也 要 拆 毀 他 們 的 祭 壇 、 打 碎 他 們 的 柱 像 、 用 火 焚 燒 他 們 的 木 偶 、 砍 下 他 們 雕 刻 的 神 像 、 並 將 其 名 從 那 地 方 除 滅 。
Chớ tùy tục chúng nó mà phục sự Giê-hô-va Đức Chúa Trời các ngươi;|你 們 不 可 照 他 們 那 樣 事 奉 耶 和 華 你 們 的 　 神 。
song nơi nào trong những chi phái các ngươi, mà Giê-hô-va Đức Chúa Trời các ngươi sẽ chọn, đặng đặt danh Ngài, tức là nơi ngự của Ngài, thì các ngươi phải tìm đi đến đó,|但 耶 和 華 你 們 的 　 神 從 你 們 各 支 派 中 、 選 擇 何 處 為 立 他 名 的 居 所 、 你 們 就 當 往 那 裡 去 求 問 ．
đem dâng tại đó những của lễ thiêu, các hi sinh, thuế một phần mười, lễ vật dâng giơ lên, của lễ hoàn nguyện, của lễ lạc ý và các con đầu lòng của bầy bò và chiên;|將 你 們 的 燔 祭 平 安 祭 、 十 分 取 一 之 物 、 和 手 中 的 舉 祭 、 並 還 願 祭 、 甘 心 祭 、 以 及 牛 群 羊 群 中 頭 生 的 、 都 奉 到 那 裡 ．
rồi các ngươi sẽ ăn tại đó, trước mặt Giê-hô-va Đức Chúa Trời các ngươi, vui vẻ cùng gia quyến mình, vì mọi việc tay mình làm đã được Giê-hô-va Đức Chúa Trời ngươi ban phước cho.|在 那 裡 、 耶 和 華 你 們 　 神 的 面 前 、 你 們 和 你 們 的 家 屬 、 都 可 以 喫 ． 並 且 因 你 手 所 辦 的 一 切 事 、 蒙 耶 和 華 你 的 　 神 賜 福 、 就 都 歡 樂 。
Chớ làm như chúng ta làm ngày nay đây, là mỗi người làm tùy ý mình tưởng là phải;|我 們 今 日 在 這 裡 所 行 的 、 是 各 人 行 自 己 眼 中 看 為 正 的 事 、 你 們 將 來 不 可 這 樣 行 ．
vì các ngươi chưa vào nơi an nghỉ, và chưa hưởng lấy cơ nghiệp mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi.|因 為 你 們 還 沒 有 到 耶 和 華 你 　 神 所 賜 你 的 安 息 地 、 所 給 你 的 產 業 。
Vậy, các ngươi sẽ đi ngang qua sông Giô-đanh, ở trong xứ mà Giê-hô-va Đức Chúa Trời các ngươi ban cho làm sản nghiệp. Ngài sẽ ban sự bình an cho các ngươi, không để kẻ thù nghịch xung quanh hãm áp, và khiến cho các ngươi được ở yên ổn.|但 你 們 過 了 約 但 河 、 得 以 住 在 耶 和 華 你 們 　 神 使 你 們 承 受 為 業 之 地 、 又 使 你 們 太 平 、 不 被 四 圍 的 一 切 仇 敵 擾 亂 、 安 然 居 住 ．
Bấy giờ, sẽ có một chỗ mà Giê-hô-va Đức Chúa Trời các ngươi chọn, đặng cho danh Ngài ở; ấy là nơi các ngươi sẽ đem dâng mọi điều ta dặn các ngươi, tức là những của lễ thiêu, các hi sinh, thuế một phần mười, lễ vật dâng giơ lên, và mọi của lễ tốt nhất, mà các ngươi hứa nguyện dâng cho Đức Giê-hô-va.|那 時 要 將 我 所 吩 咐 你 們 的 燔 祭 平 安 祭 十 分 取 一 之 物 、 和 手 中 的 舉 祭 、 並 向 耶 和 華 許 願 獻 的 一 切 美 祭 、 都 奉 到 耶 和 華 你 們 　 神 所 選 擇 要 立 為 他 名 的 居 所 。
Các ngươi, con trai, con gái, tôi trai và tớ gái của các ngươi sẽ vui vẻ trước mặt Giê-hô-va Đức Chúa Trời các ngươi, luôn với người Lê-vi ở trong thành các ngươi.|你 們 和 兒 女 、 僕 婢 、 並 住 在 你 們 城 裡 無 分 無 業 的 利 未 人 、 都 要 在 耶 和 華 你 們 的 　 神 面 前 歡 樂 。
Khá coi chừng, chớ dâng của lễ thiêu mình trong những nơi nào ngươi thấy;|你 要 謹 慎 、 不 可 在 你 所 看 中 的 各 處 獻 燔 祭 。
nhưng phải dâng tại nơi Đức Giê-hô-va sẽ chọn trong một của các chi phái ngươi, và tại đó ngươi phải làm mọi điều ta truyền dặn.|惟 獨 耶 和 華 從 你 那 一 支 派 中 所 選 擇 的 地 方 、 你 就 要 在 那 裡 獻 燔 祭 、 行 我 一 切 所 吩 咐 你 的 。
