
					Lu-ca 1				|
Một chủ nợ có hai người mắc nợ: một người mắc năm trăm đơ-ni-ê, một người mắc năm chục.|耶 穌 說 、 一 個 債 主 、 有 兩 個 人 欠 他 的 債 ． 一 個 欠 五 十 兩 銀 子 、 一 個 欠 五 兩 銀 子 ．
Vì hai người đó không có chi mà trả, nên chủ nợ tha cả hai. Trong hai người đó, ai yêu chủ nợ hơn?|因 為 他 們 無 力 償 還 、 債 主 就 開 恩 免 了 他 們 兩 人 的 債 。 這 兩 個 人 那 一 個 更 愛 他 呢 。
Si-môn thưa rằng: Tôi tưởng là người mà chủ nợ đã tha nhiều nợ hơn. Đức Chúa Jêsus rằng: Ngươi đoán phải lắm.|西 門 回 答 說 、 我 想 是 那 多 得 恩 免 的 人 。 耶 穌 說 、 你 斷 的 不 錯 。
Đoạn, Ngài xây lại người đờn bà mà phán cùng Si-môn rằng: Ngươi thấy đờn bà nầy không? Ta vào nhà ngươi, ngươi không cho nước rửa chơn; nhưng người đã lấy nước mắt thấm ướt chơn ta, rồi lấy tóc mình mà chùi.|於 是 轉 過 來 向 著 那 女 人 、 便 對 西 門 說 、 你 看 見 這 女 人 麼 ． 我 進 了 你 的 家 、 你 沒 有 給 我 水 洗 腳 ． 但 這 女 人 用 眼 淚 溼 了 我 的 腳 、 用 頭 髮 擦 乾 。
Ngươi không hôn ta; nhưng người từ khi vào nhà ngươi, thì hôn chơn ta hoài.|你 沒 有 與 我 親 嘴 、 但 這 女 人 從 我 進 來 的 時 候 、 就 不 住 的 用 嘴 親 我 的 腳 。
Ngươi không xức dầu đầu ta; nhưng người lấy dầu thơm xức chơn ta.|你 沒 有 用 油 抹 我 的 頭 、 但 這 女 人 用 香 膏 抹 我 的 腳 。
Vậy nên ta nói cùng ngươi, tội lỗi đờn bà nầy nhiều lắm, đã được tha hết, vì người đã yêu mến nhiều; song kẻ được tha ít thì yêu mến ít.|所 以 我 告 訴 你 、 他 許 多 的 罪 都 赦 免 了 ． 因 為 他 的 愛 多 ． 但 那 赦 免 少 的 、 他 的 愛 就 少 。
Ngài bèn phán cùng người đờn bà rằng: Tội lỗi ngươi đã được tha rồi.|於 是 對 那 女 人 說 、 你 的 罪 赦 免 了 。
Các người ngồi bàn với Ngài nghĩ thầm rằng: Người nầy là ai, mà cũng tha tội?|同 席 的 人 心 裡 說 、 這 是 甚 麼 人 、 竟 赦 免 人 的 罪 呢 。
Nhưng Ngài phán cùng người đờn bà rằng: Đức tin của ngươi đã cứu ngươi; hãy đi cho bình an.|耶 穌 對 那 女 人 說 、 你 的 信 救 了 你 、 平 平 安 安 的 回 去 罷 。

					Lu-ca 8				|
						路加福音 8					
Kế đó, Đức Chúa Jêsus đi thành nầy đến thành khác, giảng dạy và rao truyền tin lành của nước Đức Chúa Trời. Có mười hai sứ đồ ở với Ngài.|過 了 不 多 日 、 耶 穌 周 遊 各 城 各 鄉 傳 道 、 宣 講 　 神 國 的 福 音 ． 和 他 同 去 的 有 十 二 個 門 徒 、
Cũng có mấy người đờn bà đi theo Ngài, là những người đã được cứu khỏi quỉ dữ và chữa khỏi bịnh: Ma-ri, gọi là Ma-đơ-len, từ người bảy quỉ dữ đã ra,|還 有 被 惡 鬼 所 附 、 被 疾 病 所 累 、 已 經 治 好 的 幾 個 婦 女 、 內 中 有 稱 為 抹 大 拉 的 馬 利 亞 、 曾 有 七 個 鬼 從 他 身 上 趕 出 來 ．
Gian-nơ vợ Chu-xa, là quan nội vụ của vua Hê-rốt, Su-xan-nơ và nhiều người khác nữa giúp của cải cho Ngài.|又 有 希 律 的 家 宰 苦 撒 的 妻 子 約 亞 拿 、 並 蘇 撒 拿 、 和 好 些 別 的 婦 女 、 都 是 用 自 己 的 財 物 供 給 耶 穌 和 門 徒 。
Khi có đoàn dân đông nhóm lại, và người hết thảy các thành đều đến cùng Ngài, thì Ngài lấy thí dụ mà phán cùng họ rằng:|當 許 多 人 聚 集 、 又 有 人 從 各 城 裡 出 來 見 耶 穌 的 時 候 、 耶 穌 就 用 比 喻 說 、
Người gieo giống đi ra để gieo giống mình. Khi vải giống, một phần giống rơi ra dọc đường, bị giày đạp và chim trời xuống ăn hết.|有 一 個 撒 種 的 出 去 撒 種 ． 撒 的 時 候 、 有 落 在 路 旁 的 、 被 人 踐 踏 、 天 上 的 飛 鳥 又 來 喫 盡 了 。
Một phần khác rơi ra nơi đất đá sỏi, khi mới mọc lên, liền héo đi, vì không có hơi ẩm.|有 落 在 磐 石 上 的 、 一 出 來 就 枯 乾 了 、 因 為 得 不 著 滋 潤 。
Một phần khác rơi vào bụi gai, gai mọc lên với hột giống, làm cho nghẹt ngòi.|有 落 在 荊 棘 裡 的 、 荊 棘 一 同 生 長 、 把 它 擠 住 了 。
Lại có một phần khác rơi xuống nơi đất tốt, thì mọc lên, và kết quả, một thành trăm. Đương phán mấy lời đó, Ngài kêu lên rằng: Ai có tai mà nghe, hãy nghe.|又 有 落 在 好 土 裡 的 、 生 長 起 來 、 結 實 百 倍 。 耶 穌 說 了 這 話 、 就 大 聲 說 、 有 耳 可 聽 的 、 就 應 當 聽 。
Môn đồ hỏi Ngài thí dụ ấy có nghĩa gì.|門 徒 問 耶 穌 說 、 這 比 喻 是 甚 麼 意 思 呢 。
Ngài đáp rằng: Đã ban cho các ngươi được biết những sự mầu nhiệm nước Đức Chúa Trời; song, với kẻ khác thì dùng thí dụ mà nói, để nó xem mà không thấy, nghe mà không hiểu.|他 說 、 　 神 國 的 奧 秘 、 只 叫 你 們 知 道 ． 至 於 別 人 、 就 用 比 喻 、 叫 他 們 看 也 看 不 見 、 聽 也 聽 不 明 。
Nầy, lời thí dụ đó nghĩa như vầy: Hột giống là đạo Đức Chúa Trời.|這 比 喻 乃 是 這 樣 ． 種 子 就 是 　 神 的 道 。
Phần rơi ra dọc đường, là những kẻ nghe đạo; nhưng về sau ma quỉ đến, cướp lấy đạo từ trong lòng họ, e rằng họ tin mà được cứu chăng.|那 些 在 路 旁 的 、 就 是 人 聽 了 道 、 隨 後 魔 鬼 來 、 從 他 們 心 裡 ． 把 道 奪 去 、 恐 怕 他 們 信 了 得 救 。
Phần rơi ra đất đá sỏi là kẻ nghe đạo, bèn vui mừng chịu lấy; nhưng họ không có rễ, chỉ tin tạm mà thôi; nên khi sự thử thách đến, thì họ tháo lui.|那 些 在 磐 石 上 的 、 就 是 人 聽 道 、 歡 喜 領 受 、 但 心 中 沒 有 根 、 不 過 暫 時 相 信 、 及 至 遇 見 試 煉 就 退 後 了 。
Phần rơi vào bụi gai, là những kẻ đã nghe đạo, nhưng rồi đi, để cho sự lo lắng, giàu sang, sung sướng đời nầy làm cho đạo phải nghẹt ngòi, đến nỗi không sanh trái nào được chín.|那 落 在 荊 棘 裡 的 、 就 是 人 聽 了 道 、 走 開 以 後 、 被 今 生 的 思 慮 錢 財 宴 樂 擠 住 了 、 便 結 不 出 成 熟 的 子 粒 來 ．
Song phần rơi vào nơi đất tốt, là kẻ có lấy lòng thật thà tử tế nghe đạo, gìn giữ và kết quả một cách bền lòng.|那 落 在 好 土 裡 的 、 就 是 人 聽 了 道 、 持 守 在 誠 實 善 良 的 心 裡 、 並 且 忍 耐 著 結 實 。
Không ai đã thắp đèn tại lấy thùng úp lại, hay là để dưới giường; như để trên chơn đèn, hầu cho ai vào nhà đều thấy sáng.|沒 有 人 點 燈 用 器 皿 蓋 上 、 或 放 在 床 底 下 、 乃 是 放 在 燈 臺 上 、 叫 進 來 的 人 看 見 亮 光 。
Thật không có điều gì kín mà không phải lộ ra, không có điều gì giấu mà chẳng bị biết và tỏ ra.|因 為 掩 藏 的 事 、 沒 有 不 顯 出 來 的 ． 隱 瞞 的 事 、 沒 有 不 露 出 來 被 人 知 道 的 。
Vậy, hãy coi chừng về cách các ngươi nghe; vì kẻ đã có, sẽ cho thêm; kẻ không có, sẽ cất lấy sự họ tưởng mình có.|所 以 你 們 應 當 小 心 怎 樣 聽 ． 因 為 凡 有 的 、 還 要 加 給 他 ． 凡 沒 有 的 、 連 他 自 以 為 有 的 、 也 要 奪 去 。
Mẹ và anh em Đức Chúa Jêsus đến tìm Ngài; song vì người ta đông lắm, nên không đến gần Ngài được.|耶 穌 的 母 親 和 他 弟 兄 來 了 、 因 為 人 多 、 不 得 到 他 跟 前 。
Vậy có kẻ báo cho Ngài biết rằng: Mẹ và anh em thầy ở ngoài, muốn thấy thầy.|有 人 告 訴 他 說 、 你 母 親 、 和 你 弟 兄 、 站 在 外 邊 、 要 見 你 。
Nhưng Ngài đáp rằng: Mẹ ta và anh em ta là kẻ nghe đạo Đức Chúa Trời và làm theo đạo ấy.|耶 穌 回 答 說 、 聽 了 　 神 之 道 而 遵 行 的 人 、 就 是 我 的 母 親 、 我 的 弟 兄 了 。
Một ngày kia, Ngài xuống thuyền với môn đồ, mà phán rằng: Hãy qua bên kia hồ; rồi đi.|有 一 天 耶 穌 和 門 徒 上 了 船 、 對 門 徒 說 、 我 們 可 以 渡 到 湖 那 邊 去 ． 他 們 就 開 了 船 。
Khi thuyền đương chạy, thì Ngài ngủ. Có cơn bão nổi lên trong hồ, nước vào đầy thuyền, đương nguy hiểm lắm.|正 行 的 時 候 、 耶 穌 睡 著 了 ． 湖 上 忽 然 起 了 暴 風 、 船 將 滿 了 水 、 甚 是 危 險 。
Môn đồ bèn đến thức Ngài dậy, rằng: Thầy ôi, Thầy ôi, chúng ta chết! Nhưng Ngài, vừa thức dậy, khiến gió và sóng phải bình tịnh và yên lặng như tờ.|門 徒 來 叫 醒 了 他 、 說 、 夫 子 、 夫 子 、 我 們 喪 命 喇 。 耶 穌 醒 了 、 斥 責 那 狂 風 大 浪 ． 風 浪 就 止 住 、 平 靜 了 。
Ngài bèn phán cùng môn đồ rằng: Đức tin các ngươi ở đâu? Môn đồ sợ hãi và bỡ ngỡ, nói với nhau rằng: Người nầy là ai, khiến đến gió và nước, mà cũng phải vâng lời Ngài?|耶 穌 對 他 們 說 、 你 們 的 信 心 在 那 裡 呢 ． 他 們 又 懼 怕 、 又 希 奇 、 彼 此 說 、 這 到 底 是 誰 、 他 吩 咐 風 和 水 、 連 風 和 水 也 聽 從 他 了 。
Kế đó, ghé vào đất của dân Giê-ra-sê, ngang xứ Ga-li-lê.|他 們 到 了 格 拉 森 〔 有 古 卷 入 加 大 拉 〕 人 的 地 方 、 就 是 加 利 利 的 對 面 。
Khi Đức Chúa Jêsus lên bờ, có một người ở thành ấy bị nhiều quỉ ám đi gặp Ngài. Đã lâu nay, người không mặc áo, không ở nhà, song ở nơi mồ mả.|耶 穌 上 了 岸 、 就 有 城 裡 一 個 被 鬼 附 著 的 人 、 迎 面 而 來 、 這 個 人 許 久 不 穿 衣 服 、 不 住 房 子 、 只 住 在 墳 塋 裡 。
Người ấy vừa thấy Đức Chúa Jêsus thì la lên inh ỏi, và đến gieo mình nơi chơn Ngài, nói lớn tiếng rằng: Lạy Đức Chúa Jêsus, Con Đức Chúa Trời Rất Cao, tôi với Ngài có sự chi chăng? Tôi cầu xin Ngài, đừng làm khổ tôi.|他 見 了 耶 穌 、 就 俯 伏 在 他 面 前 、 大 聲 喊 叫 、 說 、 至 高 　 神 的 兒 子 耶 穌 、 我 與 你 有 甚 麼 相 干 ． 求 你 不 要 叫 我 受 苦 。
Vì Đức Chúa Jêsus đương truyền cho tà ma phải ra khỏi người đó mà nó đã ám từ lâu; dầu họ giữ người, xiềng và còng chơn lại, người cứ bẻ xiềng tháo còng, và bị quỉ dữ đem vào nơi đồng vắng.|是 因 耶 穌 曾 吩 咐 污 鬼 從 那 人 身 上 出 來 ． 原 來 這 鬼 屢 次 抓 住 他 、 他 常 被 人 看 守 、 又 被 鐵 鍊 和 腳 鐐 捆 鎖 、 他 竟 把 鎖 鍊 掙 斷 、 被 鬼 趕 到 曠 野 去 。
Đức Chúa Jêsus hỏi người rằng: Mầy tên gì? Người thưa rằng: Quân đội; vì nhiều quỉ đã ám vào người.|那 穌 問 他 說 、 你 名 叫 甚 麼 ． 他 說 、 我 名 叫 群 ． 這 是 因 為 附 著 他 的 鬼 多 。
Chúng nó bèn cầu xin Đức Chúa Jêsus đừng khiến mình xuống vực sâu.|鬼 就 央 求 耶 穌 、 不 要 吩 咐 他 們 到 無 底 坑 裡 去 。
Vả, ở đó có một bầy heo đông đương ăn trên núi. Các quỉ xin Đức Chúa Jêsus cho chúng nó nhập vào những heo ấy, Ngài bèn cho phép.|那 裡 有 一 大 群 豬 、 在 山 上 喫 食 ． 鬼 央 求 耶 穌 、 准 他 們 進 入 豬 裡 去 ． 耶 穌 准 了 他 們 。
Vậy, các quỉ ra khỏi người đó, nhập vào bầy heo, bầy heo từ trên bực cao đâm đầu xuống hồ và chết chìm.|鬼 就 從 那 人 出 來 、 進 入 豬 裡 去 ． 於 是 那 群 豬 闖 下 山 崖 、 投 在 湖 裡 淹 死 了 。
Các kẻ chăn heo thấy vậy chạy trốn, đồn tin ấy ra trong thành và trong nhà quê.|放 豬 的 看 見 這 事 就 逃 跑 了 、 去 告 訴 城 裡 和 鄉 下 的 人 。
Thiên hạ bèn đổ ra xem việc mới xảy ra; khi họ đến cùng Đức Chúa Jêsus, thấy người mà các quỉ mới ra khỏi ngồi dưới chơn Đức Chúa Jêsus, mặc áo quần, bộ tỉnh táo, thì sợ hãi lắm.|眾 人 出 來 要 看 是 甚 麼 事 ． 到 了 耶 穌 那 裡 、 看 見 鬼 所 離 開 的 那 人 、 坐 在 耶 穌 腳 前 、 穿 著 衣 服 、 心 裡 明 白 過 來 、 他 們 就 害 怕 。
Những người đã xem thấy sự lạ đó, thuật lại cho thiên hạ biết người bị quỉ ám được cứu khỏi thế nào.|看 見 這 事 的 、 便 將 被 鬼 附 著 的 人 怎 麼 得 救 、 告 訴 他 們 。
Hết thảy dân ở miền người Giê-ra-sê xin Đức Chúa Jêsus lìa khỏi xứ họ, vì họ sợ hãi lắm. Ngài bèn xuống thuyền trở về.|格 拉 森 四 圍 的 人 、 因 為 害 怕 得 很 、 都 求 耶 穌 離 開 他 們 ． 耶 穌 就 上 船 回 去 了 。
Người đã khỏi những quỉ ám xin phép ở với Ngài, nhưng Đức Chúa Trời biểu về, mà rằng:|鬼 所 離 開 的 那 人 、 懇 求 和 耶 穌 同 在 ． 耶 穌 卻 打 發 他 回 去 、
Hãy về nhà ngươi, thuật lại mọi điều Đức Chúa Trời đã làm cho ngươi. Vậy, người ấy đi, đồn khắp cả thành mọi điều Đức Chúa Jêsus đã làm cho mình.|說 、 你 回 家 去 、 傳 說 　 神 為 你 作 了 何 等 大 的 事 ． 他 就 去 滿 城 裡 傳 揚 耶 穌 為 他 作 了 何 等 大 的 事 。
Khi trở về, có đoàn dân đông rước Ngài; vì ai nấy cũng trông đợi Ngài.|耶 穌 回 來 的 時 候 、 眾 人 迎 接 他 、 因 為 他 們 都 等 候 他 。
Có người cai nhà hội tên là Giai-ru đến sấp mình xuống nơi chơn Đức Chúa Jêsus, xin Ngài vào nhà mình.|有 一 個 管 會 堂 的 、 名 叫 睚 魯 、 來 俯 伏 在 耶 穌 腳 前 、 求 耶 穌 到 他 家 裡 去 ．
Vì người có con gái một, mười hai tuổi, gần chết. Khi Đức Chúa Jêsus đương đi, dân chúng lấn ép Ngài tứ phía.|因 他 有 一 個 獨 生 女 兒 、 約 有 十 二 歲 、 快 要 死 了 。 耶 穌 去 的 時 候 、 眾 人 擁 擠 他 。
Bấy giờ, có một người đờn bà đau bịnh mất huyết mười hai năm rồi, cũng đã tốn hết tiền của về thầy thuốc, không ai chữa lành được,|有 一 個 女 人 、 患 了 十 二 年 的 血 漏 、 在 醫 生 手 裡 花 盡 了 他 一 切 養 生 的 、 並 沒 有 一 人 能 醫 好 他 ．
đến đằng sau Ngài rờ trôn áo; tức thì huyết cầm lại.|他 來 到 耶 穌 背 後 、 摸 他 的 衣 裳 繸 子 、 血 漏 立 刻 就 止 住 了 。
Đức Chúa Jêsus bèn phán rằng: Ai sờ đến ta? Ai nấy đều chối; Phi -e-rơ và những người đồng bạn thưa rằng: Thưa thầy, đoàn dân vây lấy và ép thầy.|耶 穌 說 、 摸 我 的 是 誰 ． 眾 人 都 不 承 認 、 彼 得 和 同 行 的 人 都 說 、 夫 子 、 眾 人 擁 擁 擠 擠 緊 靠 著 你 。 〔 有 古 卷 在 此 有 你 還 問 摸 我 的 是 誰 麼 〕
Đức Chúa Jêsus phán rằng: Có người đã rờ đến ta, vì ta nhận biết có quyền phép từ ta mà ra.|耶 穌 說 、 總 有 人 摸 我 ． 因 我 覺 得 有 能 力 從 我 身 上 出 去 。
Người đờn bà thấy mình không thể giấu được nữa, thì run sợ, đến sấp mình xuống nơi chơn Ngài, tỏ thật trước mặt dân chúng vì cớ nào mình đã rờ đến, và liền được lành làm sao.|那 女 人 知 道 不 能 隱 藏 、 就 戰 戰 兢 兢 的 來 俯 伏 在 耶 穌 腳 前 、 把 摸 他 的 緣 故 、 和 怎 樣 立 刻 得 好 了 、 當 著 眾 人 都 說 出 來 。
Nhưng Đức Chúa Jêsus phán rằng: Hỡi con gái ta, đức tin ngươi đã chữa lành ngươi; hãy đi cho bình an.|耶 穌 對 他 說 、 女 兒 、 你 的 信 救 了 你 、 平 平 安 安 的 去 罷 。
Ngài còn đương phán, có kẻ ở nhà người cai nhà hội đến nói với người rằng: Con gái ông chết rồi; đừng làm phiền thầy chi nữa.|還 說 話 的 時 候 、 有 人 從 管 會 堂 的 家 裡 來 說 、 你 的 女 兒 子 死 了 、 不 要 勞 動 夫 子 。
Song Đức Chúa Jêsus nghe vậy, phán cùng Giai-ru rằng: Đừng sợ, hãy tin mà thôi, thì con ngươi sẽ được cứu.|耶 穌 聽 見 就 對 他 說 、 不 要 怕 、 只 要 信 、 你 的 女 兒 就 必 得 救 。
Khi đến nhà, Ngài chỉ cho Phi -e-rơ, Gia-cơ và Giăng, và cha mẹ con ấy vào cùng Ngài.|耶 穌 到 了 他 的 家 、 除 了 彼 得 、 約 翰 、 雅 各 、 和 女 兒 的 父 母 、 不 許 別 人 同 他 進 去 。
