
					I-sai-a 1				|
Trong ngày đó, tại xứ Ê-díp-tô, sẽ có năm thành nói tiếng Ca-na-an, và chỉ Đức Giê-hô-va vạn quân mà thề. Trong đó có một thành gọi là thành hủy diệt.|當 那 日 埃 及 地 必 有 五 城 的 人 說 迦 南 的 方 言 、 又 指 著 萬 軍 之 耶 和 華 起 誓 ． 有 一 城 、 必 稱 為 滅 亡 城 。
Trong ngày đó, sẽ có một bàn thờ cho Đức Giê-hô-va ở giữa xứ Ê-díp-tô, và có một trụ cho Đức Giê-hô-va nơi bờ cõi nói.|當 那 日 、 在 埃 及 地 中 必 有 為 耶 和 華 築 的 一 座 壇 ． 在 埃 及 的 邊 界 上 、 必 有 為 耶 和 華 立 的 一 根 柱 。
Ay là dấu và chứng cho Đức Giê-hô-va vạn quân tại xứ Ê-díp-tô; bởi chưng chúng sẽ kêu đến Đức Giê-hô-va vì cứ kẻ bạo ngược, và Ngài sẽ sai một Đấng cứu và binh vực để giải thoát họ.|這 都 要 在 埃 及 地 為 萬 軍 之 耶 和 華 作 記 號 和 證 據 ． 埃 及 人 因 為 受 人 的 欺 壓 哀 求 耶 和 華 、 他 就 差 遣 一 位 救 主 、 作 護 衛 者 、 拯 救 他 們 。
Đức Giê-hô-va sẽ cho Ê-díp-tô biết Ngài; trong ngày đó người Ê-díp-tô sẽ biết Đức Giê-hô-va; ắt họ sẽ dâng hi sinh và của lễ mà thờ phượng Ngài, lại khấn nguyện cùng Đức Giê-hô-va, và hoàn nguyện.|耶 和 華 必 被 埃 及 人 所 認 識 ． 在 那 日 埃 及 人 必 認 識 耶 和 華 、 也 要 獻 祭 物 和 供 物 敬 拜 他 、 並 向 耶 和 華 許 願 還 願 。
Đức Giê-hô-va sẽ đánh Ê-díp-tô, đánh rồi lại chữa lành; họ sẽ trở về cùng Đức Giê-hô-va, Ngài sẽ nghe lời họ cầu nguyện và chữa lành cho.|耶 和 華 必 擊 打 埃 及 、 又 擊 打 、 又 醫 治 、 埃 及 人 就 歸 向 耶 和 華 ． 他 必 應 允 他 們 的 禱 告 、 醫 治 他 們 。
Trong ngày đó, sẽ có con đường cái đi từ Ê-díp-tô đến A-si-ri; người A-si-ri sẽ đến Ê-díp-tô, người Ê-díp-tô sẽ đến A-si-ri; người Ê-díp-tô và người A-si-ri đều cùng nhau thờ phượng Đức Giê-hô-va.|當 那 日 必 有 從 埃 及 通 亞 述 去 的 大 道 ． 亞 述 人 要 進 入 埃 及 、 埃 及 人 也 進 入 亞 述 ． 埃 及 人 要 與 亞 述 人 一 同 敬 拜 耶 和 華 。
Trong ngày đó, Y-sơ-ra-ên sẽ hiệp cùng Ê-díp-tô và A-si-ri làm ba, đặng làm nên nguồn phước giữa thiên hạ;|當 那 日 、 以 色 列 必 與 埃 及 、 亞 述 三 國 一 律 、 使 地 上 的 人 得 福 ．
vì Đức Giê-hô-va vạn quân đã chúc phước cho họ, mà rằng Ê-díp-tô dân ta, A-si-ri công trình của tay ta, Y-sơ-ra-ên gia tài ta, đều hãy được phước!|因 為 萬 軍 之 耶 和 華 賜 福 給 他 們 、 說 、 埃 及 我 的 百 姓 、 亞 述 我 手 的 工 作 、 以 色 列 我 的 產 業 、 都 有 福 了 。

					I-sai-a 20				|
						以賽亞書 20					
Nhằm năm mà Sa-gôn, vua A-si-ri, sai Ta-tân đến Ach-đốt, vây thành và chiếm lấy,|亞 述 王 撒 珥 根 打 發 他 珥 探 到 亞 實 突 的 那 年 、 他 珥 探 就 攻 打 亞 實 突 、 將 城 攻 取 ．
trong lúc đó, Đức Giê-hô-va nhờ con trai A-mốt, là Ê-sai, mà phán rằng: Hãy đi, cổi bao gai khỏi lưng ngươi, và lột giày khỏi chơn ngươi. Ê-sai vâng lời, đi trần, và chơn không.|那 時 耶 和 華 曉 諭 亞 摩 斯 的 兒 子 以 賽 亞 說 、 你 去 解 掉 你 腰 間 的 麻 布 、 脫 下 你 腳 上 的 鞋 ． 以 賽 亞 就 這 樣 作 、 露 身 赤 腳 行 走 。
Đức Giê-hô-va bèn phán rằng: Như đầy tớ ta là Ê-sai đã đi trần và chơn không trong ba năm, làm dấu và điềm chỉ về Ê-díp-tô và Ê-thi-ô-bi thể nào,|耶 和 華 說 、 我 僕 人 以 賽 亞 怎 樣 露 身 赤 腳 行 走 三 年 、 作 為 關 乎 埃 及 、 和 古 實 的 豫 兆 奇 蹟 ．
thì những phu tù của Ê-díp-tô và lưu tù của Ê-thi-ô-bi, cả trẻ lẫn già, cũng bị vua A-si-ri giải đi trần và chơn không, bày mông ra thể ấy, để làm nhục nước Ê-díp-tô.|照 樣 、 亞 述 王 也 必 擄 去 埃 及 人 、 掠 去 古 實 人 、 無 論 老 少 、 都 露 身 赤 腳 、 現 出 下 體 、 使 埃 及 蒙 羞 。
Bấy giờ chúng nó sẽ sợ sệt và hổ thẹn vì cớ Ê-thi-ô-bi, là sự trông cậy mình, và Ê-díp-tô, là sự vinh hiển mình.|以 色 列 人 必 因 所 仰 望 的 古 實 、 所 誇 耀 的 埃 及 、 驚 惶 羞 愧 。
Trong ngày đó, kẻ ở gần biển sẽ nói rằng: Kìa, dân tộc mà chúng ta vốn đem lòng trông cậy, và chạy đến cầu cứu để được giải thoát khỏi vua A-si-ri, thì nay đã trở nên thể ấy rồi! Chúng ta làm sao trốn khỏi được?|那 時 這 沿 海 一 帶 的 居 民 必 說 、 看 哪 、 我 們 素 所 仰 望 的 、 就 是 我 們 為 脫 離 亞 述 王 逃 往 求 救 的 、 不 過 是 如 此 ． 我 們 怎 能 逃 脫 呢 。

					I-sai-a 21				|
						以賽亞書 21					
Gánh nặng về đồng vắng ở gần biển. Nó đến từ đồng vắng, là đất đáng kinh khiếp, khác nào cơn gió lốc vụt qua trong phương nam.|論 海 旁 曠 野 的 默 示 。 有 仇 敵 從 曠 野 、 從 可 怕 之 地 而 來 、 好 像 南 方 的 旋 風 、 猛 然 掃 過 。
Có sự hiện thấy hãi hùng đã tỏ ra cho tôi: kẻ gian dối ở gian dối, kẻ tàn hại làm tàn hại! Hỡi người Ê-lam, hãy lên; Hỡi người Mê-đi, hãy vây đi! Ta sẽ làm cho dứt mọi tiếng than thở nó.|令 人 悽 慘 的 異 象 已 、 默 示 於 我 ． 詭 詐 的 行 詭 詐 、 毀 滅 的 行 毀 滅 。 以 攔 哪 、 你 要 上 去 ． 瑪 代 阿 、 你 要 圍 困 ． 主 說 、 我 使 一 切 歎 息 止 住 。
Vậy nên lưng ta đau lắm, quặn thắt như đờn bà đang sanh đẻ; sự đau đớn mà ta chịu, làm cho ta không thấy!|所 以 我 滿 腰 疼 痛 ． 痛 苦 將 我 抓 住 、 好 像 產 難 的 婦 人 一 樣 ． 我 疼 痛 甚 至 不 能 聽 ． 我 驚 惶 甚 至 不 能 看 。
Lòng ta mê muội, rất nên khiếp sợ; vốn là chiều hôm ta ưa thích, đã đổi ra sự run rẩy cho ta.|我 心 慌 張 、 驚 恐 威 嚇 我 、 我 所 羨 慕 的 黃 昏 、 變 為 我 的 戰 兢 。
Người ta đặt bàn tiệc, cắt kẻ canh giữ; người ta ăn và uống. Hỡi các quan trưởng, hãy chờ dậy! Hãy thoa dầu cho cái thuẫn!|他 們 擺 設 筵 席 、 派 人 守 望 、 又 喫 又 喝 ． 首 領 阿 、 你 們 起 來 、 用 油 抹 盾 牌 。
Vì Chúa phán cùng tôi như vầy: Hãy đi, sắp đặt vọng canh, thấy việc gì thì báo.|主 對 我 如 此 說 、 你 去 設 立 守 望 的 、 使 他 將 所 看 見 的 述 說 。
Khi nó thấy quân lính cỡi ngựa đi từng cặp, và có lừa cùng lạc đà từng bầy, thì nó phải chăm chỉ mà nghe.|他 看 見 軍 隊 、 就 是 騎 馬 的 一 對 一 對 地 來 、 又 看 見 驢 隊 、 駱 駝 隊 、 就 要 側 耳 細 聽 。
Đoạn nó kêu lên như sư tử, mà rằng: Hỡi Chúa, tôi đứng rình nơi chòi trông cả ngày, và đứng tại chỗ tôi canh cả đêm.|他 像 獅 子 吼 叫 、 說 、 主 阿 、 我 白 日 常 站 在 望 樓 上 、 整 夜 立 在 我 守 望 所 ．
Nầy, có quân lính cỡi ngựa đi từng cặp mà đến. Nó đáp rằng: Ba-by-lôn đổ xuống rồi, đổ xuống rồi! Mọi hình tượng tà thần của nó đã bể nát trên đất rồi!|看 哪 、 有 一 隊 軍 兵 騎 著 馬 、 一 對 一 對 地 來 。 他 就 說 、 巴 比 倫 傾 倒 了 ． 傾 倒 了 、 他 一 切 雕 刻 的 神 像 、 都 打 碎 於 地 。
Hỡi lúa bị đạp của ta, là thóc trên sân kia! sự ta đã nghe từ Đức Giê-hô-va vạn quân, tức là Đức Chúa Trời của Y-sơ-ra-ên, thì ta đã bảo cho ngươi biết.|我 被 打 的 禾 稼 、 我 場 上 的 穀 阿 、 我 從 萬 軍 之 耶 和 華 以 色 列 的 　 神 那 裡 所 聽 見 的 、 都 告 訴 你 們 了 。
Gánh nặng về Đu-ma. Có người từ Sê -i-rơ kêu tôi rằng: Hỡi người canh, đêm thể nào? Hỡi người canh, đêm thể nào?|論 度 瑪 的 默 示 。 有 人 聲 從 西 珥 呼 問 我 、 說 、 守 望 的 阿 、 夜 裡 如 何 ． 守 望 的 阿 、 夜 裡 如 何 。
Người canh đáp rằng: Buổi sáng đến; đêm cũng đến. Nếu muốn hỏi thì hỏi đi; hãy trở lại, hãy đến.|守 望 的 說 、 早 晨 將 到 、 黑 夜 也 來 ． 你 們 若 要 問 、 就 可 以 問 、 可 以 回 頭 再 來 。
Gánh nặng về A-ra-bi. Hỡi đoàn đi buôn ở Đê-đan, sẽ ngủ trong rừng xứ A-ra-bi. Dân cư Thê-ma đã đem nước cho những kẻ khát;|論 亞 拉 伯 的 默 示 。 底 但 結 伴 的 客 旅 阿 、 你 們 必 在 亞 拉 伯 的 樹 林 中 住 宿 。
đã đón những người trốn đặng cho họ bánh.|提 瑪 地 的 居 民 拿 水 來 、 送 給 口 渴 的 、 拿 餅 來 迎 接 逃 避 的 。
Vì họ trốn gươm, trốn sự chiến tranh kinh khiếp.|因 為 他 們 逃 避 刀 劍 、 和 出 了 鞘 的 刀 、 並 上 了 弦 的 弓 、 與 刀 兵 的 重 災 。
Chúa đã phán cùng tôi như vầy: Trong một năm nữa, kể như năm kẻ ở mướn, cả sự vinh hiển của Kê-đa sẽ hao mòn.|主 對 我 這 樣 說 、 一 年 之 內 、 照 雇 工 的 年 數 、 基 達 的 一 切 榮 耀 必 歸 於 無 有 ．
Những kẻ cầm cung mạnh mẽ, là con cái của Kê-đa, sẽ sót lại chẳng bao lăm. Vì Giê-hô-va, Đức Chúa Trời của Y-sơ-ra-ên, đã phán vậy.|弓 箭 手 所 餘 剩 的 、 就 是 基 達 人 的 勇 士 、 必 然 稀 少 ． 因 為 這 是 耶 和 華 以 色 列 的 　 神 說 的 。

					I-sai-a 22				|
						以賽亞書 22					
Gánh nặng về trũng của sự hiện thấy. Ngươi có sự gì mà cả dân trèo lên nóc nhà như vậy?|論 異 象 谷 的 默 示 。 有 甚 麼 事 使 你 這 滿 城 的 人 都 上 房 頂 呢 ．
Hỡi thành xôn xao, đầy sự om sòm, là ấp vui vẻ kia; các kẻ chết của ngươi chẳng phải chết vì gươm, cũng không phải là tử trận.|你 這 滿 處 吶 喊 、 大 有 喧 嘩 的 城 、 歡 樂 的 邑 阿 、 你 中 間 被 殺 的 、 並 不 是 被 刀 殺 、 也 不 是 因 打 仗 死 亡 。
Các quan cai trị của ngươi thảy đều cùng nhau chạy trốn, bị trói bởi những kẻ cầm cung; còn trong dân ngươi, kẻ nào trốn xa mà người ta tìm thấy, thì đã bị trói làm một.|你 所 有 的 官 長 一 同 逃 跑 、 都 為 弓 箭 手 所 捆 綁 ． 你 中 間 一 切 被 找 到 的 都 一 同 被 捆 綁 ． 他 們 本 是 逃 往 遠 方 的 。
Vậy nên ta phán rằng: Các ngươi chớ ngó ta, ta sẽ khóc lóc thảm thiết. Đừng tìm cách yên ủi ta về sự hủy diệt của con gái dân ta!|所 以 我 說 、 你 們 轉 眼 不 看 我 、 我 要 痛 哭 ． 不 要 因 我 眾 民 〔 原 文 作 民 女 〕 的 毀 滅 、 就 竭 力 安 慰 我 。
Vì ấy là ngày bị rối loạn, giày đạp, và kinh hãi trong trũng của sự hiện thấy, đến bởi Chúa, là Đức Giê-hô-va vạn quân; tường thành vỡ lở, tiếng kêu đến núi.|因 為 主 萬 軍 之 耶 和 華 使 異 象 谷 有 潰 亂 、 踐 踏 、 煩 擾 的 日 子 ． 城 被 攻 破 、 哀 聲 達 到 山 間 。
Ê-lam đeo giỏ tên, có xe binh lính kỵ đi theo, và Ki-rơ để trần cái thuẫn,|以 攔 帶 著 箭 袋 、 還 有 坐 戰 車 的 和 馬 兵 、 吉 珥 揭 開 盾 牌 。
các nơi trũng đẹp nhứt đầy những xe cộ, và lính kỵ dàn trận tại trước cửa thành.|你 嘉 美 的 谷 遍 滿 戰 車 、 也 有 馬 兵 在 城 門 前 排 列 。
Màn che Giu-đa đã cất rồi; và trong ngày đó ngươi trông về khí giới của nhà rừng.|他 去 掉 猶 大 的 遮 蓋 ． 那 日 、 你 就 仰 望 林 庫 內 的 軍 器 。
Các ngươi thấy thành Đa-vít bị nhiều nơi sứt mẻ, bèn thâu chứa nước ao dưới lại.|你 們 看 見 大 衛 城 的 破 口 很 多 、 便 聚 積 下 池 的 水 。
Các ngươi đếm nhà cửa Giê-ru-sa-lem, phá những nhà cửa để tu bổ tường thành;|又 數 點 耶 路 撒 冷 的 房 屋 、 將 房 屋 拆 毀 、 修 補 城 牆 ．
lại đào hồ giữa khoảng hai tường thành đặng chứa nước ao cũ. Nhưng các ngươi chẳng trông lên Đấng làm nên sự đó; chẳng nhìn xem Đấng đã định sự đó từ xưa.|又 在 兩 道 城 牆 中 間 挖 一 個 聚 水 池 、 可 盛 舊 池 的 水 ． 卻 不 仰 望 作 這 事 的 主 、 也 不 顧 念 從 古 定 這 事 的 。
Trong ngày đó, Chúa, là Đức Giê-hô-va vạn quân, gọi các ngươi khóc lóc, thở than, cạo đầu, và thắt bao gai;|當 那 日 主 萬 軍 之 耶 和 華 叫 人 哭 泣 哀 號 、 頭 上 光 禿 、 身 披 麻 布 。
thế mà trong các ngươi có sự vui mừng hớn hở. Người ta mổ bò, giết chiên, ăn thịt, uống rượu: Hãy ăn uống đi, vì ngày mai chúng ta sẽ chết!|誰 知 、 人 倒 歡 喜 快 樂 、 宰 牛 殺 羊 、 喫 肉 喝 酒 、 說 、 我 們 喫 喝 罷 。 因 為 明 天 要 死 了 。
Vả, Đức Giê-hô-va vạn quân tỏ mình trong tai tôi rằng: Tội ấy chắc sẽ chẳng hề được tha cho các ngươi cho đến giờ các ngươi chết, Chúa, là Đức Giê-hô-va vạn quân, phán vậy.|萬 軍 之 耶 和 華 親 自 默 示 我 、 說 、 這 罪 孽 直 到 你 們 死 、 斷 不 得 赦 免 ． 這 是 主 萬 軍 之 耶 和 華 說 的 。
Chúa, là Đức Giê-hô-va vạn quân, phán như vầy: Ngươi hãy đi, đến nhà kẻ giữ kho, tức Sép-na, làm chức giám cung, và bảo nó rằng:|主 萬 軍 之 耶 和 華 這 樣 說 、 你 去 見 掌 銀 庫 的 、 就 是 家 宰 舍 伯 那 、 對 他 說 、
Ngươi ở đây làm gì? có bà con chi đây, mà ngươi đã đục tại đây một huyệt mả? Thật người đục cho mình một huyệt mả trên nơi cao, khiến đào cho mình một chỗ ở trong vầng đá!|你 在 這 裡 作 甚 麼 呢 ． 有 甚 麼 人 竟 在 這 裡 鑿 墳 墓 、 就 是 在 高 處 為 自 己 鑿 墳 墓 、 在 磐 石 中 為 自 己 鑿 出 安 身 之 所 。
Nầy, Đức Giê-hô-va, khác nào kẻ sức khỏe, sẽ quăng mạnh người ra nơi xa, và bọc chặt ngươi.|看 哪 、 耶 和 華 必 像 大 有 力 的 人 、 將 你 緊 緊 纏 裹 、 竭 力 拋 去 。
Ngài ắt sẽ quấn ngươi, và ném ngươi như quả bóng vào xứ rộng và khoảng khoát. Tại đó ngươi sẽ chết, xe cộ sang trọng của ngươi cũng theo đến đó, ôi, ngươi là kẻ làm nhục cho nhà chủ mình!|他 必 將 你 輥 成 一 團 、 拋 在 寬 闊 之 地 、 好 像 拋 球 一 樣 ． 你 這 主 人 家 的 羞 辱 、 必 在 那 裡 坐 你 榮 耀 的 車 、 也 必 在 那 裡 死 亡 。
Ta sẽ cách chức ngươi, ngươi sẽ bị truất khỏi ngôi mình.|我 必 趕 逐 你 離 開 官 職 ． 你 必 從 你 的 原 位 撤 下 。
Trong ngày đó, ta sẽ gọi đầy tớ ta là Ê-li -a-kim, con trai Hinh-kia,|到 那 日 我 必 召 我 僕 人 希 勒 家 的 兒 子 以 利 亞 敬 來 ．
lấy áo ngươi mặc cho nó, lấy đai ngươi giúp sức nó, lấy chánh trị ngươi trao trong tay nó, nó sẽ làm cha cho dân cư Giê-ru-sa-lem và cho nhà Giu-đa.|將 你 的 外 袍 給 他 穿 上 、 將 你 的 腰 帶 給 他 繫 緊 、 將 你 的 政 權 交 在 他 手 中 ． 他 必 作 耶 路 撒 冷 居 民 和 猶 大 家 的 父 。
Ta sẽ đem chìa khóa nhà Đa-vít để trên vai nó; hễ nó mở, không ai đóng được; nó đóng, không ai mở được.|我 必 將 大 衛 家 的 鑰 匙 放 在 他 肩 頭 上 ． 他 開 、 無 人 能 關 ． 他 關 、 無 人 能 開 。
Ta sẽ đóng nó xuống như đinh đóng nơi vững chãi; và nó sẽ trở nên một ngôi vinh hiển cho nhà cha mình.|我 必 將 他 安 穩 、 像 釘 子 釘 在 堅 固 處 ． 他 必 作 為 他 父 家 榮 耀 的 寶 座 。
Người ta sẽ treo trên nó mọi sự vinh hiển của nhà cha mình, con cái dòng dõi, và hết thảy những đồ đựng bé nhỏ nữa, từ cái chén đến cái ve.|他 父 家 所 有 的 榮 耀 、 連 兒 女 帶 子 孫 、 都 掛 在 他 身 上 、 好 像 一 切 小 器 皿 、 從 杯 子 到 酒 缾 掛 上 一 樣 。
Đức Giê-hô-va vạn quân phán rằng: Trong ngày đó, cái đinh đóng nơi vững chãi sẽ lỏng xệch; nó sẽ bị đập và rớt xuống, và gánh nặng treo trên nó sẽ bị cắt đứt. Vì Đức Giê-hô-va đã phán vậy.|萬 軍 之 耶 和 華 說 、 當 那 日 釘 在 堅 固 處 的 釘 子 必 壓 斜 、 被 砍 斷 落 地 ． 掛 在 其 上 的 重 擔 必 被 剪 斷 ． 因 為 這 是 耶 和 華 說 的 。

					I-sai-a 23				|
						以賽亞書 23					
Gánh nặng về Ty-rơ. Hỡi tàu bè Ta-rê-si, hãy than khóc, vì nó đã bị hủy phá, đến nỗi chẳng còn nhà cửa nữa! chẳng còn lối vào nữa! Ay là điều đã tỏ cho họ từ xứ Kít-tim.|論 推 羅 的 默 示 。 他 施 的 船 隻 、 都 要 哀 號 ． 因 為 推 羅 變 為 荒 場 、 甚 至 沒 有 房 屋 、 沒 有 可 進 之 路 ． 這 消 息 是 從 基 提 地 得 來 的 。
Hỡi dân cư bờ biển, là nơi những lái buôn Si-đôn, là những kẻ vượt biển chở đồ hàng đến, hãy nín lặng!|沿 海 的 居 民 、 就 是 素 來 靠 航 海 西 頓 的 商 家 得 豐 盛 的 、 你 們 當 靜 默 無 言 。
