
					Ê-xê-ki-ên 1				|
Dầu vậy, nầy, trong đó còn có kẻ sót lại, cả con trai con gái sẽ bị đem ra: nầy, chúng nó sẽ đi ra đến cùng các ngươi; các ngươi sẽ thấy đường lối và việc làm của chúng nó, thì sẽ tự yên ủi mình về tai vạ ta đã giáng trên Giê-ru-sa-lem, tức về mọi sự ta đã giáng trên nó.|然 而 其 中 必 有 剩 下 的 人 、 他 們 連 兒 帶 女 必 帶 到 你 們 這 裡 來 、 你 們 看 見 他 們 所 行 所 為 的 、 要 因 我 降 給 耶 路 撒 冷 的 一 切 災 禍 、 便 得 了 安 慰 。
Phải, khi các ngươi thấy đường lối và việc làm chúng nó, thì chúng nó sẽ yên ủi các ngươi; và các ngươi sẽ biết mọi sự ta đã làm trong nó, thì ta chẳng làm vô cớ, Chúa Giê-hô-va phán vậy.|你 們 看 見 他 們 所 行 所 為 的 、 得 了 安 慰 、 就 知 道 我 在 耶 路 撒 冷 中 所 行 的 、 並 非 無 故 ． 這 是 主 耶 和 華 說 的 。

					Ê-xê-ki-ên 15				|
						以西結書 15					
Có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, cây nho ở trong các cây khác, và nhánh nho ở trong cây rừng, thì có gì hơn không?|人 子 阿 、 葡 萄 樹 比 別 樣 樹 有 甚 麼 強 處 、 葡 萄 枝 比 眾 樹 枝 有 甚 麼 好 處 。
Người ta có thể lấy gỗ bởi nó để làm việc gì? Có dùng làm đinh để treo vật gì được chăng?|其 上 可 以 取 木 料 作 甚 麼 工 用 、 可 以 取 來 作 釘 子 掛 甚 麼 器 皿 麼 。
Nầy, nó bị ném vào lửa để làm củi, khi lửa đã thiêu hai đầu, và khúc giữa cũng cháy, thì còn dùng được việc gì?|看 哪 、 已 經 拋 在 火 中 當 作 柴 燒 、 火 既 燒 了 兩 頭 、 中 間 也 被 燒 了 、 還 有 益 於 工 用 麼 。
Nầy, khi nó còn nguyên, chẳng dùng làm gì được; huống nữa là, khi lửa đã thiêu nuốt và nó đã bị đốt cháy, thì còn dùng làm trò chi được ư!|完 全 的 時 候 尚 且 不 合 乎 甚 麼 工 用 、 何 況 被 火 燒 壞 、 還 能 合 乎 甚 麼 工 用 麼 。
Vậy nên, Chúa Giê-hô-va phán Việt Nam: Như cây nho trong các cây rừng mà ta lấy làm củi, ném vào trong lửa, thì ta cũng sẽ phó dân cư Giê-ru-sa-lem như vầy.|所 以 主 耶 和 華 如 此 說 、 眾 樹 以 內 的 葡 萄 樹 、 我 怎 樣 使 他 在 火 中 當 柴 、 也 必 照 樣 待 耶 路 撒 冷 的 居 民 。
Ta sẽ để mặt ta nghịch cùng chúng nó. Chúng nó sẽ ra khỏi lửa, nhưng lửa sẽ thiêu đốt chúng nó đi; và khi ta để mặt nghịch cùng chúng nó, các ngươi sẽ biết ta là Đức Giê-hô-va.|我 必 向 他 們 變 臉 、 他 們 雖 從 火 中 出 來 、 火 卻 要 燒 滅 他 們 ． 我 向 他 們 變 臉 的 時 候 、 你 們 就 知 道 我 是 耶 和 華 。
Ta sẽ làm đất nầy ra hoang vu, vì chúng nó đã phạm tội, Chúa Giê-hô-va phán vậy.|我 必 使 地 土 荒 涼 、 因 為 他 們 行 事 干 犯 我 ． 這 是 主 耶 和 華 說 的 。

					Ê-xê-ki-ên 16				|
						以西結書 16					
Lại có lời Đức Giê-hô-va phán cùng ta như vầy:|耶 和 華 的 話 又 臨 到 我 說 、
Hỡi con người, hãy làm cho Giê-ru-sa-lem biết những sự gớm ghiếc của nó.|人 子 阿 、 你 要 使 耶 路 撒 冷 知 道 他 那 些 可 憎 的 事 、
Ngươi khá nói rằng: Chúa Giê-hô-va phán cùng Giê-ru-sa-lem như vầy: Bởi cội rễ và sự sanh ra của mầy ở đất Ca-na-an; cha mầy là người A-mô-rít, mẹ là người Hê-tít.|說 、 主 耶 和 華 對 耶 路 撒 冷 如 此 說 、 你 根 本 、 你 出 世 、 是 在 迦 南 地 、 你 父 親 是 亞 摩 利 人 、 你 母 親 是 赫 人 。
Về sự mầy sanh ra, trong ngày mầy mới đẻ, rún mầy chưa cắt, chưa rửa mầy trong nước cho được thanh sạch, chưa xát bằng muối, chưa bọc bằng khăn.|論 到 你 出 世 的 景 況 、 在 你 初 生 的 日 子 沒 有 為 你 斷 臍 帶 、 也 沒 有 用 水 洗 你 、 使 你 潔 淨 、 絲 毫 沒 有 撒 鹽 在 你 身 上 、 也 沒 有 用 布 裹 你 。
Chẳng có mắt nào thương mầy, đặng làm một việc trong những việc đó cho mầy vì lòng thương xót mầy; song mầy đã bị quăng giữa đồng trống trong ngày mầy sanh ra, vì người ta gớm mầy.|誰 的 眼 也 不 可 憐 你 、 為 你 作 一 件 這 樣 的 事 憐 恤 你 、 但 你 初 生 的 日 子 扔 在 田 野 、 是 因 你 被 厭 惡 。
Khi ta qua gần mầy, thấy mầy tắm trong máu mình, ta phán cùng mầy rằng: Dầu ở giữa máu mầy, hãy sống! Thật, ta phán cùng mầy rằng: Dầu ở giữa máu mầy, hãy sống!|我 從 你 旁 邊 經 過 、 見 你 輥 在 血 中 、 就 對 你 說 、 你 雖 在 血 中 、 仍 可 存 活 、 你 雖 在 血 中 、 仍 可 存 活 。
Ta đã làm cho mầy thêm nhiều ra, như vật đồng ruộng mọc lên. Mầy đã nẩy nở, lớn lên, và trở nên đẹp đẽ lắm. Vú mầy dậy lên, tóc mầy dài ra, nhưng hãi còn ở lỗ và trần truồng.|我 使 你 生 長 好 像 田 間 所 長 的 、 你 就 漸 漸 長 大 、 以 至 極 其 俊 美 、 兩 乳 成 形 、 頭 髮 長 成 、 你 卻 仍 然 赤 身 露 體 。
Khi ta qua gần mầy, và nhìn mầy, nầy, tuổi mầy nầy, mầy đã đến tuổi yêu mến. Ta lấy áo ngoài ta trùm trên mầy, che sự trần truồng mầy. Phải, ta thề cùng mầy và kết giao ước với mầy, thì mầy trở nên của ta, Chúa Giê-hô-va phán vậy.|我 從 你 旁 邊 經 過 、 看 見 你 的 時 候 正 動 愛 情 、 便 用 衣 襟 搭 在 你 身 上 、 遮 蓋 你 的 赤 體 ． 又 向 你 起 誓 、 與 你 結 盟 、 你 就 歸 於 我 ． 這 是 主 耶 和 華 說 的 。
Ta rửa mầy trong nước, làm cho sạch máu vấy mình mầy, và xức dầu cho.|那 時 我 用 水 洗 你 、 洗 淨 你 身 上 的 血 、 又 用 油 抹 你 。
Ta mặc áo thêu cho mầy, cho mầy mang giày sắc lam, thắt lưng mầy bằng vải gai mịn, đắp cho mầy bằng hàng lụa.|我 也 使 你 身 穿 繡 花 衣 服 、 腳 穿 海 狗 皮 鞋 、 並 用 細 麻 布 給 你 束 腰 、 用 絲 綢 為 衣 披 在 你 身 上 。
Ta lấy đồ trang sức giồi cho mầy, xỏ vòng vào tay, mang kiềng vào cỡ,|又 用 妝 飾 打 扮 你 、 將 鐲 子 戴 在 你 手 上 、 將 金 鍊 戴 在 你 項 上 。
tra khoen nơi mũi, đeo hoa vào tai, và đội mão đẹp trên đầu mầy.|我 也 將 環 子 戴 在 你 鼻 子 上 、 將 耳 環 戴 在 你 耳 朵 上 、 將 華 冠 戴 在 你 頭 上 。
Như vầy, mầy được trang sức bằng vàng bằng bạc; áo xống của mầy bằng vải gai mịn, bằng hàng lụa, bằng đồ thêu; mầy nuôi mình bằng bột mì lọc, bằng mật ong và bằng dầu. Mầy đã trở nên cực đẹp, và thạnh vượng đến nỗi được ngôi hoàng hậu.|這 樣 、 你 就 有 金 銀 的 妝 飾 、 穿 的 是 細 麻 衣 、 和 絲 綢 、 並 繡 花 衣 ． 喫 的 是 細 麵 、 蜂 蜜 、 並 油 ． 你 也 極 其 美 貌 、 發 達 到 王 后 的 尊 榮 。
Danh tiếng mầy lừng lẫy trong các nước bởi sắc đẹp mầy; vì sự đẹp là toàn vẹn bởi oai nghi của ta mà ta đã đặt trên mầy, Chúa Giê-hô-va phán vậy.|你 美 貌 的 名 聲 傳 在 列 邦 中 、 你 十 分 美 貌 、 是 因 我 加 在 你 身 上 的 威 榮 ． 這 是 主 耶 和 華 說 的 。
Nhưng mầy cậy sắc đẹp mình; cậy danh tiếng mình mà buông sự dâm dục, hành dâm cùng mọi kẻ trải qua, phó mình mầy cho nó.|只 是 你 仗 著 自 己 的 美 貌 、 又 因 你 的 名 聲 就 行 邪 淫 、 你 縱 情 淫 亂 、 使 過 路 的 任 意 而 行 。
Mầy dùng áo xống mình, trang sức nhiều mùi, và làm sự dâm loạn tại đó; đều ấy sẽ chẳng đến, cũng sẽ chẳng có bao giờ.|你 用 衣 服 為 自 己 在 高 處 結 彩 、 在 其 上 行 邪 淫 。 這 樣 的 事 將 來 必 沒 有 、 也 必 不 再 行 了 。
Mầy cũng đã lấy những đồ trang sức trọng thể, làm bằng vàng và bạc mà ta đã ban cho mầy; mầy dùng làm hình người nam, rồi hành dâm với nó.|你 又 將 我 所 給 你 那 華 美 的 金 銀 、 寶 器 、 為 自 己 製 造 人 像 、 與 他 行 邪 淫 ．
Mầy lấy áo xống thêu của minh mà đắp cho chúng nó, lấy dầu và hương của ta bày ra trước mặt chúng nó.|又 用 你 的 繡 花 衣 服 給 他 披 上 、 並 將 我 的 膏 油 和 香 料 擺 在 他 跟 前 ．
Bánh mà ta đã ban cho mầy, bột mì lọc, dầu, và mật ong mà ta cho mầy ăn, thì mầy đem mà bày ra hết trước mặt chúng nó, để làm mùi thơm tho. Thật, có sự ấy, Chúa Giê-hô-va phán vậy.|又 將 我 賜 給 你 的 食 物 、 就 是 我 賜 給 你 喫 的 細 麵 、 油 、 和 蜂 蜜 、 都 擺 在 他 跟 前 為 馨 香 的 供 物 ． 這 是 主 耶 和 華 說 的 。
Mầy đã bắt những con trai con gái mà mầy đã sanh ra cho ta, đem dâng cho chúng nó đặng nuốt đi. Những sự dâm ô đó há phải là nhỏ mọn sao?|並 且 你 將 給 我 所 生 的 兒 女 焚 獻 給 他 。
Mầy đã giết con cái ta, và đã đưa qua trên lửa mà nộp cho chúng nó.|你 行 淫 亂 豈 是 小 事 、 竟 將 我 的 兒 女 殺 了 、 使 他 們 經 火 歸 與 他 麼 。
Giữa mọi sự gớm ghiếc và sự tà dâm mầy, mầy không nhớ lúc còn thơ trẻ, khi mầy hãi còn ở lỗ, truồng trần hết cả, tắm trong máu mình.|你 行 這 一 切 可 憎 和 淫 亂 的 事 、 並 未 追 念 你 幼 年 赤 身 露 體 輥 在 血 中 的 日 子 。
Chúa Giê-hô-va phán: Khốn nạn, khốn nạn cho mầy! sau khi mầy làm mọi sự dự ấy,|你 行 這 一 切 惡 事 之 後 、 （ 主 耶 和 華 說 、 你 有 禍 了 、 有 禍 了 ）
lại xây vòng khung cho mình, dựng nơi cao cho mình trên mọi đường phố.|又 為 自 己 建 造 圓 頂 花 樓 、 在 各 街 上 作 了 高 臺 。
Nơi lối vào các đường phố, mầy xây nơi cao mình, và đã làm cho sự đẹp đẽ mầy nên gớm ghiếc, mầy đã nộp mình cho mọi người đi qua, và thêm nhiều sự tà dâm mầy.|你 在 一 切 市 口 上 建 造 高 臺 、 使 你 的 美 貌 變 為 可 憎 的 、 又 與 一 切 過 路 的 多 行 淫 亂 。
Mầy đã hành dâm với những người Ê-díp-tô, là người lân cận mầy có thân thể mạnh mẽ, mầy đã thêm nhiều sự tà dâm đặng chọc giận ta.|你 也 和 你 鄰 邦 放 縱 情 慾 的 埃 及 人 行 淫 、 加 增 你 的 淫 亂 、 惹 我 發 怒 。
Vậy, ta đã giang tay ta trên mầy; bớt phần đã chỉ định cho mầy, và phó mầy cho ý muốn của kẻ ghét mầy, tức các con gái Phi-li-tin, chúng nó đã mắc cỡ về sự hành dâm của mầy.|因 此 、 我 伸 手 攻 擊 你 、 減 少 你 應 用 的 糧 食 、 又 將 你 交 給 恨 你 的 非 利 士 眾 女 、 〔 眾 女 是 城 邑 的 意 思 本 章 下 同 〕 使 他 們 任 意 待 你 ． 他 們 見 你 的 淫 行 、 為 你 羞 恥 。
Mầy cũng đã hành dâm cùng những người A-si-ri, vì mầy không no chán. Sau khi đã phạm tội tà dâm với chúng nó, mầy còn chưa no chán.|你 因 貪 色 無 厭 、 又 與 亞 述 人 行 淫 、 與 他 們 行 淫 之 後 仍 不 滿 意 。
Vả, mầy đã thêm nhiều sự dâm dục với đất Ca-na-an cho đến Canh-đê, thế mà mầy cũng chưa no chán!|並 且 多 行 淫 亂 直 到 那 貿 易 之 地 、 就 是 迦 勒 底 、 你 仍 不 滿 意 。
Chúa Giê-hô-va phán: Oi! lòng mầy luốt lát là dường nào, mầy phạm mọi việc đó, là việc của đờn bà tà dâm không biết xấu.|主 耶 和 華 說 、 你 行 這 一 切 事 、 都 是 不 知 羞 恥 妓 女 所 行 的 、 可 見 你 的 心 是 何 等 懦 弱 ．
Khi mầy xây vòng khung mình nơi lối vào mỗi đường, dựng nơi cao trên mỗi đường phố, mầy không giống như đứa điếm đĩ, bởi mầy khinh tiền công;|因 你 在 一 切 市 口 上 建 造 圓 頂 花 樓 、 在 各 街 上 作 了 高 臺 、 你 卻 藐 視 賞 賜 、 不 像 妓 女 。
mầy là đờn bà ngoại tình, tiếp người lạ thay vì chồng mình.|哎 、 你 這 行 淫 的 妻 阿 、 寧 肯 接 外 人 不 接 丈 夫 。
Hễ là đứa điếm đĩ thì được tiền công; nhưng mầy thì dâng lễ vật cho hết thảy tình nhơn mầy; mầy đã hối lộ cho chúng, để chúng đến tư bề mà hành dâm với mầy.|凡 妓 女 是 得 人 贈 送 、 你 反 倒 贈 送 你 所 愛 的 人 、 賄 賂 他 們 從 四 圍 來 與 你 行 淫 。
Mầy đã làm trái với đờn bà khác trong sự tà dâm mầy, vì người ta không tìm mầy; và mầy trả tiền công, còn người ta không cho mầy chi hết. Ay là mầy trái với những kẻ khác!|你 行 淫 與 別 的 婦 女 相 反 、 因 為 不 是 人 從 你 行 淫 、 你 既 贈 送 人 、 人 並 不 贈 送 你 、 所 以 你 與 別 的 婦 女 相 反 。
Vậy nên, hỡi kẻ điếm đĩ, hãy nghe lời của Đức Giê-hô-va.|你 這 妓 女 阿 、 要 聽 耶 和 華 的 話 ．
Chúa Giê-hô-va phán như vầy: Vì cớ mầy đã đổ ra sự ô uế, tỏ ra sự trần truồng bởi sự hành dâm với tình nhơn mầy; và vì cớ mọi thần tượng gớm ghiếc của mầy, cũng vì cớ máu con cái mầy đã dâng cho chúng nó,|主 耶 和 華 如 此 說 、 因 你 的 污 穢 傾 洩 了 、 你 與 你 所 愛 的 行 淫 露 出 下 體 、 又 因 你 拜 一 切 可 憎 的 偶 像 、 流 兒 女 的 血 獻 給 他 、
cho nên, nầy, ta sẽ nhóm hết thảy tình nhơn mầy, tức những kẻ mầy ưa thích, mọi kẻ mầy yêu, mọi kẻ mầy ghét; ta sẽ nhóm chúng nó từ mọi bề đến nghịch cùng mầy; ta sẽ lột truồng mầy cho chúng nó, chúng nó sẽ thấy hết.|我 就 要 將 你 一 切 相 歡 相 愛 的 、 和 你 一 切 所 恨 的 、 都 聚 集 來 、 從 四 圍 攻 擊 你 ． 又 將 你 的 下 體 露 出 、 使 他 們 看 盡 了 。
Ta sẽ đoán phạt mầy như đoán phạt đờn bà bội chồng và làm đổ máu; ta sẽ lấy máu của sự giận dữ và ghen tương mà đổ trên mầy.|我 也 要 審 判 你 、 好 像 官 長 審 判 淫 婦 和 流 人 血 的 婦 女 一 樣 ． 我 因 忿 怒 忌 恨 、 使 流 血 的 罪 歸 到 你 身 上 。
Ta cũng sẽ phó mầy vào tay chúng nó: chúng nó sẽ phá vòng khung và đổ các nơi cao của mầy; lột áo xống mầy, để mầy ở lỗ và truồng trần.|我 又 要 將 你 交 在 他 們 手 中 、 他 們 必 拆 毀 你 的 圓 頂 花 樓 、 毀 壞 你 的 高 臺 、 剝 去 你 的 衣 服 、 奪 取 你 的 華 美 寶 器 、 留 下 你 赤 身 露 體 。
Chúng nó sẽ khiến một lũ người lên nghịch cùng mầy, ném đá mầy và đâm mầy bằng gươm.|他 們 也 必 帶 多 人 來 攻 擊 你 、 用 石 頭 打 死 你 、 用 刀 劍 刺 透 你 。
Chúng nó sẽ lấy lửa đốt nhà mầy, đoán xét mầy trước mắt nhiều đờn bà; ta sẽ làm cho mầy hết hành dâm và mầy cũng không cho tiền công nữa.|用 火 焚 燒 你 的 房 屋 、 在 許 多 婦 人 眼 前 向 你 施 行 審 判 ． 我 必 使 你 不 再 行 淫 、 也 不 再 贈 送 與 人 。
Vậy thì cơn giận ta sẽ dứt, sự ghen tương ta lìa khỏi mầy, và ta yên lặng, không giận nữa.|這 樣 、 我 就 止 息 向 你 發 的 忿 怒 、 我 的 忌 恨 也 要 離 開 你 、 我 要 安 靜 不 再 惱 怒 。
Vì mầy không nhớ lúc mình còn thơ bé, và đã nóng giận nghịch cùng ta trong mọi việc; cho nên, nầy, ta cũng sẽ làm cho đường lối mầy lại đổ trên đầu mầy, Chúa Giê-hô-va phán vậy; mầy sẽ không thêm sự hành dâm nầy vào mọi sự gớm ghiếc mầy nữa.|因 你 不 追 念 你 幼 年 的 日 子 、 在 這 一 切 的 事 上 向 我 發 烈 怒 、 所 以 我 必 照 你 所 行 的 報 應 在 你 頭 上 、 你 就 不 再 貪 淫 行 那 一 切 可 憎 的 事 ． 這 是 主 耶 和 華 說 的 。

					Ê-xê-ki-ên 17				|
						以西結書 17					
Lại có lời Đức Giê-hô-va phán cùng ta như vầy:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, khá ra câu đố, kể lời ví dụ cho nhà Y-sơ-ra-ên.|人 子 阿 、 你 要 向 以 色 列 家 出 謎 語 、 設 比 喻 、
Ngươi khá nói rằng: Chúa Giê-hô-va phán như vầy: Có một chim ưng lớn, cánh lớn lông dài, đầy lông và có nhiều sắc, đến Li-ban và lấy ngọn cây hương bách đi.|說 、 主 耶 和 華 如 此 說 、 有 一 大 鷹 、 翅 膀 大 、 翎 毛 長 、 羽 毛 豐 滿 、 彩 色 俱 備 、 來 到 利 巴 嫩 、 將 香 柏 樹 梢 擰 去 ．
