
					Giê-rê-mi-a 1				|
Hỡi hòn núi ta trong đồng, ta sẽ phó của cải, châu báu và các nơi cao ngươi làm của cướp; vì cớ tội lỗi ngươi đã phạm trên khắp bờ cõi mình.|我 田 野 的 山 哪 、 我 必 因 你 在 四 境 之 內 所 犯 的 罪 、 把 你 的 貨 物 、 財 寶 、 並 邱 壇 、 當 掠 物 交 給 仇 敵 。
Ngươi sẽ bỏ mất cơ nghiệp ta đã ban cho, ấy là tự ngươi làm lấy; ta sẽ bắt ngươi phục kẻ thù ngươi trong một xứ mà ngươi chưa từng biết; vì ngươi đà nhen lửa giận ta lên, thì nó cháy hoài hoài.|並 且 你 因 自 己 的 罪 、 必 失 去 我 所 賜 給 你 的 產 業 ． 我 也 必 使 你 在 你 所 不 認 識 的 地 上 、 服 事 你 的 仇 敵 、 因 為 你 使 我 怒 中 起 火 、 直 燒 到 永 遠 。
Đức Giê-hô-va phán như vầy: Đáng rủa thay là kẻ nhờ cậy loài người, lấy loài xác thịt làm cánh tay, lòng lìa khỏi Đức Giê-hô-va.|耶 和 華 如 此 說 、 倚 靠 人 血 肉 的 膀 臂 、 心 中 離 棄 耶 和 華 的 、 那 人 有 禍 了 ．
Nó sẽ như thạch thảo trong sa mạc, không thấy phước đến, nhưng ở trong nơi đồng vắng khô khan, trên đất mặm không dân ở.|因 他 必 像 沙 漠 的 杜 松 、 不 見 福 樂 來 到 、 卻 要 住 曠 野 乾 旱 之 處 、 無 人 居 住 的 鹼 地 。
Đáng chúc phước thay là kẻ nhờ cậy Đức Giê-hô-va, và lấy Đức Giê-hô-va làm sự trông cậy mình.|倚 靠 耶 和 華 、 以 耶 和 華 為 可 靠 的 、 那 人 有 福 了 。
Nó cũng như cây trồng nơi bờ suối, đâm rễ theo dòng nước chảy; ngộ khi trời nắng, chẳng hề sợ hãi, mà lá cứ xanh tươi. Gặp năm hạn hán cũng chẳng lo gì, mà cứ ra trái không dứt.|他 必 像 樹 栽 於 水 旁 、 在 河 邊 扎 根 、 炎 熱 來 到 、 並 不 懼 怕 、 葉 子 仍 必 青 翠 、 在 乾 旱 之 年 毫 無 掛 慮 、 而 且 結 果 不 止 。
Lòng người ta là dối trá hơn mọi vật, và rất là xấu xa: ai có thể biết được?|人 心 比 萬 物 都 詭 詐 、 壞 到 極 處 、 誰 能 識 透 呢 。
Ta, Đức Giê-hô-va, dò xét trong trí, thử nghiệm trong lòng, báo cho mỗi người tùy đường họ đi, tùy kết quả của việc họ làm.|我 耶 和 華 是 鑒 察 人 心 、 試 驗 人 肺 腑 的 、 要 照 各 人 所 行 的 、 和 他 作 事 的 結 果 報 應 他 。
Kẻ nào được giàu có chẳng theo sự công bình, cũng như chim đa đa ấp trứng mà mình chẳng đẻ ra; đến nửa đời người, nó phải mất hết, cuối cùng nó ra là ngu dại.|那 不 按 正 道 得 財 的 、 好 像 鷓 鴣 菢 不 是 自 己 下 的 蛋 ． 到 了 中 年 、 那 財 都 必 離 開 他 、 他 終 久 成 為 愚 頑 人 。
Ngôi vinh hiển được lập lên từ ban đầu, ấy là nơi thánh của dân chúng ta!|我 們 的 聖 所 是 榮 耀 的 寶 座 、 從 太 初 安 置 在 高 處 。
Hỡi Đức Giê-hô-va, là sự trông cậy của Y-sơ-ra-ên, những kẻ nào bỏ Ngài đều sẽ bị xấu hổ! Những kẻ lìa khỏi ta sẽ bị ghi trên đất, vì họ đã bỏ suối nước sống, tức là Đức Giê-hô-va.|耶 和 華 以 色 列 的 盼 望 阿 、 凡 離 棄 你 的 、 必 至 蒙 羞 。 耶 和 華 說 、 離 開 我 的 、 他 們 的 名 字 必 寫 在 土 裡 、 因 為 他 們 離 棄 我 這 活 水 的 泉 源 。
Hỡi Đức Giê-hô-va! xin Ngài chữa tôi thì tôi sẽ được lành; xin Ngài cứu tôi thì tôi sẽ được rỗi: vì Ngài là Đấng mà tôi ngợi khen.|耶 和 華 阿 、 求 你 醫 治 我 、 我 便 痊 愈 ． 拯 救 我 、 我 便 得 救 ． 因 你 是 我 所 讚 美 的 。
Nầy là lời người ta bảo tôi: Lời phán của Đức Giê-hô-va ở đâu? Rày hãy ứng nghiệm!|他 們 對 我 說 、 耶 和 華 的 話 在 那 裡 呢 、 叫 這 話 應 驗 罷 。
Còn tôi, tôi chẳng vội vàng bỏ chức chăn dân mà không theo Ngài. Tôi cũng không tự ý muốn mình trông được ngày khốn nạn, Ngài vẫn biết vậy. Lời miệng tôi nói ra điều ở trước mặt Ngài.|至 於 我 、 那 跟 從 你 作 牧 人 的 職 分 、 我 並 沒 有 急 忙 離 棄 、 也 沒 有 想 那 災 殃 的 日 子 、 這 是 你 知 道 的 ． 我 口 中 所 出 的 言 語 、 都 在 你 面 前 。
Ngài là nơi ẩn náu của tôi trong ngày hoạn nạn, xin chớ làm cớ cho tôi kinh khiếp!|不 要 使 我 因 你 驚 恐 ． 當 災 禍 的 日 子 、 你 是 我 的 避 難 所 。
Xin Ngài làm cho những kẻ bắt bớ tôi bị xấu hổ, mà chính tôi đừng bị xấu hổ; cho họ kinh hoàng! Xin cho ngày hoạn nạn lâm trên họ, và hủy hoại gấp hai!|願 那 些 逼 迫 我 的 蒙 羞 、 卻 不 要 使 我 蒙 羞 、 使 他 們 驚 惶 、 卻 不 要 使 我 驚 惶 、 使 災 禍 的 日 子 臨 到 他 們 、 以 加 倍 的 毀 壞 毀 壞 他 們 。
Đức Giê-hô-va phán cùng tôi rằng: Hãy đi, đứng tại cửa của con cái dân sự, tức là cửa các vua Giu-đa thường ra vào, và tại hết thảy các cửa thành Giê-ru-sa-lem.|耶 和 華 對 我 如 此 說 、 你 去 站 在 平 民 的 門 口 、 就 是 猶 大 君 王 出 入 的 門 、 又 站 在 耶 路 撒 冷 的 各 門 口 ．
Ngươi khá nói rằng: Hỡi các vua nước Giu-đa, cùng cả dân Giu-đa, và hết thảy dân cư Giê-ru-sa-lem, là kẻ do các cửa nầy qua lại, hãy nghe lời của Đức Giê-hô-va.|對 他 們 說 、 你 們 這 猶 大 君 王 、 和 猶 大 眾 人 、 並 耶 路 撒 冷 的 一 切 居 民 、 凡 從 這 些 門 進 入 的 、 都 當 聽 耶 和 華 的 話 。
Đức Giê-hô-va phán như vầy: Các ngươi hãy giữ, chớ khiêng gánh vào cửa thành Giê-ru-sa-lem.|耶 和 華 如 此 說 、 你 們 要 謹 慎 、 不 要 在 安 息 日 擔 甚 麼 擔 子 、 進 入 耶 路 撒 冷 的 各 門 ．
Trong ngày Sa-bát, đừng khiêng gánh ra khỏi nhà các ngươi, cũng đừng ra khỏi nhà các ngươi, cũng đừng làm việc chi hết; nhưng hãy biệt riêng ngày Sa-bát ra thánh, như ta đã phán dặn tổ phụ các ngươi.|也 不 要 在 安 息 日 、 從 家 中 擔 出 擔 子 去 ． 無 論 何 工 都 不 可 作 、 只 要 以 安 息 日 為 聖 日 、 正 如 我 所 吩 咐 你 們 列 祖 的 。
Nhưng mà, họ chẳng nghe, chẳng lắng tai; cứng cổ để chẳng nghe ta và chẳng chịu dạy.|他 們 卻 不 聽 從 、 不 側 耳 而 聽 、 竟 硬 著 頸 項 不 聽 、 不 受 教 訓 。
Đức Giê-hô-va phán: Nếu các ngươi chăm chỉ nghe ta, nếu các ngươi không khiêng gánh vào cửa thành ấy trong ngày sa-bát, nếu các ngươi biệt riêng ngày sa-bát ra thánh và không làm việc gì trong ngày đó,|耶 和 華 說 、 你 們 若 留 意 聽 從 我 、 在 安 息 日 不 擔 甚 麼 擔 子 進 入 這 城 的 各 門 、 只 以 安 息 日 為 聖 日 、 在 那 日 無 論 何 工 都 不 作 、
thì các vua và các quan trưởng ngồi trên ngai Đa-vít sẽ cỡi xe cỡi ngựa, cùng với các quan trưởng người Giu-đa, và dân cư Giê-ru-sa-lem do cử thành ấy mà vào; và thành ấy sẽ còn đời đời.|那 時 就 有 坐 大 衛 寶 座 的 君 王 、 和 首 領 、 他 們 與 猶 大 人 、 並 耶 路 撒 冷 的 居 民 、 或 坐 車 、 或 騎 馬 、 進 入 這 城 的 各 門 ． 而 且 這 城 必 存 到 永 遠 。
Người ta sẽ đến từ các thành của Giu-đa và từ các nơi chung quanh Giê-ru-sa-lem, từ xứ Bên-gia-min, từ đất đồng bằng, đất núi, và phương Nam, đặng đem của lễ thiêu và các của lễ, của lễ chay cùng nhũ hương, và đem của lễ thù ân đến nhà Đức Giê-hô-va.|也 必 有 人 從 猶 大 城 邑 、 和 耶 路 撒 冷 四 圍 的 各 處 、 從 便 雅 憫 地 、 高 原 、 山 地 、 並 南 地 而 來 、 都 帶 燔 祭 、 平 安 祭 、 素 祭 、 和 乳 香 、 並 感 謝 祭 、 到 耶 和 華 的 殿 去 。
Nhưng nếu các ngươi không nghe ta để biệt ngày sa-bát ra thánh, mà trong ngày sa-bát khiêng gánh và vào cửa thành Giê-ru-sa-lem, thì ta sẽ đặt lửa nơi cửa thành, lửa ấy sẽ thiêu hủy cung điện của Giê-ru-sa-lem, không bao giờ tắt.|你 們 若 不 聽 從 我 、 不 以 安 息 日 為 聖 日 、 仍 在 安 息 日 擔 擔 子 、 進 入 耶 路 撒 冷 的 各 門 、 我 必 在 各 門 中 點 火 、 這 火 也 必 燒 毀 耶 路 撒 冷 的 宮 殿 、 不 能 熄 滅 。

					Giê-rê-mi-a 18				|
						耶利米書 18					
Lời của Đức Giê-hô-va phán cho Giê-rê-mi như vầy:|耶 和 華 的 話 臨 到 耶 利 米 說 、
Ngươi khá chờ dậy, xuống trong nhà thợ gốm kia, tại đó ta sẽ cho ngươi nghe lời ta.|你 起 來 、 下 到 ? 匠 的 家 裡 去 、 我 在 那 裡 要 使 你 聽 我 的 話 。
Tôi bèn xuống trong nhà thợ gốm, nầy, nó đương nắn đồ trên cái bàn xây.|我 就 下 到 ? 匠 的 家 裡 去 、 正 遇 他 轉 輪 做 器 皿 。
Cái bình đã nắn ra bằng đất sét bị hư trong tay người thợ gốm, thì nó lấy mà nắn cái bình khác, tùy ý mình muốn làm.|? 匠 用 泥 作 的 器 皿 、 在 他 手 中 做 壞 了 、 他 又 用 這 泥 另 作 別 的 器 皿 ． ? 匠 看 怎 樣 好 、 就 怎 樣 作 。
Bấy giờ, có lời Đức Giê-hô-va phán cùng tôi rằng:|耶 和 華 的 話 就 臨 到 我 說 、
Đức Giê-hô-va phán: Hỡi nhà Y-sơ-ra-ên, ta đối với các ngươi há chẳng làm được như người thợ gốm hay sao? Hỡi nhà Y-sơ-ra-ên, đất sét ở trong tay thợ gốm thể nào, thì các ngươi cũng ở trong tay ta thể ấy.|耶 和 華 說 、 以 色 列 家 阿 、 我 待 你 們 、 豈 不 能 照 這 ? 匠 弄 泥 麼 ． 以 色 列 家 阿 、 泥 在 ? 匠 的 手 中 怎 樣 、 你 們 在 我 的 手 中 也 怎 樣 。
Trong lúc nào ta sẽ nói về một dân một nước kia đặng nhổ đi, hủy đi, diệt đi;|我 何 時 論 到 一 邦 、 或 一 國 、 說 、 要 拔 出 、 拆 毀 、 毀 壞 。
nếu nước mà ta nói đó xây bỏ điều ác mình, thì ta sẽ đổi ý ta đã toan giáng tai họa cho nó.|我 所 說 的 那 一 邦 、 若 是 轉 意 離 開 他 們 的 惡 、 我 就 必 後 悔 、 不 將 我 想 要 施 行 的 災 禍 降 與 他 們 。
Cũng có lúc nào ta sẽ nói về một dân một nước kia đặng dựng nó, trồng nó;|我 何 時 論 到 一 邦 、 或 一 國 、 說 、 要 建 立 、 栽 植 ．
nếu nước ấy làm điều ác trước mắt ta và không nghe tiếng ta, thì ta sẽ đổi ý ta đã định xuống phước cho nó.|他 們 若 行 我 眼 中 看 為 惡 的 事 、 不 聽 從 我 的 話 、 我 就 必 後 悔 、 不 將 我 所 說 的 福 氣 賜 給 他 們 。
Vậy nên bấy giờ, hãy nói cũng người Giu-đa và dân cư Giê-ru-sa-lem, bảo họ rằng: Đức Giê-hô-va phán như vầy: Nầy, ta đương gây tai vạ đánh các ngươi, đặt mưu kế hại các ngươi. Ai nầy khá dạy lại khỏi đường ác mình, chữa đường lối mình và công việc mình!|現 在 你 要 對 猶 大 人 、 和 耶 路 撒 冷 的 居 民 說 、 耶 和 華 如 此 說 、 我 造 出 災 禍 攻 擊 你 們 、 定 意 刑 罰 你 們 ． 你 們 各 人 當 回 頭 離 開 所 行 的 惡 道 、 改 正 你 們 的 行 動 作 為 。
Nhưng họ nói rằng: Khéo mất công! Chúng ta cứ theo mưu mình; ai nấy sẽ theo sự cứng cỏi của lòng xấu mình.|他 們 卻 說 、 這 是 枉 然 ． 我 們 要 照 自 己 的 計 謀 去 行 ． 各 人 隨 自 己 頑 梗 的 惡 心 作 事 。
Vậy nên, Đức Giê-hô-va phán như vầy: Hãy hỏi trong các nước có ai đã hề nghe sự như vậy không? Gái đồng trinh của Y-sơ-ra-ên đã làm việc đáng gớm.|所 以 耶 和 華 如 此 說 、 你 們 且 往 各 國 訪 問 、 有 誰 聽 見 這 樣 的 事 、 以 色 列 民 〔 原 文 作 處 女 〕 行 了 一 件 極 可 憎 惡 的 事 。
Có ai thấy tuyết của Li-ban lìa bỏ vần đá nơi đồng bằng chăng? Hay là có ai thấy nước sông mát từ xa chảy đến nơi mà cạn tắt đi chăng?|利 巴 嫩 的 雪 、 從 田 野 的 磐 石 上 豈 能 斷 絕 呢 。 從 遠 處 流 下 的 涼 水 、 豈 能 乾 涸 呢 。
Thế mà dân ta đã quên ta; đốt hương cho thần tượng giả dối. Vì vậy, nó đã vấp ngã trong đường mình, trong nẻo cũ, đặng đi trong đường chưa dọn đắp.|我 的 百 姓 竟 忘 記 我 、 向 假 神 燒 香 、 使 他 們 在 所 行 的 路 上 、 在 古 道 上 絆 跌 、 使 他 們 行 沒 有 修 築 的 斜 路 ．
Nên đất nó trở nên gở lạ, làm trò cười mãi mãi; kẻ qua người lại đều sững sờ và lắc đầu.|以 致 他 們 的 地 令 人 驚 駭 、 常 常 嗤 笑 、 凡 經 過 這 地 的 、 必 驚 駭 搖 頭 。
Ta sẽ làm cho nó toàn lực trước mặt kẻ thù, như bởi trận gió đông; ta xây lưng lại đặng nó, chẳng xây mặt lại trong ngày nó bị tai nạn.|我 必 在 仇 敵 面 前 分 散 他 們 、 好 像 用 東 風 吹 散 一 樣 ． 遭 難 的 日 子 、 我 必 以 背 向 他 們 、 不 以 面 向 他 們 。
Chúng nó bèn nói rằng: Hãy đến, đồng lập mưu nghịch cùng Giê-rê-mi; vì thầy tế lễ chẳng thiếu gì luật pháp, người khôn ngoan chẳng thiếu gì sự khôn ngoan, đấng tiên tri chẳng thiếu gì lời tiên tri. Chúng ta hãy đến, lấy miệng luỡi mình mà công kích nó, đừng để tai vào lời nó nói chút nào.|他 們 就 說 、 來 罷 ． 我 們 可 以 設 計 謀 害 耶 利 米 、 因 為 我 們 有 祭 司 講 律 法 、 智 慧 人 設 謀 略 、 先 知 說 豫 言 、 都 不 能 斷 絕 ． 來 罷 、 我 們 可 以 用 舌 頭 擊 打 他 、 不 要 理 會 他 的 一 切 話 。
Hỡi Đức Giê-hô-va, xin vì tôi ghé tai nghe những lời của kẻ cãi lẫy với tôi!|耶 和 華 阿 、 求 你 理 會 我 、 且 聽 那 些 與 我 爭 競 之 人 的 話 。
Người ta có lẽ nào lấy ác báo thiện sao? vì họ đã đào hầm đặng hại linh hồn tôi. Xin Ngài nhớ rằng tôi từng đứng trước mặt Ngài đặng vì họ cầu phước, làm cho cơn giận Ngài xây khỏi họ.|豈 可 以 惡 報 善 呢 ． 他 們 竟 挖 坑 要 害 我 的 性 命 ． 求 你 記 念 我 怎 樣 站 在 你 面 前 、 為 他 們 代 求 、 要 使 你 的 忿 怒 向 他 們 轉 消 。
Vậy nên, xin Ngài phó con cái họ cho sự đói kém, và chính mình họ cho quyền gươm dao. Nguyền cho vợ họ mất con và trở nên góa bụa, cho chồng bị chết dịch, cho những người trai tráng bị gươm đánh giữa trận mạc.|故 此 、 願 你 將 他 們 的 兒 女 交 與 飢 荒 、 和 刀 劍 ． 願 他 們 的 妻 無 子 、 且 作 寡 婦 、 又 願 他 們 的 男 人 被 死 亡 所 滅 、 他 們 的 少 年 人 在 陣 上 被 刀 擊 殺 。
Nguyền cho người ta nghe tiếng kêu ra từ trong nhà, khi Ngài sẽ khiến đạo quân thoạt đến xông vào họ! Vì họ đã đào hầm để sập bắt tôi, đã giấu lưới dưới chơn tôi.|你 使 敵 軍 忽 然 臨 到 他 們 的 時 候 、 願 人 聽 見 哀 聲 從 他 們 的 屋 內 發 出 、 因 他 們 挖 坑 要 捉 拿 我 、 暗 設 網 羅 要 絆 我 的 腳 。
Hỡi Đức Giê-hô-va, chính Ngài biết cả mưu chước họ nghịch cùng tôi để giết tôi. Xin đừng tha sự gian ác họ, đừng xóa tội lỗi họ khỏi mắt Ngài; nhưng cho họ vấp ngã trước mặt Ngài; xin Ngài phạt họ trong ngày nổi giận của Ngài!|耶 和 華 阿 、 他 們 要 殺 我 的 那 一 切 計 謀 、 你 都 知 道 ． 不 要 赦 免 他 們 的 罪 孽 、 也 不 要 從 你 面 前 塗 抹 他 們 的 罪 惡 、 要 叫 他 們 在 你 面 前 跌 倒 、 願 你 發 怒 的 時 候 罰 辦 他 們 。

					Giê-rê-mi-a 19				|
						耶利米書 19					
Đức Giê-hô-va phán rằng: Hãy đi mua một cái bình bằng đất nơi thợ gốm. Rồi kèm một vài trưởng lão trong dân và trưởng lão trong đám thầy tế lễ đi với ngươi,|耶 和 華 如 此 說 、 你 去 買 ? 匠 的 瓦 瓶 、 又 帶 百 姓 中 的 長 老 、 和 祭 司 中 的 長 老 、
đến nơi trũng của con trai Hi-nôm, gần đường vào cửa Gốm; tại đó, hãy rao những lời ta sẽ bảo cho.|出 去 到 欣 嫩 子 谷 、 哈 珥 西 〔 哈 珥 西 就 是 瓦 片 的 意 思 〕 的 門 口 那 裡 、 宣 告 我 所 吩 咐 你 的 話 、
Ngươi khá nói rằng: Hỡi các vua Giu-đa, và các ngươi, là dân cư Giê-ru-sa-lem, hãy nghe lời của Đức Giê-hô-va. Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Nầy, ta sẽ giáng tai vạ trên nơi nầy, đến nỗi ai nghe nói cũng phải bùng tai;|說 、 猶 大 君 王 、 和 耶 路 撒 冷 的 居 民 哪 、 當 聽 耶 和 華 的 話 ． 萬 軍 之 耶 和 華 以 色 列 的 　 神 如 此 說 、 我 必 使 災 禍 臨 到 這 地 方 、 凡 聽 見 的 人 都 必 耳 鳴 ．
vì chúng nó đã lìa bỏ ta, đã làm chỗ nầy nên xa lạ, đã đốt hương ở đó cho các thần khác mà chúng nó, tổ phụ chúng nó, các vua Giu-đa đều chưa từng biết, và vì chúng nó đã làm cho máu vô tội đầy nơi nầy.|因 為 他 們 和 他 們 列 祖 、 並 猶 大 君 王 離 棄 我 、 將 這 地 方 看 為 平 常 、 在 這 裡 向 素 不 認 識 的 別 神 燒 香 、 又 使 這 地 方 滿 了 無 辜 人 的 血 ．
