
					I Các Vua 1				|
Lạy Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên! hoặc trên trời cao kia, hoặc dưới đất thấp này, chẳng có một thần nào giống như Chúa. Chúa giữ sự giao ước và lòng nhơn từ với kẻ tôi tớ Chúa, là kẻ nào hết lòng đi ở trước mặt Chúa.|耶 和 華 以 色 列 的 　 神 阿 、 天 上 地 下 沒 有 神 可 比 你 的 ． 你 向 那 盡 心 行 在 你 面 前 的 僕 人 、 守 約 施 慈 愛 ．
Đối cùng tôi tớ Chúa, là Đa-vít, cha tôi, Chúa có giữ lời Ngài đã hứa với người. Thật, hễ điều chi miệng Chúa phán, thì tay Chúa đã làm hoàn thành, y như chúng tôi thấy ngày nay.|向 你 僕 人 我 父 大 衛 所 應 許 的 話 、 現 在 應 驗 了 ． 你 親 口 應 許 、 親 手 成 就 、 正 如 今 日 一 樣 。
Vậy, hỡi Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên! ngày nay xin làm trọn lời Chúa đã hứa cùng tôi tớ Chúa, là Đa-vít, cha tôi, rằng: Nếu con cháu ngươi cẩn thận các đường lối mình, đi ở trước mặt ta, y như ngươi đã đi, thì trước mặt ta sẽ chẳng hề thiếu một kẻ hậu tự ngươi đặng ngồi trên ngôi nước Y-sơ-ra-ên đâu.|耶 和 華 以 色 列 的 　 神 阿 、 你 所 應 許 你 僕 人 我 父 大 衛 的 話 、 說 、 你 的 子 孫 若 謹 慎 自 己 的 行 為 、 在 我 面 前 行 事 像 你 所 行 的 一 樣 、 就 不 斷 人 坐 以 色 列 的 國 位 ． 現 在 求 你 應 驗 這 話 。
Hỡi Đức Chúa Trời của Y-sơ-ra-ên! xin hãy làm cho ứng nghiệm lời Chúa đã hứa cùng kẻ tôi tớ Chúa, là Đa-vít, cha tôi.|以 色 列 的 　 神 阿 、 求 你 成 就 向 你 僕 人 我 父 大 衛 所 應 許 的 話 。
Nhưng quả thật rằng Đức Chúa Trời ngự trên đất này chăng? Kìa, trời, dầu đến đỗi trời của các từng trời chẳng có thể chứa Ngài được thay, phương chi cái đền này tôi đã cất!|　 神 果 真 住 在 地 上 麼 、 看 哪 、 天 和 天 上 的 天 、 尚 且 不 足 你 居 住 的 、 何 況 我 所 建 的 這 殿 呢 。
Dầu vậy, hỡi Giê-hô-va Đức Chúa Trời tôi! xin hãy đoái đến lời cầu nguyện và sự nài xin của kẻ tôi tớ Chúa. đặng nghe tiếng kêu cầu và khẩn nguyện mà kẻ tôi tớ Chúa cầu trước mặt Chúa ngày nay.|惟 求 耶 和 華 我 的 　 神 垂 顧 僕 人 的 禱 告 祈 求 、 俯 聽 僕 人 今 日 在 你 面 前 的 祈 禱 呼 籲 ．
Nguyện mắt của Chúa ngày và đêm đoái xem nhà nầy, là chỗ mà Chúa đã phán rằng: Danh ta sẽ ngự tại đó, đặng nghe lời cầu nguyện của tôi tớ Chúa hướng nơi này mà cầu.|願 你 晝 夜 看 顧 這 殿 、 就 是 你 應 許 立 為 你 名 的 居 所 ． 求 你 垂 聽 僕 人 向 此 處 禱 告 的 話 。
Phàm điều gì tôi tớ Chúa và dân Y-sơ-ra-ên của Chúa sẽ hướng về nơi này mà khẩn cầu, xin Chúa hãy dủ nghe; phải, ở nơi ngự của Chúa, tại trên các từng trời, xin Chúa dủ nghe, nhậm lời, và tha thứ cho.|你 僕 人 和 你 民 以 色 列 向 此 處 祈 禱 的 時 候 、 求 你 在 天 上 你 的 居 所 垂 聽 、 垂 聽 而 赦 免 。
Khi ai phạm tội cùng kẻ lân cận mình, và người ta bắt đi đó phải thề, nếu người đến thề trước bàn thờ của Chúa, tại trong đền này,|人 若 得 罪 鄰 舍 、 有 人 叫 他 起 誓 、 他 來 到 這 殿 在 你 的 壇 前 起 誓 ．
thì xin Chúa ở trên trời hãy nghe, đối đãi và xét đoán tôi tớ Chúa, mà lên án cho kẻ dữ, khiến đường lối nó đổ lại trên đầu nó, và xưng công bình cho người công bình, và thưởng ngươi tùy theo sự công bình của người.|求 你 在 天 上 垂 聽 、 判 斷 你 的 僕 人 、 定 惡 人 有 罪 、 照 他 所 行 的 報 應 在 他 頭 上 ． 定 義 人 有 理 、 照 他 的 義 賞 賜 他 。
Khi dân Y-sơ-ra-ên của Chúa, vì cớ phạm tội với Chúa, bị kẻ tù nghịch đánh được; nếu chúng nó trở lại với Chúa, nhận biết danh Ngài và cầu nguyện nài xin với Chúa trong đền này,|你 的 民 以 色 列 若 得 罪 你 、 敗 在 仇 敵 面 前 、 又 歸 向 你 、 承 認 你 的 名 、 在 這 殿 裡 祈 求 禱 告 ．
thì xin Chúa ở trên trời hãy dủ nghe, tha tội cho dân Y-sơ-ra-ên của Chúa, và khiến họ trở về đất mà Chúa đã ban cho tổ phụ họ.|求 你 在 天 上 垂 聽 、 赦 免 你 民 以 色 列 的 罪 、 使 他 們 歸 回 你 賜 給 他 們 列 祖 之 地 。
Nếu các từng trời bị đóng chặt, không có mưa, bởi vì chúng nó đã phạm tội với Chúa, nếu chúng nó hướng về nơi này mà cầu nguyện, nhận biết danh Chúa, xây bỏ tội lỗi mình, sau khi Chúa đã đoán phạt họ,|你 的 民 因 得 罪 你 、 你 懲 罰 他 們 、 使 天 閉 塞 不 下 雨 、 他 們 若 向 此 處 禱 告 、 承 認 你 的 名 、 離 開 他 們 的 罪 、
thì xin Chúa ở trên trời hãy dủ nghe, tha tội cho các tôi tớ Chúa, và cho dân Y-sơ-ra-ên của Ngài. Xin hãy chỉ cho họ con đường thiện mà họ phải đi, và giáng mưa trên đất của Chúa đã ban cho dân Ngài làm sản nghiệp.|求 你 在 天 上 垂 聽 、 赦 免 你 僕 人 以 色 列 民 的 罪 、 將 當 行 的 善 道 指 教 他 們 、 且 降 雨 在 你 的 地 、 就 是 你 賜 給 你 民 為 業 之 地 。
Khi trong xứ xảy có đói kém, ôn dịch, hạn hán, ten sét, cào cào, châu chấu, hoặc có quân thù nghịch vây các thành của địa phận họ, hay là có tai vạ chi, tật bịnh gì;|國 中 若 有 饑 荒 、 瘟 疫 、 旱 風 、 霉 爛 、 蝗 蟲 、 螞 蚱 、 或 有 仇 敵 犯 境 圍 困 城 邑 、 無 論 遭 遇 甚 麼 災 禍 疾 病 。
nếu có một người hoặc cả dân Y-sơ-ra-ên của Chúa, ai nấy đã nhận biết tai họa của lòng mình, mà giơ tay ra hướng về đền này, và cầu nguyện, khẩn xin vô luận điều gì,|你 的 民 以 色 列 、 或 是 眾 人 、 或 是 一 人 、 自 覺 有 罪 、 〔 原 文 作 災 〕 向 這 殿 舉 手 、 無 論 祈 求 甚 麼 、 禱 告 甚 麼 、
thì xin Chúa ở trên trời, là nơi Chúa ngự, dủ nghe, và tha thứ cho, đối đãi, báo ứng mỗi người tùy theo công việc họ, vì Chúa thông biết lòng của họ ,|求 你 在 天 上 你 的 居 所 垂 聽 赦 免 ． 你 是 知 道 人 心 的 、 要 照 各 人 所 行 的 待 他 們 、 （ 惟 有 你 知 道 世 人 的 心 ）
để khiến họ kính sợ Chúa trọn đời họ sống ở trên đất mà Chúa đã ban cho tổ phụ chúng tôi.|使 他 們 在 你 賜 給 我 們 列 祖 之 地 上 、 一 生 一 世 敬 畏 你 。
Vả lại, về khách lạ, là người chẳng thuộc về dân Y-sơ-ra-ên của Chúa, nhưng vì danh Ngài từ xứ xa đến|論 到 不 屬 你 民 以 色 列 的 外 邦 人 、 為 你 名 從 遠 方 而 來 、
, khi người đến cầu nguyện trong nhà này,|（ 他 們 聽 人 論 說 你 的 大 名 、 和 大 能 的 手 、 並 伸 出 來 的 膀 臂 ） 向 這 殿 禱 告 、
xin Chúa ở trên trời, là nơi Chúa ngự, dủ nghe và làm theo mọi điều người khách lạ sẽ cầu xin Chúa để cho muôn dân của thế gian nhận biết danh Chúa, kính sợ Chúa, y như dân Y-sơ-ra-ên của Ngài, và cho biết rằng danh Chúa xưng ra trên đền này mà tôi đã xây cất.|求 你 在 天 上 你 的 居 所 垂 聽 、 照 著 外 邦 人 所 祈 求 的 而 行 、 使 天 下 萬 民 都 認 識 你 的 名 、 敬 畏 你 像 你 的 民 以 色 列 一 樣 ． 又 使 他 們 知 道 我 建 造 的 這 殿 、 是 稱 為 你 名 下 的 。
Khi dân của Chúa đi chiến trận cùng quân thù nghịch mình, theo con đường Chúa đã sai đi, nếu họ cầu khẩn Đức Giê-hô-va xây mặt hướng về thành Chúa đã chọn, và về đền tôi đã cất cho danh Ngài,|你 的 民 若 奉 你 的 差 遣 、 無 論 往 何 處 去 與 仇 敵 爭 戰 、 向 耶 和 華 所 選 擇 的 城 、 與 我 為 你 名 所 建 造 的 殿 禱 告 ．
thì xin Chúa ở trên trời, hãy dủ nghe các lời cầu nguyện nài xin của chúng, và binh vực quyền lợi cho họ.|求 你 在 天 上 垂 聽 他 們 的 禱 告 祈 求 、 使 他 們 得 勝 。
Khi chúng nó phạm tội cùng Chúa  và Chúa nổi giận, phó chúng nó cho kẻ thù nghịch; khi họ bị bắt làm phu tù đến xứ của kẻ thù nghịch, hoặc xa hoặc gần,|你 的 民 若 得 罪 你 、 （ 世 上 沒 有 不 犯 罪 的 人 ） 你 向 他 們 發 怒 、 將 他 們 交 給 仇 敵 擄 到 仇 敵 之 地 、 或 遠 或 近 、
ví bằng trong xứ mà họ bị tù, họ nghĩ lại, ăn năn, và nài xin Chúa mà rằng: "Chúng tôi có phạm tội, làm điều gian ác, và cư xử cách dữ tợn;"|他 們 若 在 擄 到 之 地 想 起 罪 來 、 回 心 轉 意 、 懇 求 你 說 、 我 們 有 罪 了 、 我 們 悖 逆 了 、 我 們 作 惡 了 ．
nhược bằng tại trong xứ mà thù nghịch đã dẫn họ đến làm phu tù, họ hết lòng hết ý trở lại cùng Chúa, cầu nguyện cùng Ngài, mặt hướng về xứ mà Chúa đã ban cho tổ phụ họ, về thành mà Chúa đã chọn, và về đền mà tôi đã xây cất cho danh Chúa,|他 們 若 在 擄 到 之 地 、 盡 心 盡 性 歸 服 你 、 又 向 自 己 的 地 、 就 是 你 賜 給 他 們 列 祖 之 地 、 和 你 所 選 擇 的 城 、 並 我 為 你 名 所 建 造 的 殿 禱 告 、
thì xin Chúa ở trên trời, tức nơi Chúa ngự, hãy dủ nghe lời cầu nguyện nài xin của họ, và binh vực quyền nài xin của họ, và binh vực quyền lợi cho họ;|求 你 在 天 上 你 的 居 所 垂 聽 他 們 的 禱 告 祈 求 、 為 他 們 伸 冤 。
tha cho dân Chúa tội lỗi và các sự trái mạng mà họ đã phạm cùng Ngài; xin Chúa khiến những kẻ bắt họ làm phu tù có lòng thương xót họ,|饒 恕 得 罪 你 的 民 、 赦 免 他 們 的 一 切 過 犯 、 使 他 們 在 擄 他 們 的 人 面 前 蒙 憐 恤 ．
vì dân Y-sơ-ra-ên vốn là dân sự Chúa, cơ nghiệp của Chúa, mà Chúa đã đem ra khỏi Ê-díp-tô, tức khỏi giữa lò sắt.|因 為 他 們 是 你 的 子 民 、 你 的 產 業 、 是 你 從 埃 及 領 出 來 脫 離 鐵 爐 的 ．
Nguyện Chúa đoái xem kẻ tôi tớ Chúa và dân Y-sơ-ra-ên của Ngài, dủ nghe lời cầu nguyện nài xin của họ, mỗi lần họ kêu cầu cùng Chúa.|願 你 的 眼 目 看 顧 僕 人 、 聽 你 民 以 色 列 的 祈 求 、 無 論 何 時 向 你 祈 求 、 願 你 垂 聽 。
Hỡi Chúa Giê-hô-va ôi! Chúa đã phân cách họ khỏi các dân tộc trên đất, để họ làm cơ nghiệp Chúa, y như Chúa đã phán bởi miệng Môi-se, là tôi tớ Chúa, khi Chúa đem tổ phụ chúng tôi ra khỏi Ê-díp-tô.|主 耶 和 華 阿 、 你 將 他 們 從 地 上 的 萬 民 中 分 別 出 來 、 作 你 的 產 業 、 是 照 你 領 我 們 列 祖 出 埃 及 的 時 候 、 藉 你 僕 人 摩 西 所 應 許 的 話 。
Khi Sa-lô-môn đã cầu với Đức Giê-hô-va những lời khẩn nguyện nài xin này xong, bèn đứng dậy trước bàn thờ Đức Giê-hô-va, khỏi nơi người đã quì, tay giơ lên trời.|所 羅 門 在 耶 和 華 的 壇 前 屈 膝 跪 著 、 向 天 舉 手 、 在 耶 和 華 面 前 禱 告 祈 求 已 畢 、 就 起 來 、
Người đứng chúc phước lớn tiếng cho cả hội chúng Y-sơ-ra-ên, mà rằng:|站 著 、 大 聲 為 以 色 列 全 會 眾 祝 福 、 說 、
Đáng khen ngợi Đức Giê-hô-va, là Đấng đã ban sự bình yên cho dân Y-sơ-ra-ên của Ngài, tùy theo các lời Ngài đã hứa! Về các lời tốt lành mà Ngài đã cậy miệng Môi-se, kẻ tôi tớ Ngài, phán ra, chẳng có một lời nào không ứng nghiệm.|耶 和 華 是 應 當 稱 頌 的 、 因 為 他 照 著 一 切 所 應 許 的 、 賜 平 安 給 他 的 民 以 色 列 人 、 凡 藉 他 僕 人 摩 西 應 許 賜 福 的 話 、 一 句 都 沒 有 落 空 。
Nguyện Giê-hô-va Đức Chúa Trời chúng tôi ở với chúng tôi, như Ngài đã ở cùng tổ phụ chúng tôi, chớ lìa, chớ bỏ chúng tôi;|願 耶 和 華 我 們 的 　 神 與 我 們 同 在 、 像 與 我 們 列 祖 同 在 一 樣 、 不 撇 下 我 們 、 不 丟 棄 我 們 ．
nguyện Ngài giục lòng chúng tôi hướng về Ngài, hầu chúng tôi đi trong mọi đường lối Ngài, giữ những điều răn, luật pháp, và mạng lịnh của Ngài đã truyền cho tổ phụ chúng tôi.|使 我 們 的 心 歸 向 他 、 遵 行 他 的 道 、 謹 守 他 吩 咐 我 們 列 祖 的 誡 命 、 律 例 、 典 章 。
Ước gì Giê-hô-va Đức Chúa Trời chúng ta ngày đêm dủ lòng nhớ đến các lời ta đã nài xin trước mặt Ngài, hầu cho tùy việc cần ngày nào theo ngày nấy, Đức Giê-hô-va binh vực quyền lợi của tôi tớ Ngài và của dân Y-sơ-ra-ên;|我 在 耶 和 華 面 前 祈 求 的 這 些 話 、 願 耶 和 華 我 們 的 　 神 晝 夜 垂 念 、 每 日 為 他 僕 人 與 他 民 以 色 列 伸 冤 ．
hầu cho muôn dân của thế gian biết rằng Giê-hô-va là Đức Chúa Trời, chớ chẳng có ai khác.|使 地 上 的 萬 民 都 知 道 惟 獨 耶 和 華 是 　 神 、 並 無 別 神 。
Vậy, các ngươi khá lấy lòng trọn lành đối với Giê-hô-va Đức Chúa Trời chúng ta, để đi theo luật lệ Ngài và giữ gìn điều răn của Ngài, y như các ngươi đã làm ngày nay.|所 以 你 們 當 向 耶 和 華 我 們 的 　 神 存 誠 實 的 心 、 遵 行 他 的 律 例 、 謹 守 他 的 誡 命 、 至 終 如 今 日 一 樣 。
Vua và cả Y-sơ-ra-ên đều dâng các của lễ tại trước mặt Đức Giê-hô-va.|王 和 以 色 列 眾 民 一 同 在 耶 和 華 面 前 獻 祭 。
Sa-lô-môn dâng của lễ thù ân cho Đức Giê-hô-va, hai muôn hai ngàn con bò đực và mười hai muôn con chiên. Vua và cả dân Y-sơ-ra-ên đều dự lễ khánh thành đền của Đức Giê-hô-va là như vậy.|所 羅 門 向 耶 和 華 獻 平 安 祭 、 用 牛 二 萬 二 千 、 羊 十 二 萬 、 這 樣 、 王 和 以 色 列 眾 民 、 為 耶 和 華 的 殿 行 奉 獻 之 禮 。
Trong ngày đó, vua biệt riêng ra nơi chính giữa của hành lang ở trước đền thờ của Đức Giê-hô-va, vì tại đó người dâng các của lễ thiêu, của lễ chay, và mỡ về của lễ thù ân; bởi vì bàn thờ bằng đồng để trước đền của Đức Giê-hô-va là nhỏ quá, đựng các của lễ thù ân không đặng.|當 日 王 因 耶 和 華 殿 前 的 銅 壇 太 小 、 容 不 下 燔 祭 、 素 祭 、 和 平 安 祭 牲 的 脂 油 、 便 將 耶 和 華 殿 前 院 子 當 中 、 分 別 為 聖 、 在 那 裡 獻 燔 祭 、 素 祭 、 和 平 安 祭 牲 的 脂 油 。
Trong lúc đó, Sa-lô-môn và cả dân Y-sơ-ra-ên, một hội chúng rất lớn, ở từ miền Ha-mát cho đến khe Ê-díp-tô, hiệp tại trước mặt Giê-hô-va Đức Chúa Trời chúng ta, mà giữ lễ trong bảy ngày, lại bảy ngày khác nữa, cộng mười bốn ngày.|那 時 所 羅 門 和 以 色 列 眾 人 、 就 是 從 哈 馬 口 、 直 到 埃 及 小 河 、 所 有 的 以 色 列 人 、 都 聚 集 成 為 大 會 ． 在 耶 和 華 我 們 的 　 神 面 前 守 節 七 日 、 又 七 日 、 共 十 四 日 。
Ngày thứ tám, vua cho dân sự về; dân chúc phước cho vua, đi trở về trại mình, lấy làm mừng rỡ vui lòng về mọi sự tốt lành mà Đức Giê-hô-va đã làm cho Đa-vít, kẻ tôi tớ Ngài, và cho Y-sơ-ra-ên, dân sự của Ngài.|第 八 日 王 遣 散 眾 民 、 他 們 都 為 王 祝 福 ． 因 見 耶 和 華 向 他 僕 人 大 衛 和 他 民 以 色 列 所 施 的 一 切 恩 惠 、 就 都 心 中 喜 樂 、 各 歸 各 家 去 了 。

					I Các Vua 9				|
						列王紀上 9					
Khi Sa-lô-môn đã cất xong nhà của Đức Giê-hô-va, cung điện và mọi sự người muốn cất,|所 羅 門 建 造 耶 和 華 殿 、 和 王 宮 、 並 一 切 所 願 意 建 造 的 、 都 完 畢 了 、
thì Đức Giê-hô-va hiện đến cùng người lần thứ nhì, y như Ngài đã hiện ra cùng người tại Ga-ba-ôn.|耶 和 華 就 二 次 向 所 羅 門 顯 現 、 如 先 前 在 基 遍 向 他 顯 現 一 樣 。
Đức Giê-hô-va phán với người rằng: Ta đã nhậm lời cầu nguyện nài xin của ngươi thưa trước mặt ta; ta đã biệt riêng ra thánh cái đền này mà ngươi đã cất, để cho danh ta ngự tại đó đời đời; mắt và lòng ta sẽ thường ở đó mãi mãi.|對 他 說 、 你 向 我 所 禱 告 祈 求 的 、 我 都 應 允 了 ． 我 已 將 你 所 建 的 這 殿 分 別 為 聖 、 使 我 的 名 永 遠 在 其 中 ． 我 的 眼 、 我 的 心 、 也 必 常 在 那 裡 。
